"HEATHOME","DNTHEAT","HEATAPT","EQUIPM","FUELHEAT","EQUIPAGE","GEOHP","EQUIPAUXTYPE","EQUIPAUX","FUELAUX","USEEQUIPAUX","NUMPORTEL","NUMFIREPLC","NUMDLHP","BASEHEAT","ATTCHEAT","GARGHEAT","HUMIDTYPE","NUMPORTHUM","USEHUMID","ELWARM","UGWARM","LPWARM","FOWARM","WDWARM","ZATTCHEAT","ZBASEHEAT","ZEQUIPAGE","ZEQUIPAUXTYPE","ZEQUIPM","ZFUELAUX","ZFUELHEAT","ZGARGHEAT","ZHEATAPT","ZHEATHOME","ZHUMIDTYPE","ZNUMDLHP","ZNUMFIREPLC","ZNUMPORTEL","ZNUMPORTHUM","ZUSEEQUIPAUX","ZUSEHUMID","ZDNTHEAT","DOEID","NWEIGHT"
1,-2,-2,99,99,4,-2,0,0,-2,-2,-2,-2,-2,0,0,-2,0,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,110195,7902.0367142
1,-2,-2,3,99,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,0,0,-2,-2,0,0,1,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,104230,4706.3170048
1,-2,0,3,99,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,0,0,-2,-2,1,0,1,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,100410,9919.4349513
1,-2,-2,3,99,6,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,106116,944.26896813
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,109428,15458.002573
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,1,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,117559,9982.1303604
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105818,6648.4112461
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105344,810.23311283
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,117758,6058.2957611
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,115286,10275.745013
1,-2,1,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,118167,14656.742668
1,-2,0,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,102755,13359.859718
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,1,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,116331,1613.993723
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,117513,6589.6198578
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,1,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,106130,4785.0657776
1,-2,1,2,1,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,109273,1037.5974715
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105335,15705.598588
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,1,1,0,-2,1,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103540,9018.5623417
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,106945,8436.2450505
1,-2,1,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,1,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,111077,8027.1061353
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,1,-2,1,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,111434,7972.0762532
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,1,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103991,3014.7311321
1,-2,1,2,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,1,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,111097,1431.8306549
1,-2,1,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,1,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,100538,5813.8715717
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105160,11606.936429
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,1,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,104491,4819.2285024
1,-2,0,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,1,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,103715,13572.362543
1,-2,0,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,118439,13297.713422
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102257,10437.414215
1,-2,1,2,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,1,-2,1,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,112362,7341.0410671
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,115685,6016.5552615
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,0,0,1,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,117938,4340.4384236
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,112821,5492.5920052
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101030,5903.2971988
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103276,3982.7631718
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,1,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,110607,5319.4697897
1,-2,-2,99,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,112704,4816.0629304
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,0,0,0,0,-2,-2,0,1,0,0,0,1,1,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,115326,7021.978868
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,100695,2132.6519209
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,112301,4954.131686
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,1,-2,0,0,0,-2,0,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,114164,8126.8577686
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,107624,7698.9829421
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,1,2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,110917,9953.4573639
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,1,1,2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,118357,4719.6205068
1,-2,1,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,0,1,0,0,0,-2,-2,1,0,1,-2,1,-2,0,0,0,-2,-2,-2,0,-2,0,-2,110270,12483.959729
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,2,2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,118245,8123.2872168
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,109259,2597.2358535
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,1,1,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,103396,7687.9000214
1,-2,0,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,0,-2,0,-2,113857,10654.750196
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,1,1,1,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,111159,5358.8031399
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,104732,4897.398063
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,2,-2,2,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,0,-2,101704,4515.6911378
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,2,-2,2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,115343,6510.9930262
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,1,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,109543,10805.859057
1,-2,1,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,1,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,110653,11765.153705
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,0,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,108102,6819.3575176
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,109997,5208.3406403
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,110336,16531.388855
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,113524,7211.7888001
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,107372,5699.0122137
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,106863,9030.6863746
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,114610,3015.1999083
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105399,1064.7389415
1,-2,-2,2,1,4,-2,0,0,-2,-2,-2,-2,-2,0,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105877,7696.2981772
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103903,7704.8806289
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,114189,2370.7684711
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,1,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,103572,4305.3201558
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,107864,4031.9919247
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,105385,5128.5737835
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,1,0,0,0,-2,-2,1,1,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,113298,755.71998091
1,-2,0,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,1,-2,1,-2,1,0,0,-2,-2,-2,-2,-2,-2,-2,106749,14196.208498
1,-2,-2,2,1,5,-2,0,0,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,104154,7859.902023
1,-2,0,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,110845,7302.0165019
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,0,0,-2,0,-2,-2,0,1,0,0,0,0,0,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,112832,8476.6659473
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,0,-2,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,112901,6578.5988749
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102655,3909.5785606
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,106692,2360.5805304
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,110429,2054.8784445
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,107542,11009.308008
1,-2,-2,2,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,118422,10973.566539
1,-2,0,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,1,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,104085,7284.8534277
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,1,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101358,4000.8917601
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,111884,9227.5183814
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,1,0,0,0,-2,-2,1,0,1,-2,1,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,113956,5544.1197501
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,0,-2,-2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102682,10955.157971
1,-2,1,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,104958,12534.940322
1,-2,1,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,1,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,115418,12303.195724
1,-2,0,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,112735,12968.690431
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,1,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,112563,4462.0097712
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,1,0,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101914,2835.798299
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,1,4,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,115761,10056.3046
1,-2,1,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,0,1,0,0,0,-2,-2,1,0,1,-2,1,-2,1,0,0,-2,-2,-2,0,-2,0,-2,111995,10317.763472
1,-2,-2,3,1,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,101196,3944.2532293
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,108576,758.49436702
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,1,2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,112540,9339.8193707
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,1,2,3,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,106374,8295.8063777
1,-2,-2,7,1,5,-2,0,0,-2,-2,-2,-2,-2,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,102196,981.81785003
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,1,2,3,0,1,0,0,0,0,0,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,106316,11540.229824
1,-2,-2,3,1,2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,2,4,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,111082,3638.6483788
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,0,-2,0,1,3,2,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,102366,5363.6412198
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,1,2,2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,114824,3836.4175472
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,2,1,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,113512,6068.832019
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,1,1,2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,104825,4277.2945128
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,1,1,1,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,0,-2,0,-2,110965,7506.3328545
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,0,0,-2,1,1,3,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,0,-2,0,-2,105324,4867.914079
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,1,-2,0,2,-2,3,0,1,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,117052,853.55800653
1,-2,-2,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,2,-2,2,0,1,0,0,0,-2,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,104722,3532.8735665
1,-2,-2,3,1,4,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,2,-2,2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,0,-2,112030,4566.6981633
1,-2,0,3,1,4,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,100005,9935.4651138
1,-2,1,2,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,109677,14174.552305
1,-2,0,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,1,0,0,-2,0,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,114260,9628.4696913
1,-2,0,3,1,5,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,1,0,0,0,-2,-2,0,0,0,-2,1,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2,105370,12338.615733
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,1,0,-2,0,-2,-2,0,1,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,102125,10861.179058
1,-2,-2,3,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,108875,6063.1700292
1,-2,-2,7,1,6,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,101729,11239.631717
1,-2,-2,3,1,3,-2,0,0,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,1,0,0,0,1,-2,1,0,0,-2,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,115148,6927.2960198
