state_postal,NHSLDMEM,DRYRUSE,ELWATER,CDD30YR_PUB,WASHLOAD,KWH,DRYRFUEL_Electricity,DRYRFUEL_NA,DRYRFUEL_Natural_Gas,DRYRFUEL_Propane,FUELHEAT_Electricity,FUELHEAT_Fuel_Oil,FUELHEAT_Natural_Gas,FUELHEAT_Other,FUELHEAT_Propane,FUELHEAT_Wood,OUTGRILLFUEL_Natural_Gas,OUTGRILLFUEL_Propane
KS,1,-2,0,1714,-2,3437.24,0,1,0,0,0,0,1,0,0,0,0,0
IN,4,5,1,631,5,18286.69,1,0,0,0,1,0,0,0,0,0,0,1
WV,1,1,1,825,1,20712.09,1,0,0,0,1,0,0,0,0,0,0,0
TN,1,1,1,1027,1,11440.7,1,0,0,0,0,0,0,0,0,1,0,0
PA,5,5,1,801,5,11583.54,1,0,0,0,0,1,0,0,0,0,0,0
IN,2,2,0,1565,2,14989.43,1,0,0,0,0,0,1,0,0,0,0,1
DE,2,2,1,1339,2,27580.93,1,0,0,0,1,0,0,0,0,0,0,0
TN,1,5,1,1686,5,19151.8,1,0,0,0,0,1,0,0,0,0,0,0
AR,2,1,1,1250,1,6877.85,1,0,0,0,0,0,1,0,0,0,0,0
VA,1,3,1,1335,3,12927.08,1,0,0,0,1,0,0,0,0,0,0,0
KY,2,5,1,1152,5,25841.88,1,0,0,0,1,0,0,0,0,0,0,1
TN,2,5,1,1284,5,10861.15,1,0,0,0,0,0,0,0,1,0,0,1
MD,1,3,1,1652,3,15013.76,1,0,0,0,1,0,0,0,0,0,0,0
KY,1,2,1,1127,2,8209.71,1,0,0,0,0,0,1,0,0,0,0,0
MO,2,5,1,1276,5,22712.17,1,0,0,0,1,0,0,0,0,0,0,1
MO,2,4,1,1251,4,14197.69,1,0,0,0,1,0,0,0,0,0,0,0
IL,3,3,0,1288,3,15778.97,1,0,0,0,0,0,1,0,0,0,0,0
AR,3,4,0,1097,4,15294.6,1,0,0,0,0,0,0,0,1,0,0,0
KY,2,2,1,956,2,14831.37,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,7,0,1184,7,10018.22,1,0,0,0,0,0,1,0,0,0,0,0
VA,4,3,1,1432,3,9723.55,1,0,0,0,1,0,0,0,0,0,0,1
NC,2,7,0,1467,5,5295.55,1,0,0,0,0,0,1,0,0,0,0,0
TN,1,2,1,1064,2,12446.09,1,0,0,0,1,0,0,0,0,0,0,0
KY,4,15,0,1139,15,17865.57,1,0,0,0,1,0,0,0,0,0,0,1
DE,2,5,1,1013,4,14815.46,1,0,0,0,1,0,0,0,0,0,0,1
TN,1,4,1,1077,4,14349.14,1,0,0,0,1,0,0,0,0,0,0,1
MO,3,1,1,1140,1,20736.53,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,2,1,1590,2,13194.14,1,0,0,0,1,0,0,0,0,0,0,1
VA,2,-2,1,1510,-2,5324.98,0,1,0,0,0,0,0,0,1,0,0,1
WV,2,10,0,1143,10,9021.05,1,0,0,0,0,0,1,0,0,0,0,1
VA,1,1,1,467,-2,5236.29,1,0,0,0,0,1,0,0,0,0,0,0
TN,5,3,1,1291,3,16526.24,1,0,0,0,1,0,0,0,0,0,0,1
NC,4,10,1,1121,10,17100.41,1,0,0,0,1,0,0,0,0,0,0,0
MO,2,10,1,1419,5,10558.4,1,0,0,0,0,0,0,0,1,0,0,0
TN,3,5,0,1543,5,15062.45,1,0,0,0,1,0,0,0,0,0,0,1
TN,2,2,0,1246,2,12097.0,1,0,0,0,0,0,1,0,0,0,0,1
VA,3,2,0,1450,2,14477.65,1,0,0,0,0,0,1,0,0,0,0,1
IN,2,6,1,974,6,17037.79,1,0,0,0,1,0,0,0,0,0,0,0
KY,4,5,1,1534,5,12874.58,1,0,0,0,1,0,0,0,0,0,0,1
KY,2,5,1,1079,5,6095.06,1,0,0,0,0,0,1,0,0,0,0,0
KY,1,4,1,1026,3,3356.4,1,0,0,0,1,0,0,0,0,0,0,1
WV,2,1,1,933,1,10676.6,1,0,0,0,1,0,0,0,0,0,0,1
MO,3,4,1,1174,4,21307.1,1,0,0,0,1,0,0,0,0,0,0,0
KY,2,5,1,1203,5,7207.04,1,0,0,0,0,0,1,0,0,0,0,0
KS,2,7,0,1653,7,7910.51,1,0,0,0,0,0,1,0,0,0,0,0
WV,1,2,1,470,4,19624.34,1,0,0,0,1,0,0,0,0,0,0,0
MO,3,6,1,1141,6,3426.37,1,0,0,0,1,0,0,0,0,0,0,0
MD,3,12,1,1411,10,32150.03,1,0,0,0,1,0,0,0,0,0,0,0
TN,4,6,1,1417,6,11702.98,1,0,0,0,1,0,0,0,0,0,0,1
VA,2,3,1,1243,3,6437.9,1,0,0,0,0,0,0,0,0,1,0,0
KY,2,2,1,990,2,9993.28,1,0,0,0,1,0,0,0,0,0,0,0
TN,4,1,1,1373,1,19273.44,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,1,1,1541,2,11192.88,1,0,0,0,1,0,0,0,0,0,0,0
NC,2,4,1,1198,4,12139.97,1,0,0,0,1,0,0,0,0,0,0,1
VA,1,1,1,1171,1,5656.76,1,0,0,0,0,0,0,0,0,1,0,0
NC,2,3,1,1115,3,22741.98,1,0,0,0,1,0,0,0,0,0,0,0
MO,1,2,0,1243,2,7699.95,1,0,0,0,0,0,0,0,1,0,0,0
MD,5,7,1,1264,7,27850.92,1,0,0,0,1,0,0,0,0,0,0,1
KS,1,2,1,1328,2,22016.69,1,0,0,0,1,0,0,0,0,0,0,1
TN,3,6,0,1310,5,52532.91,1,0,0,0,1,0,0,0,0,0,1,0
KY,2,6,1,1642,6,8581.71,1,0,0,0,0,0,1,0,0,0,0,0
IL,3,10,0,1179,10,10438.07,0,0,0,1,0,0,0,0,1,0,0,1
GA,2,3,0,970,3,8134.66,1,0,0,0,0,0,0,0,1,0,0,1
WV,2,1,1,1126,1,10049.37,1,0,0,0,0,0,1,0,0,0,0,0
KS,2,2,1,1365,2,22738.16,1,0,0,0,1,0,0,0,0,0,0,0
WV,4,-2,1,765,-2,10761.51,0,1,0,0,1,0,0,0,0,0,0,0
MO,1,-2,1,1329,-2,5428.45,0,1,0,0,0,0,0,0,1,0,0,0
TN,2,1,1,956,1,13003.05,1,0,0,0,1,0,0,0,0,0,0,0
KY,2,5,1,1504,5,24897.41,1,0,0,0,0,0,1,0,0,0,0,0
TN,1,3,1,1466,0,8187.1,1,0,0,0,0,0,0,0,1,0,0,0
KY,2,3,1,1474,2,7300.14,1,0,0,0,0,0,1,0,0,0,0,0
TN,2,2,1,1151,2,2744.8,1,0,0,0,1,0,0,0,0,0,0,0
MO,3,3,1,1297,3,19105.7,1,0,0,0,0,0,0,0,1,0,0,0
TN,2,6,1,1072,6,12975.42,1,0,0,0,1,0,0,0,0,0,0,1
VA,2,5,1,1056,5,20521.15,1,0,0,0,0,0,0,0,0,1,0,0
TN,2,3,1,1071,3,21395.18,1,0,0,0,1,0,0,0,0,0,0,1
MO,2,3,1,1802,3,7413.49,1,0,0,0,0,0,1,0,0,0,0,0
KY,1,6,1,884,6,15293.31,1,0,0,0,1,0,0,0,0,0,1,0
MO,1,3,1,1537,3,5949.55,1,0,0,0,0,0,1,0,0,0,0,0
TN,2,10,1,830,10,16819.21,1,0,0,0,1,0,0,0,0,0,0,0
IN,1,2,1,1378,2,8315.99,1,0,0,0,0,0,1,0,0,0,0,0
TN,1,1,1,1389,1,4970.88,1,0,0,0,0,0,0,0,1,0,0,0
TN,3,-2,1,1301,1,16362.16,0,1,0,0,1,0,0,0,0,0,0,0
KY,3,5,1,1424,5,23396.71,1,0,0,0,0,0,0,0,0,1,0,1
VA,3,7,1,1039,7,22902.22,1,0,0,0,1,0,0,0,0,0,0,0
NC,4,6,1,1285,6,18956.66,1,0,0,0,1,0,0,0,0,0,1,0
TN,2,3,1,1414,3,15953.54,1,0,0,0,1,0,0,0,0,0,0,0
NC,3,5,1,1095,5,18153.9,1,0,0,0,1,0,0,0,0,0,0,1
PA,2,2,1,912,2,18605.05,1,0,0,0,1,0,0,0,0,0,0,0
VA,3,11,0,1461,11,20973.7,1,0,0,0,1,0,0,0,0,0,0,1
KY,4,3,1,905,3,19408.38,1,0,0,0,1,0,0,0,0,0,0,1
AR,4,12,1,1599,9,20276.24,1,0,0,0,1,0,0,0,0,0,0,0
TN,3,5,1,1240,5,18416.19,1,0,0,0,1,0,0,0,0,0,0,0
WV,2,3,1,1116,3,15845.14,1,0,0,0,1,0,0,0,0,0,0,0
GA,3,3,1,1697,3,19759.32,1,0,0,0,1,0,0,0,0,0,0,0
MO,1,4,1,1267,4,23023.65,1,0,0,0,1,0,0,0,0,0,0,0
VA,1,4,1,762,4,10894.9,1,0,0,0,1,0,0,0,0,0,0,0
MO,2,4,1,1068,4,12669.38,1,0,0,0,0,0,0,0,1,0,0,0
MO,1,4,1,1355,4,25237.64,1,0,0,0,1,0,0,0,0,0,1,0
NC,2,3,1,1499,3,9169.1,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,3,1,1055,3,13461.75,1,0,0,0,1,0,0,0,0,0,1,0
NC,1,1,1,1602,1,4542.42,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,5,1,1179,5,23258.51,1,0,0,0,0,1,0,0,0,0,0,0
TN,4,5,1,1608,5,15240.01,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,10,1,1182,10,14785.79,1,0,0,0,1,0,0,0,0,0,0,1
MO,4,6,0,1262,6,18439.12,1,0,0,0,1,0,0,0,0,0,0,0
NC,2,5,0,713,5,13103.78,1,0,0,0,0,0,0,0,1,0,0,1
NC,2,7,1,1440,8,12401.07,1,0,0,0,0,1,0,0,0,0,0,0
TN,2,5,1,1020,5,11132.84,1,0,0,0,1,0,0,0,0,0,0,1
KY,3,5,1,1157,5,31793.37,1,0,0,0,1,0,0,0,0,0,0,0
KY,2,7,0,1517,10,13616.11,1,0,0,0,0,0,0,0,1,0,0,1
TN,1,2,0,1318,2,5367.28,1,0,0,0,0,0,1,0,0,0,1,0
KY,1,4,1,1013,4,15941.78,1,0,0,0,1,0,0,0,0,0,1,0
MO,3,8,1,1149,7,21536.89,1,0,0,0,1,0,0,0,0,0,0,1
DE,1,1,1,1150,1,14956.61,1,0,0,0,1,0,0,0,0,0,0,0
WV,1,3,1,835,3,21174.4,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,2,1,618,-2,13335.52,1,0,0,0,0,0,0,0,0,1,0,0
KY,5,3,1,949,3,30768.76,1,0,0,0,1,0,0,0,0,0,0,0
MD,4,9,1,1393,8,20990.81,1,0,0,0,0,1,0,0,0,0,0,0
MD,2,7,1,842,7,21429.0,1,0,0,0,1,0,0,0,0,0,0,1
NJ,5,7,0,1174,7,10091.63,1,0,0,0,0,1,0,0,0,0,0,1
KY,2,3,1,1170,3,1520.6,1,0,0,0,0,0,0,0,1,0,0,1
WV,2,10,1,992,10,20588.56,1,0,0,0,0,0,1,0,0,0,0,1
KY,2,4,1,1302,4,11945.71,1,0,0,0,1,0,0,0,0,0,0,1
KY,2,3,1,1099,3,17913.08,1,0,0,0,1,0,0,0,0,0,1,0
TN,2,12,1,1032,10,16205.27,1,0,0,0,1,0,0,0,0,0,0,1
VA,1,4,1,1003,4,6876.99,1,0,0,0,0,0,0,0,0,1,0,0
WV,2,-2,1,973,2,2314.84,0,1,0,0,0,0,0,0,0,1,0,0
DE,2,4,1,1152,4,13679.43,1,0,0,0,1,0,0,0,0,0,0,1
MD,2,3,1,933,3,13354.39,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,3,1,459,3,13396.82,1,0,0,0,0,0,0,0,0,1,0,0
KY,1,-2,1,1440,1,3490.61,0,1,0,0,0,0,0,0,0,1,0,0
MO,3,5,1,1317,5,17260.45,1,0,0,0,0,0,0,0,1,0,0,1
VA,3,3,0,1547,3,7917.16,1,0,0,0,0,0,1,0,0,0,0,1
VA,1,1,1,718,1,8361.42,1,0,0,0,1,0,0,0,0,0,0,0
KY,5,20,1,1197,20,24317.75,1,0,0,0,1,0,0,0,0,0,0,1
NJ,3,6,1,921,6,12236.66,0,0,0,1,1,0,0,0,0,0,0,1
VA,2,5,1,1300,5,16921.11,1,0,0,0,1,0,0,0,0,0,0,1
VA,3,21,1,1115,20,12772.49,1,0,0,0,1,0,0,0,0,0,0,0
KY,2,-2,0,1108,-2,5346.26,0,1,0,0,0,0,0,0,0,1,0,0
NC,1,1,1,1401,1,11615.5,1,0,0,0,1,0,0,0,0,0,0,0
KY,1,3,1,1670,3,12765.22,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,5,1,1349,4,11865.03,1,0,0,0,0,0,0,0,1,0,0,0
NC,1,-2,1,1388,-2,8928.38,0,1,0,0,1,0,0,0,0,0,0,0
TN,2,-2,1,1614,4,16343.9,0,1,0,0,0,0,1,0,0,0,0,0
MO,2,3,1,1366,3,17399.62,1,0,0,0,1,0,0,0,0,0,1,0
GA,2,5,0,970,5,23171.15,1,0,0,0,1,0,0,0,0,0,0,1
IN,1,2,1,1401,2,7572.21,1,0,0,0,0,0,0,0,1,0,0,1
TN,2,3,1,1168,3,16640.77,1,0,0,0,1,0,0,0,0,0,0,1
TN,2,5,1,1368,5,12669.53,1,0,0,0,0,0,1,0,0,0,0,1
WV,3,7,1,1104,7,19573.37,1,0,0,0,0,0,1,0,0,0,0,0
KY,2,2,1,1199,2,8818.61,1,0,0,0,1,0,0,0,0,0,0,0
AR,2,14,1,1267,14,17224.19,1,0,0,0,0,0,0,0,1,0,0,0
IN,2,4,1,1312,4,18140.18,1,0,0,0,0,0,0,0,1,0,0,1
WV,2,1,1,832,1,19548.35,1,0,0,0,1,0,0,0,0,0,0,0
MD,2,3,1,976,3,28866.56,1,0,0,0,0,1,0,0,0,0,0,0
AR,2,1,1,1403,2,15443.46,1,0,0,0,1,0,0,0,0,0,0,0
MO,2,4,0,1143,4,11041.51,0,0,0,1,0,0,0,0,1,0,0,0
GA,1,4,1,1502,4,13046.41,1,0,0,0,0,0,0,0,1,0,0,1
IN,4,5,0,1095,5,11714.66,0,0,0,1,1,0,0,0,0,0,0,1
TN,1,2,1,1072,2,18708.39,1,0,0,0,1,0,0,0,0,0,0,0
TN,4,4,1,919,4,26989.75,1,0,0,0,1,0,0,0,0,0,0,1
KY,1,0,1,1590,1,4906.06,1,0,0,0,0,0,0,0,1,0,0,0
KS,2,7,0,1489,7,17398.24,1,0,0,0,0,0,0,0,1,0,0,0
VA,3,4,1,1206,4,15957.84,1,0,0,0,1,0,0,0,0,0,0,1
VA,4,3,1,526,3,19120.88,1,0,0,0,1,0,0,0,0,0,0,1
TN,3,3,1,1349,3,32689.23,1,0,0,0,1,0,0,0,0,0,0,1
VA,2,2,1,755,4,9388.56,1,0,0,0,1,0,0,0,0,0,0,0
VA,6,20,1,1189,20,9094.64,1,0,0,0,1,0,0,0,0,0,0,1
MO,1,2,0,1454,2,6855.63,1,0,0,0,0,0,0,0,1,0,0,1
TN,3,-2,0,1195,-2,7223.13,0,1,0,0,0,0,0,0,1,0,0,0
NC,2,3,1,821,3,9912.77,1,0,0,0,1,0,0,0,0,0,0,1
MO,3,13,1,1866,14,14330.14,1,0,0,0,1,0,0,0,0,0,0,0
MO,2,6,0,1651,6,13204.34,1,0,0,0,0,0,0,0,1,0,0,0
VA,2,4,1,540,4,8944.79,1,0,0,0,0,0,0,0,1,0,0,1
MO,2,10,0,1359,10,10987.08,1,0,0,0,0,0,0,0,1,0,0,1
MD,4,5,0,1037,5,5133.83,1,0,0,0,0,0,1,0,0,0,0,0
IN,2,5,0,954,5,12000.73,1,0,0,0,0,0,1,0,0,0,0,0
MO,1,3,1,1430,3,7783.68,1,0,0,0,0,0,0,0,1,0,0,0
NC,2,11,1,1488,14,24283.52,1,0,0,0,1,0,0,0,0,0,0,0
KS,1,2,0,1107,1,12733.67,1,0,0,0,1,0,0,0,0,0,0,1
KS,1,2,0,1078,2,6533.59,1,0,0,0,0,0,1,0,0,0,0,0
TN,4,5,1,1238,5,18525.44,1,0,0,0,1,0,0,0,0,0,0,1
MO,1,3,1,1136,3,18299.99,1,0,0,0,1,0,0,0,0,0,0,0
NC,4,3,1,1401,3,13173.33,1,0,0,0,1,0,0,0,0,0,0,1
MO,4,5,0,1371,5,6952.4,1,0,0,0,0,0,1,0,0,0,0,1
TN,3,4,1,872,4,12015.82,1,0,0,0,0,0,1,0,0,0,0,1
MO,2,14,0,1356,14,14001.17,1,0,0,0,0,0,1,0,0,0,0,0
TN,1,4,1,1042,4,22524.05,1,0,0,0,1,0,0,0,0,0,0,1
KS,1,7,1,1172,7,6743.05,0,0,1,0,0,0,1,0,0,0,0,1
WV,5,2,1,876,2,17607.39,1,0,0,0,1,0,0,0,0,0,0,1
KY,2,3,1,1400,3,12299.21,1,0,0,0,1,0,0,0,0,0,0,0
MD,7,12,1,1240,12,46133.17,1,0,0,0,1,0,0,0,0,0,0,1
WV,2,8,1,866,8,8552.65,0,0,1,0,0,0,1,0,0,0,0,0
OH,3,4,1,1093,4,15688.72,1,0,0,0,0,0,0,0,0,1,0,1
IN,2,5,0,1402,4,14196.33,1,0,0,0,0,0,1,0,0,0,0,1
AR,2,0,1,1322,0,8423.75,1,0,0,0,0,0,0,0,0,0,0,0
DE,1,1,1,1119,1,5495.13,1,0,0,0,1,0,0,0,0,0,0,0
KY,1,4,0,1520,4,6986.08,1,0,0,0,0,0,1,0,0,0,0,1
TN,2,6,1,1637,6,10397.45,1,0,0,0,0,0,1,0,0,0,0,0
DE,1,5,1,1191,5,12774.79,1,0,0,0,0,1,0,0,0,0,0,0
DE,3,3,1,1159,3,12460.46,1,0,0,0,1,0,0,0,0,0,0,1
MO,2,3,0,1364,3,3828.29,1,0,0,0,0,0,0,0,1,0,0,0
TN,2,2,1,910,2,15879.08,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,3,1,1392,3,17645.39,1,0,0,0,1,0,0,0,0,0,0,1
TN,2,7,1,1435,4,28983.56,1,0,0,0,1,0,0,0,0,0,0,1
MO,3,6,1,1667,7,26075.27,1,0,0,0,1,0,0,0,0,0,0,1
KY,2,4,1,996,4,10620.69,1,0,0,0,0,0,0,1,0,0,0,1
AR,2,10,1,1480,10,12232.85,1,0,0,0,0,0,0,0,0,1,0,0
NC,4,7,0,1420,7,22780.9,1,0,0,0,0,0,1,0,0,0,0,1
KS,2,7,0,1400,7,20282.28,1,0,0,0,0,0,0,0,0,1,0,0
DE,3,2,1,1152,1,13712.43,1,0,0,0,1,0,0,0,0,0,0,0
KS,2,3,0,1457,3,6759.91,1,0,0,0,0,0,1,0,0,0,0,0
MO,1,2,0,1219,2,26718.37,1,0,0,0,1,0,0,0,0,0,0,1
KY,1,2,0,1486,2,4684.73,0,0,1,0,0,0,1,0,0,0,0,0
DE,5,4,0,1044,4,24646.33,1,0,0,0,0,0,0,0,0,1,0,0
DE,2,2,0,1003,2,6273.64,0,0,1,0,0,0,1,0,0,0,0,1
KY,1,4,1,1049,4,10837.63,1,0,0,0,1,0,0,0,0,0,0,1
AR,5,15,1,1516,15,24893.92,1,0,0,0,1,0,0,0,0,0,0,1
KY,3,14,0,1174,14,13002.44,0,0,1,0,0,0,1,0,0,0,0,0
KS,2,1,1,1221,1,23098.85,1,0,0,0,1,0,0,0,0,0,0,0
TN,4,4,1,1450,4,32262.55,1,0,0,0,1,0,0,0,0,0,0,1
KY,1,2,1,1202,2,22550.33,1,0,0,0,1,0,0,0,0,0,0,0
MO,1,-2,1,886,-2,7604.06,0,1,0,0,1,0,0,0,0,0,0,0
KY,4,5,1,1211,5,14319.04,1,0,0,0,1,0,0,0,0,0,0,0
KY,6,5,1,988,5,19437.12,1,0,0,0,0,1,0,0,0,0,0,1
TN,2,3,1,1409,3,25766.8,1,0,0,0,1,0,0,0,0,0,0,1
TN,1,-2,1,1270,-2,12368.23,0,1,0,0,1,0,0,0,0,0,0,0
IL,1,3,0,934,3,8647.49,1,0,0,0,0,0,0,0,1,0,0,0
KY,4,7,1,965,7,25216.29,1,0,0,0,1,0,0,0,0,0,0,1
DE,4,3,0,1313,3,16688.85,1,0,0,0,0,0,1,0,0,0,0,1
GA,2,7,0,1282,7,15820.83,1,0,0,0,0,0,0,0,0,1,0,0
TN,2,10,1,1530,14,21148.92,1,0,0,0,1,0,0,0,0,0,0,0
NJ,2,6,1,957,6,7691.96,1,0,0,0,0,0,1,0,0,0,0,0
AR,1,1,1,1326,1,10309.09,1,0,0,0,1,0,0,0,0,0,0,0
TN,1,3,1,1348,3,18116.45,1,0,0,0,0,0,1,0,0,0,1,0
VA,2,3,1,1487,3,24580.72,1,0,0,0,0,0,0,0,1,0,0,0
KS,1,1,0,1382,1,2128.25,0,0,0,1,0,0,0,0,1,0,0,0
KY,3,7,1,884,7,23004.67,1,0,0,0,1,0,0,0,0,0,0,1
IL,2,1,1,1418,1,11424.91,1,0,0,0,0,0,0,0,1,0,0,1
KY,1,7,1,1674,7,19876.16,1,0,0,0,1,0,0,0,0,0,0,1
VA,2,4,1,1290,4,14324.4,1,0,0,0,0,0,0,0,0,1,0,0
VA,3,5,1,1016,5,16841.28,1,0,0,0,0,0,0,0,1,0,0,1
KY,2,4,0,1179,4,10619.71,1,0,0,0,0,0,1,0,0,0,0,1
TN,1,2,1,1486,2,8785.98,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,2,1,1287,2,8139.84,1,0,0,0,1,0,0,0,0,0,0,1
TN,1,3,1,1257,3,5167.86,1,0,0,0,0,0,0,0,0,1,0,0
MD,4,10,0,1405,10,8730.44,1,0,0,0,0,1,0,0,0,0,0,1
TN,1,2,1,1402,2,20576.84,1,0,0,0,1,0,0,0,0,0,0,1
TN,2,5,1,838,5,11125.63,1,0,0,0,0,0,0,0,1,0,0,1
KY,3,4,1,1032,4,13689.29,1,0,0,0,0,1,0,0,0,0,0,1
KY,2,10,1,913,10,3973.71,0,0,1,0,0,0,1,0,0,0,0,0
KY,3,4,1,920,4,16689.29,1,0,0,0,1,0,0,0,0,0,0,0
TN,1,4,1,1562,4,11423.65,1,0,0,0,1,0,0,0,0,0,0,0
VA,1,2,1,877,2,7315.28,1,0,0,0,1,0,0,0,0,0,0,0
KY,2,15,1,945,15,21093.27,1,0,0,0,1,0,0,0,0,0,0,1
WV,3,6,1,1071,6,29293.75,1,0,0,0,1,0,0,0,0,0,0,0
TN,1,3,1,1676,3,9205.3,1,0,0,0,0,0,0,0,1,0,0,0
GA,7,10,1,923,15,37149.76,1,0,0,0,0,1,0,0,0,0,0,1
VA,3,5,1,792,5,10439.95,1,0,0,0,0,0,0,0,0,1,0,0
PA,1,1,1,845,1,7735.72,1,0,0,0,0,1,0,0,0,0,0,1
TN,4,6,1,1752,6,40712.86,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,5,1,207,5,17957.8,1,0,0,0,0,0,0,0,0,1,0,0
IN,2,6,1,979,6,26841.19,1,0,0,0,1,0,0,0,0,0,0,1
VA,2,3,1,1134,3,14162.12,1,0,0,0,1,0,0,0,0,0,0,1
TN,2,6,1,1410,6,19581.2,1,0,0,0,1,0,0,0,0,0,0,0
DE,2,5,1,1051,5,22140.94,1,0,0,0,1,0,0,0,0,0,0,1
KY,2,10,1,1054,10,20792.73,1,0,0,0,1,0,0,0,0,0,0,0
PA,2,4,0,958,4,11891.99,0,0,0,1,0,0,0,0,1,0,0,1
VA,4,3,1,1280,3,11905.19,1,0,0,0,0,0,0,0,0,1,0,1
PA,3,0,0,776,5,10272.94,1,0,0,0,0,0,0,0,1,0,0,0
KY,3,5,1,1133,5,19008.62,1,0,0,0,1,0,0,0,0,0,0,1
TN,3,5,1,1257,5,13848.38,1,0,0,0,1,0,0,0,0,0,0,1
MD,4,3,1,908,3,33320.17,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,-2,1,1352,-2,8756.96,0,1,0,0,0,1,0,0,0,0,0,0
NC,2,9,1,1126,9,12843.52,1,0,0,0,1,0,0,0,0,0,0,0
NJ,1,3,0,915,3,9633.75,1,0,0,0,0,0,1,0,0,0,0,1
NC,1,4,1,1018,4,13968.88,1,0,0,0,1,0,0,0,0,0,0,0
VA,4,8,0,1121,8,26407.62,1,0,0,0,0,0,1,0,0,0,0,0
TN,2,3,0,1374,3,9372.85,1,0,0,0,0,0,1,0,0,0,0,1
VA,4,15,1,778,10,29259.46,1,0,0,0,0,0,1,0,0,0,0,0
NC,4,6,1,1153,6,20838.09,1,0,0,0,1,0,0,0,0,0,0,1
MO,3,9,0,1159,9,19100.23,1,0,0,0,1,0,0,0,0,0,0,1
KY,2,8,0,886,8,18184.48,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,8,1,813,8,20542.07,1,0,0,0,1,0,0,0,0,0,0,1
VA,2,3,1,952,3,23926.11,1,0,0,0,1,0,0,0,0,0,0,1
MD,2,5,1,1221,5,23432.39,1,0,0,0,1,0,0,0,0,0,0,1
NC,5,3,1,1275,3,21133.16,1,0,0,0,1,0,0,0,0,0,0,1
KY,3,5,1,1190,5,24209.4,1,0,0,0,1,0,0,0,0,0,0,1
NC,1,6,1,1428,6,11989.52,1,0,0,0,1,0,0,0,0,0,0,1
KY,2,3,1,1192,3,14286.68,1,0,0,0,1,0,0,0,0,0,0,0
AR,4,8,1,1375,8,20204.41,1,0,0,0,0,0,0,0,0,1,0,1
KY,2,1,1,1178,1,8737.66,1,0,0,0,0,0,1,0,0,0,0,1
VA,5,1,1,1134,1,25826.0,1,0,0,0,1,0,0,0,0,0,0,0
MO,4,3,0,1383,3,26997.01,1,0,0,0,0,0,1,0,0,0,0,1
OH,2,4,0,1143,4,5497.35,0,0,1,0,0,0,1,0,0,0,0,0
KY,1,2,1,1134,1,18981.6,1,0,0,0,1,0,0,0,0,0,0,1
WV,4,5,1,1113,5,39567.3,1,0,0,0,1,0,0,0,0,0,0,1
GA,1,4,1,971,4,17964.41,1,0,0,0,1,0,0,0,0,0,0,0
DE,4,5,1,1147,5,15409.82,1,0,0,0,0,0,1,0,0,0,0,1
VA,1,1,0,495,1,19660.86,1,0,0,0,1,0,0,0,0,0,0,1
TN,2,2,1,1177,2,14079.28,1,0,0,0,1,0,0,0,0,0,0,1
TN,1,2,1,1165,2,10051.43,1,0,0,0,1,0,0,0,0,0,0,1
NC,1,5,1,1497,5,12887.59,1,0,0,0,0,0,0,0,1,0,0,0
VA,5,4,0,1367,4,19014.66,1,0,0,0,0,0,1,0,0,0,0,0
KS,1,-2,0,1474,-2,2165.22,0,1,0,0,0,0,1,0,0,0,0,0
TN,2,5,1,1211,5,25856.06,1,0,0,0,1,0,0,0,0,0,0,1
TN,1,4,1,1024,4,19219.36,1,0,0,0,1,0,0,0,0,0,0,0
KS,1,4,1,1162,4,6005.61,1,0,0,0,0,0,1,0,0,0,0,0
VA,2,4,1,1201,4,16182.44,1,0,0,0,1,0,0,0,0,0,0,0
NC,2,4,1,1169,4,11849.23,1,0,0,0,1,0,0,0,0,0,0,1
VA,2,2,1,1102,2,9748.2,1,0,0,0,0,0,0,0,1,0,0,1
NC,4,10,1,1691,10,16805.64,1,0,0,0,1,0,0,0,0,0,0,1
MD,1,1,1,1156,1,14743.6,1,0,0,0,0,1,0,0,0,0,0,1
KS,1,1,0,1411,1,3674.48,1,0,0,0,0,0,1,0,0,0,0,0
WV,1,1,1,1157,1,11179.32,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,4,1,1350,4,22329.35,1,0,0,0,1,0,0,0,0,0,0,1
MO,1,4,0,1306,4,22222.43,1,0,0,0,0,0,1,0,0,0,0,0
DE,2,4,1,1115,4,11540.53,1,0,0,0,1,0,0,0,0,0,0,1
VA,1,2,1,1549,2,33498.62,1,0,0,0,1,0,0,0,0,0,0,0
KY,2,0,1,708,5,9423.62,1,0,0,0,0,0,0,0,0,1,0,0
