state_postal,NHSLDMEM,DRYRUSE,ELWATER,CDD30YR_PUB,WASHLOAD,KWH,DRYRFUEL_Electricity,DRYRFUEL_NA,DRYRFUEL_Natural_Gas,DRYRFUEL_Propane,FUELHEAT_Electricity,FUELHEAT_Fuel_Oil,FUELHEAT_Natural_Gas,FUELHEAT_Other,FUELHEAT_Propane,FUELHEAT_Wood,OUTGRILLFUEL_Natural_Gas,OUTGRILLFUEL_Propane
VA,3,14,1,1377,14,6975.52,1,0,0,0,1,0,0,0,0,0,0,1
DC,2,-2,0,1480,-2,4002.48,0,1,0,0,0,0,1,0,0,0,0,0
NC,2,2,0,1711,2,14971.92,1,0,0,0,0,0,1,0,0,0,0,1
NC,1,-2,1,1613,-2,3352.75,0,1,0,0,1,0,0,0,0,0,0,0
TN,2,-2,0,1152,-2,6236.13,0,1,0,0,0,0,1,0,0,0,0,0
NC,1,1,1,1709,1,10864.44,1,0,0,0,1,0,0,0,0,0,0,0
KY,1,2,0,1468,2,3545.34,1,0,0,0,0,0,1,0,0,0,0,0
NJ,5,3,0,1413,3,19753.48,1,0,0,0,0,0,1,0,0,0,0,0
DE,1,2,0,1004,2,5949.53,1,0,0,0,0,0,1,0,0,0,0,0
MO,1,-2,0,1344,-2,6908.18,0,1,0,0,0,0,1,0,0,0,0,0
MO,3,2,0,1495,2,5470.21,1,0,0,0,0,0,1,0,0,0,0,0
OH,1,2,1,1028,2,9965.76,1,0,0,0,1,0,0,0,0,0,0,0
WV,2,2,1,1162,2,10291.97,1,0,0,0,1,0,0,0,0,0,0,0
IN,3,2,1,1421,2,21004.39,1,0,0,0,1,0,0,0,0,0,0,1
MD,4,4,1,943,4,16816.67,1,0,0,0,0,1,0,0,0,0,0,1
PA,3,5,0,1061,5,8087.07,1,0,0,0,0,0,1,0,0,0,0,1
KY,1,-2,0,1624,1,4757.6,0,1,0,0,0,0,1,0,0,0,0,0
NY,4,5,0,806,5,12029.92,0,0,1,0,0,0,1,0,0,0,0,1
VA,4,0,1,1498,0,4178.52,1,0,0,0,1,0,0,0,0,0,0,0
NJ,3,4,0,973,4,12729.25,0,0,1,0,0,0,1,0,0,0,0,0
TN,1,1,1,1042,1,8551.53,1,0,0,0,1,0,0,0,0,0,0,0
KS,1,3,0,1705,3,11637.73,1,0,0,0,0,0,1,0,0,0,0,1
NJ,4,10,1,926,10,28960.8,1,0,0,0,0,0,1,0,0,0,0,1
MO,2,6,0,1358,6,15729.74,0,0,1,0,0,0,1,0,0,0,0,1
VA,1,1,1,1532,1,20366.94,1,0,0,0,1,0,0,0,0,0,0,0
TN,1,3,1,1336,3,17055.65,1,0,0,0,0,0,1,0,0,0,1,0
KS,1,2,0,1600,1,7029.83,0,0,1,0,0,0,1,0,0,0,0,0
DC,1,2,1,1566,2,5750.94,1,0,0,0,1,0,0,0,0,0,0,0
DC,5,-2,1,1400,-2,6035.52,0,1,0,0,1,0,0,0,0,0,0,0
MD,4,10,0,1435,8,20306.21,1,0,0,0,0,0,1,0,0,0,0,1
PA,1,-2,1,734,-2,5052.66,0,1,0,0,1,0,0,0,0,0,0,0
MD,2,-2,1,1432,-2,6195.3,0,1,0,0,1,0,0,0,0,0,0,0
KS,4,6,0,1667,6,8741.12,1,0,0,0,0,0,1,0,0,0,0,1
NJ,3,4,0,1080,3,9824.31,1,0,0,0,0,0,1,0,0,0,0,1
MO,1,1,0,1702,1,7648.18,0,0,1,0,0,0,1,0,0,0,0,0
MD,2,7,1,1084,7,9044.86,1,0,0,0,1,0,0,0,0,0,0,1
IL,4,4,0,1527,4,11742.35,1,0,0,0,0,0,1,0,0,0,0,0
VA,1,-2,0,1413,-2,14821.26,0,1,0,0,1,0,0,0,0,0,0,0
IN,2,3,1,1451,3,6415.02,1,0,0,0,0,0,1,0,0,0,0,1
NJ,3,1,0,973,1,10519.51,1,0,0,0,0,0,1,0,0,0,0,0
TN,2,7,1,1397,7,12590.62,1,0,0,0,1,0,0,0,0,0,0,0
NC,2,10,1,1369,10,29031.24,1,0,0,0,1,0,0,0,0,0,0,0
MD,3,3,0,1321,3,7605.61,1,0,0,0,0,0,1,0,0,0,0,0
KY,2,3,0,1386,4,9954.28,1,0,0,0,0,0,1,0,0,0,0,0
KS,3,-2,1,1714,-2,10267.88,0,1,0,0,1,0,0,0,0,0,0,0
MD,2,-2,1,1493,-2,7636.39,0,1,0,0,1,0,0,0,0,0,0,0
NC,5,10,1,1534,10,8487.31,1,0,0,0,1,0,0,0,0,0,0,0
MD,3,12,0,1011,12,11167.53,1,0,0,0,0,0,1,0,0,0,1,0
NJ,2,-2,1,1182,-2,7583.48,0,1,0,0,1,0,0,0,0,0,0,0
DC,1,1,1,1593,1,1954.78,1,0,0,0,0,0,0,0,0,0,0,0
MD,3,3,0,873,3,17865.6,1,0,0,0,0,0,1,0,0,0,0,1
NC,1,2,1,1662,2,9008.12,1,0,0,0,1,0,0,0,0,0,0,0
MO,2,5,0,1457,5,9326.65,1,0,0,0,0,0,1,0,0,0,0,0
MD,1,-2,0,1027,-2,8047.37,0,1,0,0,1,0,0,0,0,0,0,0
NY,2,-2,0,1082,-2,3353.89,0,1,0,0,0,0,1,0,0,0,0,0
DC,1,-2,1,1482,-2,8439.21,0,1,0,0,1,0,0,0,0,0,0,0
TN,3,3,1,1319,3,11656.49,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,3,1,958,3,25227.52,1,0,0,0,1,0,0,0,0,0,0,1
VA,3,5,1,820,5,33720.42,1,0,0,0,1,0,0,0,0,0,0,1
NC,4,6,1,1441,3,13044.54,0,0,1,0,0,0,1,0,0,0,0,0
NY,1,-2,0,1219,-2,3282.73,0,1,0,0,0,0,1,0,0,0,0,0
NY,1,-2,1,1090,-2,3612.29,0,1,0,0,0,0,1,0,0,0,0,0
NC,3,7,0,1641,7,12634.13,1,0,0,0,0,0,1,0,0,0,0,1
DC,2,3,0,1380,2,4998.22,0,0,1,0,0,0,1,0,0,0,0,0
VA,2,5,0,1321,5,6679.14,1,0,0,0,0,0,1,0,0,0,0,0
NC,6,2,0,1452,2,5027.35,1,0,0,0,0,0,1,0,0,0,0,0
NY,2,4,0,861,4,5848.98,0,0,1,0,0,0,1,0,0,0,0,1
KS,2,8,0,1660,8,7723.73,0,0,1,0,0,0,1,0,0,0,0,0
IL,3,2,0,1266,1,5012.29,1,0,0,0,0,0,1,0,0,0,0,0
IN,1,1,1,1946,1,4021.06,1,0,0,0,0,0,1,0,0,0,0,0
NC,2,1,1,1500,1,11426.53,1,0,0,0,0,0,1,0,0,0,0,1
KY,4,7,1,1246,7,12121.58,1,0,0,0,1,0,0,0,0,0,0,0
KS,1,-2,1,1605,-2,11568.34,0,1,0,0,1,0,0,0,0,0,0,0
DE,2,5,1,987,10,14444.04,1,0,0,0,1,0,0,0,0,0,0,0
VA,1,3,0,1154,3,7734.78,0,0,1,0,0,0,1,0,0,0,0,1
WV,2,7,0,946,7,1564.2,1,0,0,0,0,0,1,0,0,0,1,0
NY,2,-2,0,1098,-2,1696.91,0,1,0,0,0,0,1,0,0,0,0,0
NC,4,8,1,1494,8,16493.09,1,0,0,0,1,0,0,0,0,0,0,0
PA,6,3,0,803,3,15485.62,0,0,1,0,0,0,1,0,0,0,0,1
KS,3,-2,1,1655,-2,11592.66,0,1,0,0,1,0,0,0,0,0,0,0
KY,1,4,0,1267,4,13516.6,1,0,0,0,0,0,1,0,0,0,0,1
VA,1,2,1,1666,2,13803.81,1,0,0,0,0,0,1,0,0,0,0,0
IL,5,7,1,1362,7,18303.04,1,0,0,0,0,0,1,0,0,0,0,0
VA,6,3,0,1140,3,20017.62,1,0,0,0,0,0,1,0,0,0,1,0
NC,2,3,1,1430,3,10821.5,1,0,0,0,1,0,0,0,0,0,0,0
KY,1,2,1,1165,2,17966.28,1,0,0,0,0,1,0,0,0,0,0,1
VA,2,1,1,972,1,16818.49,1,0,0,0,0,1,0,0,0,0,0,1
DE,4,2,1,1011,2,18865.63,1,0,0,0,0,0,1,0,0,0,0,1
WV,2,6,0,1201,6,9469.5,1,0,0,0,0,0,1,0,0,0,0,0
KY,1,2,0,1616,2,8726.41,1,0,0,0,0,0,1,0,0,0,0,1
NY,1,2,1,1080,2,9892.01,1,0,0,0,1,0,0,0,0,0,0,0
MO,3,3,0,1337,3,11433.74,1,0,0,0,0,0,1,0,0,0,0,0
WV,2,-2,1,946,-2,4330.39,0,1,0,0,1,0,0,0,0,0,0,0
NY,4,-2,0,1176,-2,7458.44,0,1,0,0,0,1,0,0,0,0,0,0
TN,3,5,0,1230,5,18390.62,1,0,0,0,0,0,1,0,0,0,0,1
TN,2,5,1,1366,5,13529.32,1,0,0,0,0,0,1,0,0,0,1,0
PA,4,5,1,937,5,19756.38,1,0,0,0,0,1,0,0,0,0,0,1
VA,2,-2,1,1503,-2,453.83,0,1,0,0,1,0,0,0,0,0,0,0
MD,2,3,1,1290,3,4138.89,1,0,0,0,0,0,1,0,0,0,0,0
TN,2,1,1,1347,2,13298.85,1,0,0,0,1,0,0,0,0,0,0,0
KY,3,3,1,1284,3,8002.7,1,0,0,0,1,0,0,0,0,0,0,0
MD,3,4,1,1075,4,20557.64,1,0,0,0,0,0,1,0,0,0,0,0
TN,3,4,0,1057,4,8847.1,1,0,0,0,0,0,1,0,0,0,0,1
NJ,2,2,0,843,2,10255.87,1,0,0,0,0,0,1,0,0,0,1,0
VA,2,-2,1,1665,-2,17812.49,0,1,0,0,1,0,0,0,0,0,0,0
TN,3,5,0,1544,5,9900.8,1,0,0,0,0,0,1,0,0,0,0,0
NY,1,2,0,986,2,5576.99,0,0,1,0,0,0,1,0,0,0,0,0
NC,2,4,1,1665,4,10287.54,1,0,0,0,0,0,1,0,0,0,0,1
DC,3,7,1,1494,7,5091.24,1,0,0,0,1,0,0,0,0,0,0,0
DE,2,3,1,1024,3,18802.21,1,0,0,0,1,0,0,0,0,0,0,0
PA,3,3,0,1503,3,7407.4,1,0,0,0,0,0,1,0,0,0,0,0
NY,1,1,0,1002,1,4167.39,1,0,0,0,0,0,1,0,0,0,0,0
WV,2,1,1,956,1,18237.65,1,0,0,0,0,0,1,0,0,0,0,1
KS,2,1,0,1541,2,7764.21,1,0,0,0,0,0,1,0,0,0,0,1
MD,2,-2,1,2151,-2,8993.51,0,1,0,0,1,0,0,0,0,0,0,0
MD,2,2,0,1078,2,11186.35,1,0,0,0,0,0,1,0,0,0,0,1
DE,4,-2,0,1277,-2,4872.18,0,1,0,0,0,0,0,0,0,0,1,0
PA,2,0,0,703,5,13589.48,1,0,0,0,0,0,1,0,0,0,0,1
PA,2,7,0,1018,10,8668.89,0,0,1,0,0,0,1,0,0,0,0,1
KS,7,3,0,1693,3,11454.74,1,0,0,0,0,0,1,0,0,0,0,0
NJ,1,3,0,1308,3,4224.11,1,0,0,0,0,1,0,0,0,0,0,0
TN,1,5,0,1242,5,9936.88,1,0,0,0,0,0,1,0,0,0,0,0
AR,4,10,0,1486,10,15260.32,1,0,0,0,0,0,1,0,0,0,0,0
AR,4,14,0,1513,14,25678.41,1,0,0,0,0,0,1,0,0,0,0,0
VA,2,5,1,973,5,14298.69,1,0,0,0,0,0,1,0,0,0,0,1
VA,1,1,0,1586,1,5402.88,1,0,0,0,0,0,1,0,0,0,0,0
NY,2,2,0,771,2,7174.88,1,0,0,0,0,1,0,0,0,0,0,0
NC,1,1,0,1132,1,5857.01,1,0,0,0,0,0,1,0,0,0,0,0
KY,2,2,0,1590,2,7569.3,1,0,0,0,0,0,1,0,0,0,0,1
NJ,2,3,0,941,2,11009.59,1,0,0,0,0,0,1,0,0,0,1,0
DC,1,2,1,1586,2,3916.75,1,0,0,0,1,0,0,0,0,0,0,0
MD,4,1,0,1190,1,5638.33,1,0,0,0,0,0,1,0,0,0,0,0
DC,2,-2,1,1551,-2,7511.84,0,1,0,0,1,0,0,0,0,0,0,0
MD,1,2,1,1459,2,5418.69,1,0,0,0,1,0,0,0,0,0,0,0
NJ,1,3,1,846,3,18230.83,1,0,0,0,1,0,0,0,0,0,0,0
VA,1,1,1,1513,1,15845.44,1,0,0,0,1,0,0,0,0,0,0,0
TN,3,7,1,1011,7,14278.71,1,0,0,0,1,0,0,0,0,0,0,0
MO,4,-2,1,1666,2,15772.71,0,1,0,0,1,0,0,0,0,0,0,0
TN,2,3,1,1033,3,9374.04,1,0,0,0,1,0,0,0,0,0,0,1
MO,3,3,0,1594,3,18280.88,1,0,0,0,0,0,1,0,0,0,0,0
NC,4,4,1,1524,4,28135.51,1,0,0,0,0,0,0,0,1,0,0,1
KY,1,1,0,1076,1,1890.67,1,0,0,0,0,0,1,0,0,0,0,0
MD,3,5,0,1401,4,35771.87,1,0,0,0,0,0,1,0,0,0,0,1
NY,1,-2,0,1118,-2,2411.07,0,1,0,0,0,1,0,0,0,0,0,0
NY,3,7,0,736,7,9767.66,0,0,1,0,0,0,1,0,0,0,0,1
NC,3,4,0,1673,4,7807.73,1,0,0,0,0,0,1,0,0,0,0,0
KY,1,1,0,1474,1,18463.37,1,0,0,0,0,0,1,0,0,0,0,0
NC,1,1,1,1293,1,6398.27,1,0,0,0,1,0,0,0,0,0,0,0
DC,2,-2,1,1410,-2,8015.08,0,1,0,0,1,0,0,0,0,0,0,0
TN,4,8,1,1430,8,13408.21,1,0,0,0,0,0,1,0,0,0,0,0
KS,4,7,0,1200,8,18950.91,1,0,0,0,0,0,1,0,0,0,0,1
DC,2,2,1,1519,2,8829.27,1,0,0,0,1,0,0,0,0,0,0,0
DC,1,-2,0,1388,-2,4700.03,0,1,0,0,0,0,1,0,0,0,0,0
MD,3,3,0,1236,3,11034.34,1,0,0,0,0,0,1,0,0,0,0,1
TN,2,10,0,989,12,13216.62,1,0,0,0,0,0,1,0,0,0,0,0
TN,1,3,0,1746,3,10686.06,1,0,0,0,0,0,1,0,0,0,0,1
MO,6,3,0,1333,3,9684.46,1,0,0,0,0,0,1,0,0,0,0,0
PA,2,1,0,1281,1,3041.8,0,0,1,0,0,0,1,0,0,0,0,0
GA,1,-2,1,1356,-2,6510.03,0,1,0,0,1,0,0,0,0,0,0,0
DC,2,-2,1,1403,-2,5921.98,0,1,0,0,0,1,0,0,0,0,0,0
KY,3,2,0,1618,2,13002.71,1,0,0,0,0,0,1,0,0,0,0,0
NY,3,-2,0,1097,-2,1943.32,0,1,0,0,0,0,1,0,0,0,0,0
MD,1,2,1,1016,2,10699.43,1,0,0,0,0,0,1,0,0,0,0,1
OH,2,2,1,944,1,14400.01,1,0,0,0,1,0,0,0,0,0,1,0
MD,3,6,1,1371,6,18719.18,1,0,0,0,1,0,0,0,0,0,0,0
DE,4,3,1,1344,3,15960.1,1,0,0,0,0,0,1,0,0,0,0,1
KS,2,3,1,1407,3,13450.67,1,0,0,0,0,0,1,0,0,0,0,0
VA,2,4,1,988,4,25811.93,1,0,0,0,1,0,0,0,0,0,1,0
KY,1,4,0,1139,4,7755.31,1,0,0,0,0,0,1,0,0,0,0,0
PA,6,4,0,1306,4,5988.46,0,0,0,1,0,0,0,0,1,0,0,1
KY,2,2,0,1387,2,14297.63,1,0,0,0,0,0,1,0,0,0,0,1
VA,5,15,0,920,10,12605.74,0,0,1,0,0,0,1,0,0,0,0,1
VA,1,3,1,1362,3,6658.12,1,0,0,0,1,0,0,0,0,0,0,0
OH,2,2,1,1044,2,19709.61,1,0,0,0,1,0,0,0,0,0,0,0
TN,2,4,1,1221,4,15086.27,1,0,0,0,1,0,0,0,0,0,0,1
NY,5,-2,1,1131,-2,10704.84,0,1,0,0,0,0,1,0,0,0,0,0
OH,2,2,0,1076,2,14538.17,1,0,0,0,0,0,1,0,0,0,0,0
TN,2,2,1,1102,2,6830.17,1,0,0,0,1,0,0,0,0,0,0,0
PA,2,4,0,1022,4,23928.54,0,0,1,0,1,0,0,0,0,0,0,0
PA,5,5,0,1015,5,10617.04,1,0,0,0,0,0,1,0,0,0,0,0
TN,1,2,1,1311,2,3482.63,1,0,0,0,0,0,1,0,0,0,0,0
NY,4,7,0,1243,7,7523.24,0,0,1,0,0,0,1,0,0,0,0,1
NY,3,-2,0,1187,-2,2772.27,0,1,0,0,0,0,1,0,0,0,0,0
IN,2,4,0,1052,4,5662.69,0,0,1,0,0,0,1,0,0,0,1,0
PA,2,3,0,1136,3,9030.09,1,0,0,0,0,1,0,0,0,0,0,1
PA,4,7,0,1017,7,8754.77,1,0,0,0,0,0,1,0,0,0,0,1
MD,5,-2,0,1430,-2,3716.69,0,1,0,0,0,0,1,0,0,0,0,0
MO,2,2,0,1340,2,3558.94,1,0,0,0,0,0,1,0,0,0,0,0
NC,7,30,1,1474,30,3706.5,1,0,0,0,0,0,1,0,0,0,0,0
MD,2,4,0,1130,4,9695.9,1,0,0,0,0,0,1,0,0,0,0,1
NY,2,-2,1,1073,-2,6791.06,0,1,0,0,1,0,0,0,0,0,0,0
PA,3,2,0,878,2,7588.95,1,0,0,0,0,0,0,0,1,0,0,0
DC,1,3,1,1550,3,7448.66,1,0,0,0,1,0,0,0,0,0,0,0
DC,1,7,1,1494,7,8963.9,1,0,0,0,1,0,0,0,0,0,0,0
NY,3,1,0,1229,1,3546.13,0,0,1,0,0,0,1,0,0,0,0,0
NJ,3,-2,0,1180,-2,4606.3,0,1,0,0,0,0,1,0,0,0,0,0
NY,3,-2,0,800,-2,18687.22,0,1,0,0,0,1,0,0,0,0,0,0
NY,1,-2,0,1117,-2,629.69,0,1,0,0,0,0,1,0,0,0,0,0
MO,2,4,1,1381,4,12919.83,1,0,0,0,1,0,0,0,0,0,0,1
NJ,4,6,1,931,6,30533.48,1,0,0,0,0,0,1,0,0,0,0,1
WV,2,5,1,1050,5,10939.66,1,0,0,0,0,0,1,0,0,0,0,0
NY,2,-2,0,1133,-2,3070.64,0,1,0,0,0,0,1,0,0,0,0,0
TN,2,4,1,1026,4,12288.99,1,0,0,0,1,0,0,0,0,0,0,0
NY,4,4,1,1167,4,8660.72,0,0,1,0,0,0,1,0,0,0,1,0
NC,2,2,0,1528,2,11795.64,1,0,0,0,0,0,1,0,0,0,0,0
NY,4,12,0,694,10,11442.42,1,0,0,0,0,1,0,0,0,0,0,0
WV,1,0,1,884,0,23128.75,1,0,0,0,0,0,1,0,0,0,0,0
NY,2,-2,1,1196,-2,8392.89,0,1,0,0,1,0,0,0,0,0,0,0
VA,2,2,0,1505,2,29850.11,1,0,0,0,0,0,1,0,0,0,0,1
NY,4,3,1,669,3,42239.12,1,0,0,0,0,1,0,0,0,0,0,1
MO,4,5,0,1631,5,10199.43,1,0,0,0,0,0,1,0,0,0,0,1
MO,3,4,0,1666,4,12322.07,1,0,0,0,0,0,1,0,0,0,0,0
NJ,2,2,0,1122,2,4580.3,0,0,1,0,0,0,1,0,0,0,0,0
NC,4,4,0,1608,4,13280.11,1,0,0,0,0,0,1,0,0,0,0,0
KS,2,6,1,1593,6,11180.25,1,0,0,0,0,0,1,0,0,0,1,0
NY,4,-2,0,1180,-2,5503.38,0,1,0,0,0,1,0,0,0,0,0,0
VA,2,2,0,1046,2,15279.18,0,0,0,1,0,0,0,0,1,0,0,1
VA,2,6,1,1552,6,32050.61,1,0,0,0,1,0,0,0,0,0,0,1
VA,1,1,1,1493,1,6611.75,1,0,0,0,1,0,0,0,0,0,0,0
GA,2,2,1,1592,2,16241.47,1,0,0,0,1,0,0,0,0,0,0,0
MO,2,3,0,1401,3,8512.77,1,0,0,0,0,0,1,0,0,0,0,1
TN,2,5,0,1191,5,11801.24,0,0,1,0,0,0,1,0,0,0,1,0
KY,2,-2,0,1601,-2,6156.57,0,1,0,0,1,0,0,0,0,0,0,0
NY,7,8,0,1172,8,10878.09,0,0,1,0,0,0,1,0,0,0,0,0
MO,2,5,0,1774,5,8497.58,1,0,0,0,0,0,1,0,0,0,0,1
TN,1,3,1,1511,3,9771.31,1,0,0,0,0,0,1,0,0,0,0,0
KY,2,1,1,1030,1,3619.67,1,0,0,0,0,0,1,0,0,0,0,0
VA,1,3,1,1690,2,14579.24,1,0,0,0,1,0,0,0,0,0,0,0
KY,2,7,0,1118,7,20407.51,1,0,0,0,0,0,1,0,0,0,0,1
MD,1,-2,1,1230,-2,6666.5,0,1,0,0,1,0,0,0,0,0,0,0
DC,2,2,1,1514,2,8095.63,1,0,0,0,1,0,0,0,0,0,0,0
OH,4,15,0,1073,15,14067.2,1,0,0,0,0,0,1,0,0,0,0,1
MO,1,2,0,1450,2,3232.19,1,0,0,0,0,0,1,0,0,0,0,0
KY,1,-2,0,1639,-2,4351.23,0,1,0,0,0,0,1,0,0,0,0,0
DE,5,10,1,1260,10,21773.51,1,0,0,0,1,0,0,0,0,0,0,0
MD,2,-2,1,1399,-2,8889.24,0,1,0,0,1,0,0,0,0,0,0,0
MO,2,1,0,1422,1,15059.26,0,0,1,0,0,0,1,0,0,0,0,0
MO,3,9,0,1554,9,11176.79,1,0,0,0,0,0,1,0,0,0,0,0
NY,2,-2,0,1172,-2,4102.1,0,1,0,0,0,0,1,0,0,0,0,0
NJ,5,-2,0,1062,-2,4255.95,0,1,0,0,0,0,1,0,0,0,0,0
NY,3,-2,0,1169,-2,2747.2,0,1,0,0,0,0,1,0,0,0,0,0
NJ,1,1,0,820,1,3413.58,1,0,0,0,0,0,1,0,0,0,0,0
IL,4,3,0,1625,3,18776.15,1,0,0,0,0,0,1,0,0,0,0,0
WV,2,3,1,1124,3,5677.76,1,0,0,0,0,0,1,0,0,0,0,0
TN,1,3,1,1530,3,5914.44,1,0,0,0,1,0,0,0,0,0,0,0
NY,2,-2,0,1135,-2,2839.64,0,1,0,0,0,0,1,0,0,0,0,0
MD,1,1,1,1143,3,3151.15,1,0,0,0,0,1,0,0,0,0,0,0
NJ,2,5,0,1121,5,11952.25,0,0,1,0,0,0,1,0,0,0,0,0
DC,2,-2,0,1592,-2,3233.41,0,1,0,0,0,0,1,0,0,0,0,0
DC,2,2,0,1493,2,5878.35,1,0,0,0,0,0,1,0,0,0,0,0
VA,1,3,1,1338,3,7153.49,1,0,0,0,0,0,1,0,0,0,0,0
DE,2,3,1,1370,8,17303.1,1,0,0,0,1,0,0,0,0,0,0,0
GA,2,2,0,943,2,10604.86,1,0,0,0,0,0,1,0,0,0,0,0
NY,4,7,0,695,7,9056.45,1,0,0,0,0,1,0,0,0,0,0,1
KS,5,20,0,1347,20,14906.8,1,0,0,0,0,0,1,0,0,0,0,1
NY,1,-2,0,1149,-2,2493.54,0,1,0,0,0,0,1,0,0,0,0,0
VA,2,3,0,1668,3,6400.91,1,0,0,0,0,0,1,0,0,0,0,0
VA,2,5,0,1212,5,15976.12,0,0,1,0,0,0,1,0,0,0,0,0
MO,5,7,1,1385,7,13033.86,1,0,0,0,1,0,0,0,0,0,0,0
MD,1,2,0,2137,2,6217.28,1,0,0,0,0,1,0,0,0,0,0,0
NC,1,2,1,1666,2,4184.43,1,0,0,0,1,0,0,0,0,0,0,0
NC,2,4,0,1559,4,9031.99,1,0,0,0,0,0,1,0,0,0,0,0
NY,2,3,0,866,3,14258.14,1,0,0,0,0,1,0,0,0,0,0,1
AR,2,2,1,1287,2,9852.97,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,2,0,1519,3,15959.0,1,0,0,0,0,0,1,0,0,0,0,1
TN,4,3,1,1527,3,6776.24,1,0,0,0,1,0,0,0,0,0,0,0
VA,4,4,1,897,3,15566.47,1,0,0,0,1,0,0,0,0,0,0,0
AR,5,5,0,1314,5,11537.26,0,0,1,0,1,0,0,0,0,0,0,1
DE,1,7,1,1103,7,13823.42,1,0,0,0,0,0,1,0,0,0,0,0
OH,2,10,0,1083,7,14798.68,1,0,0,0,0,0,1,0,0,0,0,1
NJ,3,8,0,893,8,10482.45,0,0,1,0,0,0,1,0,0,0,0,1
MO,3,5,0,1350,5,14519.39,1,0,0,0,0,0,1,0,0,0,0,1
VA,3,3,0,1310,3,14379.24,0,0,1,0,1,0,0,0,0,0,0,0
VA,2,1,1,1869,1,13907.97,1,0,0,0,0,0,1,0,0,0,0,0
DE,1,-2,1,1115,-2,1199.81,0,1,0,0,0,1,0,0,0,0,0,1
NC,2,2,1,1095,2,14752.93,1,0,0,0,1,0,0,0,0,0,0,0
NJ,1,-2,0,855,-2,7787.7,0,1,0,0,0,0,1,0,0,0,0,0
TN,2,4,1,1204,4,21399.74,1,0,0,0,1,0,0,0,0,0,0,1
DC,1,4,0,1420,4,20399.5,0,0,1,0,0,0,1,0,0,0,0,1
NY,3,4,0,767,4,7279.23,1,0,0,0,0,1,0,0,0,0,0,0
KY,1,-2,1,1168,-2,6530.89,0,1,0,0,1,0,0,0,0,0,0,0
NY,1,2,0,784,2,5574.03,0,0,1,0,0,0,1,0,0,0,0,1
MD,4,4,0,1123,4,10781.89,1,0,0,0,0,0,1,0,0,0,0,0
MD,2,4,0,903,4,12866.82,1,0,0,0,0,0,1,0,0,0,0,0
NY,1,-2,0,1263,-2,2229.74,0,1,0,0,0,0,1,0,0,0,0,0
TN,1,1,1,1650,1,4151.86,1,0,0,0,0,0,0,0,0,0,0,0
NY,2,-2,0,735,1,4837.09,0,1,0,0,0,0,1,0,0,0,0,1
NJ,1,-2,0,1151,-2,2010.81,0,1,0,0,0,0,1,0,0,0,0,0
KY,1,3,1,1349,3,5811.61,1,0,0,0,0,0,1,0,0,0,0,1
VA,2,1,0,1221,1,16423.31,1,0,0,0,0,0,1,0,0,0,0,0
NC,2,2,1,1543,2,8147.52,1,0,0,0,0,0,1,0,0,0,0,0
MD,2,2,0,1131,2,11951.45,0,0,1,0,0,0,1,0,0,0,0,0
PA,2,2,1,1161,2,9298.04,1,0,0,0,1,0,0,0,0,0,0,0
MD,4,5,1,994,5,13313.45,1,0,0,0,1,0,0,0,0,0,0,1
TN,3,1,1,1473,2,11424.62,1,0,0,0,0,0,1,0,0,0,0,1
MD,5,5,0,1219,5,13588.86,1,0,0,0,0,0,1,0,0,0,0,0
KY,2,2,1,1069,2,16700.69,1,0,0,0,1,0,0,0,0,0,0,0
KS,2,5,0,1347,5,9688.84,1,0,0,0,0,0,1,0,0,0,0,1
VA,1,3,1,1100,4,18526.72,1,0,0,0,1,0,0,0,0,0,0,0
VA,4,7,0,1404,6,3971.38,1,0,0,0,0,0,1,0,0,0,0,0
MD,2,1,0,1656,1,9300.73,1,0,0,0,0,0,1,0,0,0,0,0
PA,1,3,1,1422,3,8162.15,1,0,0,0,1,0,0,0,0,0,0,0
KS,3,3,0,1676,3,11687.29,1,0,0,0,0,0,1,0,0,0,0,1
WV,2,5,1,866,4,22801.24,1,0,0,0,1,0,0,0,0,0,0,0
MD,4,8,1,978,8,11675.19,1,0,0,0,1,0,0,0,0,0,0,0
DC,3,5,0,1482,5,4365.52,1,0,0,0,0,0,1,0,0,0,0,0
VA,1,0,0,1682,1,5486.06,1,0,0,0,0,0,1,0,0,0,0,0
NY,4,4,0,918,4,17054.56,1,0,0,0,0,0,1,0,0,0,0,1
NY,1,2,0,485,2,7700.88,1,0,0,0,0,1,0,0,0,0,0,1
NJ,1,3,0,991,3,5977.84,1,0,0,0,0,0,1,0,0,0,0,0
TN,2,4,1,1450,4,14805.05,1,0,0,0,1,0,0,0,0,0,0,0
KY,4,5,1,1045,5,14723.39,1,0,0,0,1,0,0,0,0,0,0,1
MD,2,1,0,1232,1,7078.53,1,0,0,0,0,0,1,0,0,0,0,0
PA,2,2,0,968,2,9855.41,1,0,0,0,0,0,1,0,0,0,0,1
TN,2,2,1,1641,2,11899.92,1,0,0,0,1,0,0,0,0,0,0,1
PA,2,2,0,960,2,5952.08,0,0,1,0,0,0,1,0,0,0,1,0
VA,2,7,1,1545,6,12157.76,1,0,0,0,1,0,0,0,0,0,0,0
VA,2,3,1,1722,3,10998.67,1,0,0,0,0,0,1,0,0,0,0,0
