"LGTIN1TO4","LGTIN4TO8","LGTINMORE8","LGTINLED","LGTINCFL","LGTINCAN","LGTOUTANY","LGTOUTNITE","LGTOUTLED","LGTOUTCFL","LGTOUTCAN","ZLGTIN1TO4","ZLGTIN4TO8","ZLGTINCAN","ZLGTINCFL","ZLGTINLED","ZLGTINMORE8","ZLGTOUTANY","ZLGTOUTCAN","ZLGTOUTCFL","ZLGTOUTLED","ZLGTOUTNITE","DOEID","NWEIGHT"
31,16,0,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111437,4397.6984489
2,5,1,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108303,11411.649195
6,2,0,2,0,4,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112772,16113.330769
2,1,0,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108460,9029.2325411
6,4,2,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109269,5966.7938918
4,0,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109074,7319.6541115
2,2,2,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113933,2574.7401439
8,6,3,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109362,3654.8886491
3,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114941,6128.2741564
0,6,0,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101908,1970.495985
2,0,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115248,15622.303131
12,6,0,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118128,520.55272021
0,8,0,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107624,7698.9829421
3,1,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109922,1575.0235196
6,6,4,2,0,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,101485,5826.2082791
1,1,1,2,0,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,102999,5280.192312
7,7,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113995,10420.001182
10,6,4,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105608,6684.470437
5,0,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104317,3380.6014483
18,12,0,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101160,7600.346299
4,3,1,2,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117742,1913.3399107
4,0,0,2,3,4,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,103666,5808.5442739
2,0,1,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,112352,9091.7002029
12,0,0,2,4,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,113863,1501.9536958
2,2,0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105659,6953.1829735
6,6,2,2,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,103637,5605.5033444
5,5,5,2,4,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113878,6346.7593762
4,1,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111110,4004.5358464
2,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103167,3926.8609515
5,8,0,2,4,0,1,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,113154,7550.9454715
6,6,4,2,4,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107482,1432.5943008
2,1,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109360,13529.258978
10,10,0,2,3,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102520,10798.115188
4,5,4,2,4,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,113171,6945.4278043
6,4,4,2,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103003,4895.9366128
20,8,4,2,4,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113125,7784.2715744
12,20,8,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111467,4124.7057726
16,0,13,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107302,11154.842404
2,2,0,2,4,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,103591,7187.6289376
4,3,1,2,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111071,9680.3246902
25,0,0,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,100864,3385.8444157
3,3,1,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114546,1043.8110955
3,3,3,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117609,17059.44064
0,0,36,2,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111394,9267.404747
9,3,5,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112142,4721.7868934
6,2,0,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118176,3920.3100015
4,2,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109779,5569.6130309
2,3,1,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109846,4736.6569787
26,25,20,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116403,15473.404922
2,2,2,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116833,8964.8008589
20,7,4,2,4,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103418,6967.9275791
20,40,10,2,4,4,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111213,2049.5680555
2,2,0,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109022,4151.1151296
18,12,4,2,4,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105782,5988.3331735
2,2,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111378,10059.662791
2,6,0,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103883,8367.1787794
3,3,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105590,6984.1170617
6,0,0,2,4,0,1,5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,111811,5241.3335667
4,4,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107759,6457.2670094
9,11,7,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100590,6427.7069878
8,6,4,2,0,2,1,4,1,0,0,1,1,1,1,1,1,1,1,1,1,1,107926,2043.2042328
2,4,2,2,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,100132,7745.7607746
10,10,2,2,4,4,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100158,3991.156064
8,4,1,2,4,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,106288,5345.8788703
6,15,1,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108599,3023.2011876
13,3,0,2,4,4,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100415,5549.1345487
6,6,2,2,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103017,5616.0764934
4,10,0,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104168,2922.2878235
4,4,0,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101146,13917.3247
10,10,3,2,0,4,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115405,2279.4678234
0,2,0,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109081,11095.668946
7,9,5,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107174,5178.2905484
2,0,0,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,111241,12389.786143
8,4,2,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,110205,5761.4142237
5,3,1,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,113302,5710.9222671
3,1,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118441,7010.1144578
16,14,12,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117119,808.54015335
10,6,6,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105517,6453.9589223
5,1,3,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114510,11449.407877
2,2,2,2,4,4,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102692,7842.809837
26,0,0,2,0,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,110046,4613.8018773
7,7,7,2,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115734,703.77375425
1,3,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115995,13399.925041
2,0,0,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116457,4363.4221957
12,4,0,2,4,4,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,100400,13706.706123
10,0,0,2,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,115544,3424.155638
6,2,0,2,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,102619,2960.8248742
4,8,4,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100365,4363.1288167
6,6,8,2,4,4,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,102005,4110.8212915
16,16,16,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102235,3069.0116967
1,0,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106142,12435.491208
4,12,0,2,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108008,5931.5989053
10,0,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,112759,5272.2538958
2,4,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102129,6852.0992995
35,35,35,2,4,0,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,117927,4024.4358507
2,1,0,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109579,4178.3216954
7,2,2,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108712,5105.7484985
2,6,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109198,12112.683721
8,4,2,2,4,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,108812,1070.3886027
2,6,2,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111890,5019.6114783
10,4,0,2,3,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,112920,4591.3507863
2,2,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,105411,4256.5586475
3,2,0,2,3,4,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102004,9925.9183263
2,5,5,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101143,10203.572015
8,4,0,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118012,8274.4843106
2,6,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,110783,6625.8104123
4,4,4,2,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,111644,3729.0227841
2,2,0,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105933,8876.7586402
6,6,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116198,4410.2880189
2,2,3,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106133,8738.656816
0,4,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115445,5853.1827407
4,2,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,116193,5038.7856533
10,5,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,108690,1536.6279543
2,6,8,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108268,6336.5383397
5,5,0,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116134,8591.4745091
6,7,10,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106310,6225.4939244
4,6,15,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112555,5893.8984714
2,3,3,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107917,3630.69311
2,2,2,2,0,4,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,115225,10490.508479
2,4,0,2,0,4,1,13,1,0,0,0,0,1,1,1,0,0,0,0,0,0,102946,5024.5572343
6,5,3,2,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106821,5237.0600326
3,20,31,2,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,102449,6158.4939854
12,4,9,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115269,6003.7902393
8,0,0,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118337,10190.475715
2,3,0,2,4,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,108622,7159.8634073
7,4,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104732,4897.398063
8,12,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115008,3239.5716884
12,8,2,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106007,5577.2724595
3,0,3,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104421,5417.3888878
6,2,0,2,4,0,1,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,102159,6326.0559199
7,2,0,2,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113086,10813.95521
1,2,0,2,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108365,1974.6012656
5,3,2,2,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113305,4975.6355399
40,20,0,2,0,4,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104469,7118.8814052
2,4,0,2,4,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,105643,11527.362997
5,5,1,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105010,7574.2459182
10,30,4,2,0,4,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116521,6140.0312607
10,6,2,2,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110425,5765.9867891
4,8,0,2,4,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,105491,10279.470129
10,10,0,2,4,0,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,110310,5501.1827417
4,10,6,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117028,3570.7738203
4,3,0,2,4,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,102076,2167.4317097
3,0,0,2,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114530,1432.7445424
10,0,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,110305,7324.3183326
0,0,10,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103027,10101.974423
6,4,3,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109447,5612.5780907
11,2,0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111468,7267.3097857
2,2,4,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110228,8036.2172527
22,12,3,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113673,6666.4239655
8,2,1,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108451,10810.104513
7,4,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114187,2767.7083817
4,5,2,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104189,859.41347373
5,2,4,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,116578,2249.0077565
10,12,5,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,117381,6671.8136353
2,2,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101108,1837.4768682
4,4,4,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100720,728.0006903
1,3,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100951,5979.7515635
2,0,0,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100104,8526.6271525
0,1,0,2,4,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,102529,8048.6175407
5,5,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,114448,4566.3718482
8,0,0,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,105427,7314.3497659
6,2,0,2,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107279,9339.8853178
12,20,2,2,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102479,6286.0426225
10,12,2,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117572,4657.9698239
5,10,2,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107960,6818.0870292
2,1,2,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105746,8866.2497623
0,3,0,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111461,1979.8206018
4,2,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113727,17331.188167
21,15,10,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103361,7331.8491896
19,4,0,2,0,4,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,1,100006,7249.5395615
2,0,0,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,103090,18025.4238
4,0,0,2,2,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,102099,6739.4002749
4,4,4,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107649,8762.1483168
15,15,2,2,4,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117477,6566.3080337
7,7,15,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108499,7696.2981772
2,2,2,2,2,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,108172,8403.1620099
4,8,0,2,4,0,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,109200,9659.3121302
2,1,1,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110049,6244.1976795
6,10,2,2,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116271,3294.6288628
6,4,2,2,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110366,4046.9833382
0,0,2,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112670,2098.4750326
2,0,0,2,2,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,102924,4770.7120079
12,12,6,2,4,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106896,4261.9980572
10,4,0,2,4,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,108549,1867.6423154
2,4,4,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113348,6296.0425628
2,2,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115468,17038.657474
3,2,0,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118346,5747.5362962
12,0,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112741,4961.1998237
6,2,1,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117519,6653.3393574
6,6,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110122,911.27563143
8,6,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108732,5204.6745336
10,0,0,2,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116407,5875.2465682
5,5,0,2,0,4,1,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,113289,5012.1419657
10,4,2,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112755,3055.0178937
10,8,5,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105011,5105.2360167
5,8,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111658,4842.5182567
8,14,0,2,4,4,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106037,14698.363617
10,13,11,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102170,5421.5048884
13,0,0,2,4,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,115453,5656.2719249
20,6,0,2,4,4,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,112973,4076.0123945
0,0,7,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,103413,3618.1870049
20,0,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,108490,3225.3158488
11,3,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118062,9917.2421404
10,2,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111410,8516.6475852
1,2,1,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100816,6237.9151969
5,4,9,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103238,2122.7366696
0,18,30,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102936,4474.1178471
2,0,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103506,6779.3973898
20,4,1,2,4,0,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,1,116113,2338.5614469
4,0,0,2,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114363,3586.9740595
1,2,1,2,4,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,116606,16901.078608
5,0,0,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102153,6682.678698
2,0,0,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118390,4225.4314035
12,6,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102248,3602.8819146
8,8,8,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114439,5545.1380117
20,10,4,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114585,4102.6521746
6,6,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,102778,5959.4521606
4,0,0,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101526,1058.7814368
3,0,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107344,11617.939248
0,5,0,2,4,3,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,106929,10378.156054
4,0,0,2,0,4,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110602,5294.3837469
6,4,2,2,0,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,104821,6338.9063807
2,2,2,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114613,4394.8529843
4,2,2,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105450,8259.2398651
4,2,2,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108083,4670.9862955
2,4,2,2,0,4,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,101232,13974.17757
7,3,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111195,883.57046025
6,2,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116982,5846.8328248
5,5,5,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103744,7537.4262873
2,2,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112507,987.52604061
2,3,1,2,4,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,109465,4828.3428655
2,2,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115329,13620.843745
23,5,2,2,4,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102416,5240.5939185
8,3,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,117495,3931.277312
15,20,8,2,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115748,6354.9833959
30,2,0,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105184,3331.5102035
0,12,12,2,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,102567,7494.9041003
8,0,0,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100146,5439.890294
7,4,2,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104974,8165.8938244
19,0,4,2,0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,117480,7127.3762918
2,2,1,2,4,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,105809,5538.2184115
4,4,8,2,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102744,4813.0410719
4,0,0,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116211,4892.545599
2,4,1,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116674,3209.6688371
10,0,10,2,4,4,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,105485,6324.9814959
2,4,2,2,0,4,1,5,1,0,0,0,0,1,1,1,0,0,1,1,1,0,101773,13762.342874
1,0,0,2,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101758,9813.3133143
3,3,0,2,4,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,109535,3905.2871907
4,4,3,2,4,0,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,116052,4164.1303761
3,2,0,2,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110159,7288.118265
4,0,0,2,0,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,108788,6486.0272812
10,10,0,2,4,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113687,4918.419028
2,0,0,2,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108798,5792.7855412
20,10,10,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118209,4965.2994194
20,5,1,2,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116601,783.55519418
6,3,2,2,0,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114162,5318.2848067
