"LGTIN1TO4","LGTIN4TO8","LGTINMORE8","LGTINLED","LGTINCFL","LGTINCAN","LGTOUTANY","LGTOUTNITE","LGTOUTLED","LGTOUTCFL","LGTOUTCAN","ZLGTIN1TO4","ZLGTIN4TO8","ZLGTINCAN","ZLGTINCFL","ZLGTINLED","ZLGTINMORE8","ZLGTOUTANY","ZLGTOUTCAN","ZLGTOUTCFL","ZLGTOUTLED","ZLGTOUTNITE","DOEID","NWEIGHT"
5,1,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102646,5125.6690681
2,2,1,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114065,10312.521535
0,6,0,0,3,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111873,9308.5245071
2,2,2,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106780,8485.4952991
16,3,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117492,5656.9335877
3,0,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,115584,10991.863668
0,4,1,0,2,4,0,-2,-2,-2,-2,1,1,0,0,0,1,1,-2,-2,-2,-2,104374,6864.4792449
4,0,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117097,6044.6251705
10,0,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110685,5635.822133
0,3,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113714,8093.3106487
0,0,10,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,115372,2032.8515293
1,1,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112102,7913.1001506
3,3,1,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104913,7625.3531439
4,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104465,2393.7513146
1,0,0,0,1,0,0,-2,-2,-2,-2,0,1,0,0,0,0,0,-2,-2,-2,-2,115382,2589.6341031
0,4,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106668,10441.998376
8,12,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100709,540.58405963
2,2,2,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111922,6542.2290726
3,3,3,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113650,8276.0668845
1,1,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117899,7395.8862981
10,6,6,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102980,3042.6136506
1,1,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114148,7893.8235683
8,6,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112917,5830.1245197
0,1,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,1,0,-2,-2,-2,-2,106631,14498.274805
2,1,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104366,2479.7606141
4,3,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111951,5903.7377051
3,3,1,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105188,5368.5447035
4,0,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117020,12031.595971
2,2,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,107950,5883.0816987
6,4,2,0,3,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,115626,10742.341482
21,5,10,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101913,4896.8603915
7,4,2,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105376,10287.781095
1,0,0,0,1,0,0,-2,-2,-2,-2,1,1,0,0,0,1,0,-2,-2,-2,-2,108434,9034.9992418
4,1,1,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112384,12549.136237
5,12,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111020,10706.877238
2,1,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102196,981.81785003
2,2,1,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,107001,10453.942942
2,2,2,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104997,8765.3273837
2,1,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,107345,6726.4684798
1,2,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113776,4529.1041138
3,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116619,4278.9495902
4,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100520,6766.1955603
2,2,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113095,13784.809379
3,2,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109736,12724.182376
1,1,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101707,7913.6598727
12,12,6,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117189,5690.1871629
8,6,2,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,103995,10169.260246
0,2,1,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101357,6029.1026457
3,3,0,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106754,8823.7380273
1,2,0,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117430,1158.5155782
4,0,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101946,8063.7253522
3,5,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111181,950.39215365
3,0,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117799,8798.3760279
2,1,1,0,4,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112531,10862.367819
20,4,1,0,2,4,0,-2,-2,-2,-2,0,0,0,0,1,0,0,-2,-2,-2,-2,108943,6907.9879682
7,9,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,107585,8004.4826316
6,4,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111125,5790.1003251
2,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,108945,5275.4320993
4,3,3,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109040,5105.2360167
4,3,2,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116566,10806.44905
1,1,5,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111308,5656.9335877
2,1,3,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109979,9251.9915917
4,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,103308,3515.5794576
0,0,2,0,0,1,0,-2,-2,-2,-2,0,1,0,1,1,0,0,-2,-2,-2,-2,102604,7576.3954864
9,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113226,10145.547537
0,5,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104912,8021.814376
5,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116580,2313.8814467
3,3,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117302,11734.801351
5,5,6,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113273,13351.019209
1,3,1,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114577,5204.0034177
12,0,4,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104911,6565.7819361
4,5,0,0,4,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,108296,9632.1590467
6,7,2,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111255,2602.9876437
4,0,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106128,5852.2628302
5,3,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113722,6936.2612082
2,1,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117720,5974.2277941
19,0,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110789,3388.9727525
2,10,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,107211,1727.0201929
4,0,0,0,3,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109560,3982.7631718
10,6,6,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110071,3262.3687303
4,5,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112713,9448.5785735
4,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102938,12435.491208
4,15,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101553,10415.554243
0,2,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110370,10060.675894
7,3,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101627,1636.2764718
1,1,1,0,0,1,0,-2,-2,-2,-2,1,1,0,0,0,1,0,-2,-2,-2,-2,104701,24087.63818
3,1,0,0,0,1,0,-2,-2,-2,-2,1,1,0,0,0,1,0,-2,-2,-2,-2,113708,6899.3695626
5,4,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101471,11972.172156
8,5,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109203,5571.1144749
2,2,0,0,0,1,0,-2,-2,-2,-2,0,0,0,1,1,0,0,-2,-2,-2,-2,102523,11954.214926
4,0,0,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101085,18781.395699
4,4,0,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106534,6420.1663587
1,2,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101546,7078.5320579
2,2,2,0,3,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,107901,7080.8525502
2,3,2,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114623,2187.5538452
6,2,1,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106935,5642.2256795
0,0,2,0,1,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100085,17633.722072
0,8,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110509,3665.5079051
4,4,1,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,1,-2,-2,-2,-2,113915,9105.0596623
1,3,2,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102731,10550.916854
4,25,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,115346,5039.1337132
25,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109683,7268.0150395
3,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104695,4894.2785622
2,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106542,7757.0252815
4,4,4,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105382,6445.5098821
4,2,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114183,4324.8859609
4,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,1,1,0,0,-2,-2,-2,-2,114614,13051.079314
4,4,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,108681,7566.2715197
2,4,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104367,12045.359292
0,4,0,0,0,1,0,-2,-2,-2,-2,0,0,0,1,1,0,1,-2,-2,-2,-2,115791,3364.9245318
6,1,5,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102952,4224.0824236
1,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100364,5346.688672
10,0,0,0,2,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114334,5276.38433
2,2,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102713,12464.359841
2,0,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,1,0,0,-2,-2,-2,-2,101425,3977.3139206
6,2,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106593,5639.4133599
5,0,4,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,103583,1828.2365932
12,3,3,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114914,17385.283574
0,5,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106260,3687.0137208
12,0,8,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102648,1085.57628
10,5,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,103337,9992.0863943
1,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104932,1365.1172407
3,3,3,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110150,2547.7717933
1,2,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116247,10455.210099
1,0,0,0,2,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105695,27199.869418
1,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110460,5764.0961262
10,3,2,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117873,6401.8776874
8,10,0,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105400,4904.874964
4,0,0,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116523,7391.6031063
6,4,2,0,3,3,0,-2,-2,-2,-2,0,0,0,0,1,0,0,-2,-2,-2,-2,117697,7210.7561385
2,0,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100618,4050.299384
0,16,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,103866,10690.223811
1,0,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113328,8875.7723965
2,2,0,0,1,0,0,-2,-2,-2,-2,1,1,0,0,1,1,0,-2,-2,-2,-2,103595,13306.622097
1,1,1,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,103024,5271.894161
1,1,1,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102298,1604.5999787
1,4,0,0,0,1,0,-2,-2,-2,-2,1,1,0,0,0,1,0,-2,-2,-2,-2,114392,6521.1763672
2,6,2,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116772,9627.626256
2,1,6,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109600,4215.7469819
0,0,8,0,4,2,0,-2,-2,-2,-2,1,1,0,0,0,1,0,-2,-2,-2,-2,100808,3402.6504071
3,2,0,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,108908,13322.365841
3,0,0,0,3,3,0,-2,-2,-2,-2,1,0,0,0,0,0,0,-2,-2,-2,-2,114609,5894.8512544
2,0,1,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110172,7131.3846459
1,2,6,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110009,12091.586147
0,2,2,0,2,4,0,-2,-2,-2,-2,0,0,0,0,1,0,0,-2,-2,-2,-2,103706,7922.2688017
10,2,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114780,12721.545656
20,0,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,1,0,1,-2,-2,-2,-2,117661,12029.275529
1,1,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116891,6433.4864241
0,0,1,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109356,15899.778308
12,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101562,1655.7267751
4,4,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101576,3841.7400963
0,2,1,0,1,0,0,-2,-2,-2,-2,1,1,1,0,1,1,0,-2,-2,-2,-2,102900,9893.0372013
4,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,1,-2,-2,-2,-2,102192,6243.7132114
1,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109965,7518.8510855
8,10,12,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106181,6048.2859501
1,0,0,0,0,1,0,-2,-2,-2,-2,1,1,0,0,0,1,1,-2,-2,-2,-2,106176,7273.0666046
2,2,2,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104812,1157.1484013
3,2,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100669,1979.2759278
1,2,3,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106070,5456.6357248
4,6,2,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,115668,6841.5168642
2,2,1,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110021,3688.0370252
5,4,1,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,115226,9918.6820263
4,2,2,0,2,4,0,-2,-2,-2,-2,0,0,1,0,0,0,0,-2,-2,-2,-2,116340,10007.619128
0,2,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109057,11435.348284
8,2,4,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116508,846.70558197
8,0,2,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106544,8665.1066484
2,1,0,0,4,4,0,-2,-2,-2,-2,1,1,0,0,0,0,0,-2,-2,-2,-2,118326,15075.986103
2,1,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109703,3799.5271655
3,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112317,15771.272321
3,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106955,4632.6021115
5,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105085,2530.004356
1,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,115505,11466.041966
4,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117516,7036.0245218
1,1,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109950,10420.001182
0,2,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,1,-2,-2,-2,-2,105266,7386.3646149
1,1,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109686,7646.0616508
4,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,1,1,0,0,-2,-2,-2,-2,104802,8501.2053856
6,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106080,10561.703856
0,1,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104250,6136.0989732
2,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109150,10453.548511
3,3,2,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110161,2744.9180256
1,2,1,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100135,3338.2495126
8,4,2,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106905,6220.2291331
6,0,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106904,8659.2673395
8,0,1,0,4,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,115858,13530.052477
5,3,3,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,103907,2378.9561025
3,3,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106347,11261.879451
0,3,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,109728,2034.2301408
1,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,1,0,0,-2,-2,-2,-2,100362,11896.021454
0,2,0,0,1,0,0,-2,-2,-2,-2,1,1,0,0,0,1,0,-2,-2,-2,-2,118127,2322.2896333
4,5,0,0,1,0,0,-2,-2,-2,-2,0,0,1,0,1,0,0,-2,-2,-2,-2,107008,3693.9051283
4,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102892,5086.7362333
4,3,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106498,3638.6483788
1,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,102660,16138.702332
8,0,4,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,103789,3695.1248234
1,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,1,-2,-2,-2,-2,104353,9031.3453277
5,2,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105158,2113.7902871
1,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,114874,4986.3794671
10,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101920,13051.526342
4,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,1,1,0,0,-2,-2,-2,-2,117561,6057.7580822
5,4,0,0,4,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,108671,5987.8528221
2,2,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,108706,1211.0771252
2,0,0,0,3,3,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105097,8896.2232905
2,1,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112862,1660.6584375
4,2,2,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112433,2905.3467729
6,3,2,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,105242,9043.0363054
1,1,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100480,9834.2497521
4,3,6,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,1,-2,-2,-2,-2,100322,6797.0188993
2,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,110399,2196.4225498
2,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,113982,7801.8292768
0,1,2,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,112744,13297.505896
1,1,1,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,104954,5879.2151228
5,5,0,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100755,18391.462335
2,4,3,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116093,12798.816515
2,2,2,0,0,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100347,6862.1399325
3,2,1,0,3,2,0,-2,-2,-2,-2,0,0,0,0,0,0,1,-2,-2,-2,-2,112629,12256.624116
5,0,0,0,1,2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,106680,5654.1789871
4,4,4,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,101948,3599.4128194
1,1,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,116420,1253.9674953
5,2,0,0,2,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,100111,5652.1314152
4,0,0,0,4,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,117716,13798.996491
2,4,0,0,2,4,0,-2,-2,-2,-2,0,0,0,1,0,0,0,-2,-2,-2,-2,117817,7598.0287947
12,4,0,0,1,4,0,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,111726,9544.7521579
