"REGIONC","DIVISION","STATE_FIPS","state_postal","state_name","DOEID","NWEIGHT"
WEST,Pacific,53,WA,Washington,108770,4710.6677576
WEST,Pacific,53,WA,Washington,110237,9928.3054947
WEST,Pacific,53,WA,Washington,112555,5893.8984714
WEST,Pacific,53,WA,Washington,100415,5549.1345487
WEST,Pacific,53,WA,Washington,108696,6238.5447264
WEST,Pacific,53,WA,Washington,113050,6857.1431031
WEST,Pacific,53,WA,Washington,113812,5595.2529853
WEST,Pacific,53,WA,Washington,112759,5272.2538958
WEST,Pacific,53,WA,Washington,117958,5427.8043989
WEST,Pacific,53,WA,Washington,112637,9040.1707605
WEST,Pacific,53,WA,Washington,111883,8312.3465074
WEST,Pacific,53,WA,Washington,107963,7194.4685217
WEST,Pacific,53,WA,Washington,102179,5939.8616756
WEST,Pacific,53,WA,Washington,117298,5003.9283404
WEST,Pacific,53,WA,Washington,102233,5524.938911
WEST,Pacific,53,WA,Washington,106372,5941.0287025
WEST,Pacific,53,WA,Washington,102546,6848.510163
WEST,Pacific,53,WA,Washington,102135,5904.4125747
WEST,Pacific,53,WA,Washington,104426,5991.1851556
WEST,Pacific,53,WA,Washington,107424,6809.6867922
WEST,Pacific,53,WA,Washington,108904,5207.6622194
WEST,Pacific,53,WA,Washington,100831,6429.6821785
WEST,Pacific,53,WA,Washington,117032,7538.0175124
WEST,Pacific,53,WA,Washington,107140,6091.686798
WEST,Pacific,53,WA,Washington,114211,6039.6876605
WEST,Pacific,53,WA,Washington,116175,5051.1102915
WEST,Pacific,53,WA,Washington,113033,5203.4773852
WEST,Pacific,53,WA,Washington,111629,6070.1096977
WEST,Pacific,53,WA,Washington,105887,5759.3999485
WEST,Pacific,53,WA,Washington,104620,6429.6821785
WEST,Pacific,53,WA,Washington,108189,5741.6319122
WEST,Pacific,53,WA,Washington,110644,4743.3837471
WEST,Pacific,53,WA,Washington,106154,7104.2754014
WEST,Pacific,53,WA,Washington,107741,6350.1497899
WEST,Pacific,53,WA,Washington,112329,7190.1121905
WEST,Pacific,53,WA,Washington,103762,6957.6620094
WEST,Pacific,53,WA,Washington,114064,5951.1503228
WEST,Pacific,53,WA,Washington,108621,6500.6565247
WEST,Pacific,53,WA,Washington,109572,7131.3997721
WEST,Pacific,53,WA,Washington,110112,8616.2653688
WEST,Pacific,53,WA,Washington,100238,5994.4187059
WEST,Pacific,53,WA,Washington,111930,6933.3649572
WEST,Pacific,53,WA,Washington,104341,6439.324426
WEST,Pacific,53,WA,Washington,104905,10770.811002
WEST,Pacific,53,WA,Washington,103190,7055.2075627
WEST,Pacific,53,WA,Washington,104536,6687.4000238
WEST,Pacific,53,WA,Washington,110816,5430.2344096
WEST,Pacific,53,WA,Washington,113646,3248.1049831
WEST,Pacific,53,WA,Washington,116380,5229.0811252
WEST,Pacific,53,WA,Washington,112229,5129.941225
WEST,Pacific,53,WA,Washington,103345,8637.0234878
WEST,Pacific,53,WA,Washington,112849,6017.4489543
WEST,Pacific,53,WA,Washington,109179,6854.6848857
WEST,Pacific,53,WA,Washington,106242,6809.6867922
WEST,Pacific,53,WA,Washington,106885,5877.9166536
WEST,Pacific,53,WA,Washington,104058,5907.6287715
WEST,Pacific,53,WA,Washington,103616,5671.603183
WEST,Pacific,53,WA,Washington,106747,5882.9544287
WEST,Pacific,53,WA,Washington,105094,5707.9231672
WEST,Pacific,53,WA,Washington,111018,6810.6598556
WEST,Pacific,53,WA,Washington,100329,6848.1897832
WEST,Pacific,53,WA,Washington,118168,6315.7753992
WEST,Pacific,53,WA,Washington,116787,7227.8378781
WEST,Pacific,53,WA,Washington,105771,10086.046446
WEST,Pacific,53,WA,Washington,114427,6904.3175221
WEST,Pacific,53,WA,Washington,113587,7224.2196228
WEST,Pacific,53,WA,Washington,102231,5890.6326142
WEST,Pacific,53,WA,Washington,110600,4844.9718276
WEST,Pacific,53,WA,Washington,114833,5923.7535725
WEST,Pacific,53,WA,Washington,102662,8246.3067482
WEST,Pacific,53,WA,Washington,108517,5569.6130309
WEST,Pacific,53,WA,Washington,112324,6878.4124303
WEST,Pacific,53,WA,Washington,103463,10701.981798
WEST,Pacific,53,WA,Washington,116132,5093.7059026
WEST,Pacific,53,WA,Washington,105745,6021.9869759
WEST,Pacific,53,WA,Washington,115588,6757.4465073
WEST,Pacific,53,WA,Washington,100547,6812.3406404
WEST,Pacific,53,WA,Washington,113427,5823.6615938
WEST,Pacific,53,WA,Washington,118074,12679.306573
WEST,Pacific,53,WA,Washington,100870,4823.8816686
WEST,Pacific,53,WA,Washington,100760,4910.5161495
WEST,Pacific,53,WA,Washington,108372,3482.8299587
WEST,Pacific,53,WA,Washington,103933,10091.039564
WEST,Pacific,53,WA,Washington,109779,5569.6130309
WEST,Pacific,53,WA,Washington,103684,5794.7856445
WEST,Pacific,53,WA,Washington,104623,6757.4465073
WEST,Pacific,53,WA,Washington,112923,13187.678939
WEST,Pacific,53,WA,Washington,112937,6868.8152636
WEST,Pacific,53,WA,Washington,115471,3838.7851748
WEST,Pacific,53,WA,Washington,115673,5798.4067456
WEST,Pacific,53,WA,Washington,101772,11689.126253
WEST,Pacific,53,WA,Washington,104863,4792.3601471
WEST,Pacific,53,WA,Washington,109418,11175.2638
WEST,Pacific,53,WA,Washington,103810,4703.513431
WEST,Pacific,53,WA,Washington,100114,6063.3207484
WEST,Pacific,53,WA,Washington,106074,6915.4076065
WEST,Pacific,53,WA,Washington,109230,4810.5520192
WEST,Pacific,53,WA,Washington,111860,6260.3113489
WEST,Pacific,53,WA,Washington,109097,10794.657611
WEST,Pacific,53,WA,Washington,102001,5529.5144416
WEST,Pacific,53,WA,Washington,109269,5966.7938918
WEST,Pacific,53,WA,Washington,108484,3438.2154588
WEST,Pacific,53,WA,Washington,114179,3052.8264742
WEST,Pacific,53,WA,Washington,101985,4037.0870437
WEST,Pacific,53,WA,Washington,104444,5823.920122
WEST,Pacific,53,WA,Washington,103270,6655.614235
WEST,Pacific,53,WA,Washington,117933,5331.6899384
WEST,Pacific,53,WA,Washington,114773,5203.4773852
WEST,Pacific,53,WA,Washington,100606,6898.6717064
WEST,Pacific,53,WA,Washington,101258,5872.0105346
WEST,Pacific,53,WA,Washington,111744,11700.759553
WEST,Pacific,53,WA,Washington,115620,5146.9450223
WEST,Pacific,53,WA,Washington,103067,3751.6542903
WEST,Pacific,53,WA,Washington,116255,6084.0625065
WEST,Pacific,53,WA,Washington,103790,5202.4580389
WEST,Pacific,53,WA,Washington,109329,7023.7558357
WEST,Pacific,53,WA,Washington,115746,5797.090053
WEST,Pacific,53,WA,Washington,115611,7635.5782395
WEST,Pacific,53,WA,Washington,112351,8562.425474
WEST,Pacific,53,WA,Washington,104999,5872.4289519
WEST,Pacific,53,WA,Washington,113192,6112.5585949
WEST,Pacific,53,WA,Washington,109815,6772.9645473
WEST,Pacific,53,WA,Washington,114721,6236.1701495
WEST,Pacific,53,WA,Washington,115240,5909.6806132
WEST,Pacific,53,WA,Washington,103668,8119.0872485
WEST,Pacific,53,WA,Washington,104849,5981.2195114
WEST,Pacific,53,WA,Washington,110427,5814.1049965
WEST,Pacific,53,WA,Washington,107912,6973.997602
WEST,Pacific,53,WA,Washington,108987,7584.0157009
WEST,Pacific,53,WA,Washington,102664,10842.387927
WEST,Pacific,53,WA,Washington,115596,6500.6565247
WEST,Pacific,53,WA,Washington,100101,5823.920122
WEST,Pacific,53,WA,Washington,118227,8627.959203
WEST,Pacific,53,WA,Washington,105633,6604.9305562
WEST,Pacific,53,WA,Washington,101695,5978.9026134
WEST,Pacific,53,WA,Washington,110113,8365.7988655
WEST,Pacific,53,WA,Washington,111562,5229.028424
WEST,Pacific,53,WA,Washington,102118,4855.5603516
WEST,Pacific,53,WA,Washington,103493,6155.8824942
WEST,Pacific,53,WA,Washington,103579,10633.385078
WEST,Pacific,53,WA,Washington,117421,4739.2001248
WEST,Pacific,53,WA,Washington,102757,5487.7800518
WEST,Pacific,53,WA,Washington,104783,6216.3817739
WEST,Pacific,53,WA,Washington,101007,5202.613447
WEST,Pacific,53,WA,Washington,110879,6023.3291112
WEST,Pacific,53,WA,Washington,109817,4699.9010911
WEST,Pacific,53,WA,Washington,100642,5149.0946016
WEST,Pacific,53,WA,Washington,107561,5548.0101885
WEST,Pacific,53,WA,Washington,118308,6379.5873617
WEST,Pacific,53,WA,Washington,116745,4729.7371049
WEST,Pacific,53,WA,Washington,104597,5483.491247
WEST,Pacific,53,WA,Washington,101784,5550.9840612
WEST,Pacific,53,WA,Washington,118473,10301.610347
WEST,Pacific,53,WA,Washington,113499,7220.6616565
WEST,Pacific,53,WA,Washington,102793,7193.5011227
WEST,Pacific,53,WA,Washington,113330,9093.5719808
WEST,Pacific,53,WA,Washington,111362,5989.5741444
WEST,Pacific,53,WA,Washington,106942,9052.0911326
WEST,Pacific,53,WA,Washington,104784,6526.3328473
WEST,Pacific,53,WA,Washington,114936,7232.6590218
WEST,Pacific,53,WA,Washington,105952,6774.736622
WEST,Pacific,53,WA,Washington,115488,6071.0474316
WEST,Pacific,53,WA,Washington,108452,5895.1196893
WEST,Pacific,53,WA,Washington,105161,7830.7101358
WEST,Pacific,53,WA,Washington,100181,6598.727214
WEST,Pacific,53,WA,Washington,106526,8091.5033953
WEST,Pacific,53,WA,Washington,118435,5776.1863749
WEST,Pacific,53,WA,Washington,111524,6018.8694238
WEST,Pacific,53,WA,Washington,116780,5998.2973626
WEST,Pacific,53,WA,Washington,114663,5264.0202439
WEST,Pacific,53,WA,Washington,115156,4719.0539162
WEST,Pacific,53,WA,Washington,117826,7460.9339785
WEST,Pacific,53,WA,Washington,107644,8578.9586752
WEST,Pacific,53,WA,Washington,101433,11859.082611
WEST,Pacific,53,WA,Washington,106893,7160.1722575
WEST,Pacific,53,WA,Washington,117363,6420.5046997
WEST,Pacific,53,WA,Washington,109144,5569.102005
WEST,Pacific,53,WA,Washington,105681,6413.7543334
WEST,Pacific,53,WA,Washington,104877,9524.4623822
WEST,Pacific,53,WA,Washington,111739,12749.702735
WEST,Pacific,53,WA,Washington,115913,7382.7680514
WEST,Pacific,53,WA,Washington,111026,6068.9210167
WEST,Pacific,53,WA,Washington,106210,5961.0338048
WEST,Pacific,53,WA,Washington,103985,5853.4734673
WEST,Pacific,53,WA,Washington,117671,5487.7800518
WEST,Pacific,53,WA,Washington,109012,8798.2862172
WEST,Pacific,53,WA,Washington,114491,10006.71395
WEST,Pacific,53,WA,Washington,105141,7078.45425
WEST,Pacific,53,WA,Washington,102778,5959.4521606
WEST,Pacific,53,WA,Washington,109556,7714.7932638
WEST,Pacific,53,WA,Washington,117489,7026.6370479
WEST,Pacific,53,WA,Washington,112215,3337.8963048
WEST,Pacific,53,WA,Washington,102695,5207.6622194
WEST,Pacific,53,WA,Washington,103561,6021.9745855
WEST,Pacific,53,WA,Washington,107584,5747.5231749
WEST,Pacific,53,WA,Washington,109562,7445.4885465
WEST,Pacific,53,WA,Washington,101147,5200.7174292
WEST,Pacific,53,WA,Washington,118437,9149.8537937
WEST,Pacific,53,WA,Washington,100987,7174.8974349
WEST,Pacific,53,WA,Washington,106480,6832.6426035
WEST,Pacific,53,WA,Washington,108138,7771.9428596
WEST,Pacific,53,WA,Washington,106135,8208.0308736
WEST,Pacific,53,WA,Washington,112413,10911.365192
WEST,Pacific,53,WA,Washington,116012,6566.8964739
WEST,Pacific,53,WA,Washington,117690,6362.2337019
WEST,Pacific,53,WA,Washington,103470,6566.3080337
WEST,Pacific,53,WA,Washington,104663,5925.6093651
WEST,Pacific,53,WA,Washington,117838,7868.5015868
WEST,Pacific,53,WA,Washington,111919,5423.9231219
WEST,Pacific,53,WA,Washington,115599,5642.0871679
WEST,Pacific,53,WA,Washington,113496,5755.3046904
WEST,Pacific,53,WA,Washington,100671,5991.2035631
WEST,Pacific,53,WA,Washington,111060,7002.0824962
WEST,Pacific,53,WA,Washington,101281,9693.0668904
WEST,Pacific,53,WA,Washington,105351,7357.1457316
WEST,Pacific,53,WA,Washington,117963,5894.0550247
WEST,Pacific,53,WA,Washington,103179,4705.5043452
WEST,Pacific,53,WA,Washington,114646,3756.7337017
WEST,Pacific,53,WA,Washington,113090,6259.0173966
WEST,Pacific,53,WA,Washington,112387,6429.6821785
WEST,Pacific,53,WA,Washington,109145,3031.0739711
WEST,Pacific,53,WA,Washington,109070,5534.1580557
WEST,Pacific,53,WA,Washington,105628,5207.6235175
WEST,Pacific,53,WA,Washington,114463,7585.2556147
WEST,Pacific,53,WA,Washington,111951,5903.7377051
WEST,Pacific,53,WA,Washington,100873,10086.046446
WEST,Pacific,53,WA,Washington,102321,5938.9763499
WEST,Pacific,53,WA,Washington,100580,6666.7874467
WEST,Pacific,53,WA,Washington,115561,5509.9584895
WEST,Pacific,53,WA,Washington,109753,5922.8559618
WEST,Pacific,53,WA,Washington,107417,5858.321077
WEST,Pacific,53,WA,Washington,117968,10046.384756
WEST,Pacific,53,WA,Washington,109865,5675.4732796
WEST,Pacific,53,WA,Washington,106621,7078.45425
WEST,Pacific,53,WA,Washington,107821,5999.885324
WEST,Pacific,53,WA,Washington,104122,5604.5149725
WEST,Pacific,53,WA,Washington,110648,4732.4850443
WEST,Pacific,53,WA,Washington,109023,5189.7458839
WEST,Pacific,53,WA,Washington,117355,11958.517352
WEST,Pacific,53,WA,Washington,111492,4810.4732697
WEST,Pacific,53,WA,Washington,100346,6290.7492934
WEST,Pacific,53,WA,Washington,114964,11190.360099
WEST,Pacific,53,WA,Washington,110958,5611.7910065
WEST,Pacific,53,WA,Washington,111391,6966.7015814
WEST,Pacific,53,WA,Washington,108448,11712.056158
WEST,Pacific,53,WA,Washington,102676,5405.4679952
WEST,Pacific,53,WA,Washington,106929,10378.156054
WEST,Pacific,53,WA,Washington,116001,7431.344263
WEST,Pacific,53,WA,Washington,114045,7498.712059
WEST,Pacific,53,WA,Washington,112043,6197.7646195
WEST,Pacific,53,WA,Washington,109725,7044.6919188
WEST,Pacific,53,WA,Washington,108497,6472.5842691
WEST,Pacific,53,WA,Washington,103185,5473.9771108
WEST,Pacific,53,WA,Washington,105116,6545.4316474
WEST,Pacific,53,WA,Washington,105485,6324.9814959
WEST,Pacific,53,WA,Washington,108265,5954.9692608
WEST,Pacific,53,WA,Washington,104308,6982.8689107
WEST,Pacific,53,WA,Washington,117982,6008.970368
WEST,Pacific,53,WA,Washington,108368,5620.7381081
WEST,Pacific,53,WA,Washington,101945,7568.1862417
WEST,Pacific,53,WA,Washington,106456,6069.5784099
WEST,Pacific,53,WA,Washington,102959,6781.4300455
WEST,Pacific,53,WA,Washington,104914,7044.6919188
WEST,Pacific,53,WA,Washington,107960,6818.0870292
WEST,Pacific,53,WA,Washington,101565,6047.3386858
WEST,Pacific,53,WA,Washington,101035,5484.5931037
WEST,Pacific,53,WA,Washington,111008,5847.0161967
WEST,Pacific,53,WA,Washington,113063,5942.9108334
WEST,Pacific,53,WA,Washington,102555,5687.0230825
WEST,Pacific,53,WA,Washington,114910,7272.0834705
WEST,Pacific,53,WA,Washington,115453,5656.2719249
WEST,Pacific,53,WA,Washington,117250,5663.4847317
WEST,Pacific,53,WA,Washington,104920,4854.4335329
WEST,Pacific,53,WA,Washington,110215,6115.9807751
WEST,Pacific,53,WA,Washington,114056,5938.2378678
WEST,Pacific,53,WA,Washington,113640,7319.6651242
WEST,Pacific,53,WA,Washington,105766,5591.2744449
WEST,Pacific,53,WA,Washington,107338,5872.4289519
WEST,Pacific,53,WA,Washington,117477,6566.3080337
WEST,Pacific,53,WA,Washington,101351,6536.9585598
WEST,Pacific,53,WA,Washington,102490,6810.6598556
WEST,Pacific,53,WA,Washington,118048,6794.1289685
WEST,Pacific,53,WA,Washington,118141,5771.7051915
WEST,Pacific,53,WA,Washington,112522,8622.2605348
WEST,Pacific,53,WA,Washington,100173,4838.0845288
WEST,Pacific,53,WA,Washington,105650,5397.9050821
WEST,Pacific,53,WA,Washington,109542,4719.0387136
WEST,Pacific,53,WA,Washington,104949,5276.4131666
WEST,Pacific,53,WA,Washington,106591,5728.7035361
WEST,Pacific,53,WA,Washington,103310,5526.4113837
WEST,Pacific,53,WA,Washington,114827,8510.921767
WEST,Pacific,53,WA,Washington,105790,5988.4284525
WEST,Pacific,53,WA,Washington,111866,5898.5809466
WEST,Pacific,53,WA,Washington,103094,5851.0079283
WEST,Pacific,53,WA,Washington,116570,5907.630901
WEST,Pacific,53,WA,Washington,104280,5620.7191624
WEST,Pacific,53,WA,Washington,117774,5548.0101885
WEST,Pacific,53,WA,Washington,106113,5653.4007433
WEST,Pacific,53,WA,Washington,111717,4932.1642669
WEST,Pacific,53,WA,Washington,105419,9618.6824202
WEST,Pacific,53,WA,Washington,117538,7203.9652991
WEST,Pacific,53,WA,Washington,105793,10215.301361
WEST,Pacific,53,WA,Washington,109697,9135.0673169
WEST,Pacific,53,WA,Washington,115401,7088.600328
WEST,Pacific,53,WA,Washington,103732,6357.9620584
WEST,Pacific,53,WA,Washington,109840,11659.990089
WEST,Pacific,53,WA,Washington,109369,6623.9491676
WEST,Pacific,53,WA,Washington,117077,6138.1763806
WEST,Pacific,53,WA,Washington,114689,6809.6867922
WEST,Pacific,53,WA,Washington,112481,8978.4344425
WEST,Pacific,53,WA,Washington,101989,5855.1054328
WEST,Pacific,53,WA,Washington,114895,5027.4214523
WEST,Pacific,53,WA,Washington,116692,4690.356039
WEST,Pacific,53,WA,Washington,104136,5727.1046176
WEST,Pacific,53,WA,Washington,100287,5357.2425506
WEST,Pacific,53,WA,Washington,112935,5749.7821783
WEST,Pacific,53,WA,Washington,117142,7261.0273162
WEST,Pacific,53,WA,Washington,100754,9468.7151998
WEST,Pacific,53,WA,Washington,112514,7802.6819965
WEST,Pacific,53,WA,Washington,100292,7271.1253468
WEST,Pacific,53,WA,Washington,107509,5251.1171587
WEST,Pacific,53,WA,Washington,113712,8194.6196404
WEST,Pacific,53,WA,Washington,100566,12515.740387
WEST,Pacific,53,WA,Washington,118017,5857.6120762
WEST,Pacific,53,WA,Washington,109479,5118.40719
WEST,Pacific,53,WA,Washington,107259,5874.5600701
WEST,Pacific,53,WA,Washington,101263,8896.7340052
WEST,Pacific,53,WA,Washington,111556,7771.9428596
WEST,Pacific,53,WA,Washington,112608,5837.6022512
WEST,Pacific,53,WA,Washington,102794,8766.4205985
WEST,Pacific,53,WA,Washington,111054,7658.9640264
WEST,Pacific,53,WA,Washington,111351,7142.1738968
WEST,Pacific,53,WA,Washington,102102,8519.1566462
WEST,Pacific,53,WA,Washington,104095,6045.4124603
WEST,Pacific,53,WA,Washington,105722,6540.4640225
WEST,Pacific,53,WA,Washington,107247,9026.1731977
WEST,Pacific,53,WA,Washington,117953,5413.257023
WEST,Pacific,53,WA,Washington,116715,5961.0982803
WEST,Pacific,53,WA,Washington,117105,4976.713566
WEST,Pacific,53,WA,Washington,100402,4954.0155864
WEST,Pacific,53,WA,Washington,114338,6148.4119283
WEST,Pacific,53,WA,Washington,115348,7789.6420184
WEST,Pacific,53,WA,Washington,117108,6955.28084
WEST,Pacific,53,WA,Washington,114439,5545.1380117
WEST,Pacific,53,WA,Washington,112714,5874.0457235
NORTHEAST,New England,23,ME,Maine,108442,1250.1189623
NORTHEAST,New England,23,ME,Maine,112132,2411.0140043
NORTHEAST,New England,23,ME,Maine,101111,2379.5748493
NORTHEAST,New England,23,ME,Maine,113473,2417.4847644
NORTHEAST,New England,23,ME,Maine,101660,2546.7198982
NORTHEAST,New England,23,ME,Maine,110126,2432.3231387
NORTHEAST,New England,23,ME,Maine,104475,3584.5518576
NORTHEAST,New England,23,ME,Maine,101336,2497.7866733
NORTHEAST,New England,23,ME,Maine,114632,2416.0893419
NORTHEAST,New England,23,ME,Maine,103175,2565.7384308
NORTHEAST,New England,23,ME,Maine,118493,2782.7902485
NORTHEAST,New England,23,ME,Maine,107380,1960.2574886
NORTHEAST,New England,23,ME,Maine,104546,1097.1361848
NORTHEAST,New England,23,ME,Maine,102187,1504.6496374
NORTHEAST,New England,23,ME,Maine,109994,2435.9002351
NORTHEAST,New England,23,ME,Maine,116743,2419.5150684
NORTHEAST,New England,23,ME,Maine,102838,2147.0685985
NORTHEAST,New England,23,ME,Maine,116996,2237.4747097
NORTHEAST,New England,23,ME,Maine,114354,2497.7866733
NORTHEAST,New England,23,ME,Maine,108918,2392.0543827
NORTHEAST,New England,23,ME,Maine,109655,2978.0193074
NORTHEAST,New England,23,ME,Maine,105254,2569.1268973
NORTHEAST,New England,23,ME,Maine,104733,4074.454253
NORTHEAST,New England,23,ME,Maine,111509,2228.7056022
NORTHEAST,New England,23,ME,Maine,109737,2149.1843023
NORTHEAST,New England,23,ME,Maine,105497,2237.4747097
NORTHEAST,New England,23,ME,Maine,111136,2652.1821249
NORTHEAST,New England,23,ME,Maine,111402,1950.8988376
NORTHEAST,New England,23,ME,Maine,113790,1564.8074598
NORTHEAST,New England,23,ME,Maine,103161,2320.7505098
NORTHEAST,New England,23,ME,Maine,100093,2726.8507889
NORTHEAST,New England,23,ME,Maine,105838,3022.5234764
NORTHEAST,New England,23,ME,Maine,100298,3280.1280376
NORTHEAST,New England,23,ME,Maine,106385,2726.8507889
NORTHEAST,New England,23,ME,Maine,104234,2806.4075819
NORTHEAST,New England,23,ME,Maine,108677,2048.3139873
NORTHEAST,New England,23,ME,Maine,116587,2499.0528467
NORTHEAST,New England,23,ME,Maine,116265,2565.7384308
NORTHEAST,New England,23,ME,Maine,103738,2255.6753913
NORTHEAST,New England,23,ME,Maine,112423,1517.3464884
NORTHEAST,New England,23,ME,Maine,109923,1198.1106723
NORTHEAST,New England,23,ME,Maine,117526,3667.8704537
NORTHEAST,New England,23,ME,Maine,116513,2726.8091253
NORTHEAST,New England,23,ME,Maine,113477,3106.6865034
NORTHEAST,New England,23,ME,Maine,114567,1945.6457497
NORTHEAST,New England,23,ME,Maine,106933,3682.5670691
NORTHEAST,New England,23,ME,Maine,116328,1432.7445424
NORTHEAST,New England,23,ME,Maine,106068,2419.5150684
NORTHEAST,New England,23,ME,Maine,107476,2050.3955042
NORTHEAST,New England,23,ME,Maine,100453,1431.8211146
NORTHEAST,New England,23,ME,Maine,111413,2050.3955042
NORTHEAST,New England,23,ME,Maine,108789,2171.7168575
NORTHEAST,New England,23,ME,Maine,102286,2307.5725651
NORTHEAST,New England,23,ME,Maine,103046,2949.5829179
NORTHEAST,New England,23,ME,Maine,102471,3572.8860294
NORTHEAST,New England,23,ME,Maine,101404,3479.6899386
NORTHEAST,New England,23,ME,Maine,111372,1209.7803087
NORTHEAST,New England,23,ME,Maine,104619,2765.3228935
NORTHEAST,New England,23,ME,Maine,106366,3864.1266007
NORTHEAST,New England,23,ME,Maine,112048,2032.8515293
NORTHEAST,New England,23,ME,Maine,102684,2806.4075819
NORTHEAST,New England,23,ME,Maine,111182,2984.8451345
NORTHEAST,New England,23,ME,Maine,102934,2450.2144678
NORTHEAST,New England,23,ME,Maine,105128,2390.0390346
NORTHEAST,New England,23,ME,Maine,104415,2559.0487017
NORTHEAST,New England,23,ME,Maine,108698,2712.9834654
NORTHEAST,New England,23,ME,Maine,111465,2192.9385134
NORTHEAST,New England,23,ME,Maine,108794,4267.2240721
NORTHEAST,New England,23,ME,Maine,114530,1432.7445424
NORTHEAST,New England,23,ME,Maine,107932,2530.004356
NORTHEAST,New England,23,ME,Maine,107398,2424.0613379
NORTHEAST,New England,23,ME,Maine,111449,2565.7384308
NORTHEAST,New England,23,ME,Maine,107860,3186.1969568
NORTHEAST,New England,23,ME,Maine,111720,2279.7851469
NORTHEAST,New England,23,ME,Maine,115803,2450.2144678
NORTHEAST,New England,23,ME,Maine,108461,2272.9864767
NORTHEAST,New England,23,ME,Maine,106299,1228.9711852
NORTHEAST,New England,23,ME,Maine,113613,3380.8838922
NORTHEAST,New England,23,ME,Maine,106988,2542.0375177
NORTHEAST,New England,23,ME,Maine,105795,2559.0487017
NORTHEAST,New England,23,ME,Maine,104805,2083.9282959
NORTHEAST,New England,23,ME,Maine,115372,2032.8515293
NORTHEAST,New England,23,ME,Maine,115753,3348.3145494
NORTHEAST,New England,23,ME,Maine,108856,2565.7384308
NORTHEAST,New England,23,ME,Maine,115846,1414.0366054
NORTHEAST,New England,23,ME,Maine,118353,2595.1930023
NORTHEAST,New England,23,ME,Maine,115621,2595.1930023
NORTHEAST,New England,23,ME,Maine,110541,3217.7255591
NORTHEAST,New England,23,ME,Maine,115059,2712.8211902
NORTHEAST,New England,23,ME,Maine,113862,3177.0436038
NORTHEAST,New England,23,ME,Maine,112115,2284.3506516
NORTHEAST,New England,23,ME,Maine,100082,2898.6789626
NORTHEAST,New England,23,ME,Maine,106676,2557.2876812
NORTHEAST,New England,23,ME,Maine,104261,2301.5655966
NORTHEAST,New England,23,ME,Maine,104586,2984.8451345
NORTHEAST,New England,23,ME,Maine,118250,2392.0543827
NORTHEAST,New England,23,ME,Maine,111990,3191.9218283
NORTHEAST,New England,23,ME,Maine,101562,1655.7267751
NORTHEAST,New England,23,ME,Maine,108978,2559.0487017
NORTHEAST,New England,23,ME,Maine,111641,2878.9476517
NORTHEAST,New England,23,ME,Maine,109341,3891.9260994
NORTHEAST,New England,23,ME,Maine,107430,1498.9211299
NORTHEAST,New England,23,ME,Maine,105085,2530.004356
NORTHEAST,New England,23,ME,Maine,115470,3385.0025868
NORTHEAST,New England,23,ME,Maine,116216,2721.0810768
NORTHEAST,New England,23,ME,Maine,106107,2494.6302979
NORTHEAST,New England,23,ME,Maine,114612,4730.9668815
NORTHEAST,New England,23,ME,Maine,105079,2149.1843023
NORTHEAST,New England,23,ME,Maine,116851,1759.4839128
NORTHEAST,New England,23,ME,Maine,117542,2366.4637749
NORTHEAST,New England,23,ME,Maine,107775,2392.0543827
NORTHEAST,New England,23,ME,Maine,118205,2212.830851
NORTHEAST,New England,23,ME,Maine,113615,2083.9282959
NORTHEAST,New England,23,ME,Maine,108822,1937.5598319
NORTHEAST,New England,23,ME,Maine,107537,2016.2400535
NORTHEAST,New England,23,ME,Maine,113970,2565.7384308
NORTHEAST,New England,23,ME,Maine,104725,1561.3282743
NORTHEAST,New England,23,ME,Maine,117216,3451.7123187
NORTHEAST,New England,23,ME,Maine,103860,2383.185305
NORTHEAST,New England,23,ME,Maine,113408,1775.9470055
NORTHEAST,New England,23,ME,Maine,115474,3333.8668977
NORTHEAST,New England,23,ME,Maine,104220,2943.3860102
NORTHEAST,New England,23,ME,Maine,107152,3662.655099
NORTHEAST,New England,23,ME,Maine,109114,2595.1930023
NORTHEAST,New England,23,ME,Maine,109610,1943.0544803
NORTHEAST,New England,23,ME,Maine,101524,1655.7267751
NORTHEAST,New England,23,ME,Maine,100023,2147.0685985
NORTHEAST,New England,23,ME,Maine,100833,2511.1272771
NORTHEAST,New England,23,ME,Maine,113316,1751.2126746
NORTHEAST,New England,23,ME,Maine,112278,2806.4075819
NORTHEAST,New England,23,ME,Maine,114817,3957.6355399
NORTHEAST,New England,23,ME,Maine,117503,1345.3966549
NORTHEAST,New England,23,ME,Maine,107940,1872.8132476
NORTHEAST,New England,23,ME,Maine,110375,2119.1262878
NORTHEAST,New England,23,ME,Maine,106049,2149.1843023
NORTHEAST,New England,23,ME,Maine,108242,2530.004356
NORTHEAST,New England,23,ME,Maine,117249,2450.2144678
NORTHEAST,New England,23,ME,Maine,101576,3841.7400963
NORTHEAST,New England,23,ME,Maine,109058,4240.5887752
NORTHEAST,New England,23,ME,Maine,116711,4536.3724589
NORTHEAST,New England,23,ME,Maine,107655,2431.1405734
NORTHEAST,New England,23,ME,Maine,114928,2940.1204208
NORTHEAST,New England,23,ME,Maine,106943,2546.7198982
NORTHEAST,New England,23,ME,Maine,102685,2273.127938
NORTHEAST,New England,23,ME,Maine,112828,2305.2338606
