"HDD65","CDD65","HDD30YR_PUB","CDD30YR_PUB","DOEID","NWEIGHT"
1031,3404,1517,2823,114100,16046.83167
736,3660,1186,3170,102663,5151.0164372
649,3660,815,3114,103640,11585.329583
1289,4428,1162,4039,105999,4356.2825032
106,4684,219,3744,116403,15473.404922
341,4940,688,4361,117038,16644.472355
937,5196,1171,4013,117619,5254.0127123
7611,77,10631,24,111780,4724.0208021
7084,77,6826,193,111165,4522.4848161
5005,77,5798,0,102695,5207.6622194
8162,77,8514,88,100214,929.1483349
5004,77,5152,122,108696,6238.5447264
5005,77,5531,50,108008,5931.5989053
5007,77,5762,0,107417,5858.321077
7087,333,7224,428,112097,2467.6846648
2237,333,2947,93,117318,10796.252978
4604,333,4351,372,114626,4539.9034601
7257,589,7707,336,102397,1067.4109975
7638,589,8210,463,115982,6974.2196074
7255,589,7804,317,110987,1290.6471426
7744,589,8654,257,117076,5794.6959379
6390,589,6922,427,107746,2147.0685985
6872,589,6662,802,109030,8185.0660145
7345,589,8174,377,110399,2196.4225498
8082,589,8674,419,113903,882.48381695
6120,589,6388,483,106417,4566.2277276
7938,589,9080,442,111842,1077.2389157
7257,589,7465,382,101881,2270.2353927
6374,589,8070,168,111812,5962.2148944
6622,589,6788,589,109998,920.08009629
6128,845,6693,541,108535,2412.8737182
5505,845,6340,579,112486,4254.8249616
5516,845,6039,628,104340,6323.1193414
5377,845,5562,912,115301,11962.414815
5319,845,5721,823,105785,4670.9855847
5521,845,6283,593,105068,5396.0859602
5514,845,5940,653,107770,5413.0385595
6609,845,7259,527,100164,872.33845628
6610,845,7571,465,110449,1142.4870217
6450,845,7334,603,109404,3425.846221
5896,845,6506,774,111237,5367.6755253
6675,845,6909,878,109636,3536.5982585
4752,1101,4935,1143,107796,12157.944919
4333,1101,4678,1095,102880,3835.0618157
4959,1101,5775,925,117643,5096.9537453
4401,1101,4871,1022,112222,1790.4808623
4647,1101,5618,751,105875,5081.6412607
4811,1101,5304,1072,107466,7215.4486163
6079,1101,6213,1066,110534,5914.6788354
4537,1101,4864,1093,108373,2076.9439793
5001,1101,5781,851,113233,5462.1647648
4729,1101,5274,807,101155,7128.138709
6078,1101,6434,1012,115604,5914.6788354
5017,1101,5366,1054,107066,3208.6617134
4549,1357,4759,1457,111190,7287.4354177
4185,1357,4602,1233,105207,7147.5855137
4204,1357,4833,1079,104846,9436.9447434
5300,1357,4970,1383,104152,4929.7326551
4020,1357,4882,1178,100232,2740.6437739
4200,1357,4783,1094,100845,7199.9212146
4183,1357,4697,1203,100061,7916.6454231
4553,1357,4691,1478,117462,8493.4468418
4262,1357,5374,824,108972,5516.4160419
4204,1357,4901,1057,109981,10201.152997
5031,1613,5808,969,108537,4151.9495081
3208,1613,3594,1523,113762,5495.6985109
2904,1613,3996,1185,108420,9434.613094
3355,1613,4127,1321,110463,3258.7124556
4325,1613,4585,1689,113211,5760.8129462
3865,1613,4033,1715,112189,6727.1427037
2718,1613,3766,1286,105581,5929.3410048
3390,1613,4023,1360,118374,6780.5795488
3763,1613,4712,1226,106757,6500.1351681
2235,1869,2647,1762,103723,10022.876303
2930,1869,2928,2062,105710,3673.8345125
2467,1869,3208,1682,101228,6340.7126119
2185,1869,2592,1193,111799,15007.714522
3252,1869,3384,2185,101259,5800.2807475
2150,1869,2152,1548,101525,10182.770659
2185,1869,2568,1207,108196,15398.207906
891,1869,1305,1384,113386,17461.830917
2213,2125,2762,1971,111393,8783.0448504
2319,2125,3103,1976,108514,5583.4694823
963,2125,986,1861,111185,15690.412781
1132,2125,1559,1255,113410,16793.021965
2275,2125,2730,2195,116731,5174.5445179
1229,2381,1810,1353,114556,9298.3005456
1278,2637,1743,2366,117908,6928.4895588
1901,2637,2362,2604,109895,10779.355421
1261,2637,1676,2457,111126,5873.0848371
1157,2893,1765,2462,118183,5129.2072451
1789,3405,1652,3008,114809,4299.9081302
1140,3405,1405,3197,108843,10304.045328
876,3661,1247,3300,116343,12435.491208
485,4173,655,3175,106855,12720.945552
396,4173,608,3238,106729,13746.523563
307,4429,331,3990,111635,12099.676607
8779,78,8151,136,114537,3681.9337092
8632,78,8911,45,107245,1340.1733327
8782,78,9134,94,112950,5103.9846995
7115,334,7686,317,117998,6549.6493111
4599,334,4393,357,101350,4985.1078059
4519,334,4669,255,115523,5511.2807901
4432,334,4307,387,105852,5652.6500713
4177,334,4555,298,107535,5278.8320794
7712,334,7726,287,116000,2032.0134048
4441,334,4495,360,103187,4387.4986018
4433,334,4181,432,102636,5501.4599709
4438,334,4592,329,111160,4918.5410914
7964,334,8768,181,117232,942.00861362
4169,334,4725,227,105523,5248.2234929
7720,590,8336,505,107853,2887.2256069
7048,590,7097,551,110252,776.71278737
7891,590,8038,651,115284,6216.8030668
5182,590,5728,456,104951,3048.7149735
5184,590,5684,467,113602,3945.5882471
5505,846,6511,411,109162,9195.9276261
6213,846,7507,387,105729,9003.3035289
6007,846,6330,657,108933,3867.7988707
6347,846,6718,764,108759,5789.0532089
5904,846,6398,774,101034,6729.1458612
6050,846,6258,673,111998,4687.7753794
5496,846,5974,696,114893,4800.6624365
5431,846,5966,607,109144,5569.102005
5494,846,5992,638,105822,6341.3903671
4197,846,4254,642,100686,5510.8964115
5519,846,6207,584,102446,5215.4853451
5492,846,6433,489,110009,12091.586147
4762,1102,5030,1038,106472,9655.5263204
4001,1102,4797,487,103299,7353.8787589
6091,1102,6077,1134,116033,3885.766347
3987,1102,4009,1319,107823,4414.3252374
3845,1102,4537,958,107086,3989.6588457
4403,1102,4976,991,113861,4081.8774646
4661,1102,5077,874,100505,4911.8327319
5741,1102,6606,743,116776,6422.4424684
4290,1102,5036,707,118473,10301.610347
4960,1102,5474,841,102774,12050.467314
4713,1102,5467,804,105814,4018.8047034
4775,1102,5311,855,112536,5855.273907
4687,1102,5474,802,105428,5567.9640515
4200,1358,4624,1145,113978,14522.721868
3417,1358,4076,1203,101445,7339.7773432
4483,1358,4831,1381,116815,5934.6699499
1000,1358,1682,1185,100855,8411.5216986
4194,1358,4739,1108,105326,13200.452317
4712,1358,5297,1232,113447,9061.7279472
4184,1358,4634,1294,117954,8866.2497623
4010,1358,4304,1432,108830,4236.0963286
3569,1358,4371,1090,117561,6057.7580822
4195,1358,4555,1167,103290,6938.2781288
4205,1358,4829,1080,101448,11899.232482
4200,1358,4859,1071,100714,10789.413835
4185,1358,4600,1234,106565,10944.381957
4182,1358,4687,1206,112947,12180.795366
4993,1358,5413,1406,100917,5078.0389799
4748,1358,4941,1346,113719,4701.0351805
4201,1358,4772,1098,110281,10129.343978
4198,1358,4773,1249,113679,12951.352171
4203,1358,4736,1109,108430,11442.403459
3241,1614,3813,1532,106174,9658.4355752
5029,1614,5899,935,100137,4430.8084353
2246,1614,2474,1055,117488,9878.4204352
2781,1614,3065,1707,107018,4507.5897006
4344,1614,4530,1709,106460,4703.876357
3724,1614,4346,1417,101529,11165.728998
2528,1614,2013,1911,112942,12877.629664
5030,1614,5644,1006,109453,6994.0417092
2617,1870,3470,1585,102981,6194.1466551
1147,1870,1528,888,105764,8998.3965575
2287,2126,2911,1997,112569,4693.5537469
2288,2126,2835,2049,113819,5343.3284151
1288,2638,1709,2412,107163,5467.0751983
1649,2638,2156,2277,107195,8498.7805098
1233,2894,1868,2372,105013,9257.0470076
1292,3406,1983,2672,105305,10461.190464
736,3662,1161,3225,116214,5805.1362784
736,3662,1209,3121,106070,5456.6357248
736,3662,1183,3177,105744,4607.1332631
313,4174,511,3374,109282,13814.554854
125,4686,193,3958,116031,10041.391256
92,4942,102,4439,106414,17282.417451
8780,79,9157,90,107364,2336.8095777
8779,79,9127,95,100888,2207.7991531
8780,79,9290,69,111301,2273.1473049
8780,79,9443,44,102149,1903.7230859
4473,335,4701,274,105323,5038.6102432
4166,335,4785,247,109849,4769.5130457
4601,335,4589,282,107558,3869.1827238
6396,591,6620,495,100887,3114.1734715
7131,591,8056,338,101243,971.10159529
5185,591,5718,458,102480,3958.9867104
8024,591,7875,648,105188,5368.5447035
6400,591,6932,398,109462,4687.3999687
6511,591,7847,322,107537,2016.2400535
5911,847,6492,707,101550,5369.8557223
6082,847,6595,619,101861,5442.285748
5905,847,6651,715,116645,16198.25071
5893,847,6557,533,100607,5437.7958809
6112,847,6285,891,111735,9465.0497078
5510,847,5590,825,108032,7918.8556462
5306,847,5816,740,111729,2374.1438303
5356,847,5699,722,109611,1379.7031302
4842,847,5552,760,108130,7271.7673142
5787,847,6382,801,113263,11436.71287
6131,847,6833,511,106227,2701.3247795
5118,847,5729,705,102600,3290.4531288
4826,847,4422,1157,105836,3992.3697215
6538,847,7049,736,100579,3905.7519051
5501,1103,5771,1055,113928,15151.825583
5503,1103,5830,1040,111809,8762.3429842
4890,1103,6083,723,107173,8459.4925236
4766,1103,5337,974,102988,5518.4713052
5237,1103,5948,776,111778,6899.0173868
4586,1103,5411,791,113716,8870.0051366
6000,1103,6517,870,116240,3361.643241
5500,1103,5658,1084,113549,9936.0823452
4768,1103,5791,531,112366,3941.6993416
6103,1103,6442,921,109469,3856.8884527
4766,1103,4389,1460,104758,9035.568857
5667,1103,6276,849,109216,9410.9057751
5002,1103,5738,937,102131,8099.4536618
4932,1103,5139,1141,104232,10136.238794
5500,1103,5940,1012,100524,10651.794032
5013,1103,5244,1088,115242,6819.4153694
6092,1103,6325,991,116554,3539.1093281
4197,1359,4780,1096,103255,11899.232482
4170,1359,5142,1008,115202,4086.7127907
5761,1359,6341,964,113938,5374.4768542
5287,1359,6044,943,109344,5098.78607
1004,1359,1236,1107,103618,8205.4396297
4530,1359,4853,1301,112570,6956.0913318
942,1359,979,1242,102498,14270.21508
4201,1359,4798,1090,104642,13199.138946
5776,1359,6240,1094,115706,4118.6048186
4240,1359,5243,861,104859,10511.041639
4204,1359,4787,1093,100837,11772.667293
4202,1359,4634,1142,110927,12526.261694
4231,1359,4951,1182,102062,12199.145849
3580,1359,3856,1335,114438,8896.218655
4009,1359,4217,1462,108293,6903.454663
4543,1359,4920,1281,108259,3787.8196483
4547,1359,4571,1516,106710,6387.6177344
5776,1359,6148,1117,114388,3732.8324098
3631,1359,4229,1179,108507,7048.08779
4257,1359,4919,1132,112188,7379.1296127
4197,1359,4695,1122,115998,10300.883425
4196,1359,4676,1280,100257,10099.825768
4249,1359,4405,1355,110147,5236.1065707
4243,1359,4989,1111,118419,7402.7201974
4287,1615,4718,1547,102542,3695.7125286
4314,1615,4624,1579,116089,4480.8362349
2817,1615,3315,1676,112319,13213.744438
3373,1615,3735,1727,100499,4097.5644598
3435,1615,3978,1460,109013,6966.3554453
2733,1871,3224,1752,116283,5191.7437794
3265,1871,3426,2060,112000,4775.6059078
2668,1871,2875,1887,100792,11154.026306
3326,1871,3688,1941,110352,4730.5555155
2451,1871,2617,2056,104847,6397.9529036
3280,1871,3645,1963,105665,4983.4161677
2882,1871,3357,1886,112523,3496.691179
2319,1871,2718,1915,116830,8259.4084148
2318,2127,2923,2067,107472,6534.8989447
2122,2127,2733,2016,104638,7764.699595
1902,2383,2349,2230,106932,6219.0211848
2039,2639,2389,2512,101486,11018.681914
2008,2639,2475,2574,106569,6963.40514
959,3151,1556,2577,103830,10605.754088
1164,3151,1704,2473,116541,9120.1766542
1,3919,15,3448,112327,1333.0209786
1431,3919,1629,3049,113385,4261.5304921
1808,4175,1994,3377,108164,3824.5183822
392,4175,542,3490,102143,12950.582436
353,4431,622,3197,116075,16094.085419
5384,80,5078,68,112714,5874.0457235
2172,336,2837,97,112084,20306.962723
4438,336,4575,334,101721,5095.7978695
4326,336,4801,242,102147,5867.8824334
4436,336,4649,310,114309,3128.2468791
4471,336,4649,291,109391,4985.4668918
4165,336,4696,236,109480,3995.7711737
4470,336,4538,327,114634,4384.8582744
9565,336,9815,327,101344,7039.305194
7170,592,6957,644,113314,1074.987704
6396,592,7379,282,106587,1577.7901017
6398,592,6824,449,106294,3847.8395766
6395,592,6628,493,115470,3385.0025868
8416,592,8869,421,102983,7289.4080932
6396,592,7267,306,105694,1061.224197
7588,592,7949,504,103095,6243.8446562
6502,592,7458,286,106295,2367.0226241
6912,592,7688,449,110423,5848.2159176
7456,848,8052,577,104026,5418.0058428
5781,848,6083,588,111001,3763.0483314
7267,848,7640,708,107459,11021.734322
5454,848,5994,640,107756,5123.3406943
5889,848,6653,511,110786,4657.9364151
5492,848,6449,426,112429,7314.7287089
5917,848,6463,654,111584,5062.6997919
5545,848,6157,553,108781,10331.354523
5507,848,6434,429,101153,9168.86377
1324,848,1697,458,103962,10868.372063
4648,1104,5557,768,109810,9059.7676297
4711,1104,5326,843,100935,4192.450316
4933,1104,5782,923,112581,6932.4853489
4773,1104,4979,1054,117441,8546.1053894
5500,1104,5812,1045,113035,10289.739162
4515,1104,4938,929,110138,3913.8666778
5748,1104,6277,857,107279,9339.8853178
4719,1104,5433,763,114866,5869.1406126
5496,1104,5887,1025,108246,10576.617506
5676,1104,5930,1072,110993,7167.5200324
5497,1104,5805,1047,109122,3629.0295799
4483,1104,5306,881,102333,4550.732671
4686,1104,5518,790,102268,4018.8047034
5499,1104,6223,786,114277,6195.3312978
4194,1360,4835,1078,103628,13873.577469
4196,1360,4776,1097,106985,12143.284016
4197,1360,4858,1071,113300,12143.284016
4207,1360,4748,1106,116515,12159.447044
4210,1360,4536,1203,106812,10894.839808
4226,1360,4932,1187,105718,10643.53041
3500,1360,3968,1216,115969,5495.6985109
4198,1360,4615,1148,112639,12285.888852
4203,1360,4816,1084,115801,10268.033205
4202,1360,4526,1176,103186,12159.447044
4253,1360,5046,1094,111379,10246.970743
4203,1360,4985,1031,117661,12029.275529
4207,1360,4876,1065,117959,7175.2771716
4194,1360,4535,1173,112974,10353.969905
4288,1616,4735,1541,115609,4053.5890816
3410,1616,3888,1495,111129,5004.8767412
4325,1616,4540,1705,110766,4765.5474392
1134,1616,1626,1236,110948,9580.9801027
2713,1616,3733,1299,103563,5929.3410048
3475,1616,4208,1404,107453,7267.0363088
5029,1616,5592,1163,105337,4229.1599511
3435,1616,3617,1679,104087,1899.604591
2552,1872,3108,1687,111294,8476.3847622
2828,1872,3271,1722,110334,8427.5931643
3248,1872,3580,1999,112792,6679.4299537
2124,2128,2770,1933,114643,12102.360393
3148,2128,3564,2043,100007,5683.6800154
3148,2128,3554,2048,104008,2720.0065883
1867,2384,2215,2313,105373,6228.8007376
1902,2384,2218,2357,117467,5782.737644
2015,2640,2445,2605,104822,8451.1919381
1308,2640,1708,2496,116151,7312.8870169
2021,2640,2614,2437,103660,6145.9390576
982,2896,1415,2623,114441,9658.274585
1020,3152,1338,2617,108143,15094.168208
1191,3408,1504,3112,110547,7984.4160793
1260,3408,1987,2612,111147,14323.652209
735,3664,1854,2417,113044,5024.5486384
735,3664,1422,2682,102940,4650.1910046
1431,3920,1982,2087,101050,4508.9251989
1805,4176,1963,3546,102515,8092.0516791
339,4944,628,4539,104208,13640.96296
4500,337,4097,487,103461,5867.8824334
8319,337,7788,429,107403,1183.6578496
4465,337,4567,314,108131,4913.1970969
8380,337,7682,450,105781,948.01474546
8096,337,8255,293,109205,15065.972734
4164,337,5041,167,106580,4540.1286341
8089,593,8754,405,114385,892.91680197
6402,593,6964,391,101414,3215.3150245
6858,593,7487,337,111478,1505.1712517
6005,849,6458,648,114395,5591.5234488
5528,849,5730,773,102200,5196.0370153
7279,849,7644,707,100221,8924.882206
1314,849,1553,803,100994,11194.387504
5737,849,6074,792,113791,13394.051299
7385,849,7008,840,103704,4803.0746197
1324,849,1670,482,107317,4398.2423454
6338,849,6547,802,102328,6941.247898
5446,849,6351,557,113817,5434.6298057
5481,849,6219,566,104807,14498.274805
5500,1105,5907,1020,109045,9036.811432
4706,1105,5711,729,115254,2815.2838013
4708,1105,5704,731,103682,3927.2143636
4699,1105,5215,874,102790,2562.102879
4698,1105,5320,845,115184,4259.0146298
4727,1105,5418,768,111894,6828.0282597
4730,1105,5386,776,117802,9379.428702
4051,1105,4702,941,114581,9469.9358513
4803,1105,5345,1061,116594,4531.1710037
5599,1105,5576,1097,103229,4713.1172529
4791,1105,5686,842,107130,5713.5932428
4713,1105,5441,761,115350,4022.6635256
5499,1105,5714,1070,112832,8476.6659473
4504,1105,5081,886,115576,3639.3861367
4633,1105,4390,1355,112943,8509.8654568
5499,1105,5710,1071,104866,7349.4139638
4723,1105,5439,762,113168,6075.4683065
3977,1105,4314,1057,110345,5446.5087689
4763,1105,5411,921,118275,7277.0106857
5500,1105,5573,1106,109334,7890.2194711
4870,1105,5678,792,111989,7677.2080156
4200,1361,4718,1115,113925,11000.501827
4202,1361,4848,1074,109571,12159.447044
4197,1361,4756,1181,105593,11132.351657
4192,1361,4680,1205,102562,11511.729245
3118,1361,3487,1479,103981,10462.351153
4251,1361,4935,1127,115890,8041.4241455
4206,1361,4739,1108,110887,12222.897111
4207,1361,4889,1061,117244,7175.2771716
3748,1361,4462,1061,116424,4469.6688043
4200,1361,4766,1100,110137,12222.897111
4216,1361,4862,1070,106567,9847.9571194
2795,1361,2900,1966,102433,7764.699595
4207,1361,4748,1106,100410,9919.4349513
4200,1361,4786,1094,100420,11313.528982
880,1361,950,1373,110045,8134.8439041
4194,1361,4752,1104,108309,10059.415188
4202,1361,4688,1125,100249,10449.757945
1134,1617,1676,1191,106725,8659.2673395
2840,1617,3924,1304,103940,12802.026539
3721,1617,4021,1644,118129,2118.5698739
4286,1617,4750,1536,104587,4053.5890816
829,1617,925,1398,112274,11686.881307
2779,1617,3174,1680,106881,5548.7235192
804,1617,1511,608,113722,6936.2612082
2413,1873,3031,1704,102911,7954.2267396
2189,1873,2671,1148,106936,9383.1436702
2720,1873,2933,2179,105479,4191.674109
2324,1873,2783,1871,102024,9253.6856419
2866,1873,3413,1972,109176,3472.5307401
1414,1873,1644,907,105669,17052.833118
2959,2129,3111,2347,108380,6569.6557803
3037,2385,2114,3182,117910,3589.3508912
3037,2385,2310,3153,104047,3362.58541
1698,2385,2058,2531,104373,6539.3151544
3037,2385,2052,3282,109180,3795.680398
2051,2641,2283,1982,101222,13708.584139
1530,2641,2048,2526,111276,8362.6307371
1185,3409,1395,3061,100304,9564.7587061
735,3665,1420,2685,104803,6379.3849346
847,3665,1464,2853,111588,14515.70179
1806,4177,1996,3373,108365,1974.6012656
141,4689,294,3844,118463,11183.034219
5359,82,5037,80,117032,7538.0175124
5249,82,4975,99,110816,5430.2344096
4446,338,5101,169,105986,4880.7318703
5848,338,6553,259,110844,4125.6197497
7913,338,10915,29,109050,1062.0937547
4321,338,4739,261,118209,4965.2994194
4319,338,4862,223,118297,3272.5668911
8068,594,8696,496,114600,488.00127219
7357,594,7820,610,111043,1705.8799098
7357,594,7760,499,118380,4830.4340974
6313,594,6269,345,102885,5640.7518594
6354,594,6463,530,113613,3380.8838922
2165,594,2353,414,117882,10491.086873
5975,850,6786,629,112436,9281.5295067
6046,850,6475,622,102752,2849.3629022
5887,850,6493,547,116503,4492.9573183
5588,850,6324,583,113873,5491.2756802
5833,850,6210,557,118160,7566.2715197
5705,850,6333,575,111467,4124.7057726
6025,850,6713,572,107015,5264.2405137
5801,850,6530,441,116116,1569.468646
5190,850,5470,762,110194,3438.4767447
7247,850,7823,672,117121,7014.84718
7447,850,7714,734,111490,1977.0499359
7448,850,8228,645,111700,2798.2251992
4886,850,5988,413,106135,8208.0308736
7168,850,7408,822,100578,9012.9647493
7447,850,7745,728,111324,1694.6222591
7447,850,7782,720,114601,1568.2042446
7447,850,7405,794,116718,2123.3721287
7284,850,7540,727,117946,5768.2174429
7447,850,7753,726,116131,2701.4627026
4752,1106,5725,742,112684,5446.1472422
4729,1106,5379,778,110226,5404.7481994
4716,1106,5188,932,108869,6270.7763657
4805,1106,5285,988,115858,13530.052477
5994,1106,6533,866,104811,4984.7774039
4856,1106,5538,828,102240,5413.8315015
5425,1106,5679,800,112146,5769.1595304
4486,1106,4985,915,117828,3526.1065168
4279,1106,4892,889,105116,6545.4316474
4519,1106,4984,915,114410,2986.1539631
6085,1106,5899,1177,112307,8012.1205818
4812,1106,5122,1058,104442,13484.483176
4688,1106,5724,725,110981,5905.3275836
4230,1362,4897,1182,116183,11073.811004
4718,1362,5084,1294,108917,13493.032575
4216,1362,4873,1066,111698,9740.1021307
4197,1362,4682,1126,109544,10137.546659
4220,1362,4882,1063,103050,12026.086623
4201,1362,4657,1135,117656,12222.897111
4208,1362,4657,1134,117158,9187.2029372
4203,1362,4712,1117,116469,11899.232482
5772,1362,6200,1104,109944,5440.7943106
4216,1362,4689,1124,117547,11417.7777
3362,1362,4020,1271,113883,7636.5088058
4185,1362,4590,1308,115333,10621.207669
3425,1362,3712,1400,107394,6059.2557797
4216,1362,4552,1167,114167,9847.9571194
4195,1362,4624,1145,104375,12775.753752
2822,1618,3420,1655,114150,7194.7857005
5025,1618,5760,974,114192,12622.095157
2757,1618,3186,1569,116207,11448.209678
3140,1618,3821,1336,102873,6557.0986801
5025,1618,5703,1126,102638,4547.5043073
1974,2130,2658,1916,116744,8495.1857893
2152,2130,3202,1630,112928,5175.3690872
3148,2130,3857,1783,107689,5635.4237683
2284,2130,2940,1978,104647,6833.2949534
1961,2130,2870,1735,108229,5041.8607052
2282,2130,2643,2140,101224,7376.259223
1225,2130,1454,1546,109582,18703.77223
785,2130,1273,1288,101847,6026.3825589
3036,2386,2833,2276,112588,4615.7372219
3036,2386,2346,3103,105372,3759.2457074
3036,2386,2998,2147,116263,3969.8398753
1193,2386,1432,1447,100603,15216.799992
3036,2386,2879,2240,114363,3586.9740595
3036,2386,2882,2238,116268,1845.9758324
3037,2386,2810,2294,111667,5268.4023366
1984,2642,2248,2732,102842,8089.3212597
2001,2642,2389,2664,102030,6990.4232198
1994,2642,2596,2455,112647,6281.7976639
1236,2642,1996,2366,110066,6846.2468784
1976,2642,2503,2495,117668,3485.0044324
1035,3154,1997,2060,101220,6628.7440481
395,4178,566,3435,106888,15671.265104
394,4178,635,3180,113048,12323.163651
209,4434,546,3161,107857,13603.464159
8330,339,9426,136,110291,1128.0275242
4421,339,4121,479,106862,5523.8522683
4443,339,4216,400,108832,4700.6894648
4315,339,4776,250,117928,6754.9683386
7416,595,7696,468,117214,5879.2398031
6978,595,7709,305,111601,3297.7049348
6030,595,5627,866,109782,3529.2520937
6844,595,7482,395,103401,9832.7065001
5488,851,6311,586,104117,3108.5748604
5206,851,5462,718,112660,2353.9037185
5879,851,6639,743,117520,5129.6222148
4348,851,5032,678,101064,5717.6724049
5223,851,5505,706,116498,8507.6155567
6317,851,6981,631,104791,6167.1119175
1319,851,1530,827,109481,10100.192714
5354,851,5858,610,100725,14057.908309
7264,851,7832,671,109411,6464.2007164
5364,851,5619,573,116611,5002.5456454
6013,851,6443,630,112454,2181.5615453
6059,851,6788,541,104307,11657.414138
4700,1107,5539,774,116162,3857.6780514
5015,1107,5285,983,113763,6512.851111
4385,1107,5214,908,104985,4067.8880227
4727,1107,5218,823,112308,8741.1625242
4702,1107,5530,787,112336,3954.5330773
4741,1107,5161,964,104721,3731.375777
1035,1107,1173,764,114401,20373.750698
4727,1107,5303,799,104209,7313.3793638
4403,1107,5059,965,105270,3543.7866902
4004,1107,4265,823,114141,4928.4900851
4716,1107,5451,758,110344,3878.9236871
4727,1107,5251,814,113476,5838.1665213
3853,1107,5600,755,117890,6352.2464449
4740,1107,4845,1209,102018,6982.8326036
4746,1107,5085,986,104734,5200.1643477
4196,1363,4760,1102,109206,9144.941973
4209,1363,4791,1092,109425,6974.4832463
4209,1363,4808,1087,105376,10287.781095
4002,1363,4568,1235,113395,4301.8383983
4206,1363,4809,1086,109836,10057.40784
4188,1363,4655,1216,110403,11356.837134
3588,1363,4104,1165,100783,5329.684969
4219,1363,4896,1059,100005,9935.4651138
928,1363,966,1255,111727,13188.537609
4219,1363,4750,1105,117878,12200.167065
4219,1363,4659,1134,107168,9266.7705383
4196,1363,4790,1092,109713,9996.1337426
4188,1363,4803,1166,100299,7730.4273944
1168,1363,1744,819,103069,15498.666289
5024,1619,4981,1297,107588,10980.019302
5024,1619,5514,1041,106161,6159.8891703
5024,1619,5466,1054,103101,4757.9003954
4292,1619,4564,1600,110989,5880.0780228
2759,1875,4544,583,114677,8637.2448044
2283,2131,2884,2016,104311,5420.3214013
2282,2131,2876,2021,115389,6145.9325032
2111,2131,3475,980,104128,12432.520591
1017,2131,1601,1512,108251,8547.5434104
3035,2387,3582,1896,103986,3324.7964945
1971,2387,2353,2424,107290,9119.1464511
1258,2643,1737,2374,102744,4813.0410719
1987,2643,2331,2639,112428,7972.8547311
1265,2643,1745,2363,102818,8349.7596687
1138,3411,1394,3222,108282,11257.542342
679,3411,943,2823,116890,9120.9892229
899,3411,1305,2842,117930,5578.5692993
646,3667,862,3015,105374,12004.651512
646,3667,844,3054,112176,15577.714895
92,4947,137,4336,113126,20205.422243
6176,84,4860,75,104444,5823.920122
5331,84,4992,94,109012,8798.2862172
5295,84,5071,83,106591,5728.7035361
4461,340,4987,356,100633,4834.0251139
4318,340,4809,239,109942,4834.0251139
4466,340,4117,437,113858,4988.4688736
6018,340,6561,254,116571,6433.788232
4429,340,4596,327,107227,7333.1382183
6927,596,7395,522,116188,7892.936499
8050,596,8555,452,108145,7486.2327184
6053,596,7013,387,112818,4782.7404876
6062,596,6955,390,109032,1975.6403818
8538,596,8668,573,105194,970.35529644
6989,596,7108,342,102850,6651.7156044
7447,852,7524,737,114184,3402.9161188
6060,852,6560,593,110048,6340.30925
3903,852,4230,929,113004,10750.723626
7260,852,7925,653,108018,13690.065891
5936,852,6654,622,109275,5206.8548514
6028,852,6407,638,117874,5940.3766332
5289,852,5771,695,116974,14556.253804
5668,852,6307,581,115830,4104.9387515
5727,852,6102,785,114813,7880.4226966
6331,852,6530,806,113616,3671.9119308
5471,852,5837,760,100899,11098.719888
3903,852,4193,942,109014,6900.617427
5471,852,5817,688,117237,9088.5380114
6333,852,6619,786,117255,3152.5909934
5050,1108,5709,705,109501,8635.1678743
4689,1108,5916,696,112895,5438.6833669
5780,1108,5850,958,104989,4648.2271381
4708,1108,5475,792,114585,4102.6521746
4962,1108,5829,802,114130,3656.4666846
6116,1108,6356,984,100107,3150.9745297
4769,1108,5149,1083,102721,15757.862323
4813,1108,5128,995,109119,17408.709641
4650,1108,5514,779,112314,5016.4947572
4515,1108,4849,956,105663,3366.0031637
4699,1108,5503,784,105566,1877.0226407
5047,1108,5473,780,112984,8280.3325121
3838,1108,4188,1048,101805,5359.4718019
4209,1364,4510,1181,108604,7366.4020748
4212,1364,4890,1061,101705,10556.544843
4225,1364,4639,1140,109738,9653.9374417
4188,1364,4670,1211,106177,13181.724191
4196,1364,4845,1075,111112,10548.796418
4195,1364,4666,1132,100597,10392.32016
4195,1364,4997,1027,113881,12775.753752
4744,1364,4843,1475,104690,5526.0849345
4936,1364,5362,1258,114859,8048.6252597
3441,1364,3852,1336,112485,7746.0163296
4212,1364,4805,1088,107625,10909.314657
4209,1364,4848,1074,102488,12539.25953
4198,1364,4849,1074,110388,10617.955826
4083,1364,4801,916,114432,8810.6866576
4186,1364,4767,1180,111924,12623.245065
5023,1620,5443,1060,105791,12737.974469
5023,1620,5539,1177,103232,5460.0415125
2903,1620,3428,1579,117366,7761.2611376
5023,1620,5456,1057,110030,5151.2128925
5023,1620,5682,991,114635,4297.6216346
5023,1620,5550,1031,112073,10497.754045
5023,1620,5054,1275,105340,12037.192555
5023,1620,5147,1247,117820,9753.8485314
5023,1620,4867,1331,110704,6548.5602779
5023,1620,4848,1337,110323,5517.5005113
3450,1620,4079,1242,103082,5653.1063614
2809,1620,3293,1688,109150,10453.548511
5023,1620,5482,1050,103215,12150.390597
5023,1620,4928,1313,110434,7189.1213528
5023,1620,5659,1145,103818,5446.3758244
2619,1876,3460,1676,115822,5974.2277941
