"HDD65","CDD65","HDD30YR_PUB","CDD30YR_PUB","DOEID","NWEIGHT"
2112,2179,3473,1603,109741,7208.3646016
1186,2179,1600,1512,112190,13368.852435
2578,2435,3242,1661,115613,5367.6981851
1619,2435,2053,2308,113848,10644.848608
2577,2435,2854,1874,101057,4917.0401989
2229,2435,2685,2315,110365,6678.3815396
2577,2435,2822,1895,115280,3450.3354734
1444,2691,1860,2545,103153,4628.9302285
1085,2947,1599,2700,102936,4474.1178471
1087,2947,1431,2958,116739,5073.1010727
2068,3203,2520,2287,108778,13882.852752
1280,4227,1452,3470,110577,3903.1064347
1264,4483,1316,3822,116584,4781.3889712
5063,132,5353,115,108484,3438.2154588
6406,388,6327,415,101017,2041.0268686
2252,388,2485,514,102686,12685.557286
7401,388,7804,282,112013,2190.3748339
7445,388,7602,428,116373,4953.4948019
7368,388,7815,280,102838,2147.0685985
7445,388,7587,430,106366,3864.1266007
7445,388,7607,427,107152,3662.655099
8078,388,7644,435,105570,1365.7776714
8077,388,7802,405,101825,1201.4965915
8078,388,7772,411,113359,1021.2592808
6977,644,6890,752,107431,6496.8996521
5640,644,6079,506,113268,5227.4467011
5276,644,6048,384,103311,3777.7091525
6518,644,6896,609,110572,7971.6269414
7540,644,7939,584,113072,6823.9059355
6493,644,7083,379,110671,4594.2502464
5640,644,6188,480,104744,9329.4236855
7786,644,8048,541,104101,7196.6777163
5624,900,5860,635,109146,5823.1867717
5342,900,6006,723,112699,4338.3639511
5642,900,5347,982,110362,4324.3043233
5279,900,5536,785,113576,5926.9412143
5894,900,7186,341,102848,4805.9198497
5393,900,5915,709,101363,11498.764352
5149,900,5679,769,110017,6875.1846249
6294,900,6465,705,104923,1132.4144562
5492,900,6566,622,104931,3391.8419899
5310,900,5752,636,105757,3158.4466411
5178,900,5669,730,107179,2585.9030266
5295,900,6033,716,111318,4254.3770221
5338,900,5967,733,104365,2350.5028581
5741,900,6373,401,102773,7599.2413619
6111,900,6475,901,114304,5329.0371456
5278,900,6115,696,105958,7187.0586237
5480,900,5398,878,106633,5488.0225267
6029,900,6484,775,101541,7890.2194711
4222,900,4142,1325,112494,4210.9914878
5707,900,5972,924,109811,6492.6553091
6295,900,6719,624,101667,875.92523686
5327,900,6310,535,106566,3488.6451777
4900,1156,5029,1258,106449,11839.738695
5817,1156,6066,1035,118156,3113.3792721
4124,1156,4346,1327,108766,4999.3513499
3898,1156,4213,1081,101018,4539.5844398
4802,1156,5259,1004,107120,8144.5991254
4610,1156,5169,1106,110524,7409.636561
4607,1156,4858,1097,117572,4657.9698239
4661,1156,4745,1201,108525,3031.4257643
4239,1156,5103,849,114183,4324.8859609
1071,1156,1254,1089,111208,13115.035259
4631,1156,5552,936,112384,12549.136237
3132,1412,3791,1282,105152,7269.2757493
2026,1412,2433,1247,103375,14943.644589
3603,1412,4176,1205,114951,4826.1131917
2918,1668,3533,1510,106811,4771.5345774
3418,1668,4115,1556,113299,1901.3848519
2843,1668,3000,1765,117686,6934.0976255
3419,1668,4170,1536,106683,1536.6284634
3420,1668,4237,1511,102666,1443.3872537
3419,1668,4316,1482,109128,1774.41377
2833,1668,3479,1621,105576,7290.8535482
3004,1668,3614,915,112971,6184.9988492
781,1924,1307,1382,102813,13974.17757
3249,1924,3589,1994,101300,5814.5480728
1187,2180,1665,1453,107026,10331.023295
2109,2180,2652,2078,113543,6693.8839415
2576,2436,2858,1871,108412,3866.3811733
2026,2692,2236,2224,111933,14295.699199
1087,2948,1440,2940,105818,6648.4112461
2,2948,3,2827,116990,1622.4997024
1129,3460,1533,3050,103097,16884.842668
1777,4228,1993,3390,108633,5130.4859437
1145,4740,896,4729,113415,5031.0469092
1021,4996,1155,4057,107461,5258.6997171
4888,133,4787,142,112413,10911.365192
5070,133,5496,75,114045,7498.712059
5070,133,5470,82,100870,4823.8816686
5063,133,5391,104,104783,6216.3817739
4914,133,4744,143,115596,6500.6565247
5068,133,5343,118,110879,6023.3291112
5068,133,5493,76,116175,5051.1102915
5068,133,5332,121,114646,3756.7337017
6807,133,6995,156,116855,3824.0825566
5065,133,5504,73,109269,5966.7938918
5068,133,5270,138,117184,5325.5686809
7414,389,7860,272,112400,1498.9211299
8100,389,8502,287,117675,3058.1375506
8611,389,8265,542,104564,900.70315142
7429,389,7637,421,116505,3980.6238895
6363,389,6222,424,104440,5569.5919067
7441,389,7649,418,103738,2255.6753913
6340,645,7269,326,109655,2978.0193074
7157,645,7171,589,112234,6505.4023658
6401,645,6463,647,117634,2776.2424613
7385,645,7721,483,107540,5879.2398031
6337,645,6705,445,109058,4240.5887752
7378,645,7646,613,113184,5414.5920139
6342,645,7215,337,113477,3106.6865034
5930,645,6336,560,108270,10547.024918
5638,645,6328,446,109347,6630.6337592
8717,645,8768,556,105197,1339.0065764
7344,901,7942,646,111205,2933.6692048
4066,901,3714,1307,100777,6240.0598223
5201,901,5781,721,108951,6986.4107698
5626,901,5934,616,117986,12423.997959
6136,901,6839,696,110830,6651.3884574
5805,901,6777,451,102998,8884.6823036
5336,901,6179,655,107046,7346.0695276
5342,901,6095,701,106063,5776.511214
2092,901,2235,651,118351,10596.796701
5294,901,6067,707,103006,6207.3322635
1968,901,2250,959,116334,12038.058515
5345,901,5749,787,108167,6102.8853028
5641,901,5844,693,109730,7103.8165177
5348,901,6213,647,110707,6694.2184146
5887,901,6657,535,109565,5011.5218484
4649,1157,5282,980,118159,14316.34124
4331,1157,4604,1056,114359,5012.7838792
4768,1157,5606,814,105042,6323.3758232
5105,1157,5815,810,117308,1942.5541214
4928,1157,5626,964,113118,5530.8558527
4989,1157,5670,775,101934,3621.9405028
4495,1157,5221,852,100546,5764.7980205
4726,1157,5250,928,107282,6982.1237339
4372,1157,4613,1197,117152,6363.2800106
4659,1157,4931,1144,108852,2898.3952657
4263,1157,4619,1192,107232,3777.435545
5585,1157,6252,925,114509,10877.74655
3249,1413,4190,1162,102413,6514.8161967
4467,1413,5067,1325,117973,6956.0913318
3821,1413,3703,1599,101083,4644.9797765
3482,1413,4148,1223,112134,2263.6046238
3572,1413,4374,1061,112909,6670.6266822
3744,1413,4160,1389,105484,5527.7325783
2814,1413,3096,1842,110303,9562.4691565
2875,1669,3129,1854,101328,3722.9582637
3475,1669,3763,1786,108538,3393.0371398
3331,1669,4149,1360,105988,9387.9006276
3003,1669,3705,879,104434,15535.392087
2841,1669,3015,1942,107185,5008.7437107
2380,1925,2950,1886,106120,12135.468975
2138,1925,2625,1174,114043,10795.223774
2383,1925,3087,1804,114118,8109.3026118
982,1925,1300,1389,107567,8215.9012922
1883,2181,2413,2075,108015,7244.2262564
2113,2181,3228,1616,112058,8037.6163613
1450,2181,1768,1604,101337,8299.0707726
2109,2181,2703,2039,113669,7061.8068504
1451,2181,1757,1615,108703,9567.1527049
1883,2181,2380,2102,110565,7311.3186506
2109,2181,2823,1836,101906,7872.7322215
1539,2693,2266,2244,115815,8471.6335281
1221,2693,1668,2524,111343,6110.9614985
1084,2949,1684,2564,105670,2017.4124445
1,3461,0,2547,113766,1888.0515897
1776,4229,2225,3271,103241,6991.2395521
4883,134,4651,208,112849,6017.4489543
4879,134,4919,101,114721,6236.1701495
5068,134,4520,262,102158,5606.0439964
7453,390,7290,534,113019,11088.395437
4854,646,5686,442,112489,3393.6346211
7145,646,7699,447,117376,6496.8996521
6335,646,7129,355,115474,3333.8668977
6336,646,7102,361,109341,3891.9260994
6324,646,7112,359,105838,3022.5234764
7302,646,7485,436,100458,3673.9465434
6036,646,5294,989,100441,5453.4130592
8713,646,8843,544,108144,1163.3266788
7719,646,7782,465,102595,999.71795371
6331,646,6849,479,103936,3711.0705905
5881,902,6933,472,112589,6463.1177803
5157,902,5559,760,114759,2879.3881455
5653,902,5517,936,110386,5940.269338
6292,902,6590,676,117431,2200.5366695
5314,902,6089,701,102523,11954.214926
5414,902,5446,620,102258,4909.7545073
5333,902,6162,684,117879,2691.6886655
5271,902,6119,694,114356,6836.3652569
5885,902,6443,583,105368,6207.8119327
5199,902,5814,712,101107,3133.3281032
5099,902,5672,717,115402,6049.4528847
5734,902,6453,747,109674,5449.5177581
6291,902,6519,693,110806,1538.0519817
6123,902,6596,619,106781,11145.542683
6124,902,6708,594,116859,5623.5833147
5307,902,6489,492,110394,7769.1495045
5713,902,6005,801,118050,5218.4577052
4755,1158,5298,925,111446,6326.2969726
4960,1158,5635,936,118262,23392.369723
5086,1158,5726,760,116613,2587.2472661
5104,1158,5778,820,104310,9749.1440661
3771,1158,4318,1002,104342,3715.5673301
4234,1158,4382,1415,101045,1606.275444
5843,1158,6083,1158,105709,8062.1043621
4826,1158,5250,1027,103977,7247.1253001
5926,1158,5971,784,114262,4701.7497058
4694,1158,5333,855,115269,6003.7902393
4612,1158,4840,1168,100398,6425.4351753
4530,1158,5160,918,109247,2764.2635108
4611,1158,5120,1084,106854,3665.1722889
4362,1158,4011,1606,109972,6211.9833405
5634,1158,5991,924,107255,5210.0947072
4380,1414,4757,1346,101592,8338.7020564
3947,1414,4235,1456,105235,3755.3425463
3811,1414,4381,1305,116678,8460.8000674
4683,1414,4616,1698,112155,11323.47728
3909,1414,3757,1576,102462,8190.5006793
3887,1414,4010,1544,111543,1532.5958188
4124,1414,4805,986,101928,6560.029643
3594,1414,4291,1164,111532,6876.99995
3561,1414,4036,1375,113503,4105.4477263
3979,1414,3992,1604,101724,4081.8774646
3924,1414,4560,1366,113351,5133.0351237
3428,1670,4083,1568,102017,11075.62437
2824,1670,3320,1596,104879,7445.0297383
1170,1926,1667,1199,106904,8659.2673395
2337,1926,3017,1714,113871,5900.9027126
2111,2182,2734,2015,108611,12690.772872
2109,2182,2710,2033,110712,2619.5509831
1691,2438,2389,2063,108381,7845.3742065
1574,2694,2221,2210,104424,6859.246492
2024,2694,2290,2174,102305,8844.8467172
1846,2694,2213,2639,117204,7439.1752796
1085,2950,1591,2712,116219,5197.1968153
2064,3206,2923,1891,101377,5230.7042676
1776,4230,1974,3423,110374,5983.3631625
1775,4230,2051,3284,102098,2720.8189126
1775,4230,2034,3416,116367,8755.3952761
424,4742,653,4061,105261,11829.748772
91,4998,151,4231,106336,14256.697007
4871,135,4442,169,114964,11190.360099
5062,135,4488,272,107584,5747.5231749
4883,135,5292,137,117477,6566.3080337
7161,391,7446,317,108698,2712.9834654
6751,391,7206,339,103398,10975.261367
5901,391,6062,388,116286,3936.1371301
8117,391,7704,391,101325,2188.4502305
7347,391,7044,399,116328,1432.7445424
7409,391,7639,420,101404,3479.6899386
7111,391,7790,186,101562,1655.7267751
7561,391,7452,391,109530,2022.5147118
9749,391,9828,299,106194,1021.3248509
9749,391,9263,434,114531,826.59281814
7085,647,7672,452,106197,3729.6940327
4373,647,4347,610,114269,5026.5501545
6696,647,6929,743,116648,6819.8679244
6790,647,7448,430,115843,3214.3179163
6720,647,7444,409,106318,3986.1084868
7716,647,8586,189,103039,755.10941398
8713,647,8967,523,104005,783.55519418
5678,903,6539,439,111302,1483.8028235
6102,903,6603,870,107911,5835.565813
6007,903,6283,892,115968,6516.5636843
5851,903,6218,812,106630,12498.498185
5217,903,5264,772,113030,1146.8378725
7512,903,8463,563,112235,6332.9687688
5528,903,6052,660,117629,8282.6429018
4814,1159,5429,900,103917,12212.321527
4608,1159,4899,1150,100338,3757.7373973
4233,1159,4360,1422,110677,906.54167163
4841,1159,5551,718,111458,4637.0889514
4605,1159,5008,1052,110447,4305.3201558
3991,1159,4334,1054,100500,9779.6634291
4233,1159,4404,1407,100009,1235.6825649
4234,1159,4527,1365,107366,7011.6985844
4236,1159,4742,1232,111777,3733.5447104
5636,1159,6463,813,114169,7972.5606642
4234,1159,4449,1392,111699,1007.6013258
4362,1159,4098,1574,111308,5656.9335877
5050,1159,5903,713,112005,3971.3056453
4944,1159,5722,939,102923,8743.4473029
891,1415,863,1720,115771,20165.509781
4491,1415,4815,1401,105293,7209.7372427
3243,1415,3597,1493,115368,7038.9679649
3594,1415,4062,1245,105067,3789.8313511
948,1415,850,1736,116004,13502.062958
834,1415,1074,1256,115140,15216.799992
3369,1415,4238,1180,106467,6177.5638297
3414,1671,4280,1449,101690,1724.9509049
2690,1671,3247,1644,102026,6767.2776889
2985,1671,3809,1427,103395,9339.2812534
3341,1671,3971,1379,113504,3789.8313511
3415,1671,4530,1364,111072,912.42753191
3416,1671,4278,1450,105287,885.68570072
3339,1671,3667,1656,116819,7363.6716864
3383,1671,3950,1290,105641,6763.9808744
2698,1671,3348,1613,117635,5011.1253208
2924,1927,3723,1723,117712,4210.9914878
2208,1927,2958,1845,114313,6379.8961202
777,1927,867,1652,100549,9980.0315341
2160,1927,2316,1458,110884,19099.473216
1178,2183,1620,1494,104080,13867.598277
3128,2183,3745,1837,105457,5961.6324393
2827,2183,2967,1790,113909,16178.412337
2110,2183,2691,2048,103835,9424.541187
2080,2183,2559,2162,100942,5950.2824548
2110,2183,2616,2106,104991,8922.2049291
2109,2183,2692,2048,100252,7965.3014792
1189,2183,1698,1422,103126,9297.1300455
1581,2695,2446,2108,107336,6523.7686616
1086,2951,1655,2610,104902,10581.568643
1118,2951,1854,2192,105263,7564.0806638
1067,2951,1516,2711,107510,5367.9769401
2,2951,0,2350,105364,2201.0538844
668,3463,976,2907,116111,14813.179325
2083,3719,2018,3337,104950,8976.2253526
621,3719,968,2778,103252,8027.9914781
423,4231,525,3644,113483,9120.3718288
1136,4743,1061,4313,113501,4528.4871392
91,4999,100,4660,113495,10130.475684
915,5255,1143,4089,112991,4063.8231733
4730,136,5247,32,117963,5894.0550247
5032,136,4771,135,115673,5798.4067456
9740,392,9133,466,104159,1085.8596967
7799,392,8682,192,116513,2726.8091253
5848,648,6008,684,118021,5930.3186358
7679,648,7504,627,116494,6275.5961279
7049,648,6749,783,113920,5707.9500622
5123,648,8143,10,100522,5089.381573
8099,648,8418,560,116024,2136.0793714
7779,648,8138,525,101340,4205.9843894
5776,648,6834,465,100861,14681.362445
8708,648,8861,541,104036,1158.0260203
8710,648,8660,575,112382,783.55519418
8705,648,9061,507,113990,560.33133169
5830,648,6296,555,117519,6653.3393574
6339,648,7249,330,111372,1209.7803087
8707,648,8642,578,102969,527.29361411
6342,648,7300,319,106107,2494.6302979
8705,648,8557,592,111323,849.81443206
7356,648,7698,602,116285,6970.235104
6542,904,6962,745,113067,3704.6170071
7192,904,7389,776,111760,6376.1726504
1091,904,1535,491,108573,12685.557286
5281,904,6072,706,114257,5457.5588135
5882,904,7575,273,107505,6207.8119327
5866,904,6213,796,117303,13185.06213
6625,904,7027,852,113864,10607.219655
5225,904,5459,718,107651,1559.0088057
5271,904,6175,681,114300,2398.6132858
5305,904,6427,507,107864,4031.9919247
5328,904,6048,531,116307,8272.0538341
5086,904,5267,854,113512,6068.832019
2092,904,2305,604,106057,5651.9966398
5534,1160,5757,972,104314,4118.7754481
933,1160,1390,690,111269,8984.2710102
4233,1160,4501,1374,113612,1464.2637373
4624,1160,5359,991,114333,6897.2564053
4232,1160,4246,1461,110229,1087.0051147
4924,1160,5808,917,116279,5496.0280683
4232,1160,4500,1374,108147,1521.2870733
4243,1160,4486,1221,106397,4205.7535707
4721,1160,5458,744,105807,3991.7116211
4603,1160,4952,1069,100275,4591.5146604
4244,1160,4384,1268,116892,5984.4127813
1027,1416,1238,1105,114172,15219.707717
3233,1416,3594,1494,102968,10933.982891
3336,1416,3502,1792,116740,7508.3530674
3655,1416,3753,1602,108674,4415.4790555
3242,1416,3624,1482,115445,5853.1827407
3587,1416,4266,1173,100582,1879.5426844
3898,1416,4393,1403,112154,3673.8345125
3413,1672,4468,1385,108116,1669.1239478
3413,1672,4379,1415,111097,1431.8306549
3424,1672,4149,1544,110711,8740.632804
3413,1672,4150,1543,109189,1656.879572
3413,1672,4171,1535,109048,1616.3097113
3413,1672,4492,1377,104306,1452.7115866
2660,1672,2910,1779,106593,5639.4133599
1447,2184,1956,1744,117278,9941.4877933
2110,2184,2656,2075,114164,8126.8577686
2110,2184,2642,2086,107321,7151.0493592
1570,2696,2413,2136,110870,11884.036723
1389,2696,1909,2286,109043,10698.612436
1895,2696,2311,2661,103389,17422.049085
1085,2952,1655,2610,117235,4560.5357167
1774,4232,1956,3559,103487,7779.253352
4860,137,4971,85,114910,7272.0834705
7808,393,8369,220,107905,983.91017396
9739,393,9189,457,101616,1453.7513214
7151,393,7326,341,101111,2379.5748493
4268,393,4194,453,117140,5694.99032
7412,393,7433,387,104976,2165.5148131
9116,393,9265,438,117985,7399.2700932
8842,393,8846,431,100451,5748.570253
8361,393,9378,215,116340,10007.619128
6858,649,6765,779,115090,6883.9969144
7619,649,6791,619,109613,1108.325853
8707,649,8760,558,103030,486.70593278
6337,649,7236,333,108442,1250.1189623
7222,649,7710,516,106275,3385.0288146
6343,649,7154,391,111202,3613.8955839
7710,649,8191,259,102325,836.27163437
8705,649,8947,526,110957,727.5470692
7375,649,8153,402,104962,5504.2315458
8703,649,8945,526,117764,783.55519418
5079,905,5359,828,115668,6841.5168642
5765,905,6312,770,111710,4914.0653191
5634,905,5688,1135,108302,11834.41558
6170,905,6548,802,105450,8259.2398651
1089,905,1373,599,101638,10384.883158
5875,905,7130,352,114717,4835.1578555
5289,905,6020,719,117240,4946.8073973
2089,905,2244,645,114286,14276.881551
1135,905,1479,596,118122,14911.132266
4910,905,5344,838,105940,4228.5343803
5685,905,6050,511,107530,4709.9654419
5288,905,6181,679,110150,2547.7717933
5022,905,5665,902,104161,2447.9402362
3995,1161,4568,942,106980,7263.9233855
4601,1161,5078,1030,112852,5559.0541968
4618,1161,4860,1125,114777,12851.152937
4386,1161,4777,1049,104474,3023.4597322
4234,1161,4548,1215,109041,10409.466521
4651,1161,4855,1167,118448,3767.0403052
4688,1161,5500,732,113242,5066.3248917
3919,1417,4421,1412,100848,3997.2040341
3256,1417,4186,1126,107641,10731.665788
3656,1673,4089,1617,108355,4377.1455243
2661,1673,3140,1569,108402,7495.6281983
2718,1673,3187,1568,115972,9465.5735915
1880,2185,2403,2084,111090,7766.2927737
911,2185,1489,1390,101752,13974.17757
1444,2185,1973,1728,106783,16381.306543
1177,2185,1420,1584,106327,10354.402668
1895,2697,2333,2636,116949,12369.81763
3131,2697,3287,2010,102788,4327.1960495
976,2953,1357,2729,110307,9051.3352439
1136,2953,1675,2653,102524,4312.7047883
1028,3209,1356,2771,114559,6191.9222163
1220,3209,1654,2841,116650,6678.8037018
1151,3465,1554,2973,100572,7662.838383
1773,4233,1939,3590,101636,6602.8184832
1773,4233,2358,3086,109257,6135.8346671
481,4489,676,4036,112916,12189.521308
1145,4745,1335,3745,109240,4874.3820775
5089,138,5290,124,108811,7126.1428282
5044,138,4584,241,100292,7271.1253468
8059,394,7713,422,105919,941.73713499
7211,394,7587,402,106121,5959.7949615
7804,394,7766,332,108812,1070.3886027
6316,650,7088,364,114354,2497.7866733
7223,650,7741,510,101639,5868.9740128
5361,650,5818,570,100586,4378.574929
8703,650,8839,544,102398,728.84433411
8698,650,8882,537,115000,912.06587257
6556,650,6802,595,103711,10624.760396
7141,650,8133,384,116956,1068.9902377
8694,650,8772,556,111814,925.32129864
8703,650,8740,561,116622,521.03666865
8699,650,8844,544,105350,1348.8319241
6330,650,7188,343,108794,4267.2240721
8705,650,8871,539,109618,526.09596137
6960,650,6956,737,115186,5986.6091479
5389,906,5497,695,112074,6070.4290512
5389,906,5475,701,106977,11092.613602
5734,906,6307,417,109523,6808.2511174
5199,906,5589,683,111075,2097.7109371
5445,906,6118,555,104924,9985.6439905
1135,906,1427,648,115944,10055.962725
5389,906,6474,282,118387,8654.3427773
5106,906,5762,487,109399,3322.8784853
5255,906,5582,773,114670,5895.0074337
5389,906,5463,705,106720,4758.0168888
5700,906,5851,637,116091,6373.0665762
5313,906,6247,532,106025,8013.1771261
5626,906,5865,633,110090,7443.6061929
7505,906,8289,591,106625,6201.804082
5874,906,6651,536,104945,4802.211485
5376,906,6188,642,106631,14498.274805
5291,906,5848,762,118266,8317.24299
5801,906,6061,821,112556,7754.1486638
5389,906,5489,698,114900,8051.84859
5875,906,6631,541,105927,10557.182297
6159,906,6337,906,111902,5464.0095754
5732,906,6403,759,108665,9210.5986369
4951,1162,5515,1028,102649,10984.007739
5094,1162,5633,857,103433,8664.4685264
4357,1162,4883,946,103127,2796.7713973
4960,1162,5358,1072,104977,5218.4577052
4660,1162,4783,1114,116135,6409.9676921
5834,1162,6144,1143,105321,6568.2994311
3740,1162,4214,1209,101834,4539.5844398
4663,1162,5415,826,117416,7224.7320324
4611,1162,5237,1087,103024,5271.894161
4109,1162,4471,1284,110934,4238.9484247
4462,1162,4938,944,111522,6004.7067906
3941,1418,4321,1426,110522,2952.1939115
4461,1418,4935,1292,114089,7252.7203392
4461,1418,4706,1362,100874,6709.1822534
2847,1418,2650,1897,112111,15259.317821
3242,1418,3493,1491,109448,6844.7907465
4133,1418,4681,1204,101999,8927.5247217
3659,1674,3833,1824,114392,6521.1763672
4002,1674,4507,1148,109575,8354.461292
2477,1674,2942,1680,104114,11405.631045
3332,1674,3754,1617,100970,2948.920491
2855,1674,3428,1677,102957,6827.0821758
1491,1930,1863,1715,114958,8383.6903826
2137,1930,2647,1162,103180,10505.857137
2249,1930,3019,1725,118350,3924.5433286
1182,2186,1366,1642,115667,12633.422636
3127,2186,3928,1710,111651,5424.5043198
1571,2442,2266,2202,114035,6505.9821874
3131,2698,3029,2566,109504,6097.1879062
3131,2698,2870,2705,115442,5291.7311406
3131,2698,3005,2588,117062,4410.7390939
3131,2698,3030,2566,103325,4280.9480581
3131,2698,2921,2660,116963,4562.8297313
3131,2698,2946,2639,113956,5544.1197501
1528,2698,2304,2205,105898,7811.3238271
3131,2698,2933,2650,114693,9325.8278174
3131,2698,2997,2595,105561,10939.330553
3131,2698,2969,2619,109519,4564.122915
3131,2698,3013,2580,108881,8698.7262993
2420,2698,2877,1975,112708,4904.2401797
3131,2698,3007,2586,102336,4280.9480581
3131,2698,3049,2549,111865,5044.4453486
3131,2698,2935,2649,117150,4562.8297313
2,2954,0,2358,111336,1435.7689338
1135,2954,1636,2714,116717,5487.5572171
2,3210,55,2255,106333,1721.7063473
1395,3978,1679,2958,117458,6414.0751696
1259,4490,1337,3768,103603,4487.5004859
1229,4490,1436,3507,100158,3991.156064
1142,4746,1484,3539,105949,4335.8328309
4850,139,4368,194,118074,12679.306573
7808,395,8203,292,104234,2806.4075819
7073,395,7382,405,108461,2272.9864767
8624,651,8312,643,117211,843.68365144
6333,651,7125,356,102072,2428.606365
8301,651,8882,468,107846,927.31916052
6322,651,7053,371,118205,2212.830851
6328,651,7033,376,104261,2301.5655966
6752,651,6855,759,105327,8054.6129069
7040,651,7680,501,111096,7771.25204
5880,907,7371,302,103008,6148.0391643
5734,907,6408,594,117695,5336.6764661
6173,907,6904,654,114654,3155.2042353
5275,907,5914,746,118459,6994.0213977
5404,907,6203,674,107325,5667.8583537
5910,907,5164,1325,117645,5028.0893408
1089,907,1510,516,102704,8664.0556037
1088,907,1451,521,116270,4882.824223
5072,907,5422,810,114387,12475.028164
5068,907,5946,646,114937,6148.5581657
5776,907,6562,559,117296,3560.1431419
5734,907,6587,553,102031,5572.181942
4945,1163,5548,1019,116553,2831.4341737
4474,1163,5316,825,110087,6171.716426
4823,1163,5342,1233,108371,7026.2591073
4616,1163,5287,1011,103195,9760.7029331
4229,1163,4319,1436,107444,950.39215365
4936,1163,5825,912,100518,5906.2759549
3777,1163,4474,948,108718,5470.9621084
4376,1163,4645,1092,105301,2986.1539631
4947,1163,5154,1114,111521,8097.7312343
4549,1163,5262,956,101519,5855.2591941
3594,1419,4190,1200,104113,7453.3044021
4426,1419,4917,1354,114583,6610.2533855
3290,1419,3545,1559,105483,11449.407877
3772,1419,3998,1548,117978,4329.5315868
4437,1419,4864,1386,116549,6822.1086693
1163,1419,1113,1258,110086,10551.49833
2792,1419,3280,1628,107757,7632.7440901
2862,1419,3058,1592,106490,8854.1560156
2824,1675,3040,1926,106339,12296.722367
3133,1675,4230,1267,117348,11031.406182
3461,1675,3638,1846,116417,3654.0177067
4000,1675,4591,1121,117302,11734.801351
4000,1675,4134,1459,100903,7423.6210822
1170,1931,1316,1373,101094,11830.944689
1254,2443,1469,1660,113678,7527.8846626
1571,2443,2211,2256,116668,6907.9879682
2218,2443,2444,2522,102579,8618.8615055
2022,2699,2388,2086,105252,9947.4136081
1438,2955,1717,2960,103268,10976.194558
832,3723,1269,3252,113036,12829.820341
406,4491,635,4074,117459,8250.6957066
4831,140,4768,148,109023,5189.7458839
4843,140,4441,169,102490,6810.6598556
8427,140,8587,127,114433,2853.7032882
7381,396,7629,422,112048,2032.8515293
7410,396,7360,355,116022,2934.1322097
8705,652,8395,650,101154,817.24284644
8711,652,8760,587,107184,832.87760695
8692,652,8739,561,102862,1528.2872445
6003,652,5493,934,106586,14551.391433
6327,652,6937,396,114651,2024.4114237
8700,652,8957,524,113151,783.55519418
6324,652,7174,346,103161,2320.7505098
8692,652,8752,559,116396,1010.3979789
8696,652,8899,563,110787,728.84433411
5313,908,5754,704,117906,4746.2349513
5604,908,6001,523,103873,4602.0960302
5728,908,6426,754,115367,7419.7010276
5288,908,5783,778,111662,5457.6331924
5751,908,6717,583,111726,9544.7521579
5907,908,4847,1421,112001,4479.0110606
5515,908,5317,900,103536,3628.0868485
5108,908,7933,204,100677,13731.430064
5479,908,6427,544,117236,3560.4507472
1101,908,1156,781,100429,9638.5855053
2274,908,3338,231,104312,11507.70623
5766,908,6530,566,110526,5004.2206203
4228,1164,4448,1392,101004,1348.465631
4945,1164,5893,897,100711,6137.637243
5831,1164,5935,1195,100818,3617.5537181
4347,1164,4912,937,112679,2557.7819561
4481,1164,5291,832,101670,5745.2588698
4941,1164,5660,924,100411,3820.0356455
4617,1164,4678,1094,113936,4488.3389253
5092,1164,5853,800,109965,7518.8510855
4955,1164,5538,1006,102746,5468.0517226
4652,1164,5322,1001,107711,6421.228105
4485,1164,5424,810,105198,12224.971844
4125,1420,4757,1183,114768,14620.474554
2865,1420,3061,1590,117898,8134.1342773
3591,1420,4077,1240,116998,2341.9804138
3642,1420,3684,1632,102236,4081.8774646
2733,1676,3265,1739,114496,8605.0755797
2743,1676,3379,1648,112343,5753.4357848
2190,1676,2495,1042,104416,9878.364048
871,1676,1235,1242,108565,13974.17757
2643,1676,3211,1565,110261,5726.0795568
2760,1676,3192,1691,117362,8417.9795509
1392,1932,1677,878,101292,8529.1837502
2176,1932,2405,1970,105939,7781.0079058
1253,2444,1445,1687,100293,19811.937583
2254,2444,2493,2358,114013,10807.901032
1573,2700,2507,2117,116946,6868.0964469
1172,2956,1500,2900,102091,9988.1716958
1126,3468,1601,2889,117922,11710.733204
307,4748,507,4152,117895,11219.500787
4729,141,5256,29,104597,5483.491247
5362,141,5266,161,108621,6500.6565247
7146,397,7240,467,116310,2048.9472108
6344,397,6278,411,116012,6566.8964739
8692,653,8583,588,101688,1483.2563292
7066,653,8483,199,115930,1060.9186694
8696,653,8705,567,106951,1222.7262412
8688,653,8761,558,105535,1138.0835107
8690,653,9114,497,104039,1622.051428
8702,653,8703,597,116601,783.55519418
8687,653,8798,551,107653,1138.0835107
7255,653,7061,645,108232,4708.3229154
7144,653,7745,316,110642,5735.9297836
7332,653,7977,548,101239,5975.3985612
8693,653,8988,548,112044,783.55519418
5469,909,6525,522,117409,5251.0194334
5314,909,6098,508,105997,9422.9506762
5486,909,6175,601,114536,1559.7059965
5271,909,5589,771,113546,7727.7913047
5247,909,5621,743,116579,3090.6807248
6406,909,7148,738,107886,4584.3563179
5872,909,6608,546,118151,9030.1323921
5271,909,5910,686,117352,2698.2681133
5357,909,6216,670,104676,6242.2695221
6215,909,6898,693,101497,4146.6036727
5467,909,5806,822,100105,13076.326328
7213,909,7684,721,118147,2136.0793714
