"HHSEX","HHAGE","EMPLOYHH","EDUCATION","SDESCENT","HOUSEHOLDER_RACE","NHSLDMEM","NUMCHILD","NUMADULT1","NUMADULT2","ATHOME","MONEYPY","ZATHOME","ZEDUCATION","ZEMPLOYHH","ZHHAGE","ZHHSEX","ZMONEYPY","ZNHSLDMEM","ZNUMADULT1","ZNUMADULT2","ZNUMCHILD","ZSDESCENT","ZHOUSEHOLDER_RACE","DOEID","NWEIGHT"
1,21,2,3,0,1,5,0,3,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,107314,1438.3873122
1,21,4,4,0,1,5,0,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,102952,4224.0824236
2,21,1,2,1,1,6,2,4,0,2,13,0,0,0,0,0,0,0,0,0,0,0,1,105305,10461.190464
2,21,2,3,0,1,6,0,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,108968,991.30186239
2,21,1,2,0,2,7,0,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,111553,7382.2308473
1,21,1,3,1,1,7,3,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,102895,8629.6602108
1,22,2,3,0,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,103328,7968.8462521
1,22,1,4,0,6,1,0,1,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,100472,7941.5870276
2,22,1,2,0,1,1,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,101732,13269.778401
2,22,1,1,0,1,1,0,1,0,0,9,1,1,1,1,0,1,1,1,1,1,1,1,114505,7862.6444469
2,22,1,3,0,1,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,111210,5412.006972
1,22,4,4,0,1,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,113476,5838.1665213
1,22,1,4,0,4,1,0,1,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,113697,11437.729829
1,22,2,4,0,1,1,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,105200,7900.5812659
2,22,1,4,0,1,1,0,1,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,112255,19685.024079
1,22,1,3,0,2,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,109984,8625.3339681
1,22,1,4,0,1,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,118107,7727.7913047
1,22,4,3,1,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,112591,20962.654766
1,22,2,3,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104814,4080.6609044
1,22,1,3,1,3,1,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,110545,4652.0298784
1,22,1,2,1,1,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,111214,7053.8323837
1,22,1,4,0,1,1,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,116714,11456.425091
2,22,2,3,1,1,1,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,100802,1008.3687316
1,22,4,3,0,1,2,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,117256,8937.9484997
1,22,1,2,0,1,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,107551,11760.813208
1,22,2,3,1,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,101723,8410.4318082
1,22,4,4,0,1,2,0,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,104742,1880.5934984
2,22,2,4,0,1,2,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,102162,18014.472946
1,22,4,3,0,1,2,0,2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,113865,2337.3546869
2,22,1,1,1,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,112458,6543.0679455
2,22,1,3,0,1,2,0,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,110854,8115.2378094
2,22,2,4,0,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,104410,2216.8817642
1,22,1,2,1,1,2,0,2,0,5,1,0,0,0,0,0,1,1,1,1,1,0,1,114792,4062.6003545
1,22,2,3,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,114978,6967.3198627
1,22,1,4,0,1,2,0,2,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,106429,6037.477583
2,22,1,4,0,1,2,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,106525,9325.9306602
1,22,4,4,0,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,114340,3999.0178357
1,22,1,3,0,1,2,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,115664,9210.5986369
2,22,4,3,0,1,2,0,2,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,118173,1268.8533078
2,22,1,3,0,1,2,0,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,109258,6190.5098312
1,22,1,3,0,1,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,111908,17565.018786
2,22,1,3,0,1,2,0,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,100405,7320.2722736
1,22,1,4,0,1,2,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,115470,3385.0025868
1,22,4,3,0,1,2,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,118382,8139.5450888
1,22,2,3,0,1,2,0,2,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,102430,7884.1068753
2,22,1,2,0,1,2,0,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,109404,3425.846221
2,22,2,3,0,4,2,0,2,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,111559,14376.441763
1,22,2,3,0,1,2,0,2,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,112822,7769.7753523
1,22,1,4,0,1,2,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,114899,11454.168065
1,22,1,4,0,1,2,0,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,113650,8276.0668845
1,22,2,4,1,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,101559,6614.5231747
1,22,1,4,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,111016,7112.5660204
1,22,2,4,0,1,2,0,2,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,110352,4730.5555155
2,22,4,3,0,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,114731,1108.3024282
1,22,1,3,0,1,2,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,118064,5291.4729048
1,22,1,2,0,1,2,0,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,112564,4885.4685792
1,22,2,3,0,2,2,1,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,109649,8083.2430165
2,22,2,4,0,1,2,0,2,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,114468,5164.6476268
1,22,4,3,0,1,2,0,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,110339,10101.441909
2,22,4,3,0,1,2,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,117878,12200.167065
2,22,4,2,0,2,2,0,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,117988,7236.7740538
1,22,4,4,0,1,3,1,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,1,107920,1024.931645
2,22,1,3,1,1,3,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,117452,12245.909717
1,22,2,3,1,1,3,0,3,0,2,13,0,0,0,0,0,0,0,0,0,0,0,1,105158,2113.7902871
1,22,1,2,0,1,3,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,112644,8955.1061504
1,22,1,3,0,1,3,1,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,113802,7173.3926277
1,22,4,3,0,1,3,1,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,118393,2267.3239022
1,22,1,3,0,1,3,1,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,100738,5733.6482423
1,22,4,4,0,1,3,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,106801,1516.3555887
1,22,1,3,0,1,3,1,2,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,105547,9388.9278267
2,22,2,4,1,1,3,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,1,111331,7686.3503172
1,22,1,4,0,1,3,0,3,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,107735,3747.2052038
1,22,4,4,0,1,3,1,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,118423,7031.6204128
1,22,4,1,0,1,3,1,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,118444,22794.803007
1,22,4,2,0,1,3,1,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,114825,1840.1578316
1,22,4,3,0,1,3,1,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,112407,10287.925186
2,22,1,4,0,6,3,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,102471,3572.8860294
1,22,2,3,0,2,3,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,103028,3156.6115294
1,22,4,3,0,1,3,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,100280,9592.5702643
2,22,4,4,0,1,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,110461,6010.0032893
1,22,1,5,0,1,3,0,2,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,106782,1689.1437796
1,22,2,2,0,2,3,1,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,118192,11232.618853
1,22,4,3,0,1,3,1,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,106130,4785.0657776
2,22,1,2,0,6,3,1,2,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,102783,2859.1349275
1,22,2,4,0,1,3,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,110713,8302.4794891
2,22,2,3,0,2,3,0,3,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,106531,12093.747924
1,22,4,3,0,1,3,1,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,103203,9391.1122234
1,22,1,3,0,1,3,1,2,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,111031,6138.780407
1,22,2,2,0,1,4,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,110653,11765.153705
1,22,2,4,1,1,4,0,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,107691,4834.1633387
2,22,2,4,0,6,4,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,102258,4909.7545073
2,22,2,3,0,1,4,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,102620,1396.9464991
1,22,1,4,0,4,4,0,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,105262,13363.149715
1,22,4,3,0,6,4,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,118266,8317.24299
1,22,2,3,0,6,4,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,115143,2901.0456963
2,22,2,2,1,4,4,1,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,116029,5060.9332449
2,22,1,4,1,1,4,0,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,100119,5083.1913119
1,22,2,1,1,1,4,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,105282,10528.245111
1,22,1,3,1,1,4,3,1,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,118165,10806.44905
1,22,4,1,0,2,4,2,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,101902,13318.286498
1,22,4,4,0,4,4,0,3,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,117270,10046.244687
1,22,4,3,0,1,4,0,4,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,100016,8255.399166
1,22,4,3,0,1,4,2,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,113828,5882.9544287
1,22,2,3,0,1,4,0,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,117625,10722.949749
2,22,1,2,0,1,4,2,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,116445,1642.3965217
2,22,1,1,1,1,4,1,3,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,112672,7538.3310113
1,22,1,4,0,4,4,0,4,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,111707,1637.3990579
1,22,1,4,0,1,4,0,4,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,105364,2201.0538844
2,22,4,2,1,1,4,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,118194,18820.197031
1,22,4,2,1,1,4,1,2,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,109046,5536.4333477
1,22,4,3,0,1,5,0,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,118257,4213.1029183
2,22,4,3,1,1,5,0,5,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,108786,4884.1467125
2,22,4,4,0,4,5,0,5,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,113438,15087.431617
2,22,2,3,0,1,5,0,5,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,117044,6169.5648579
2,22,2,3,1,1,5,2,3,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,110519,10600.175661
1,22,1,4,1,1,5,1,3,1,5,11,0,0,0,0,0,0,0,0,0,0,0,1,115386,1079.6708253
1,22,4,4,1,1,6,1,5,0,5,9,0,0,0,0,0,0,0,0,0,0,0,1,111832,9258.3741114
1,22,4,2,0,4,7,0,7,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,110755,2018.952157
1,23,1,2,0,1,1,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,111711,8815.2224701
2,23,1,2,0,1,1,0,1,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,107501,7094.4657992
1,23,1,5,0,4,1,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,105458,8927.6407563
1,23,1,5,0,1,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,117467,5782.737644
2,23,1,4,0,1,1,0,1,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,110745,13004.859034
1,23,4,4,0,4,1,0,1,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,103049,11201.057988
2,23,4,4,0,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,103803,14491.300275
1,23,1,3,0,6,1,0,1,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,106206,6357.7239891
2,23,1,4,0,1,1,0,1,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,118425,1462.8050389
2,23,1,4,0,1,1,0,1,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,103303,3694.7732533
2,23,1,3,0,2,1,0,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,111454,15572.901514
1,23,1,4,0,1,1,0,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,104162,3843.5465215
1,23,1,4,1,1,1,0,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,100646,14650.67553
1,23,4,4,0,2,1,0,1,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,106792,11542.465299
1,23,1,4,0,1,1,0,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,108430,11442.403459
2,23,1,3,1,1,1,0,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,115130,6141.1141639
2,23,1,4,0,1,1,0,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,111110,4004.5358464
2,23,1,3,0,1,1,0,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,115451,14401.694977
1,23,1,4,0,1,1,0,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,116987,10578.718284
1,23,2,4,0,1,1,0,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,116653,1905.4066629
2,23,1,4,0,1,1,0,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,108190,1209.2372585
2,23,1,2,0,1,1,0,1,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,107963,7194.4685217
2,23,1,5,0,2,1,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,100881,7175.2771716
2,23,1,4,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,111409,1382.9453201
1,23,2,4,0,1,1,0,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,118406,10013.081797
2,23,1,4,0,6,1,0,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,109218,6530.7214135
1,23,1,4,0,1,1,0,1,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,118166,12001.161239
2,23,1,4,0,1,1,0,1,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,100419,5982.8402509
1,23,1,4,0,1,2,0,2,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,103390,10004.476326
2,23,1,4,0,1,2,0,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,113109,8199.9538351
2,23,1,4,0,1,2,0,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,108697,6434.1490652
1,23,1,3,0,1,2,1,1,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,106587,1577.7901017
2,23,1,4,0,1,2,0,2,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,106948,8589.9168365
1,23,1,4,0,1,2,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,103448,5268.9179387
1,23,1,4,0,4,2,0,1,1,2,10,0,0,0,0,0,0,0,0,1,1,0,0,112756,10422.570287
1,23,1,4,0,1,2,0,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,103067,3751.6542903
2,23,2,4,0,2,2,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,103553,4255.2807732
1,23,1,3,1,1,2,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,107929,9272.717745
2,23,1,4,0,1,2,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,103201,1536.1906099
1,23,1,3,1,1,2,0,2,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,117525,5594.4212096
2,23,4,4,0,1,2,0,2,0,3,7,0,0,0,0,0,0,1,0,1,1,0,0,102483,5199.7343733
1,23,4,3,0,1,2,0,2,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,117082,9912.6048186
1,23,1,4,0,1,2,0,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,109916,6780.5795488
1,23,2,3,0,1,2,0,2,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,109443,3805.3230861
2,23,4,2,0,1,2,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,101065,5368.5038888
2,23,1,4,0,1,2,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,102131,8099.4536618
1,23,2,2,1,1,2,0,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,1,109691,12653.823876
2,23,1,1,1,1,2,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,112137,7702.991877
1,23,1,4,0,1,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,118449,18058.16476
1,23,1,4,0,1,2,0,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,117284,11584.244921
2,23,1,4,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,100799,4478.7028218
1,23,2,4,0,1,2,0,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,105058,1564.9705687
1,23,1,4,0,1,2,0,2,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,114835,7818.8477883
1,23,1,2,1,3,2,1,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,102038,1088.656422
1,23,1,4,0,1,2,0,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,108790,8296.0058458
1,23,2,3,0,2,2,0,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,101060,9571.2672218
1,23,1,4,0,1,2,0,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,111270,2050.0086969
1,23,1,3,0,1,2,0,1,1,0,14,0,0,0,0,0,0,0,0,1,1,0,0,114424,6971.6413751
1,23,1,1,0,6,2,0,2,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,101763,1052.3013285
1,23,1,4,0,6,2,1,1,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,112850,5472.9715007
1,23,1,3,0,2,2,1,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,100585,4228.3057969
2,23,4,4,0,1,2,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,116241,5171.9560594
1,23,2,4,0,1,2,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,108345,9697.3066237
1,23,1,4,0,1,2,0,2,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,102542,3695.7125286
2,23,1,4,0,1,2,0,2,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,106362,4763.3318994
1,23,1,5,0,1,2,1,1,0,5,16,0,0,0,0,0,1,0,0,1,1,0,0,113837,1940.0830832
1,23,1,4,0,1,2,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,116846,11268.138117
2,23,1,2,0,4,2,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,108520,13783.973983
1,23,2,3,0,1,2,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,105796,4643.2521187
1,23,1,4,0,1,2,0,2,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,117703,13773.438266
2,23,2,2,0,1,2,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,112774,6677.7003616
1,23,1,3,0,1,2,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,108529,2291.006709
1,23,1,3,1,1,2,0,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,103957,9474.7681343
1,23,1,5,0,1,2,0,2,0,5,13,0,0,0,1,0,1,1,0,1,1,0,0,100648,9124.6496756
1,23,1,3,0,2,2,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,114437,9892.250356
2,23,1,3,0,1,2,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,109724,7308.6147976
1,23,1,4,0,1,2,0,2,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,102580,5956.6522048
1,23,1,4,0,1,3,0,2,1,3,15,0,0,0,0,0,0,0,0,1,1,0,0,114601,1568.2042446
2,23,4,3,0,2,3,1,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,106986,18198.987434
1,23,1,4,0,1,3,0,2,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,108785,4710.1899449
1,23,1,3,1,1,3,1,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,109167,20878.384793
1,23,2,4,0,1,3,0,3,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,100377,8654.3090002
2,23,1,3,0,5,3,0,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,111139,10142.090504
1,23,1,4,0,1,3,0,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,112135,10777.372453
2,23,4,2,0,6,3,1,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,115863,18311.152657
2,23,1,2,1,5,3,0,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,1,105345,12675.738245
1,23,1,4,0,1,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,116312,1635.4268131
2,23,2,4,0,1,3,0,3,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,118227,8627.959203
2,23,4,4,0,6,3,0,3,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,112038,7226.7021154
1,23,1,4,0,1,3,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,112334,1443.8159963
1,23,1,3,0,1,3,1,2,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,103756,4719.272603
1,23,2,4,0,1,3,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,100236,7139.4119274
1,23,1,2,0,1,4,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,111349,6493.0601141
2,23,2,4,0,2,4,2,2,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,110657,9911.3807154
2,23,1,5,1,1,4,1,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,108915,1358.3467976
1,23,4,2,1,1,4,2,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,112867,16958.113451
1,23,1,3,1,1,4,1,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,105116,6545.4316474
1,23,2,4,0,6,4,1,3,0,5,3,0,0,0,0,0,0,0,0,1,1,0,0,109031,812.22720906
1,23,2,2,1,1,4,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,101441,15269.777599
1,23,1,4,0,4,4,0,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,108704,2504.9012917
1,23,2,3,1,1,4,0,4,0,5,11,0,0,0,0,0,0,0,0,0,0,0,1,117829,8520.9089921
1,23,1,4,0,1,4,0,4,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,116860,5960.9057364
1,23,2,4,0,1,4,1,3,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,104597,5483.491247
1,23,1,4,0,1,4,2,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,100394,804.04747551
1,23,1,1,0,6,4,2,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,104328,2416.267274
1,23,2,3,0,1,5,2,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,102897,5826.2259305
1,23,2,1,0,1,5,3,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,102509,19481.944223
2,23,2,2,0,1,5,2,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,105576,7290.8535482
1,23,4,1,0,1,5,3,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,115270,8767.5936476
1,23,1,2,0,1,5,2,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,113971,4470.81089
1,23,4,1,0,1,6,2,4,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,112671,6678.2364973
1,23,4,3,0,1,6,4,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,111028,24244.274798
1,23,4,2,1,1,7,3,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,1,100980,14773.538117
1,24,1,3,0,1,1,0,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,112531,10862.367819
1,24,2,2,0,1,1,0,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,114998,5706.1818526
1,24,1,4,0,1,1,0,1,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,117799,8798.3760279
1,24,1,4,0,4,1,0,1,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,104877,9524.4623822
1,24,2,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109150,10453.548511
1,24,1,4,0,1,1,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,115327,3518.5518218
1,24,1,4,0,2,1,0,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,104991,8922.2049291
