"TYPETHERM","HEATCNTL","TEMPHOME","TEMPGONE","TEMPNITE","COOLCNTL","TEMPHOMEAC","TEMPGONEAC","TEMPNITEAC","ZHEATCNTL","ZTEMPGONE","ZTEMPGONEAC","ZTEMPHOME","ZTEMPHOMEAC","ZTEMPNITE","ZTEMPNITEAC","ZTYPETHERM","DOEID","NWEIGHT"
1,1,70,68,72,1,70,68,70,0,0,1,0,0,0,0,0,117608,8255.126575
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,108953,9181.3254947
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,103273,9104.1544479
1,2,68,68,55,2,70,74,68,0,0,0,0,0,0,0,0,109138,11007.83695
3,3,70,68,70,3,70,72,74,0,0,0,0,0,0,0,0,101570,7027.65168
2,1,68,68,68,4,70,70,70,0,0,0,0,0,0,0,0,108163,4259.5401172
1,1,69,68,68,1,70,70,70,0,0,0,0,0,0,0,0,113658,647.70778491
1,1,68,68,64,1,70,70,70,0,0,0,0,0,0,0,0,101582,1830.5032128
1,4,70,68,70,1,70,80,70,0,0,0,0,0,0,0,0,104383,5290.6007912
2,3,71,68,68,1,70,72,70,0,0,0,0,0,0,0,0,103683,6990.087972
2,2,70,68,70,2,70,70,70,0,0,0,0,0,0,0,0,114430,4665.8448809
2,2,70,68,66,2,70,72,66,0,0,0,0,0,0,0,0,113624,3248.8867709
2,2,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,108741,6171.0077518
3,1,71,68,69,1,70,73,69,0,0,0,0,0,0,0,0,101259,5800.2807475
1,2,70,68,70,2,70,68,60,0,0,0,0,0,0,0,0,104964,8611.7414998
1,1,70,68,68,2,70,60,70,0,0,0,0,0,0,0,0,116302,8084.7877443
2,3,72,68,74,3,70,76,72,0,0,0,0,0,0,0,0,114458,7741.2234797
0,1,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,110741,1685.2849166
2,1,70,68,75,3,70,78,75,0,0,0,0,0,0,0,0,115129,11282.767855
1,4,68,68,68,4,70,70,70,0,0,0,0,0,0,0,0,103171,8259.0914011
1,2,68,68,68,1,70,70,68,0,0,0,0,0,0,0,0,110738,3878.2589314
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,110020,4846.4303776
1,1,70,68,70,1,70,72,70,0,0,0,0,0,0,0,0,101019,8507.9023831
2,1,72,68,72,2,70,70,70,0,0,0,0,0,0,0,0,105570,1365.7776714
3,3,70,68,68,3,70,70,70,0,0,0,0,0,0,0,0,105654,7847.3557602
1,1,70,68,70,4,70,74,68,0,0,0,0,0,0,0,0,108266,2471.7892039
2,3,72,68,70,1,70,70,70,0,0,0,0,0,0,0,0,118467,2046.0752379
1,1,72,68,68,1,70,80,70,0,0,0,0,0,0,0,0,100159,10125.875422
2,1,69,68,65,1,70,70,68,0,1,0,0,0,0,0,0,109074,7319.6541115
1,1,68,68,68,1,70,74,68,0,0,0,0,0,0,0,0,105538,6598.3065313
1,1,68,68,68,1,70,72,72,0,0,0,0,0,0,0,0,109025,7873.7644422
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,105581,5929.3410048
2,1,72,68,68,1,70,70,68,0,0,0,0,0,0,0,0,111297,3615.2496148
1,2,70,68,68,2,70,70,68,0,0,0,0,0,0,0,0,104371,3448.0534046
2,2,72,68,70,2,70,65,70,0,0,0,0,0,0,0,0,110509,3665.5079051
2,1,68,68,68,1,70,70,68,0,0,0,0,0,0,0,0,109848,3315.8416496
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,113861,4081.8774646
2,3,72,68,62,3,70,68,62,0,0,0,0,0,0,0,0,103065,3755.4803754
0,2,68,68,65,4,70,70,65,0,0,0,0,0,0,0,0,115970,1494.9296916
0,1,68,68,68,5,70,70,70,0,1,1,0,1,0,1,0,117451,11400.606518
2,1,68,68,68,1,70,70,68,0,0,0,0,0,0,0,0,113543,6693.8839415
1,2,72,68,72,2,70,70,70,0,0,0,0,0,0,0,0,104662,704.55342892
3,3,73,68,70,3,70,75,72,0,0,0,0,0,0,0,0,114961,5265.8364608
2,1,70,68,68,1,70,72,70,0,0,0,0,0,0,0,0,108262,8531.5071785
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,117679,4100.6411764
1,4,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,114960,10399.151399
2,3,68,68,68,3,70,70,70,0,0,0,0,0,0,0,0,101095,3111.8074155
2,3,71,68,70,3,70,70,68,0,0,0,0,0,0,0,0,105607,3819.9307236
1,2,70,68,68,5,70,70,70,0,0,0,0,0,0,0,0,105488,11936.80836
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,110023,1888.1686327
1,2,70,68,66,2,70,70,68,0,0,0,0,0,0,0,0,118239,8304.6914482
2,3,72,68,72,3,70,74,72,0,0,0,0,0,0,0,0,107467,4079.2898521
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,102287,4256.3143672
2,1,69,68,68,1,70,70,70,0,0,0,0,0,0,0,0,105806,7146.4129479
1,2,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,117864,4003.9649767
1,2,68,68,69,2,70,75,75,0,1,0,0,0,0,0,0,103570,6244.7340601
2,1,69,68,68,3,70,70,70,0,0,0,0,0,0,0,0,110866,7842.1852816
1,1,68,68,68,4,70,70,68,0,0,0,0,0,0,0,0,104141,9393.8072326
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,1,110270,12483.959729
2,1,69,68,68,1,70,70,70,0,0,0,0,0,0,0,0,103346,6390.1646483
2,1,72,68,68,1,70,80,70,0,0,0,0,0,0,0,0,112844,7763.2055207
1,2,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,111831,13755.913755
2,1,70,68,68,1,70,68,68,0,0,0,0,0,0,0,0,115086,7220.9247397
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,103474,8773.1843368
3,1,70,68,70,1,70,72,70,0,0,0,0,0,0,0,0,112977,4747.2307328
1,1,72,68,70,1,70,75,68,0,0,0,0,0,0,0,0,102901,5122.6640583
1,4,70,68,70,4,70,70,70,0,1,0,0,0,1,0,0,103469,3666.2130466
1,2,72,68,70,4,70,70,70,0,0,0,0,0,0,0,0,117799,8798.3760279
2,1,75,68,74,1,70,70,70,0,0,0,0,0,0,0,0,101983,1822.9758092
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,110178,1081.4838549
1,2,71,68,67,2,70,80,68,0,0,0,0,0,0,0,0,105397,9102.1856213
2,3,70,68,68,3,70,72,72,0,0,0,0,0,0,0,0,114594,6459.0488948
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,112782,3046.3353281
2,1,70,68,68,1,70,70,70,1,1,0,1,0,1,0,0,112489,3393.6346211
0,5,68,68,68,2,70,77,70,0,0,0,0,0,0,0,0,106974,1774.41377
1,1,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,116188,7892.936499
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,117165,5175.2365807
0,4,68,68,68,4,70,85,70,1,1,1,1,1,1,1,0,101836,12631.544217
0,5,70,68,72,5,70,68,68,0,0,0,0,0,0,0,0,104249,5863.1566809
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,114143,4852.4171794
1,1,68,68,68,4,70,70,70,0,0,0,0,0,0,0,0,107116,939.86259132
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,104606,4469.6688043
2,1,70,68,70,1,70,68,70,0,0,0,0,0,0,0,0,118172,3625.7190294
1,2,68,68,66,2,70,70,70,0,0,0,0,0,0,0,0,118355,5955.5906244
1,1,75,68,75,4,70,72,72,0,1,1,0,0,0,1,0,114603,4849.0620742
1,1,68,68,68,4,70,70,68,0,0,0,0,0,0,0,0,105902,7871.6538183
1,2,70,68,68,5,70,70,70,0,0,0,0,0,0,0,0,117142,7261.0273162
2,1,70,68,70,1,70,72,70,0,0,0,0,0,0,0,0,117373,5586.199523
2,3,74,68,72,3,70,75,73,0,0,0,0,0,0,0,0,110923,7614.578784
1,1,70,68,68,1,70,75,75,0,0,0,0,0,0,0,0,111897,3997.3361477
2,1,68,68,65,1,70,70,70,0,0,0,0,0,0,0,0,110042,13862.671517
0,5,68,68,62,2,70,70,68,0,0,0,0,0,0,0,0,108225,15661.856077
0,2,68,68,68,4,70,70,70,0,0,0,0,0,0,0,0,110558,8898.4048501
2,3,74,68,70,4,70,70,70,0,0,0,0,0,0,0,0,114259,5708.1967444
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,110817,599.62720867
2,3,72,68,68,4,70,72,70,0,0,0,0,0,0,0,0,113061,3179.5143481
2,3,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,101429,11677.002629
1,1,70,68,65,1,70,75,75,0,0,0,0,0,0,0,0,109872,3116.3329896
1,2,71,68,69,2,70,75,70,0,0,0,0,0,0,0,0,108272,10280.549904
1,2,68,68,68,2,70,70,74,0,0,0,0,0,0,0,0,112418,3780.9524866
2,3,68,68,68,4,70,80,70,0,0,0,0,0,0,0,0,104962,5504.2315458
1,2,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,109554,4550.732671
2,1,68,68,68,1,70,72,70,0,0,0,0,0,0,0,0,113220,7890.9478529
1,1,68,68,68,2,70,75,68,0,0,0,0,0,0,0,0,105630,7705.7996256
2,3,68,68,67,3,70,68,70,0,0,0,0,0,0,0,0,112168,6135.041773
2,1,69,68,69,1,70,71,70,0,0,0,0,0,0,0,0,114660,6685.3201599
0,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,100215,3055.5836683
1,2,69,68,68,1,70,68,68,0,0,0,0,0,0,0,0,103981,10462.351153
3,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,102701,6974.2196074
2,1,70,68,70,1,70,70,70,0,0,0,0,0,0,0,0,118078,9101.2655058
2,1,68,68,68,4,70,70,70,0,0,0,0,0,0,0,0,108192,10547.024918
1,1,70,68,70,1,70,72,70,0,0,0,0,0,0,0,0,116457,4363.4221957
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,114776,4889.5218096
1,1,72,68,72,2,70,68,68,0,0,0,0,0,0,0,0,112304,1030.5031234
1,2,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,109910,2157.4962988
1,2,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,107636,6164.6924521
2,2,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,108510,7872.7355808
2,3,70,68,65,3,70,70,68,0,0,0,0,0,0,0,0,113539,7771.25204
1,2,70,68,68,1,70,70,70,0,1,1,0,1,0,1,0,113610,1807.6527981
1,1,72,68,72,1,70,70,70,1,0,0,0,0,0,0,0,113918,10200.525012
1,2,70,68,70,1,70,70,70,0,0,0,0,0,0,0,0,118086,6379.8961202
2,3,72,68,68,1,70,70,70,0,0,0,0,0,0,0,0,105313,4317.1888941
1,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,100366,4039.1729276
1,1,68,68,65,1,70,70,65,0,0,0,0,0,0,0,0,105993,13453.3683
3,3,76,68,67,3,70,74,68,0,0,0,0,0,0,0,0,103801,2307.8392539
3,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,101335,9491.2541245
2,1,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,115028,2822.5025045
2,2,72,68,68,1,70,70,70,0,0,0,0,0,0,0,0,116816,8534.9378545
2,1,70,68,70,1,70,70,70,0,0,0,0,0,0,0,0,100193,7287.8671278
1,1,68,68,68,2,70,70,70,0,0,0,0,0,0,0,0,105638,10791.025564
2,2,68,68,68,1,70,70,70,0,0,0,0,0,0,0,0,113650,8276.0668845
0,99,70,68,69,1,70,75,70,0,0,0,0,0,0,0,0,114380,1108.325853
1,1,68,68,68,1,71,71,71,0,0,1,0,1,0,1,0,114588,3188.8464045
3,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,100876,3786.7735495
3,3,70,68,68,3,71,71,68,0,0,0,0,0,0,0,0,108021,6382.5066335
2,3,70,68,64,1,71,71,71,0,0,0,0,0,0,0,0,103156,7733.2485276
0,1,68,68,65,1,71,72,71,0,0,0,0,0,0,0,0,105940,4228.5343803
2,1,71,68,68,1,71,71,73,0,0,0,0,0,0,0,0,108287,6631.4790718
1,4,71,68,66,4,71,72,66,0,0,0,0,0,0,0,0,105393,7616.4406182
1,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,112497,10235.877965
1,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,103223,6585.3884297
1,2,68,68,69,4,71,80,70,0,0,0,0,0,0,0,0,113430,1654.3330692
1,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,107477,9422.0121215
1,4,68,68,68,4,71,78,71,0,0,0,0,0,0,0,0,103803,14491.300275
3,2,71,68,70,2,71,74,70,0,0,0,0,0,0,0,0,102354,4200.2788587
2,1,71,68,72,1,71,70,72,0,0,0,0,0,0,0,0,113824,7012.9973302
2,3,71,68,71,3,71,75,72,0,0,0,0,0,0,0,0,107999,6518.6782292
2,3,71,68,68,1,71,71,71,0,0,0,0,0,0,0,0,114160,3593.257353
2,1,69,68,68,4,71,72,70,0,0,0,0,0,0,0,2,105589,7092.5241312
2,3,68,68,65,3,71,71,71,0,0,0,0,0,0,0,0,116692,4690.356039
2,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,111217,9635.0777225
2,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,100588,4532.2085047
1,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,107688,4753.1244413
2,1,70,68,68,1,71,75,69,0,0,0,0,0,0,0,0,116474,3739.2928807
2,2,73,68,69,3,71,75,70,0,0,0,0,0,0,0,0,109474,7526.5267265
1,1,68,68,68,4,71,71,71,0,0,0,0,0,0,0,0,108512,4337.7981638
1,1,68,68,68,1,71,72,70,0,0,0,0,0,0,0,0,111193,4891.6716669
1,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,112384,12549.136237
1,2,70,68,68,2,71,74,71,0,0,0,0,0,0,0,0,112550,4474.6873574
2,3,68,68,60,3,71,71,68,0,0,0,0,0,0,0,0,116795,3986.7593884
3,1,68,68,65,1,71,73,71,0,0,0,0,0,0,0,0,115005,5685.5600275
1,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,115646,6526.3994757
0,2,70,68,68,2,71,71,70,0,0,0,0,0,0,0,0,100398,6425.4351753
2,2,71,68,70,2,71,68,68,0,0,0,0,0,0,0,0,105050,4267.2875245
2,2,70,68,68,1,71,71,68,0,0,0,0,0,0,0,0,104104,1372.9718131
0,4,68,68,68,4,71,73,70,1,1,0,1,0,1,0,0,110918,3214.6691161
1,2,70,68,69,2,71,68,69,1,0,0,0,0,0,0,0,115019,5756.115999
3,3,71,68,65,3,71,68,65,0,0,0,0,0,0,0,0,107239,5666.0206026
1,1,68,68,68,1,71,71,71,0,0,0,0,0,0,0,0,102720,2324.0615725
2,3,72,68,70,2,71,82,71,0,1,1,0,0,0,0,0,110894,5524.1202846
1,1,70,68,68,1,71,72,71,0,0,0,0,0,0,0,0,109674,5449.5177581
2,3,68,68,68,3,71,71,70,0,0,0,0,0,0,0,0,116512,5475.0963563
1,1,68,68,68,1,71,71,69,0,0,0,0,0,0,0,0,108286,6905.3092313
2,1,68,68,68,1,71,71,72,0,0,0,0,0,0,0,0,103226,10321.942037
2,2,70,68,68,2,71,73,71,0,0,0,0,0,0,0,0,118143,4917.4119502
3,3,74,68,76,3,71,76,72,0,0,0,0,0,0,0,0,113505,4464.8306215
2,1,70,68,68,1,71,72,72,0,0,0,0,0,0,0,0,106444,15266.784904
2,2,70,68,68,2,71,75,68,0,0,0,0,0,0,0,0,100592,8690.092705
1,1,74,68,68,1,72,72,72,0,1,0,0,0,1,0,0,100722,8279.4406273
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,110929,4359.4393961
2,2,72,68,68,2,72,72,72,0,0,0,0,0,0,0,0,106492,6704.7613713
3,3,71,68,70,3,72,80,72,0,0,0,0,0,0,0,0,115950,4635.60017
2,3,70,68,65,3,72,75,70,0,0,0,0,0,0,0,0,115453,5656.2719249
1,1,68,68,65,4,72,75,72,0,0,0,0,0,0,0,0,102583,21577.503433
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,118225,7109.6604804
2,3,68,68,65,4,72,72,68,0,0,0,0,0,0,0,0,103812,5534.7389707
0,2,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,103964,13719.781884
2,1,72,68,68,1,72,74,68,0,0,0,0,0,0,0,0,106825,1146.8378725
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,109917,6289.0413226
1,2,72,68,72,2,72,72,72,0,1,0,0,0,0,0,0,117805,4417.3373426
2,2,70,68,68,2,72,74,70,0,0,0,0,0,0,0,0,117881,8744.7437912
1,1,72,68,72,2,72,78,72,0,0,0,0,0,0,0,0,110474,11386.034991
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,116615,9300.6996724
2,1,70,68,70,1,72,72,72,0,0,0,0,0,0,0,0,118303,5999.26271
2,1,72,68,70,1,72,73,72,0,0,0,0,0,0,0,0,107232,3777.435545
1,2,70,68,70,2,72,75,72,0,0,0,0,0,0,0,0,113325,8623.7958932
3,3,71,68,68,3,72,76,74,0,0,0,0,0,0,0,0,100073,6131.1192395
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,109338,10663.206994
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,112361,6629.1703437
2,4,70,68,70,1,72,75,72,0,0,0,0,0,0,0,0,117690,6362.2337019
2,2,70,68,64,2,72,66,70,0,0,0,0,0,0,0,0,116393,2986.935421
2,2,68,68,68,2,72,72,72,0,0,0,0,0,0,0,0,115585,5526.2947058
2,3,72,68,72,3,72,76,72,0,0,0,0,0,0,0,0,116290,4444.48334
2,3,70,68,68,4,72,75,68,0,0,0,0,0,0,0,0,103232,5460.0415125
1,1,68,68,68,1,72,74,70,0,0,0,0,0,0,0,0,106702,7191.1277295
1,1,71,68,69,1,72,75,70,0,0,0,0,0,0,0,0,116945,10136.238794
1,2,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,116664,8393.3144524
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,114014,2346.5109898
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,107637,3539.7887109
1,2,71,68,71,2,72,74,72,0,0,0,0,0,0,0,0,107007,1344.9314625
2,4,72,68,68,2,72,68,68,0,0,0,0,0,0,0,0,109676,11832.649276
1,1,68,68,68,1,72,75,72,0,0,1,0,0,0,0,0,104561,7519.4390073
2,2,68,68,68,2,72,72,72,0,0,0,0,0,0,0,0,113212,8208.0837304
1,1,68,68,68,2,72,72,72,0,0,0,0,0,0,0,0,109095,6171.9221993
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,101083,4644.9797765
2,1,68,68,63,1,72,72,70,0,0,0,0,0,0,0,0,112788,4646.5211506
1,1,70,68,68,1,72,70,70,0,0,0,0,0,0,0,0,103389,17422.049085
1,4,68,68,70,1,72,72,73,1,0,0,0,0,0,0,0,116004,13502.062958
1,1,72,68,68,2,72,72,72,0,0,0,0,0,0,0,0,113219,7335.6060172
3,3,69,68,68,3,72,74,72,0,0,0,0,0,0,0,0,100155,3711.7042353
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,107085,3800.4772555
2,1,70,68,70,1,72,72,72,0,0,0,0,0,0,0,0,108216,9256.0054279
3,2,70,68,68,2,72,75,75,0,0,0,0,0,0,0,0,117143,2201.1474337
1,2,70,68,65,2,72,72,68,0,0,0,0,0,0,0,0,102405,4875.7342114
1,2,68,68,68,4,72,72,72,0,0,1,0,1,0,1,0,102082,995.45084396
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,115081,9179.0255695
1,2,72,68,68,2,72,72,72,0,1,1,0,0,0,0,1,103767,3559.3564897
1,2,68,68,68,2,72,72,72,0,0,0,0,0,0,0,0,113181,5601.5836187
1,4,72,68,62,4,72,68,64,0,0,0,0,0,0,0,0,114963,5002.6418017
1,1,68,68,68,4,72,72,72,0,0,0,0,0,0,0,0,110244,7946.0416838
2,1,68,68,62,4,72,72,68,0,0,0,0,0,0,0,0,109047,3266.4302848
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,102842,8089.3212597
0,2,72,68,70,2,72,68,68,0,0,0,0,0,0,0,0,100327,7593.2999433
2,3,69,68,65,3,72,75,75,0,0,0,0,0,0,0,0,105936,4819.8930967
2,3,68,68,62,3,72,72,72,0,0,0,0,0,0,0,0,101631,7137.7334688
1,1,70,68,68,1,72,75,72,0,0,0,0,0,0,0,0,115733,6446.0071611
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,109850,4868.4557632
3,3,72,68,68,1,72,74,72,0,0,0,0,0,0,0,0,110014,4567.9096567
1,2,72,68,68,2,72,75,78,0,0,0,0,0,0,0,0,112728,12641.77358
1,1,68,68,68,2,72,72,72,0,0,1,0,1,0,1,0,110734,1561.7833482
2,3,68,68,65,3,72,72,68,0,0,0,0,0,0,0,0,104139,6266.7976937
2,3,68,68,65,3,72,72,68,0,0,0,0,0,0,0,0,112371,5725.5011761
0,4,68,68,68,4,72,72,72,0,0,0,0,0,0,0,0,103752,11023.307863
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,103050,12026.086623
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,103550,4546.4002548
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,101115,6465.6540789
1,2,70,68,70,2,72,74,74,0,0,0,0,0,0,0,0,105125,912.42753191
1,2,68,68,65,2,72,78,70,0,0,0,0,0,0,0,0,118295,9646.3407657
1,2,68,68,62,4,72,72,72,0,0,0,0,0,0,0,0,110266,16531.388855
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,115862,5087.1261269
1,1,68,68,64,1,72,72,76,0,0,0,0,0,0,0,0,115605,10524.658088
2,2,70,68,65,1,72,75,75,0,0,0,0,0,0,0,0,106454,2406.1545381
2,2,68,68,68,2,72,72,72,0,0,0,0,0,0,0,0,103521,6595.2592473
2,1,72,68,68,1,72,70,72,0,0,0,0,0,0,0,0,106213,12102.95835
2,1,70,68,68,1,72,75,74,0,0,0,0,0,0,0,0,117715,5484.2199351
2,1,68,68,68,1,72,72,70,0,0,0,0,0,0,0,0,106080,10561.703856
2,1,70,68,70,1,72,76,74,0,0,0,0,0,0,0,0,114984,10056.397
2,2,72,68,68,2,72,74,72,0,0,0,0,0,0,0,0,103031,11869.990767
2,3,68,68,66,3,72,72,74,0,0,0,0,0,0,0,0,106918,6226.9303034
2,3,71,68,66,3,72,76,74,0,0,0,0,0,0,0,0,112837,6268.4838442
1,1,68,68,68,4,72,72,72,0,0,0,0,0,0,0,0,113516,2212.3524881
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,118110,4809.2141567
1,1,72,68,68,1,72,68,68,0,0,0,0,0,0,0,0,111543,1532.5958188
1,2,70,68,62,2,72,70,65,0,0,0,0,0,0,0,0,105229,4740.5432816
3,3,72,68,72,3,72,74,70,0,0,0,0,0,0,0,0,107714,10424.037495
3,3,68,68,69,3,72,72,70,0,0,0,0,0,0,0,0,116738,6222.2466907
2,3,68,68,63,3,72,72,78,0,0,0,0,0,0,0,0,102653,5086.8136841
1,2,70,68,68,4,72,75,74,0,0,1,0,1,0,1,0,115215,4385.4412404
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,113029,4513.9388008
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,102749,8218.3341108
3,1,72,68,66,1,72,78,72,0,0,0,0,0,0,0,0,105157,9032.0388917
1,1,68,68,68,1,72,73,70,0,0,0,0,0,0,0,0,117634,2776.2424613
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,102119,4613.8018773
1,1,70,68,70,1,72,75,72,1,0,0,0,0,0,0,0,108943,6907.9879682
1,2,70,68,68,2,72,72,71,0,0,0,0,0,0,0,0,116148,8296.0058458
2,3,72,68,70,3,72,72,70,0,0,0,0,0,0,0,0,105412,2192.1010602
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,106168,5818.0305658
1,1,68,68,68,1,72,78,72,0,0,0,0,0,0,0,0,107447,3561.8965309
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,110283,7770.26056
2,3,72,68,62,2,72,72,75,0,0,0,0,0,0,0,0,106607,2411.9203308
3,3,68,68,65,3,72,72,68,0,0,0,0,0,0,0,0,103663,5792.4272551
0,4,75,68,72,4,72,70,68,0,0,0,0,0,0,0,0,114298,18899.867537
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,108049,6057.142044
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,105900,5697.5671727
2,3,68,68,65,3,72,74,70,0,0,0,0,0,0,0,0,108607,3494.8750186
1,1,68,68,68,5,72,72,72,0,0,0,0,0,0,0,0,109928,6292.9069517
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,108799,17353.670208
1,1,68,68,68,1,72,72,68,0,0,0,0,0,0,0,0,103817,7679.196343
2,1,70,68,68,1,72,72,72,0,0,0,0,0,0,0,0,103696,4086.7499796
2,2,72,68,74,1,72,72,72,0,0,1,0,0,0,0,0,109617,4594.1760864
2,2,69,68,68,2,72,74,74,0,0,0,0,0,0,0,0,100400,13706.706123
3,2,70,68,68,2,72,72,70,0,0,0,0,0,0,0,0,116838,6739.5782143
2,1,68,68,68,2,72,72,72,0,0,0,0,0,0,0,0,111153,8419.3813828
2,2,68,68,68,2,72,72,72,0,0,0,0,0,0,0,0,100451,5748.570253
2,4,70,68,70,4,72,72,70,0,0,0,0,0,0,0,0,110653,11765.153705
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,116323,8175.9679461
2,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,112737,5019.9139354
1,1,68,68,68,1,72,74,72,0,0,0,0,0,0,0,0,114335,6942.0380635
3,2,68,68,65,2,72,72,72,0,0,0,0,0,0,0,0,110651,4650.8522317
3,2,72,68,70,2,72,68,70,0,0,0,0,0,0,0,0,115210,5098.6130143
2,3,68,68,65,3,72,75,72,0,0,0,0,0,0,0,0,108899,5946.7144664
2,1,68,68,69,1,72,72,70,0,0,0,0,0,0,0,0,116668,6907.9879682
0,2,70,68,68,1,72,70,72,0,0,0,0,0,0,0,0,104165,5860.8681168
2,1,70,68,68,1,72,76,72,0,0,0,0,0,0,0,0,118433,8063.5625586
2,3,68,68,64,3,72,72,72,0,0,0,0,0,0,0,0,106274,947.04335055
2,2,68,68,65,3,72,72,65,0,0,0,0,0,0,0,0,114077,4043.4907461
2,1,68,68,68,4,72,72,72,0,0,0,0,0,0,0,0,115481,6958.4897438
1,1,68,68,72,1,72,72,72,0,0,0,0,0,0,0,0,114235,7709.5518465
1,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,109453,6994.0417092
2,1,68,68,68,2,72,72,72,0,0,0,0,0,0,0,0,112532,5113.4619682
3,3,72,68,68,3,72,72,72,0,0,0,0,0,0,0,0,117477,6566.3080337
1,1,68,68,68,4,72,75,70,0,0,1,0,1,0,1,0,112184,7510.4336078
2,1,68,68,68,4,72,72,72,0,0,0,0,0,0,0,0,112175,6469.2690504
3,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,111339,8284.0208963
3,1,68,68,68,1,72,72,72,0,0,0,0,0,0,0,0,109761,8643.9751261
