"TYPETHERM","HEATCNTL","TEMPHOME","TEMPGONE","TEMPNITE","COOLCNTL","TEMPHOMEAC","TEMPGONEAC","TEMPNITEAC","ZHEATCNTL","ZTEMPGONE","ZTEMPGONEAC","ZTEMPHOME","ZTEMPHOMEAC","ZTEMPNITE","ZTEMPNITEAC","ZTYPETHERM","DOEID","NWEIGHT"
2,1,68,65,68,1,75,75,65,0,0,0,0,0,0,0,0,112367,6184.420951
2,1,65,65,63,1,75,75,72,0,0,0,0,0,0,0,0,101653,7176.5129546
0,1,65,65,65,1,75,75,75,0,0,0,0,0,0,0,0,100541,4169.6000547
0,2,70,65,65,4,75,68,70,0,0,0,0,0,0,0,0,102640,3728.0980229
2,3,68,65,65,4,75,80,75,0,0,0,0,0,0,0,0,103508,9266.1166524
2,3,71,65,65,3,75,80,68,0,0,0,0,0,0,0,0,115896,6607.9985766
1,2,68,65,64,4,75,75,65,0,0,0,0,0,0,0,0,108082,4780.956594
1,2,70,65,65,4,75,75,75,0,0,0,0,0,0,0,0,109522,7510.569788
2,1,65,65,65,1,75,75,75,0,0,0,0,0,0,0,0,109327,3285.2888432
3,3,70,65,65,3,75,75,75,0,0,0,0,0,0,0,0,114248,4210.5485639
2,1,73,65,73,4,75,75,75,0,0,0,0,0,0,0,0,102128,4836.0702571
1,2,70,65,65,2,75,75,60,0,1,0,0,0,1,0,0,116409,11559.707523
1,2,70,65,70,2,75,75,75,0,0,0,0,0,0,0,0,113727,17331.188167
2,3,69,65,68,4,75,75,75,0,0,0,0,0,0,0,0,115519,3294.6288628
3,1,67,65,67,1,75,75,75,0,0,0,0,0,0,0,0,101280,5046.4712557
2,1,68,65,68,1,75,80,75,0,0,0,0,0,0,0,0,112416,8314.6434326
2,3,70,65,68,3,75,80,73,0,0,0,0,0,0,0,0,114771,5229.6575376
1,5,68,65,68,4,75,80,75,1,0,0,0,0,0,0,0,110310,5501.1827417
2,3,68,65,65,4,75,75,70,0,0,0,0,0,0,0,0,114552,4026.284059
0,4,78,65,80,4,75,80,74,0,0,0,0,0,0,0,0,116951,17079.862436
2,1,65,65,60,1,75,75,75,0,0,0,0,0,0,0,0,100898,3624.0800105
1,2,72,65,72,2,75,75,75,0,0,0,0,0,0,0,0,113059,2478.9411223
3,3,70,65,66,3,75,80,80,0,0,0,0,0,0,0,0,113310,5139.6466768
2,3,70,65,68,3,75,80,73,0,0,0,0,0,0,0,0,107649,8762.1483168
0,5,68,65,65,4,75,80,68,0,0,1,0,1,0,0,0,100434,11262.661674
1,1,70,65,65,1,75,80,75,0,0,0,0,0,0,0,0,102932,7204.9747965
3,2,70,65,65,2,75,80,77,0,0,0,0,0,0,0,0,108845,15142.633424
1,1,70,65,60,1,75,75,73,0,0,0,0,0,0,0,0,116566,10806.44905
1,2,76,65,76,4,75,75,75,0,0,0,0,0,0,0,0,111074,4081.2793363
2,3,70,65,65,5,75,75,75,0,0,0,0,0,0,0,0,112988,6359.1706212
0,4,72,65,70,4,75,80,75,0,0,0,0,0,0,0,0,115524,10197.473898
0,1,70,65,76,1,75,80,80,0,0,0,0,0,0,0,0,109979,9251.9915917
2,3,71,65,71,1,75,75,75,0,0,0,0,0,0,0,0,109944,5440.7943106
1,2,68,65,63,2,75,79,77,0,0,0,0,0,0,0,0,109193,9915.7502672
2,4,70,65,62,2,75,75,68,0,0,0,0,0,0,0,0,113380,7191.6927606
3,3,68,65,68,3,75,75,71,0,0,0,0,0,0,0,0,116250,7839.8684419
1,4,65,65,65,4,75,75,75,0,0,0,0,0,0,0,0,114273,8266.1695339
2,3,71,65,65,1,75,75,75,0,0,0,0,0,0,0,0,108259,3787.8196483
1,1,65,65,65,4,75,75,65,0,0,0,0,0,0,0,0,108667,5418.0151339
2,2,68,65,65,4,75,80,80,0,0,0,0,0,0,0,0,116215,7256.0078358
2,3,68,65,68,4,75,70,70,0,0,0,0,0,0,0,0,110028,9610.2164891
2,1,68,65,65,1,75,80,75,0,0,0,0,0,0,0,0,101949,1128.2052633
1,2,72,65,62,1,75,75,72,0,0,0,0,0,0,0,0,102582,9207.2493134
2,4,67,65,65,4,75,82,75,0,0,0,0,0,0,0,0,107567,8215.9012922
2,1,65,65,65,1,75,75,75,0,0,1,0,1,0,1,0,100781,2159.7893793
2,3,68,65,68,3,75,75,75,0,0,0,0,0,0,0,0,109963,3699.10399
3,3,70,65,70,3,75,79,75,0,0,0,0,0,0,0,0,114720,6963.7427633
3,3,68,65,65,3,75,78,77,0,0,0,0,0,0,0,0,102398,728.84433411
1,2,68,65,65,4,75,75,75,0,0,0,0,0,0,0,0,102983,7289.4080932
2,1,72,65,68,1,75,78,76,0,0,0,0,0,0,0,0,118133,8848.2383821
1,1,70,65,70,1,75,80,75,0,0,0,0,0,0,0,0,111559,14376.441763
3,3,68,65,63,3,75,78,70,0,0,0,0,0,0,0,0,108372,3482.8299587
2,1,68,65,66,1,75,77,75,0,0,0,0,0,0,0,0,117354,6834.2467616
2,2,68,65,65,2,75,80,75,0,0,0,0,0,0,0,0,108210,6284.5754742
2,1,69,65,65,1,75,78,78,0,0,0,0,0,0,0,0,108267,12369.773614
1,2,65,65,50,2,75,75,65,0,0,0,0,0,0,0,0,112665,3936.1371301
2,3,70,65,62,3,75,65,62,0,0,0,0,0,0,0,0,106728,4960.7244255
3,3,65,65,65,3,75,75,75,0,0,0,0,0,0,0,0,102926,2629.6674072
0,2,70,65,65,2,75,75,75,0,0,0,0,0,0,0,0,112013,2190.3748339
3,3,70,65,65,3,75,75,72,0,0,0,0,0,0,0,0,108860,12343.491926
1,1,67,65,66,1,75,77,74,0,0,0,0,0,0,0,0,112158,3464.5783976
2,1,68,65,65,1,75,78,77,0,0,0,0,0,0,0,0,102018,6982.8326036
2,3,68,65,65,3,75,78,75,0,0,0,0,0,0,0,0,115344,7154.904369
0,4,67,65,60,4,75,75,72,0,0,0,0,0,0,0,0,115241,14336.505914
2,2,69,65,65,1,75,75,75,0,0,0,0,0,0,0,0,112602,10094.421168
3,3,70,65,70,2,75,78,71,0,0,0,0,0,0,0,0,112061,3002.423003
2,2,65,65,65,2,75,80,75,0,0,0,0,0,0,0,0,111045,7737.9076871
1,1,68,65,68,1,75,75,75,0,0,0,0,0,0,0,0,110517,6017.5013205
3,3,70,65,70,3,75,77,75,0,0,0,0,0,0,0,0,114057,13571.571643
2,4,72,65,70,4,75,78,74,0,0,0,0,0,0,0,0,117346,8134.8439041
1,2,69,65,65,4,75,78,75,0,0,0,0,0,0,0,0,115217,6249.9019421
1,1,65,65,65,1,75,75,65,0,0,0,0,0,0,0,0,106945,8436.2450505
3,3,70,65,65,3,75,80,70,0,0,0,0,0,0,0,0,113964,3524.2317125
2,1,68,65,70,1,75,75,72,0,0,0,0,0,0,0,0,102021,6046.3205871
1,1,75,65,65,1,75,75,75,0,1,1,0,1,1,1,0,100359,5910.7425142
1,2,70,65,68,1,75,90,75,0,1,0,0,0,0,0,0,107609,6531.1393391
1,4,70,65,70,2,75,78,73,0,0,0,0,0,0,0,0,110931,12429.429617
2,3,68,65,67,3,75,77,74,0,0,0,0,0,0,0,0,109952,7506.1035206
3,3,67,65,65,4,75,75,75,0,0,0,0,0,0,0,0,109253,4404.5061179
1,2,68,65,65,2,75,75,75,0,0,0,0,0,0,0,0,116567,3801.9343809
0,4,72,65,72,2,75,78,75,0,0,0,0,0,0,0,0,110350,8967.3215712
2,1,65,65,65,1,75,75,75,0,0,0,0,0,0,0,0,105143,12102.360393
0,4,75,65,75,4,75,60,70,0,0,0,0,0,0,0,0,102827,2142.897628
1,1,65,65,65,4,75,75,72,0,0,0,0,0,0,0,0,111697,3532.3387659
2,1,65,65,65,1,75,75,75,0,0,0,0,0,0,0,0,107733,3783.7677939
1,1,70,65,65,1,75,75,70,0,0,0,0,0,0,0,0,114190,7878.4402125
2,2,67,65,66,2,75,78,73,0,0,0,0,0,0,0,0,116550,5523.2031111
1,2,68,65,65,2,75,75,70,0,0,0,0,0,0,0,0,106905,6220.2291331
1,1,75,65,75,1,75,65,75,0,1,1,0,0,0,0,0,108971,3754.7831884
2,3,68,65,65,2,75,75,70,0,0,0,0,0,0,0,0,111724,5994.5093407
3,3,72,65,72,3,75,78,75,0,0,0,0,0,0,0,0,103631,7113.2650035
1,2,73,65,73,2,75,85,74,0,0,0,0,0,0,0,0,113634,8399.9942544
2,4,67,65,64,2,75,80,72,0,0,0,0,0,0,0,0,102273,10743.422413
3,3,68,65,65,3,75,80,70,0,0,0,0,0,0,0,0,108008,5931.5989053
2,4,65,65,60,4,75,75,72,0,0,0,0,0,0,0,0,118349,6968.7309345
1,2,70,65,65,2,75,75,70,0,0,0,0,0,0,0,0,104756,8185.5659998
1,4,70,65,70,5,75,75,70,0,0,0,0,0,0,0,0,102853,2201.2759087
2,1,65,65,65,1,75,75,75,0,0,0,0,0,0,0,0,117080,6363.8047806
0,4,68,65,65,4,75,80,72,0,0,0,0,0,0,0,0,100795,6678.8982984
1,1,65,65,65,1,75,75,75,0,0,0,0,0,0,0,0,115872,5261.1831907
0,2,65,65,60,4,75,75,75,0,0,0,0,0,0,0,0,103328,7968.8462521
2,2,70,65,65,1,75,80,75,0,0,0,0,0,0,0,0,113880,4604.3407396
2,4,68,65,65,1,75,80,75,0,0,0,0,0,0,0,0,112625,5024.6621006
0,5,75,65,75,2,75,65,75,0,0,0,0,0,0,0,0,101020,13538.257218
2,2,72,65,65,1,75,80,75,0,0,0,0,0,0,0,0,115995,13399.925041
1,2,65,65,60,2,75,75,70,0,0,0,0,0,0,0,0,107040,843.68365144
3,3,72,65,72,3,75,80,75,0,0,0,0,0,0,0,0,104258,3803.9809108
2,4,69,65,61,4,75,80,75,0,0,0,0,0,0,0,0,101054,12544.660548
1,1,65,65,65,1,75,75,70,0,0,0,0,0,0,0,0,112313,4201.7328002
3,3,71,65,71,3,75,80,75,0,0,0,0,0,0,0,0,101735,5100.2171896
1,1,65,65,65,1,75,75,75,0,0,0,0,0,0,0,0,109782,3529.2520937
1,1,70,65,65,1,75,75,75,0,0,0,0,0,0,0,0,105825,9787.8328902
2,1,68,65,66,1,75,86,73,0,0,0,0,0,0,0,0,102515,8092.0516791
1,1,65,65,65,4,75,75,75,0,0,0,0,0,0,0,0,103347,9647.5818837
1,2,65,65,60,1,75,75,68,0,0,0,0,0,0,0,0,102429,10255.594612
1,2,68,65,70,2,75,80,75,0,0,0,0,0,0,0,0,117945,10274.333791
3,3,72,65,70,3,75,80,75,0,0,0,0,0,0,0,0,101282,4943.711566
3,3,72,65,65,3,75,80,68,0,0,0,0,0,0,0,0,110577,3903.1064347
3,1,67,65,67,1,76,74,76,0,0,0,0,0,0,0,0,104421,5417.3888878
3,3,68,65,65,3,76,78,76,0,0,0,0,0,0,0,0,103748,7115.9871226
2,2,69,65,66,2,76,79,76,0,0,0,0,0,0,0,0,114232,6705.9940013
3,3,70,65,65,3,76,86,73,0,0,0,0,0,0,0,0,114583,6610.2533855
2,1,70,65,70,1,76,80,76,0,0,0,0,0,0,0,0,103899,4652.4269353
2,3,70,65,66,3,76,80,75,0,0,0,0,0,0,0,0,115464,4449.7194783
3,3,65,65,60,3,76,76,70,0,0,0,0,0,0,0,0,116333,4752.0949621
2,3,65,65,65,3,76,80,74,0,0,0,0,0,0,0,0,115549,5273.888902
3,3,70,65,65,3,76,78,74,0,0,0,0,0,0,0,0,101595,9482.6024696
1,2,70,65,69,2,76,80,76,0,0,0,0,0,0,0,0,100016,8255.399166
2,3,68,65,68,3,76,76,76,0,0,0,0,0,0,0,0,102233,5524.938911
3,3,70,65,65,3,76,78,74,0,0,0,0,0,0,0,0,116869,5623.8407895
3,3,68,65,65,3,76,80,76,0,0,0,0,0,0,0,0,115189,10879.168399
2,4,72,65,68,3,76,78,72,1,1,1,1,1,1,1,1,104298,3225.1928279
1,1,80,65,65,1,76,76,76,1,1,0,0,0,1,0,0,116628,16744.218033
2,3,68,65,68,3,76,85,76,0,0,0,0,0,0,0,0,112328,5983.9784308
2,3,65,65,60,4,76,76,76,0,0,0,0,0,0,0,0,102111,5389.5972684
2,2,68,65,68,2,76,82,72,0,0,0,0,0,0,0,0,109515,8443.171848
2,3,70,65,65,3,76,80,76,0,0,0,0,0,0,0,0,107758,3459.4165728
1,4,65,65,62,4,76,76,76,0,0,0,0,0,0,0,0,109704,8187.1590273
2,3,68,65,70,1,76,88,79,0,0,0,0,0,0,0,0,117619,5254.0127123
1,1,65,65,58,4,76,82,76,0,0,0,0,0,0,0,0,112982,5598.9922355
1,2,67,65,65,2,76,78,78,0,0,0,0,0,0,0,0,107937,10337.360221
2,2,65,65,64,2,76,76,72,0,0,0,0,0,0,0,0,105668,3404.9186449
3,3,72,65,68,3,76,78,72,0,0,0,0,0,0,0,0,102229,5127.8331522
2,1,70,65,65,4,76,78,76,0,0,0,0,0,0,0,0,116035,8892.5450002
1,1,67,65,65,2,76,76,76,0,0,0,0,0,0,0,0,113269,5336.7349559
2,2,68,65,60,2,76,80,70,0,0,0,0,0,0,0,0,116805,2701.6411827
3,3,68,65,65,3,76,78,75,0,0,0,0,0,0,0,0,102335,2894.1310891
2,1,67,65,67,1,76,80,76,0,0,0,0,0,0,0,0,113811,4703.169698
2,3,72,65,68,3,76,76,76,0,0,0,0,0,0,0,0,118281,4941.3766084
1,2,67,65,68,2,76,78,78,0,0,0,0,0,0,0,0,101209,11404.98193
2,3,70,65,65,3,76,78,74,0,0,0,0,0,0,0,0,106740,6075.9912166
2,4,68,65,65,1,76,78,76,0,1,0,0,0,1,0,0,113402,7983.5118704
2,1,70,65,65,4,76,78,70,0,0,0,0,0,0,0,0,116954,2213.9626757
3,1,68,65,65,1,76,76,76,0,0,0,0,0,0,0,0,117960,9515.1798717
2,2,68,65,65,2,76,80,76,0,0,0,0,0,0,0,0,105080,11056.771069
2,3,68,65,60,3,76,78,78,0,0,0,0,0,0,0,0,114888,6877.9564804
1,2,68,65,68,1,76,78,76,0,0,0,0,0,0,0,0,116968,8338.5456889
2,1,68,65,65,2,76,76,67,0,0,0,0,0,0,0,0,103887,5176.2206639
2,3,68,65,64,3,76,75,76,0,0,0,0,0,0,0,0,111875,5616.4682421
2,2,68,65,68,2,76,78,76,0,0,0,0,0,0,0,0,118062,9917.2421404
2,3,68,65,64,3,76,78,73,0,0,0,0,0,0,0,0,103784,4277.0371707
2,3,65,65,62,4,76,76,76,0,0,0,0,0,0,0,0,104484,5558.0459771
2,2,68,65,66,2,76,80,76,0,0,0,0,0,0,0,0,100124,10019.877635
1,2,68,65,68,4,76,80,75,0,0,0,0,0,0,0,0,114065,10312.521535
3,3,68,65,65,2,76,80,75,0,0,0,0,0,0,0,0,102822,4720.0922191
3,3,72,65,68,3,76,80,72,0,0,0,0,0,0,0,0,117790,2490.9952562
3,3,67,65,65,3,76,78,74,0,0,0,0,0,0,0,0,101313,11575.382757
2,2,65,65,60,1,76,76,72,0,0,0,0,0,0,0,0,101022,3988.9171693
1,1,65,65,65,4,76,76,76,0,0,0,0,0,0,0,0,104923,1132.4144562
2,1,67,65,66,1,76,77,76,0,0,0,0,0,0,0,0,116742,6764.0995917
2,3,71,65,58,3,76,76,80,0,0,0,0,0,0,0,0,107526,4939.31545
2,3,67,65,63,3,76,76,73,0,0,0,0,0,0,0,0,107402,7801.4849677
2,1,68,65,68,1,76,80,76,0,0,0,0,0,0,0,0,111209,4577.8667995
2,2,70,65,70,4,76,76,76,0,0,1,0,1,0,1,0,118043,1026.818298
2,2,67,65,60,2,76,80,74,0,0,0,0,0,0,0,0,111255,2602.9876437
3,3,71,65,68,3,76,82,75,0,0,0,0,0,0,0,0,113372,6596.1663105
2,3,73,65,73,1,76,78,76,0,0,0,0,0,0,0,0,104880,9541.4933067
2,2,70,65,68,3,76,82,76,0,0,0,0,0,0,0,0,112049,5268.5423845
2,1,65,65,65,1,76,76,76,0,0,0,0,0,0,0,0,104749,9889.7490366
1,2,72,65,65,4,76,80,76,0,0,0,0,0,0,0,0,117056,8742.1192648
3,3,70,65,70,3,76,80,73,0,0,0,0,0,0,0,0,113297,7216.3142036
2,3,70,65,60,2,76,75,70,0,0,0,0,0,0,0,0,101777,7941.0451381
2,2,70,65,68,2,76,80,74,0,0,0,0,0,0,0,0,105240,4371.006802
3,3,69,65,69,4,76,80,80,0,0,0,0,0,0,0,0,104033,4700.6894648
1,1,67,65,63,1,76,80,78,0,0,0,0,0,0,0,0,115449,11411.114784
2,1,70,65,70,1,76,76,76,0,0,0,0,0,0,0,0,109565,5011.5218484
2,2,70,65,65,2,76,78,76,0,0,0,0,0,0,0,0,102637,5956.7849012
3,3,69,65,65,3,76,76,72,0,0,0,0,0,0,0,0,110593,7707.6980777
3,1,70,65,67,1,76,76,72,0,0,0,0,0,0,0,0,113017,6965.9395536
2,1,65,65,65,1,76,76,76,0,0,0,0,0,0,0,0,116590,2142.3175596
0,4,65,65,65,4,76,90,76,0,0,0,0,0,0,0,0,105690,12526.624477
2,3,70,65,67,3,76,76,72,0,0,0,0,0,0,0,0,109763,6300.1436741
2,1,65,65,65,1,76,76,76,0,0,0,0,0,0,0,0,111432,11291.436743
1,2,70,65,68,2,76,74,72,0,0,0,0,0,0,0,0,104524,1458.401416
2,3,73,65,68,3,76,80,76,0,0,0,0,0,0,0,0,109636,3536.5982585
2,2,68,65,68,2,76,78,75,0,0,0,0,0,0,0,0,111307,9865.5475886
2,3,70,65,65,3,76,76,70,0,0,0,0,0,0,0,0,112577,3790.1740104
3,1,72,65,72,3,76,84,76,0,0,0,0,0,0,0,0,103763,9777.6608593
3,3,76,65,75,3,76,80,75,0,0,0,0,0,0,0,0,115061,12468.586514
2,3,74,65,68,3,76,80,74,0,0,0,0,0,0,0,0,106694,5871.8097016
1,4,70,65,65,4,76,76,70,0,0,0,0,0,0,0,0,113472,963.16190962
2,3,69,65,70,3,76,78,72,0,0,0,0,0,0,0,0,112491,5905.3610087
3,3,67,65,60,3,76,80,72,0,0,0,0,0,0,0,0,113079,10086.116138
1,2,68,65,65,1,76,78,78,0,0,0,0,0,0,0,0,112815,7010.7901357
3,3,68,65,65,3,77,79,74,0,0,0,0,0,0,0,0,104269,5994.0138068
2,3,71,65,69,3,77,82,76,0,0,0,0,0,0,0,0,107988,12349.010335
2,2,70,65,62,2,77,77,70,0,0,0,0,0,0,0,0,109705,4182.9219299
1,1,68,65,68,1,77,80,76,0,0,0,0,0,0,0,0,101571,6066.4970567
2,3,65,65,65,1,77,77,77,0,0,0,0,0,0,0,0,109457,4415.7816622
1,2,68,65,65,2,77,80,73,0,0,0,0,0,0,0,0,116826,17308.437749
1,1,65,65,65,1,77,77,77,0,0,0,0,0,0,0,0,105367,3172.5125139
2,3,65,65,65,3,77,77,77,0,0,1,0,1,0,1,0,105327,8054.6129069
3,3,70,65,65,3,77,85,85,0,0,0,0,0,0,0,0,114276,12125.20907
3,3,66,65,65,3,77,80,70,0,0,0,0,0,0,0,0,104581,10701.11643
2,2,69,65,65,2,77,72,72,0,0,0,0,0,0,0,0,107343,5886.3041349
1,2,76,65,63,2,77,72,72,0,1,1,0,0,1,1,0,108077,12294.287163
2,3,65,65,60,3,77,77,70,0,0,0,0,0,0,0,0,111937,5799.9984068
2,1,70,65,62,1,77,80,77,0,0,0,0,0,0,0,0,109259,2597.2358535
2,3,72,65,65,4,77,80,80,0,0,1,0,1,0,1,0,106363,9131.7089307
2,3,70,65,68,3,77,80,75,0,0,0,0,0,0,0,0,116832,4349.2274625
2,2,69,65,69,2,77,82,74,0,0,0,0,0,0,0,0,101248,13499.93596
3,3,68,65,65,3,77,77,75,0,0,0,0,0,0,0,0,110641,3693.5935748
1,1,70,65,65,1,77,77,77,0,0,0,0,0,0,0,0,102887,12896.255975
3,3,68,65,70,3,77,78,75,0,0,0,0,0,0,0,0,102935,11576.679432
3,3,68,65,68,3,77,80,77,0,0,0,0,0,0,0,0,102790,2562.102879
1,2,70,65,69,1,77,77,77,0,0,0,0,0,0,0,0,101202,4348.7106101
2,2,70,65,65,2,77,80,77,0,0,0,0,0,0,0,0,103749,6535.2401102
2,1,70,65,68,1,77,85,73,0,0,0,0,0,0,0,0,105571,4862.2515299
1,2,70,65,65,2,77,82,77,0,0,0,0,0,0,0,0,115342,8896.218655
2,3,68,65,65,3,77,80,80,0,0,0,0,0,0,0,0,108414,2863.349778
2,3,72,65,65,3,77,85,80,0,0,0,0,0,0,0,0,117645,5028.0893408
2,3,74,65,65,3,77,80,80,0,0,0,0,0,0,0,0,101741,3425.846221
1,2,77,65,75,2,77,65,75,0,0,0,0,0,0,0,0,116118,6859.0720169
2,1,65,65,65,1,77,77,77,0,0,0,0,0,0,0,0,107102,5405.3156819
3,3,71,65,69,3,77,82,80,0,0,0,0,0,0,0,0,112443,10762.500753
2,3,68,65,62,3,78,83,78,0,0,0,0,0,0,0,0,107809,12299.960605
1,5,68,65,65,4,78,80,80,1,0,0,0,0,0,0,0,116150,4840.2902794
2,3,68,65,65,3,78,82,78,0,0,0,0,0,0,0,0,105618,925.59925533
2,3,69,65,62,1,78,78,78,0,0,0,0,0,0,0,0,100813,8834.5092836
1,2,70,65,66,1,78,82,82,0,0,0,0,0,0,0,0,108365,1974.6012656
2,4,70,65,68,2,78,80,78,0,0,0,0,0,0,0,0,107661,7570.6886725
2,3,68,65,68,3,78,78,76,0,0,0,0,0,0,0,0,115043,7240.9115421
2,3,72,65,68,3,78,78,75,0,0,0,0,0,0,0,0,108086,6982.558892
0,4,71,65,65,4,78,84,78,0,0,0,0,0,0,0,0,113158,3347.1181547
2,1,68,65,68,3,78,75,78,0,0,0,0,0,0,0,0,109478,8357.1777846
2,2,68,65,65,2,78,78,73,0,0,0,0,0,0,0,0,107580,10041.391256
1,2,72,65,70,2,78,83,80,0,0,0,0,0,0,0,0,102240,5413.8315015
2,3,68,65,65,3,78,82,78,0,0,0,0,0,0,0,0,105532,15204.463573
2,1,70,65,64,2,78,80,80,0,0,0,0,0,0,0,0,112920,4591.3507863
2,4,68,65,65,1,78,78,78,0,0,0,0,0,0,0,0,109071,10570.089661
2,2,70,65,68,2,78,83,76,0,0,0,0,0,0,0,0,108390,4348.5046501
2,4,65,65,60,4,78,78,78,0,0,0,0,0,0,0,0,118297,3272.5668911
1,1,70,65,65,2,78,78,78,0,0,0,0,0,0,0,0,116037,5075.5591519
2,3,68,65,65,3,78,80,78,0,0,0,0,0,0,0,0,112519,11268.52942
2,4,73,65,65,1,78,78,78,0,0,0,0,0,0,0,0,103619,3335.5573742
2,2,70,65,62,1,78,82,78,0,0,0,0,0,0,0,0,110573,9559.1771814
2,3,68,65,66,3,78,80,76,0,0,0,0,0,0,0,0,112592,10047.002471
1,1,65,65,63,4,78,85,78,0,0,0,0,0,0,0,0,104180,7978.4894476
2,4,65,65,68,4,78,84,74,0,0,0,0,0,0,0,0,104506,8707.9822921
1,1,68,65,68,2,78,78,78,0,0,0,0,0,0,0,0,101249,6317.5491379
2,2,70,65,70,2,78,85,78,0,0,0,0,0,0,0,0,115407,10360.052784
2,2,65,65,67,2,78,82,77,0,0,0,0,0,0,0,0,104845,5175.5029006
1,2,70,65,65,2,78,80,78,0,0,0,0,0,0,0,0,116610,10386.180445
3,3,68,65,65,3,78,82,75,0,0,0,0,0,0,0,0,117095,15744.035117
2,3,65,65,58,3,78,78,78,0,0,0,0,0,0,0,0,115388,6084.3287345
2,2,68,65,64,5,78,78,78,0,0,0,0,0,0,0,0,118017,5857.6120762
1,2,71,65,65,2,78,78,78,0,0,0,0,0,0,0,0,116019,5506.8136817
1,4,70,65,68,4,78,85,80,0,0,0,0,0,0,0,0,103692,6529.8832639
2,2,68,65,68,2,78,78,78,0,0,0,0,0,0,0,0,117591,6218.8148981
2,2,68,65,50,2,78,85,70,0,0,0,0,0,0,0,0,115967,9255.0444508
3,3,65,65,68,3,78,85,76,0,0,0,0,0,0,0,0,114389,13628.570194
2,3,68,65,65,3,78,85,80,0,0,0,0,0,0,0,0,114850,4230.7630636
2,3,70,65,72,3,78,82,72,0,0,0,0,0,0,0,0,107749,7878.7365098
2,1,65,65,65,4,78,64,78,0,0,1,0,0,0,0,0,100401,14127.343154
2,1,65,65,65,4,78,78,78,0,0,0,0,0,0,0,0,100348,8993.0313061
2,2,70,65,65,1,78,78,78,0,0,0,0,0,0,0,0,117902,1891.7143781
1,1,72,65,68,1,78,80,77,0,0,0,0,0,0,0,0,112007,12788.138578
3,3,72,65,70,3,78,82,70,0,0,0,0,0,0,0,0,117904,7367.7030185
3,3,68,65,74,3,78,80,74,0,0,0,0,0,0,0,0,115108,4264.0257661
2,3,68,65,65,4,78,78,78,0,0,1,0,1,0,1,0,114727,6699.1249801
1,1,65,65,65,1,78,78,78,0,0,0,0,0,0,0,0,108421,2220.7970248
2,2,70,65,65,2,78,82,80,0,0,0,0,0,0,0,0,114087,4907.8700599
2,1,72,65,72,4,78,85,78,0,0,0,0,0,0,0,0,115775,8410.8603184
1,1,66,65,66,2,78,78,76,0,0,0,0,0,0,0,0,113667,3557.100295
2,3,68,65,65,3,78,80,78,0,0,0,0,0,0,0,0,115233,5036.6210718
2,1,68,65,63,4,78,80,82,0,0,0,0,0,0,0,0,104843,7204.1485035
2,3,66,65,65,3,78,78,78,0,0,0,0,0,0,0,0,114855,10411.815768
3,3,69,65,69,3,78,84,80,0,0,0,0,0,0,0,0,104795,9497.6609493
2,4,70,65,68,4,78,80,78,0,0,0,0,0,0,0,0,112080,8659.2673395
0,1,70,65,72,2,78,85,77,0,0,0,0,0,0,0,0,105724,14747.359655
1,2,71,65,71,2,78,83,78,0,0,0,0,0,0,0,0,102776,10511.99851
1,1,67,65,67,1,78,79,79,0,0,0,0,0,0,0,0,112207,5218.4577052
1,1,65,65,65,1,78,78,78,0,0,0,0,0,0,0,0,109580,8357.3991164
2,1,68,65,68,1,78,82,78,0,0,0,0,0,0,0,0,114157,3598.5615417
3,3,65,65,65,3,78,78,78,0,0,0,0,0,0,0,0,108263,4106.9361281
2,3,72,65,65,4,78,78,78,0,0,0,0,0,0,0,0,107569,5722.3709412
2,2,70,65,66,2,78,83,74,0,0,0,0,0,0,0,0,105747,8940.9383491
3,2,68,65,65,2,78,85,70,0,0,0,0,0,0,0,0,101144,4818.5852395
2,2,70,65,70,2,78,75,78,0,1,1,0,0,0,0,0,104151,10413.204724
2,1,72,65,72,1,78,80,78,0,0,0,0,0,0,0,0,106254,14383.904842
2,1,67,65,67,4,78,85,78,0,0,0,0,0,0,0,0,107146,6903.727776
3,4,70,65,65,4,78,82,78,0,0,0,0,0,0,0,0,114110,9581.6567974
3,3,72,65,72,3,78,85,78,0,0,0,0,0,0,0,0,109130,8134.8439041
2,4,70,65,65,4,78,82,82,0,0,1,0,1,0,1,0,116996,2237.4747097
1,1,78,65,68,1,78,78,78,0,1,0,0,0,1,0,0,118177,6684.9249974
2,3,68,65,68,3,78,82,78,0,0,0,0,0,0,0,0,114556,9298.3005456
2,3,65,65,60,5,78,85,80,1,0,1,0,1,0,1,0,106293,5334.8138866
3,4,68,65,65,1,78,78,78,0,0,0,0,0,0,0,0,115854,9561.3450831
2,3,68,65,58,3,78,83,75,0,0,0,0,0,0,0,0,104622,4480.1336366
0,4,70,65,68,1,78,78,78,0,0,0,0,0,0,0,0,100267,8463.7337996
2,3,70,65,65,3,78,81,76,0,0,0,0,0,0,0,0,116016,8021.7218428
3,3,68,65,65,3,78,82,78,0,0,0,0,0,0,0,0,111399,8583.3219633
2,3,68,65,68,3,78,82,79,0,0,0,0,0,0,0,0,103525,4189.2776512
2,1,70,65,70,4,78,70,78,0,0,1,0,0,0,0,0,111358,4615.8055772
0,2,68,65,68,4,78,70,73,0,0,0,0,0,0,0,0,110718,4527.1254391
2,2,65,65,65,1,78,75,75,0,0,0,0,0,0,0,0,101525,10182.770659
