"DOEID","BA_climate","IECC_climate_code","UATYP10","NWEIGHT"
103572,Mixed-Humid,4A,U,4305.3201558
118054,Mixed-Humid,4A,U,7498.3195149
107327,Mixed-Humid,4A,U,3811.424939
101396,Mixed-Humid,4A,U,7071.6379061
109248,Mixed-Humid,4A,U,7716.4168099
109647,Mixed-Humid,4A,U,12495.373713
106134,Mixed-Humid,4A,U,6482.6723588
111742,Mixed-Humid,4A,U,11424.422345
105592,Mixed-Humid,4A,U,14771.143263
111705,Mixed-Humid,4A,U,4759.9450276
111439,Mixed-Humid,4A,U,4124.0964394
110725,Mixed-Humid,4A,U,6185.2477495
114820,Mixed-Humid,4A,U,5705.8683168
100271,Mixed-Humid,4A,U,6440.2988756
107824,Mixed-Humid,4A,U,11549.409915
105853,Mixed-Humid,4A,U,6491.940907
109917,Mixed-Humid,4A,U,6289.0413226
113156,Mixed-Humid,4A,U,6739.0167936
109401,Mixed-Humid,4A,U,9227.7122181
101649,Mixed-Humid,4A,U,4678.5619584
117080,Mixed-Humid,4A,U,6363.8047806
104106,Mixed-Humid,4A,U,4836.6529465
108883,Mixed-Humid,4A,U,9832.9001753
102097,Mixed-Humid,4A,U,8200.1469945
108338,Mixed-Humid,4A,U,1462.8050389
104531,Mixed-Humid,4A,U,1481.3175594
116074,Mixed-Humid,4A,U,6045.31888
106546,Mixed-Humid,4A,U,11028.438045
112290,Mixed-Humid,4A,U,12963.89899
112689,Mixed-Humid,4A,U,9912.5651552
116815,Mixed-Humid,4A,U,5934.6699499
100119,Mixed-Humid,4A,U,5083.1913119
115295,Mixed-Humid,4A,U,3280.2880474
104624,Mixed-Humid,4A,U,11240.399501
111245,Mixed-Humid,4A,U,4903.1409081
116574,Mixed-Humid,4A,U,6617.9067537
101438,Mixed-Humid,4A,U,6567.1634977
103591,Mixed-Humid,4A,U,7187.6289376
105346,Mixed-Humid,4A,U,3994.8033545
112053,Mixed-Humid,4A,U,11200.319837
108875,Mixed-Humid,4A,U,6063.1700292
117248,Mixed-Humid,4A,U,4857.7329439
108085,Mixed-Humid,4A,U,8216.5916982
109977,Mixed-Humid,4A,U,6803.5686998
115133,Mixed-Humid,4A,U,4952.1425554
105424,Mixed-Humid,4A,U,11084.325934
116433,Mixed-Humid,4A,U,4429.1368707
111924,Mixed-Humid,4A,U,12623.245065
103436,Mixed-Humid,4A,U,6358.3650703
110593,Mixed-Humid,4A,U,7707.6980777
104815,Mixed-Humid,4A,U,4300.7321738
106490,Mixed-Humid,4A,U,8854.1560156
105293,Mixed-Humid,4A,U,7209.7372427
113974,Mixed-Humid,4A,U,3693.7522995
117131,Mixed-Humid,4A,U,1976.6596184
118465,Mixed-Humid,4A,U,12343.740643
109432,Mixed-Humid,4A,U,7389.7831838
117835,Mixed-Humid,4A,U,5982.6914654
112852,Mixed-Humid,4A,U,5559.0541968
101518,Mixed-Humid,4A,U,10597.791207
114339,Mixed-Humid,4A,U,3375.2843915
107836,Mixed-Humid,4A,U,7961.1627335
111181,Mixed-Humid,4A,U,950.39215365
108204,Mixed-Humid,4A,U,14629.268254
115307,Mixed-Humid,4A,U,10482.65187
115175,Mixed-Humid,4A,U,7031.0439761
114597,Mixed-Humid,4A,U,3375.6993239
105407,Mixed-Humid,4A,U,7418.3816701
114574,Mixed-Humid,4A,U,7278.0714789
114062,Mixed-Humid,4A,U,6206.2265851
101010,Mixed-Humid,4A,U,12270.033553
101128,Mixed-Humid,4A,U,9201.5415931
110753,Mixed-Humid,4A,U,8773.2334724
108378,Mixed-Humid,4A,U,5337.1654169
118332,Mixed-Humid,4A,U,12146.614961
104067,Mixed-Humid,4A,U,3995.1865266
105833,Mixed-Humid,4A,U,5877.4590185
101468,Mixed-Humid,4A,U,12619.944834
113094,Mixed-Humid,4A,U,5605.646675
114087,Mixed-Humid,4A,U,4907.8700599
117187,Mixed-Humid,4A,U,2521.256618
116597,Mixed-Humid,4A,U,1640.1090404
108714,Mixed-Humid,4A,U,10830.937488
100266,Mixed-Humid,4A,U,2665.8405806
109807,Mixed-Humid,4A,U,7410.0432834
103680,Mixed-Humid,4A,U,5384.3284582
112661,Mixed-Humid,4A,U,4283.9390832
112841,Mixed-Humid,4A,U,13015.802372
101775,Mixed-Humid,4A,U,6665.6557938
111098,Mixed-Humid,4A,U,6217.158092
107128,Mixed-Humid,4A,U,8124.2689315
108850,Mixed-Humid,4A,U,4653.0176211
111613,Mixed-Humid,4A,U,9573.9363616
105226,Mixed-Humid,4A,U,6363.8047806
103346,Mixed-Humid,4A,U,6390.1646483
108862,Mixed-Humid,4A,U,2123.1454442
108287,Mixed-Humid,4A,U,6631.4790718
109857,Mixed-Humid,4A,U,6729.3562085
110575,Mixed-Humid,4A,U,5192.5944402
115069,Mixed-Humid,4A,U,4974.466617
108521,Mixed-Humid,4A,U,1899.8147217
102721,Mixed-Humid,4A,U,15757.862323
110080,Mixed-Humid,4A,U,8293.0456138
109601,Mixed-Humid,4A,U,7389.7852263
111594,Mixed-Humid,4A,U,9212.8135365
110328,Mixed-Humid,4A,U,9717.4184005
108324,Mixed-Humid,4A,U,2527.8105697
105289,Mixed-Humid,4A,U,8146.8977931
111831,Mixed-Humid,4A,U,13755.913755
106558,Mixed-Humid,4A,U,4545.7252971
101839,Mixed-Humid,4A,U,1359.1527063
112209,Mixed-Humid,4A,U,7187.6289376
100398,Mixed-Humid,4A,U,6425.4351753
115347,Mixed-Humid,4A,U,4844.3161909
115302,Mixed-Humid,4A,U,3861.3432047
112078,Mixed-Humid,4A,U,4922.5686401
100965,Mixed-Humid,4A,U,13124.868877
101038,Mixed-Humid,4A,U,6060.1027984
112306,Mixed-Humid,4A,U,6632.4987664
102593,Mixed-Humid,4A,U,10556.1059
118298,Mixed-Humid,4A,U,1522.5302526
118364,Mixed-Humid,4A,U,5190.6716075
100828,Mixed-Humid,4A,U,7045.1049448
114609,Mixed-Humid,4A,U,5894.8512544
117461,Mixed-Humid,4A,U,9297.7696557
115915,Mixed-Humid,4A,U,3947.0360384
112765,Mixed-Humid,4A,U,5324.4723217
104044,Mixed-Humid,4A,U,7767.4605275
100275,Mixed-Humid,4A,U,4591.5146604
100944,Mixed-Humid,4A,U,2918.8110465
115759,Mixed-Humid,4A,U,5696.6286457
107453,Mixed-Humid,4A,U,7267.0363088
118339,Mixed-Humid,4A,U,4556.8560799
100149,Mixed-Humid,4A,U,10267.294841
115165,Mixed-Humid,4A,U,5146.0152552
110393,Mixed-Humid,4A,U,2812.2965979
107493,Mixed-Humid,4A,U,8640.7454438
116312,Mixed-Humid,4A,U,1635.4268131
111500,Mixed-Humid,4A,U,6670.6266822
113406,Mixed-Humid,4A,U,6875.4534871
105763,Mixed-Humid,4A,U,8562.4085474
114333,Mixed-Humid,4A,U,6897.2564053
105859,Mixed-Humid,4A,U,5108.8092186
107303,Mixed-Humid,4A,U,3227.8752514
111777,Mixed-Humid,4A,U,3733.5447104
111222,Mixed-Humid,4A,U,7476.3979458
107957,Mixed-Humid,4A,U,4162.2802595
103605,Mixed-Humid,4A,U,5506.5380203
100886,Mixed-Humid,4A,U,10437.373997
110334,Mixed-Humid,4A,U,8427.5931643
109349,Mixed-Humid,4A,U,5203.4203274
100765,Mixed-Humid,4A,U,11271.955796
115563,Mixed-Humid,4A,U,6563.6228604
118267,Mixed-Humid,4A,U,6578.5988749
112778,Mixed-Humid,4A,U,7253.650829
109109,Mixed-Humid,4A,U,8571.4019609
101203,Mixed-Humid,4A,U,7814.2527945
113741,Mixed-Humid,4A,U,7815.6254395
100169,Mixed-Humid,4A,U,8116.6883252
117656,Mixed-Humid,4A,U,12222.897111
108678,Mixed-Humid,4A,U,6465.5612711
100673,Mixed-Humid,4A,U,1619.7464405
103584,Mixed-Humid,4A,U,5890.2377629
111683,Mixed-Humid,4A,U,5742.0547045
116274,Mixed-Humid,4A,U,4735.8687137
102441,Mixed-Humid,4A,U,6888.2341949
113174,Mixed-Humid,4A,U,12736.1257
107271,Mixed-Humid,4A,U,7525.4790229
114357,Mixed-Humid,4A,U,7324.2198296
117021,Mixed-Humid,4A,U,6945.4278043
115811,Mixed-Humid,4A,U,3786.7489059
116320,Mixed-Humid,4A,U,6875.8306073
107735,Mixed-Humid,4A,U,3747.2052038
116992,Mixed-Humid,4A,U,5346.9806792
115452,Mixed-Humid,4A,U,8339.9275648
116995,Mixed-Humid,4A,U,13023.60859
111104,Mixed-Humid,4A,U,1813.0890013
116124,Mixed-Humid,4A,U,9087.4201375
115054,Mixed-Humid,4A,U,10125.131513
113509,Mixed-Humid,4A,U,7458.26448
117227,Mixed-Humid,4A,U,5697.9525831
102570,Mixed-Humid,4A,U,7059.2809145
114156,Mixed-Humid,4A,U,6757.7996179
118039,Mixed-Humid,4A,U,6883.3487337
100075,Mixed-Humid,4A,U,8892.4784428
104873,Mixed-Humid,4A,U,5672.5182787
110843,Mixed-Humid,4A,U,6008.9938078
109581,Mixed-Humid,4A,U,1724.9509049
109780,Mixed-Humid,4A,U,1387.9494599
112408,Mixed-Humid,4A,U,2348.3577899
106776,Mixed-Humid,4A,U,1987.980876
104306,Mixed-Humid,4A,U,1452.7115866
109591,Mixed-Humid,4A,U,6482.9479959
113504,Mixed-Humid,4A,U,3789.8313511
105399,Mixed-Humid,4A,U,1064.7389415
104808,Mixed-Humid,4A,U,5379.2874967
112432,Mixed-Humid,4A,U,3781.0748595
105355,Mixed-Humid,4A,U,9061.7279472
117832,Mixed-Humid,4A,U,3723.5818327
103940,Mixed-Humid,4A,U,12802.026539
109247,Mixed-Humid,4A,U,2764.2635108
117323,Mixed-Humid,4A,U,4854.5833649
103915,Mixed-Humid,4A,U,7717.0144176
112179,Mixed-Humid,4A,U,4051.0080436
116173,Mixed-Humid,4A,U,2527.8105697
110759,Mixed-Humid,4A,U,9270.3044301
111247,Mixed-Humid,4A,U,3807.3096322
106462,Mixed-Humid,4A,U,1318.7569994
116959,Mixed-Humid,4A,U,7131.2043357
105685,Mixed-Humid,4A,U,4106.1902846
101166,Mixed-Humid,4A,U,12963.89899
109126,Mixed-Humid,4A,U,1443.8159963
108745,Mixed-Humid,4A,U,11151.06
109251,Mixed-Humid,4A,U,9605.0502763
116250,Mixed-Humid,4A,U,7839.8684419
113221,Mixed-Humid,4A,U,5314.0312448
118375,Mixed-Humid,4A,U,2798.7156932
117973,Mixed-Humid,4A,U,6956.0913318
108499,Mixed-Humid,4A,U,7696.2981772
111854,Mixed-Humid,4A,U,10457.574629
103295,Mixed-Humid,4A,U,12099.822469
112525,Mixed-Humid,4A,U,7561.5714882
105742,Mixed-Humid,4A,U,9542.3481345
107730,Mixed-Humid,4A,U,7598.8922394
102799,Mixed-Humid,4A,U,12236.716932
111118,Mixed-Humid,4A,U,9764.974609
107246,Mixed-Humid,4A,U,6187.2794211
112172,Mixed-Humid,4A,U,6788.2124122
105666,Mixed-Humid,4A,U,12892.646671
100255,Mixed-Humid,4A,U,5084.3716389
109620,Mixed-Humid,4A,U,5541.2224984
100489,Mixed-Humid,4A,U,5353.933476
106735,Mixed-Humid,4A,U,9378.7567069
117759,Mixed-Humid,4A,U,7163.8664532
112491,Mixed-Humid,4A,U,5905.3610087
102188,Mixed-Humid,4A,U,7894.7739522
112352,Mixed-Humid,4A,U,9091.7002029
117726,Mixed-Humid,4A,U,6399.4502657
103505,Mixed-Humid,4A,U,11539.695245
113567,Mixed-Humid,4A,U,3791.1714664
113445,Mixed-Humid,4A,U,5338.5653449
114209,Mixed-Humid,4A,U,3826.9522526
113326,Mixed-Humid,4A,U,8356.1064606
103240,Mixed-Humid,4A,U,5993.5993648
110556,Mixed-Humid,4A,U,849.6373516
103678,Mixed-Humid,4A,U,1230.0734359
111507,Mixed-Humid,4A,U,5234.6774519
101309,Mixed-Humid,4A,U,14881.578059
116429,Mixed-Humid,4A,U,10979.108903
114931,Mixed-Humid,4A,U,3661.0616415
111392,Mixed-Humid,4A,U,1443.3872537
102569,Mixed-Humid,4A,U,3115.6799065
107012,Mixed-Humid,4A,U,4419.7457298
106875,Mixed-Humid,4A,U,6594.4717599
102855,Mixed-Humid,4A,U,13188.545023
114119,Mixed-Humid,4A,U,5351.3177421
109473,Mixed-Humid,4A,U,6353.7713914
109267,Mixed-Humid,4A,U,9202.4526853
109368,Mixed-Humid,4A,U,2147.675282
110451,Mixed-Humid,4A,U,7470.0258911
108830,Mixed-Humid,4A,U,4236.0963286
101190,Mixed-Humid,4A,U,6535.2532395
102399,Mixed-Humid,4A,U,4832.1334079
109079,Mixed-Humid,4A,U,5729.2627402
109056,Mixed-Humid,4A,U,12181.902558
104958,Mixed-Humid,4A,U,12534.940322
117118,Mixed-Humid,4A,U,1576.3064963
105735,Mixed-Humid,4A,U,10353.969905
109155,Mixed-Humid,4A,U,4448.9376197
109078,Mixed-Humid,4A,U,8405.9128084
114293,Mixed-Humid,4A,U,7811.0502371
116302,Mixed-Humid,4A,U,8084.7877443
107481,Mixed-Humid,4A,U,12872.025493
102609,Mixed-Humid,4A,U,6562.9436584
108660,Mixed-Humid,4A,U,8638.8159217
109466,Mixed-Humid,4A,U,4277.0056937
104468,Mixed-Humid,4A,U,12055.967071
107636,Mixed-Humid,4A,U,6164.6924521
106763,Mixed-Humid,4A,U,6999.879135
107590,Mixed-Humid,4A,U,11192.166033
114094,Mixed-Humid,4A,U,6769.4754584
105288,Mixed-Humid,4A,U,7188.4942923
114715,Mixed-Humid,4A,U,1692.4751489
114456,Mixed-Humid,4A,U,10669.388942
111252,Mixed-Humid,4A,U,6239.1367481
116875,Mixed-Humid,4A,U,13415.333905
107004,Mixed-Humid,4A,U,8042.125089
114437,Mixed-Humid,4A,U,9892.250356
110897,Mixed-Humid,4A,U,6474.023359
109203,Mixed-Humid,4A,U,5571.1144749
108852,Mixed-Humid,4A,U,2898.3952657
117004,Mixed-Humid,4A,U,3904.3818159
100845,Mixed-Humid,4A,U,7199.9212146
103779,Mixed-Humid,4A,U,12580.988669
115739,Mixed-Humid,4A,U,7449.3503423
114979,Mixed-Humid,4A,U,7646.0408445
109576,Mixed-Humid,4A,U,14101.565815
114443,Mixed-Humid,4A,U,1283.7355402
116976,Mixed-Humid,4A,U,10792.473744
100157,Mixed-Humid,4A,U,1997.3338393
109238,Mixed-Humid,4A,U,5793.103521
112543,Mixed-Humid,4A,U,2800.0943841
111279,Mixed-Humid,4A,U,6271.2261156
113219,Mixed-Humid,4A,U,7335.6060172
108615,Mixed-Humid,4A,U,4624.2498813
107781,Mixed-Humid,4A,U,5302.0623939
104581,Mixed-Humid,4A,U,10701.11643
110528,Mixed-Humid,4A,U,3697.2540729
115586,Mixed-Humid,4A,U,7346.4284585
109008,Mixed-Humid,4A,U,8522.4983989
100812,Mixed-Humid,4A,U,6155.249069
100856,Mixed-Humid,4A,U,6257.8982741
105249,Mixed-Humid,4A,U,4475.7409624
113307,Mixed-Humid,4A,U,7154.7423414
114828,Mixed-Humid,4A,U,5425.2857556
114660,Mixed-Humid,4A,U,6685.3201599
101742,Mixed-Humid,4A,U,11952.178216
103132,Mixed-Humid,4A,U,3665.1722889
112076,Mixed-Humid,4A,U,4376.7919373
116105,Mixed-Humid,4A,U,5616.9376692
114236,Mixed-Humid,4A,U,10152.022439
116443,Mixed-Humid,4A,U,6649.3228756
102670,Mixed-Humid,4A,U,4364.8718387
102891,Mixed-Humid,4A,U,5761.7638573
117613,Mixed-Humid,4A,U,5072.0293979
100729,Mixed-Humid,4A,U,5339.2527416
109663,Mixed-Humid,4A,U,5975.2189058
107573,Mixed-Humid,4A,U,1563.9988585
104947,Mixed-Humid,4A,U,3880.3572018
118300,Mixed-Humid,4A,U,8493.069049
102631,Mixed-Humid,4A,U,950.39215365
116356,Mixed-Humid,4A,U,2626.047868
114694,Mixed-Humid,4A,U,7820.9621895
108924,Mixed-Humid,4A,U,6072.2977335
100454,Mixed-Humid,4A,U,4501.7287015
114726,Mixed-Humid,4A,U,6784.5471231
106076,Mixed-Humid,4A,U,12118.666607
116408,Mixed-Humid,4A,U,7631.6998649
114410,Mixed-Humid,4A,U,2986.1539631
109798,Mixed-Humid,4A,U,5535.388315
113644,Mixed-Humid,4A,U,3577.8583454
108084,Mixed-Humid,4A,U,11456.558177
111753,Mixed-Humid,4A,U,8330.3202327
107610,Mixed-Humid,4A,U,4056.5646563
116819,Mixed-Humid,4A,U,7363.6716864
115392,Mixed-Humid,4A,U,8959.1756556
109448,Mixed-Humid,4A,U,6844.7907465
110077,Mixed-Humid,4A,U,9663.6047239
101129,Mixed-Humid,4A,U,6956.0913318
116609,Mixed-Humid,4A,U,11367.508889
102335,Mixed-Humid,4A,U,2894.1310891
107569,Mixed-Humid,4A,U,5722.3709412
112143,Mixed-Humid,4A,U,4819.8025397
104818,Mixed-Humid,4A,U,8328.9511831
107270,Mixed-Humid,4A,U,5206.089838
105593,Mixed-Humid,4A,U,11132.351657
114823,Mixed-Humid,4A,U,5245.204396
116229,Mixed-Humid,4A,U,11565.986822
103405,Mixed-Humid,4A,U,1094.9062934
118139,Mixed-Humid,4A,U,7338.6977495
118064,Mixed-Humid,4A,U,5291.4729048
114376,Mixed-Humid,4A,U,4157.681605
111912,Mixed-Humid,4A,U,3399.8163597
113865,Mixed-Humid,4A,U,2337.3546869
112036,Mixed-Humid,4A,U,10595.487005
115756,Mixed-Humid,4A,U,7278.0714789
116416,Mixed-Humid,4A,U,7449.3503423
116957,Mixed-Humid,4A,U,6572.7101882
102580,Mixed-Humid,4A,U,5956.6522048
107156,Mixed-Humid,4A,U,5653.034508
113557,Mixed-Humid,4A,U,11132.351657
102095,Mixed-Humid,4A,U,7368.4106223
107176,Mixed-Humid,4A,U,9243.2958617
101957,Mixed-Humid,4A,U,3592.3818091
114256,Mixed-Humid,4A,U,4804.8809997
101554,Mixed-Humid,4A,U,2043.3364006
105655,Mixed-Humid,4A,U,5880.6164782
112230,Mixed-Humid,4A,U,10738.472196
114619,Mixed-Humid,4A,U,1526.4755975
118154,Mixed-Humid,4A,U,3033.3627075
103011,Mixed-Humid,4A,U,9096.7267961
114615,Mixed-Humid,4A,U,10281.920373
116877,Mixed-Humid,4A,U,7433.0767322
112546,Mixed-Humid,4A,U,6467.8209682
114369,Mixed-Humid,4A,U,853.70785523
104781,Mixed-Humid,4A,U,1464.6537756
101132,Mixed-Humid,4A,U,9660.0841282
117163,Mixed-Humid,4A,U,11418.935597
114224,Mixed-Humid,4A,U,3208.3293189
102720,Mixed-Humid,4A,U,2324.0615725
103553,Mixed-Humid,4A,U,4255.2807732
111071,Mixed-Humid,4A,U,9680.3246902
104681,Mixed-Humid,4A,U,4895.2205782
106629,Mixed-Humid,4A,U,6510.4550327
118285,Mixed-Humid,4A,U,12272.228967
112070,Mixed-Humid,4A,U,7822.5658974
111611,Mixed-Humid,4A,U,2012.8097957
105107,Mixed-Humid,4A,U,10162.638784
106683,Mixed-Humid,4A,U,1536.6284634
114929,Mixed-Humid,4A,U,10353.477419
109877,Mixed-Humid,4A,U,2526.4176104
114782,Mixed-Humid,4A,U,3733.1495583
116774,Mixed-Humid,4A,U,8121.8261033
116947,Mixed-Humid,4A,U,3918.3530729
112293,Mixed-Humid,4A,U,3258.7124556
110248,Mixed-Humid,4A,U,8111.854997
116691,Mixed-Humid,4A,U,4552.6478806
109013,Mixed-Humid,4A,U,6966.3554453
103439,Mixed-Humid,4A,U,4152.2114644
106812,Mixed-Humid,4A,U,10894.839808
113771,Mixed-Humid,4A,U,7337.896397
117522,Mixed-Humid,4A,U,12816.564317
110551,Mixed-Humid,4A,U,10222.103191
107915,Mixed-Humid,4A,U,5114.2709405
105598,Mixed-Humid,4A,U,6279.9149851
113577,Mixed-Humid,4A,U,4414.8396136
111442,Mixed-Humid,4A,U,5818.9414438
115820,Mixed-Humid,4A,U,3693.7522995
109873,Mixed-Humid,4A,U,6469.3443091
117450,Mixed-Humid,4A,U,10868.088236
102821,Mixed-Humid,4A,U,6922.0400556
102766,Mixed-Humid,4A,U,10792.524138
106640,Mixed-Humid,4A,U,13391.265073
106538,Mixed-Humid,4A,U,3583.4657902
116446,Mixed-Humid,4A,U,2248.6632954
104821,Mixed-Humid,4A,U,6338.9063807
102137,Mixed-Humid,4A,U,9718.2060277
114421,Mixed-Humid,4A,U,12673.615504
116619,Mixed-Humid,4A,U,4278.9495902
114676,Mixed-Humid,4A,U,5084.2157064
100333,Mixed-Humid,4A,U,4373.6233852
110851,Mixed-Humid,4A,U,12037.691227
113783,Mixed-Humid,4A,U,3706.7205333
113769,Mixed-Humid,4A,U,10208.823131
107973,Mixed-Humid,4A,U,3745.6089253
111666,Mixed-Humid,4A,U,10338.841772
105596,Mixed-Humid,4A,U,10798.390868
116561,Mixed-Humid,4A,U,3243.459065
115558,Mixed-Humid,4A,U,12656.881914
104831,Mixed-Humid,4A,U,6375.3869796
115792,Mixed-Humid,4A,U,8135.4612109
101048,Mixed-Humid,4A,U,3068.3716423
102065,Mixed-Humid,4A,U,4563.781001
105996,Mixed-Humid,4A,U,6251.9361706
109206,Mixed-Humid,4A,U,9144.941973
114678,Mixed-Humid,4A,U,2182.6019262
105376,Mixed-Humid,4A,U,10287.781095
114630,Mixed-Humid,4A,U,6067.8799838
111159,Mixed-Humid,4A,U,5358.8031399
116294,Mixed-Humid,4A,U,10094.985318
112552,Mixed-Humid,4A,U,11255.007793
116232,Mixed-Humid,4A,U,1236.5159083
106191,Mixed-Humid,4A,U,1202.5922604
108283,Mixed-Humid,4A,U,5946.9877751
114826,Mixed-Humid,4A,U,12425.917433
100741,Mixed-Humid,4A,U,4455.8612124
112384,Mixed-Humid,4A,U,12549.136237
108656,Mixed-Humid,4A,U,6639.3752265
103832,Mixed-Humid,4A,U,3518.5411741
101335,Mixed-Humid,4A,U,9491.2541245
117041,Mixed-Humid,4A,U,6230.7479247
103050,Mixed-Humid,4A,U,12026.086623
117725,Mixed-Humid,4A,U,4798.6173088
100343,Mixed-Humid,4A,U,3004.6463322
102210,Mixed-Humid,4A,U,8895.7433592
102287,Mixed-Humid,4A,U,4256.3143672
112255,Mixed-Humid,4A,U,19685.024079
108400,Mixed-Humid,4A,U,2643.4644122
100574,Mixed-Humid,4A,U,8249.523954
110664,Mixed-Humid,4A,U,6826.4523938
107696,Mixed-Humid,4A,U,6516.4393036
116641,Mixed-Humid,4A,U,10161.059599
106157,Mixed-Humid,4A,U,8343.6232444
109364,Mixed-Humid,4A,U,1604.4436415
106740,Mixed-Humid,4A,U,6075.9912166
101547,Mixed-Humid,4A,U,1860.6050611
112744,Mixed-Humid,4A,U,13297.505896
106067,Mixed-Humid,4A,U,5076.9033702
107916,Mixed-Humid,4A,U,5068.9829662
116366,Mixed-Humid,4A,U,5517.3077567
114242,Mixed-Humid,4A,U,13034.571453
106688,Mixed-Humid,4A,U,4943.8658812
116120,Mixed-Humid,4A,U,7075.5197938
106177,Mixed-Humid,4A,U,13181.724191
110416,Mixed-Humid,4A,U,10014.861703
114326,Mixed-Humid,4A,U,7266.6646001
104645,Mixed-Humid,4A,U,9566.4586703
107147,Mixed-Humid,4A,U,7191.1277295
112316,Mixed-Humid,4A,U,10559.154476
105813,Mixed-Humid,4A,U,10370.620973
108487,Mixed-Humid,4A,U,4529.1757711
104443,Mixed-Humid,4A,U,1102.9903024
112706,Mixed-Humid,4A,U,5916.3759349
110154,Mixed-Humid,4A,U,6096.6539778
112425,Mixed-Humid,4A,U,7573.6187495
115584,Mixed-Humid,4A,U,10991.863668
102630,Mixed-Humid,4A,U,7141.4047273
110310,Mixed-Humid,4A,U,5501.1827417
112603,Mixed-Humid,4A,U,5164.588419
112639,Mixed-Humid,4A,U,12285.888852
104089,Mixed-Humid,4A,U,14021.957887
114447,Mixed-Humid,4A,U,6590.0671021
109201,Mixed-Humid,4A,U,4638.8044551
105817,Mixed-Humid,4A,U,13301.513583
113548,Mixed-Humid,4A,U,5796.7519249
107331,Mixed-Humid,4A,U,6600.4513061
103166,Mixed-Humid,4A,U,8705.2188108
116233,Mixed-Humid,4A,U,6871.6630751
106415,Mixed-Humid,4A,U,12224.167086
113578,Mixed-Humid,4A,U,1908.8453791
102012,Mixed-Humid,4A,U,3822.1109238
107768,Mixed-Humid,4A,U,960.43060071
105553,Mixed-Humid,4A,U,2539.3544714
110279,Mixed-Humid,4A,U,8240.3191383
112645,Mixed-Humid,4A,U,3146.0125865
110338,Mixed-Humid,4A,U,7058.4434146
112354,Mixed-Humid,4A,U,7273.7392157
113878,Mixed-Humid,4A,U,6346.7593762
118084,Mixed-Humid,4A,U,8629.9377362
100117,Mixed-Humid,4A,U,10631.987858
103291,Mixed-Humid,4A,U,4835.8338212
104494,Mixed-Humid,4A,U,7116.4596411
104132,Mixed-Humid,4A,U,8722.4180377
118481,Mixed-Humid,4A,U,5356.4394126
112733,Mixed-Humid,4A,U,3716.4951967
116903,Mixed-Humid,4A,U,4862.2515299
114193,Mixed-Humid,4A,U,3766.5902488
111520,Mixed-Humid,4A,U,6623.3033616
105881,Mixed-Humid,4A,U,13023.60859
103349,Mixed-Humid,4A,U,5701.8200029
109039,Mixed-Humid,4A,U,10500.482368
102383,Mixed-Humid,4A,U,4539.5844398
105126,Mixed-Humid,4A,U,7172.441012
112815,Mixed-Humid,4A,U,7010.7901357
115277,Mixed-Humid,4A,U,5320.0037203
108259,Mixed-Humid,4A,U,3787.8196483
111834,Mixed-Humid,4A,U,6271.4508722
108309,Mixed-Humid,4A,U,10059.415188
117654,Mixed-Humid,4A,U,7210.5735112
104846,Mixed-Humid,4A,U,9436.9447434
114089,Mixed-Humid,4A,U,7252.7203392
107722,Mixed-Humid,4A,U,4387.2802386
103854,Mixed-Humid,4A,U,9993.6846987
111072,Mixed-Humid,4A,U,912.42753191
101499,Mixed-Humid,4A,U,9318.0443508
107464,Mixed-Humid,4A,U,11075.62437
111581,Mixed-Humid,4A,U,7596.3055111
113161,Mixed-Humid,4A,U,5980.5796849
110273,Mixed-Humid,4A,U,1259.9219178
110357,Mixed-Humid,4A,U,4810.8748396
107421,Mixed-Humid,4A,U,8356.8026132
114623,Mixed-Humid,4A,U,2187.5538452
117599,Mixed-Humid,4A,U,8648.1402152
109827,Mixed-Humid,4A,U,4232.4441617
108404,Mixed-Humid,4A,U,3524.0427405
100268,Mixed-Humid,4A,U,3861.9024285
116333,Mixed-Humid,4A,U,4752.0949621
113164,Mixed-Humid,4A,U,6442.0506805
114870,Mixed-Humid,4A,U,12596.773138
104149,Mixed-Humid,4A,U,7118.3512503
116321,Mixed-Humid,4A,U,1536.1906099
101728,Mixed-Humid,4A,U,14145.119107
114073,Mixed-Humid,4A,U,6132.4054647
115668,Mixed-Humid,4A,U,6841.5168642
116406,Mixed-Humid,4A,U,5375.8393813
110224,Mixed-Humid,4A,U,6180.7668084
107318,Mixed-Humid,4A,U,13295.560003
117899,Mixed-Humid,4A,U,7395.8862981
108754,Mixed-Humid,4A,U,1230.0734359
109086,Mixed-Humid,4A,U,5115.0302991
101475,Mixed-Humid,4A,U,5934.9763623
117257,Mixed-Humid,4A,U,7658.6110038
111583,Mixed-Humid,4A,U,13203.834643
111654,Mixed-Humid,4A,U,7602.2545567
100960,Mixed-Humid,4A,U,7700.2457505
103125,Mixed-Humid,4A,U,3598.2600699
112301,Mixed-Humid,4A,U,4954.131686
117364,Mixed-Humid,4A,U,7416.0742454
109650,Mixed-Humid,4A,U,1190.4002186
107702,Mixed-Humid,4A,U,9009.4806805
100303,Mixed-Humid,4A,U,4506.0690254
118153,Mixed-Humid,4A,U,7500.927492
114104,Mixed-Humid,4A,U,8100.192468
113505,Mixed-Humid,4A,U,4464.8306215
111298,Mixed-Humid,4A,U,1536.6284634
108909,Mixed-Humid,4A,U,3866.5426492
107711,Mixed-Humid,4A,U,6421.228105
110903,Mixed-Humid,4A,U,7541.4990461
