"DOEID","BA_climate","IECC_climate_code","UATYP10","NWEIGHT"
109467,Cold,5A,R,6549.0320452
114893,Cold,5A,R,4800.6624365
110742,Cold,5A,R,4310.9155702
107632,Cold,5A,R,6787.6773004
106287,Cold,5A,R,4062.6003545
117847,Cold,5A,R,4503.2326323
113217,Cold,5A,R,5262.0162632
101123,Cold,5A,R,2740.3084374
117373,Cold,5A,R,5586.199523
106204,Cold,5A,R,14510.804648
103447,Cold,5A,R,5586.199523
101736,Cold,5A,R,6106.1326014
115728,Cold,5A,R,9140.5375235
109603,Cold,5A,R,7902.0367142
118120,Cold,5A,R,14498.274805
105659,Cold,5A,R,6953.1829735
109861,Cold,5A,R,8154.3615461
112515,Cold,5A,R,8665.6219137
104933,Cold,5A,R,9534.0545132
112539,Cold,5A,R,8814.4693992
110336,Cold,5A,R,16531.388855
108422,Cold,5A,R,6649.5004009
115134,Cold,5A,R,3513.5596821
115908,Cold,5A,R,14716.574312
108870,Cold,5A,R,6449.2481564
116377,Cold,5A,R,4507.2146209
116152,Cold,5A,R,2890.9185134
117185,Cold,5A,R,7489.2979802
113946,Cold,5A,R,4491.3122575
113610,Cold,5A,R,1807.6527981
108433,Cold,5A,R,3521.4867377
100366,Cold,5A,R,4039.1729276
106870,Cold,5A,R,9295.9977668
103621,Cold,5A,R,7530.9293112
104938,Cold,5A,R,4329.7049557
114460,Cold,5A,R,3482.6489423
107250,Cold,5A,R,8665.6219137
112475,Cold,5A,R,9301.0161751
105298,Cold,5A,R,4506.5409471
117582,Cold,5A,R,11222.881794
105531,Cold,5A,R,3905.7519051
112760,Cold,5A,R,7890.0795246
114992,Cold,5A,R,13362.975241
101262,Cold,5A,R,6406.1879904
113088,Cold,5A,R,5970.1326508
113793,Cold,5A,R,5218.4577052
117049,Cold,5A,R,9809.6080133
107622,Cold,5A,R,4007.1537734
101464,Cold,5A,R,3927.0904295
113733,Cold,5A,R,2569.2203619
108465,Cold,5A,R,4526.9767608
102189,Cold,5A,R,12606.442206
117792,Cold,5A,R,6514.3850182
105005,Cold,5A,R,7714.9617811
109184,Cold,5A,R,1852.9952404
103078,Cold,5A,R,3174.3013198
105991,Cold,5A,R,3285.2888432
102922,Cold,5A,R,4016.1698381
113254,Cold,5A,R,3374.1057033
110640,Cold,5A,R,12419.443515
114277,Cold,5A,R,6195.3312978
111244,Cold,5A,R,6318.5772455
105385,Cold,5A,R,5128.5737835
115534,Cold,5A,R,8454.6078952
116700,Cold,5A,R,3811.0209472
114046,Cold,5A,R,2289.0963633
102418,Cold,5A,R,10016.676216
112348,Cold,5A,R,2639.5962169
114948,Cold,5A,R,5371.0912401
103121,Cold,5A,R,5179.745601
118210,Cold,5A,R,10223.026799
117564,Cold,5A,R,3307.0341909
105498,Cold,5A,R,13297.713422
115301,Cold,5A,R,11962.414815
113258,Cold,5A,R,7647.0577403
107150,Cold,5A,R,3914.9737783
116686,Cold,5A,R,3764.9028653
101581,Cold,5A,R,7386.4062528
112506,Cold,5A,R,3127.7496164
102523,Cold,5A,R,11954.214926
101817,Cold,5A,R,12594.983882
105177,Cold,5A,R,4232.8180593
101774,Cold,5A,R,4135.578593
100058,Cold,5A,R,6502.6629788
104456,Cold,5A,R,5262.0162632
108038,Cold,5A,R,6539.2792914
105578,Cold,5A,R,10563.320947
107552,Cold,5A,R,2751.869136
113541,Cold,5A,R,4584.3563179
113322,Cold,5A,R,7508.6005915
117881,Cold,5A,R,8744.7437912
108981,Cold,5A,R,8507.0187614
117157,Cold,5A,R,7452.7723319
112809,Cold,5A,R,2885.2386435
118078,Cold,5A,R,9101.2655058
104650,Cold,5A,R,2095.8012398
100907,Cold,5A,R,3065.5047469
105008,Cold,5A,R,8802.9249638
103691,Cold,5A,R,8825.8578131
115767,Cold,5A,R,4535.8365605
108112,Cold,5A,R,3735.2462627
105606,Cold,5A,R,8495.1857893
115612,Cold,5A,R,6925.7595787
104262,Cold,5A,R,7902.0367142
115713,Cold,5A,R,8065.2197911
108314,Cold,5A,R,3723.8407478
114467,Cold,5A,R,16992.755554
112503,Cold,5A,R,4400.3971337
105417,Cold,5A,R,1835.3710044
105129,Cold,5A,R,4656.608395
108935,Cold,5A,R,8794.7715653
117023,Cold,5A,R,12000.085779
110776,Cold,5A,R,1796.5337742
106220,Cold,5A,R,7067.7669408
116836,Cold,5A,R,7743.9229283
115192,Cold,5A,R,5767.1946906
116475,Cold,5A,R,17393.54129
105280,Cold,5A,R,4712.8341571
113457,Cold,5A,R,5656.9335877
102382,Cold,5A,R,3656.7985663
107126,Cold,5A,R,14422.39618
114337,Cold,5A,R,3936.1371301
105403,Cold,5A,R,3144.6523597
116439,Cold,5A,R,8449.3404165
117884,Cold,5A,R,5446.5542821
110487,Cold,5A,R,8408.8031733
105865,Cold,5A,R,6549.6493111
101077,Cold,5A,R,2448.0470589
104866,Cold,5A,R,7349.4139638
102340,Cold,5A,R,8025.1779021
104247,Cold,5A,R,11007.975248
104977,Cold,5A,R,5218.4577052
116116,Cold,5A,R,1569.468646
116759,Cold,5A,R,3144.6523597
106681,Cold,5A,R,4437.1925487
101103,Cold,5A,R,8281.6843053
101814,Cold,5A,R,12536.278735
112581,Cold,5A,R,6932.4853489
112112,Cold,5A,R,4301.4163761
108284,Cold,5A,R,5989.2123669
108055,Cold,5A,R,4566.6981633
118006,Cold,5A,R,11007.975248
118184,Cold,5A,R,2116.6813499
109811,Cold,5A,R,6492.6553091
117571,Cold,5A,R,3180.0031766
105131,Cold,5A,R,3887.5575305
112779,Cold,5A,R,10600.469169
118348,Cold,5A,R,9476.8167493
105560,Cold,5A,R,14716.574312
109728,Cold,5A,R,2034.2301408
118176,Cold,5A,R,3920.3100015
108344,Cold,5A,R,6177.3160347
105892,Cold,5A,R,4063.671251
104414,Cold,5A,R,6554.7364843
115698,Cold,5A,R,5771.7334413
113306,Cold,5A,R,3309.7813964
110286,Cold,5A,R,3846.956263
105536,Cold,5A,R,4433.9522434
111857,Cold,5A,R,12219.285714
104613,Cold,5A,R,9140.5375235
116563,Cold,5A,R,4886.4572433
118059,Cold,5A,R,7389.0753715
100490,Cold,5A,R,3014.4203346
117527,Cold,5A,R,3715.750681
118314,Cold,5A,R,10116.034126
101550,Cold,5A,R,5369.8557223
108170,Cold,5A,R,9104.1544479
107166,Cold,5A,R,3522.032111
101864,Cold,5A,R,7506.2068662
101883,Cold,5A,R,3467.6960677
117403,Cold,5A,R,8371.3864254
112908,Cold,5A,R,3382.1325892
117520,Cold,5A,R,5129.6222148
111887,Cold,5A,R,3222.2444999
103929,Cold,5A,R,4566.6981633
111616,Cold,5A,R,3517.2238403
108236,Cold,5A,R,4027.1437176
116261,Cold,5A,R,7382.0676606
108512,Cold,5A,R,4337.7981638
112956,Cold,5A,R,5858.8867683
111768,Cold,5A,R,16780.300818
117047,Cold,5A,R,14716.574312
110660,Cold,5A,R,3522.0072141
102172,Cold,5A,R,3003.5263232
106557,Cold,5A,R,3653.1679418
110221,Cold,5A,R,7069.6332664
103751,Cold,5A,R,4623.4203572
116522,Cold,5A,R,5726.4945871
111540,Cold,5A,R,7698.9829421
110135,Cold,5A,R,7698.9829421
116271,Cold,5A,R,3294.6288628
107204,Cold,5A,R,8428.8869536
111607,Cold,5A,R,1499.4417708
112418,Cold,5A,R,3780.9524866
118146,Cold,5A,R,3438.4767447
101483,Cold,5A,R,7040.4045718
116973,Cold,5A,R,3684.6695148
100867,Cold,5A,R,6234.4023237
104796,Cold,5A,R,5307.4475422
101497,Cold,5A,R,4146.6036727
107886,Cold,5A,R,4584.3563179
103354,Cold,5A,R,8460.8000674
102925,Cold,5A,R,3528.0733305
104409,Cold,5A,R,6926.9025702
102557,Cold,5A,R,9003.3774786
109929,Cold,5A,R,1586.0104918
110631,Cold,5A,R,7770.26056
108727,Cold,5A,R,6451.3559563
109573,Cold,5A,R,3535.193226
107887,Cold,5A,R,7841.3417807
105482,Cold,5A,R,13737.598539
110675,Cold,5A,R,2947.4395741
106523,Cold,5A,R,16101.202179
102525,Cold,5A,R,3432.5983193
102549,Cold,5A,R,14063.205942
108603,Cold,5A,R,5854.9905992
110983,Cold,5A,R,14498.274805
109100,Cold,5A,R,12159.579694
100024,Cold,5A,R,1997.9487508
106417,Cold,5A,R,4566.2277276
111166,Cold,5A,R,11789.065473
117643,Cold,5A,R,5096.9537453
108609,Cold,5A,R,3764.9028653
116073,Cold,5A,R,5718.5854936
105584,Cold,5A,R,9140.5375235
115639,Cold,5A,R,4161.8660612
111032,Cold,5A,R,7131.5000654
115111,Cold,5A,R,3357.9313628
104553,Cold,5A,R,3846.3245085
110245,Cold,5A,R,3694.8438643
103492,Cold,5A,R,3472.0233181
115241,Cold,5A,R,14336.505914
102366,Cold,5A,R,5363.6412198
108964,Cold,5A,R,3983.1334585
104504,Cold,5A,R,3549.9590851
104660,Cold,5A,R,8794.7715653
117853,Cold,5A,R,7240.8701601
106071,Cold,5A,R,5979.7219245
112665,Cold,5A,R,3936.1371301
109419,Cold,5A,R,5294.8341812
108059,Cold,5A,R,7509.4926506
110130,Cold,5A,R,5586.199523
110781,Cold,5A,R,6363.2800106
117139,Cold,5A,R,5173.9919019
107047,Cold,5A,R,4960.9638513
118042,Cold,5A,R,1479.7779588
110579,Cold,5A,R,2859.8236097
114944,Cold,5A,R,5166.163581
104807,Cold,5A,R,14498.274805
106849,Cold,5A,R,3968.7117434
109421,Cold,5A,R,2843.0908503
112688,Cold,5A,R,8694.1630084
100334,Cold,5A,R,6024.1375764
117848,Cold,5A,R,4916.5473029
102703,Cold,5A,R,6253.7650972
108639,Cold,5A,R,7969.7212223
101015,Cold,5A,R,4174.1646887
103669,Cold,5A,R,12695.559998
106576,Cold,5A,R,10860.694906
106550,Cold,5A,R,7773.6784722
102722,Cold,5A,R,8326.2159873
108042,Cold,5A,R,2136.0793714
106007,Cold,5A,R,5577.2724595
115838,Cold,5A,R,6369.3319054
109327,Cold,5A,R,3285.2888432
105144,Cold,5A,R,13427.090278
102651,Cold,5A,R,8732.7608429
102810,Cold,5A,R,1954.7897916
109746,Cold,5A,R,8329.1703466
104848,Cold,5A,R,3196.2811163
116228,Cold,5A,R,16780.300818
109611,Cold,5A,R,1379.7031302
109907,Cold,5A,R,8983.5957414
114868,Cold,5A,R,5367.6755253
108506,Cold,5A,R,10547.024918
104294,Cold,5A,R,4746.2932716
112818,Cold,5A,R,4782.7404876
104913,Cold,5A,R,7625.3531439
117331,Cold,5A,R,5715.2574952
116827,Cold,5A,R,6712.2618902
114495,Cold,5A,R,2895.5509311
106277,Cold,5A,R,3754.8173147
116779,Cold,5A,R,3527.591178
106549,Cold,5A,R,4390.7292483
109782,Cold,5A,R,3529.2520937
104299,Cold,5A,R,4256.7036333
112160,Cold,5A,R,7556.2444049
107706,Cold,5A,R,10547.024918
115943,Cold,5A,R,10077.002365
110418,Cold,5A,R,3570.2645675
113571,Cold,5A,R,3288.0484895
100251,Cold,5A,R,5514.0366551
108921,Cold,5A,R,7506.2068662
104011,Cold,5A,R,10514.448514
103978,Cold,5A,R,6565.6867599
113820,Cold,5A,R,19263.442395
112345,Cold,5A,R,4496.4518055
103491,Cold,5A,R,7882.3085277
100350,Cold,5A,R,2905.3467729
103407,Cold,5A,R,4449.7194783
112357,Cold,5A,R,3210.315045
112210,Cold,5A,R,5882.4623178
118333,Cold,5A,R,7156.9791018
101370,Cold,5A,R,8456.0936959
115324,Cold,5A,R,8223.7175055
101290,Cold,5A,R,3348.817451
104780,Cold,5A,R,4302.1395292
115037,Cold,5A,R,3519.6222979
117924,Cold,5A,R,2280.3332031
114571,Cold,5A,R,9809.6080133
112178,Cold,5A,R,3816.8889708
106168,Cold,5A,R,5818.0305658
115394,Cold,5A,R,3511.0344829
110299,Cold,5A,R,7797.3071537
104105,Cold,5A,R,3116.2768174
105509,Cold,5A,R,1621.9745215
115430,Cold,5A,R,9077.8467482
104391,Cold,5A,R,4548.5877832
115531,Cold,5A,R,7481.6886524
115166,Cold,5A,R,9372.8518653
108315,Cold,5A,R,5632.4970338
106183,Cold,5A,R,3190.3875234
107400,Cold,5A,R,4364.5032493
103909,Cold,5A,R,4039.1729276
115631,Cold,5A,R,3916.3838065
100969,Cold,5A,R,4467.9549809
104251,Cold,5A,R,3402.8900675
106657,Cold,5A,R,11125.135279
110346,Cold,5A,R,2918.3183758
102290,Cold,5A,R,3463.683553
114802,Cold,5A,R,9140.5375235
104150,Cold,5A,R,4722.6650258
117918,Cold,5A,R,3936.1371301
112794,Cold,5A,R,7890.0795246
111260,Cold,5A,R,8825.8578131
102619,Cold,5A,R,2960.8248742
112513,Cold,5A,R,4121.2452542
112958,Cold,5A,R,6613.4967484
101658,Cold,5A,R,8509.8654568
106830,Cold,5A,R,3339.3096647
115100,Cold,5A,R,3438.4767447
112417,Cold,5A,R,3376.9911765
108045,Cold,5A,R,1270.6428142
114160,Cold,5A,R,3593.257353
104454,Cold,5A,R,1960.9648634
100265,Cold,5A,R,7890.0795246
116737,Cold,5A,R,8983.5957414
107556,Cold,5A,R,6319.8736524
106228,Cold,5A,R,6762.8704928
105954,Cold,5A,R,4244.5821464
100416,Cold,5A,R,16295.432802
110993,Cold,5A,R,7167.5200324
116706,Cold,5A,R,11084.005108
117194,Cold,5A,R,3490.945906
110705,Cold,5A,R,12419.443515
102432,Cold,5A,R,4450.3986135
107771,Cold,5A,R,4746.2932716
118324,Cold,5A,R,3585.938601
114734,Cold,5A,R,4242.3263561
109110,Cold,5A,R,1896.3926922
107445,Cold,5A,R,4778.3049478
111446,Cold,5A,R,6326.2969726
100286,Cold,5A,R,9405.2673738
113778,Cold,5A,R,4777.8450361
104124,Cold,5A,R,3986.7593884
113260,Cold,5A,R,7634.8734878
112969,Cold,5A,R,4610.6215692
100311,Cold,5A,R,9184.1488564
116227,Cold,5A,R,7049.6003932
105438,Cold,5A,R,4027.1437176
100065,Cold,5A,R,3992.3697215
110296,Cold,5A,R,4828.1006832
103117,Cold,5A,R,9741.4710071
102806,Cold,5A,R,7292.7339697
114168,Cold,5A,R,4193.2395252
114381,Cold,5A,R,7258.0678028
112254,Cold,5A,R,14295.794535
116202,Cold,5A,R,3448.4029564
100539,Cold,5A,R,5226.0022496
109681,Cold,5A,R,16006.640453
118412,Cold,5A,R,3785.6843464
103277,Cold,5A,R,2672.7590351
114511,Cold,5A,R,2754.7587342
115517,Cold,5A,R,11526.656422
108270,Cold,5A,R,10547.024918
109982,Cold,5A,R,5461.6498262
117745,Cold,5A,R,9116.8182795
101722,Cold,5A,R,4467.0532927
118050,Cold,5A,R,5218.4577052
101693,Cold,5A,R,12750.054238
102723,Cold,5A,R,10164.026164
112174,Cold,5A,R,5587.1721653
110881,Cold,5A,R,3764.9028653
104713,Cold,5A,R,3506.5129125
100609,Cold,5A,R,13456.048347
100089,Cold,5A,R,4808.4175778
116286,Cold,5A,R,3936.1371301
117693,Cold,5A,R,3428.6816124
103575,Cold,5A,R,3146.908047
117995,Cold,5A,R,3422.9186621
101965,Cold,5A,R,4335.1618881
102767,Cold,5A,R,12425.564467
104382,Cold,5A,R,5203.9332817
115413,Cold,5A,R,3679.8213182
105962,Cold,5A,R,3978.025242
102909,Cold,5A,R,3687.8228576
101687,Cold,5A,R,7599.0180377
100397,Cold,5A,R,9809.6080133
107342,Cold,5A,R,3754.7082102
101815,Cold,5A,R,9345.9434409
110980,Cold,5A,R,7280.0506243
108319,Cold,5A,R,11442.92101
108156,Cold,5A,R,7748.8129739
110625,Cold,5A,R,2895.5509311
115356,Cold,5A,R,8449.3404165
113434,Cold,5A,R,7386.4062528
106536,Cold,5A,R,3893.9784876
118343,Cold,5A,R,1800.7718423
114982,Cold,5A,R,3338.7208518
111743,Cold,5A,R,3646.8575841
100088,Cold,5A,R,9783.1120347
117611,Cold,5A,R,3936.1371301
110047,Cold,5A,R,1719.8988243
114976,Cold,5A,R,4042.3064612
114665,Cold,5A,R,6452.8722756
110145,Cold,5A,R,2610.1033444
100116,Cold,5A,R,9077.8467482
101237,Cold,5A,R,10069.982842
115956,Cold,5A,R,6413.4965748
113570,Cold,5A,R,6041.3532019
107106,Cold,5A,R,3684.6695148
108470,Cold,5A,R,4844.1974836
111135,Cold,5A,R,1483.8028235
115160,Cold,5A,R,7789.0773511
100883,Cold,5A,R,9755.54883
103910,Cold,5A,R,8604.2167881
116763,Cold,5A,R,7329.4809332
102329,Cold,5A,R,3107.1933872
100515,Cold,5A,R,9379.1546543
111921,Cold,5A,R,16789.449725
114903,Cold,5A,R,6115.8678074
117277,Cold,5A,R,13398.204533
118203,Cold,5A,R,3669.1450804
117169,Cold,5A,R,7744.1826404
101684,Cold,5A,R,9065.9494856
106176,Cold,5A,R,7273.0666046
108695,Cold,5A,R,9923.1650287
112497,Cold,5A,R,10235.877965
110496,Cold,5A,R,4370.4971523
105502,Cold,5A,R,3764.6485978
100772,Cold,5A,R,8972.1001525
106465,Cold,5A,R,6136.1598284
118483,Cold,5A,R,16101.202179
102887,Cold,5A,R,12896.255975
103599,Cold,5A,R,4337.7981638
106282,Cold,5A,R,3901.7880159
116630,Cold,5A,R,8454.8773446
117674,Cold,5A,R,3790.1036176
101051,Cold,5A,R,8014.4720121
116614,Cold,5A,R,6071.0528526
116928,Cold,5A,R,13207.686023
105831,Cold,5A,R,7600.1170046
115749,Cold,5A,R,5989.3769791
116567,Cold,5A,R,3801.9343809
110572,Cold,5A,R,7971.6269414
117369,Cold,5A,R,6715.4781847
117640,Cold,5A,R,5375.0146425
100069,Cold,5A,R,16880.058644
109893,Cold,5A,R,9228.3728262
103977,Cold,5A,R,7247.1253001
112731,Cold,5A,R,3883.3603452
104702,Cold,5A,R,5216.6238835
101657,Cold,5A,R,7635.3334252
101739,Cold,5A,R,2806.9167348
113470,Cold,5A,R,5439.4758671
109265,Cold,5A,R,5653.8426665
118030,Cold,5A,R,3684.6695148
111274,Cold,5A,R,4584.3563179
111105,Cold,5A,R,5491.7760793
107360,Cold,5A,R,4255.9070377
107529,Cold,5A,R,12352.83709
100408,Cold,5A,R,2569.2203619
100217,Cold,5A,R,7285.4481492
100718,Cold,5A,R,3669.1450804
103088,Cold,5A,R,3379.4245384
116850,Cold,5A,R,6106.2355458
105021,Cold,5A,R,9832.7065001
107038,Cold,5A,R,4249.0184001
101167,Cold,5A,R,12606.442206
100025,Cold,5A,R,8953.7520864
116018,Cold,5A,R,4314.2979518
115303,Cold,5A,R,4535.8365605
100715,Cold,5A,R,16992.755554
111833,Cold,5A,R,4094.0961751
116034,Cold,5A,R,8326.2159873
106714,Cold,5A,R,8825.8578131
116575,Cold,5A,R,10996.099171
104850,Cold,5A,R,7647.0577403
113255,Cold,5A,R,8249.0065941
116456,Cold,5A,R,3908.9941044
108933,Cold,5A,R,3867.7988707
117296,Cold,5A,R,3560.1431419
118159,Cold,5A,R,14316.34124
101715,Cold,5A,R,12567.235771
110241,Cold,5A,R,9823.0044606
113078,Cold,5A,R,3760.7127776
117771,Cold,5A,R,11787.233598
117268,Cold,5A,R,6177.3160347
115893,Cold,5A,R,6492.6553091
108518,Cold,5A,R,3714.8529195
108878,Cold,5A,R,3475.6933141
116200,Cold,5A,R,7530.9293112
112690,Cold,5A,R,6509.027212
106804,Cold,5A,R,7643.0795709
105822,Cold,5A,R,6341.3903671
114191,Cold,5A,R,3989.9022174
113206,Cold,5B,R,1987.5051914
110280,Cold,5B,R,4179.9826817
102000,Cold,5B,R,6137.5589162
112247,Cold,5B,R,2382.286535
109144,Cold,5B,R,5569.102005
106096,Cold,5B,R,9109.0578535
108005,Cold,5B,R,2062.4611042
114730,Cold,5B,R,4350.951365
114908,Cold,5B,R,5355.0008344
106596,Cold,5B,R,5593.8569648
110203,Cold,5B,R,8457.8322709
110844,Cold,5B,R,4125.6197497
100807,Cold,5B,R,3539.5944777
108491,Cold,5B,R,5729.7137303
100141,Cold,5B,R,2286.4781214
111034,Cold,5B,R,4397.6984489
111024,Cold,5B,R,6525.2080017
100797,Cold,5B,R,1899.8877154
104330,Cold,5B,R,9474.4866422
116662,Cold,5B,R,2069.4359345
113198,Cold,5B,R,4467.5418021
113742,Cold,5B,R,5555.2935387
109661,Cold,5B,R,4978.470012
105017,Cold,5B,R,2047.6007851
104252,Cold,5B,R,6314.6122703
105389,Cold,5B,R,3842.078429
116465,Cold,5B,R,4749.659539
112004,Cold,5B,R,2272.8019871
118263,Cold,5B,R,5419.851863
100092,Cold,5B,R,2200.7391781
103810,Cold,5B,R,4703.513431
108159,Cold,5B,R,5163.6592973
111014,Cold,5B,R,4421.8012959
113195,Cold,5B,R,5138.5867158
110915,Cold,5B,R,5056.9838799
112062,Cold,5B,R,4247.3450851
102825,Cold,5B,R,6297.3985216
118487,Cold,5B,R,4543.3109056
113661,Cold,5B,R,4006.9538556
106325,Cold,5B,R,2063.6254258
115666,Cold,5B,R,5056.2061431
112378,Cold,5B,R,6310.9801227
116845,Cold,5B,R,4523.5170808
108050,Cold,5B,R,2627.2982788
111779,Cold,5B,R,6358.4196499
116578,Cold,5B,R,2249.0077565
106738,Cold,5B,R,4610.657707
111780,Cold,5B,R,4724.0208021
112613,Cold,5B,R,5181.4593976
114413,Cold,5B,R,6060.5911005
100328,Cold,5B,R,5024.00918
106491,Cold,5B,R,2606.1373959
100375,Cold,5B,R,5565.4126903
106137,Cold,5B,R,2585.3970983
102847,Cold,5B,R,2445.9309135
115101,Cold,5B,R,4286.3246828
117180,Cold,5B,R,5676.643384
116793,Cold,5B,R,3671.5998154
102435,Cold,5B,R,5503.5968149
101601,Cold,5B,R,852.18507739
114329,Cold,5B,R,1938.892471
115077,Cold,5B,R,6348.8792991
114450,Cold,5B,R,1120.9744531
113730,Cold,5B,R,5567.5437359
109123,Cold,5B,R,2997.2657372
111029,Cold,5B,R,3496.2156897
112267,Cold,5B,R,5841.3594827
104954,Cold,5B,R,5879.2151228
112741,Cold,5B,R,4961.1998237
111161,Cold,5B,R,4625.6101792
111535,Cold,5B,R,4174.5619723
115570,Cold,5B,R,4845.7362226
118296,Cold,5B,R,4457.8765688
113587,Cold,5B,R,7224.2196228
118387,Cold,5B,R,8654.3427773
115751,Cold,5B,R,2009.8933236
101064,Cold,5B,R,5717.6724049
107228,Cold,5B,R,5441.4064304
108360,Cold,5B,R,4135.719685
118294,Cold,5B,R,5081.7867546
111472,Cold,5B,R,5317.3660016
105931,Cold,5B,R,4530.2013356
104245,Cold,5B,R,4603.1442674
110905,Cold,5B,R,5451.0496574
101000,Cold,5B,R,8197.4361954
101964,Cold,5B,R,4865.2940637
101144,Cold,5B,R,4818.5852395
106728,Cold,5B,R,4960.7244255
109348,Cold,5B,R,5213.4872576
103597,Cold,5B,R,2698.2012942
106358,Cold,5B,R,2278.0522951
101901,Cold,5B,R,2531.1186184
108892,Cold,5B,R,2009.2596815
100821,Cold,5B,R,5316.9306298
101938,Cold,5B,R,5317.3660016
106646,Cold,5B,R,3880.2440455
104317,Cold,5B,R,3380.6014483
103568,Cold,5B,R,4881.244802
109463,Cold,5B,R,5992.3264461
109793,Cold,5B,R,5384.3726043
118114,Cold,5B,R,2276.7172921
118321,Cold,5B,R,2050.9097271
106600,Cold,5B,R,14002.635242
102352,Cold,5B,R,5251.6650477
115868,Cold,5B,R,2065.1196346
100522,Cold,5B,R,5089.381573
110733,Cold,5B,R,1903.2850059
109568,Cold,5B,R,4421.8012959
107862,Cold,5B,R,4550.1070065
109063,Cold,5B,R,4097.5556378
104428,Cold,5B,R,4733.3540464
100796,Cold,5B,R,4782.8131889
102526,Cold,5B,R,2382.156982
117981,Cold,5B,R,4136.1134601
114945,Cold,5B,R,2062.4611042
112243,Cold,5B,R,4232.3568475
116255,Cold,5B,R,6084.0625065
118308,Cold,5B,R,6379.5873617
115716,Cold,5B,R,9416.0219326
113366,Cold,5B,R,4573.9186897
113588,Cold,5B,R,2000.3933777
107563,Cold,5B,R,5353.6084347
102602,Cold,5B,R,4721.0227922
110071,Cold,5B,R,3262.3687303
106512,Cold,5B,R,2268.6539573
108351,Cold,5B,R,5713.9700114
114363,Cold,5B,R,3586.9740595
101667,Cold,5B,R,875.92523686
106247,Cold,5B,R,10077.711313
117891,Cold,5B,R,2043.2832025
101206,Cold,5B,R,2533.3198131
105568,Cold,5B,R,2123.2361404
116057,Cold,5B,R,2294.8653062
114854,Cold,5B,R,4866.0038939
116474,Cold,5B,R,3739.2928807
104671,Cold,5B,R,980.43806114
109706,Cold,5B,R,2032.0372839
100239,Cold,5B,R,8541.3141172
117757,Cold,5B,R,2001.0145755
111621,Cold,5B,R,5943.9990595
111213,Cold,5B,R,2049.5680555
113606,Cold,5B,R,3899.9265323
117993,Cold,5B,R,4380.287253
116927,Cold,5B,R,5375.7512758
111813,Cold,5B,R,2606.1373959
102885,Cold,5B,R,5640.7518594
110461,Cold,5B,R,6010.0032893
108002,Cold,5B,R,4214.0514409
100931,Cold,5B,R,7970.9378488
106135,Cold,5B,R,8208.0308736
108667,Cold,5B,R,5418.0151339
117982,Cold,5B,R,6008.970368
114345,Cold,5B,R,2268.295414
116621,Cold,5B,R,4247.3450851
116182,Cold,6A,R,1765.9505942
118188,Cold,6A,R,1665.8322315
109363,Cold,6A,R,985.86054091
109051,Cold,6A,R,1032.0470765
117808,Cold,6A,R,1039.0951724
105497,Cold,6A,R,2237.4747097
105980,Cold,6A,R,4809.869121
102702,Cold,6A,R,3790.1036176
106698,Cold,6A,R,981.29939304
116511,Cold,6A,R,9010.4457726
110270,Cold,6A,R,12483.959729
115993,Cold,6A,R,6123.5040576
117503,Cold,6A,R,1345.3966549
109682,Cold,6A,R,1925.5993249
101261,Cold,6A,R,2876.2328652
118238,Cold,6A,R,776.71982087
102508,Cold,6A,R,897.27990102
115379,Cold,6A,R,6308.7590718
100023,Cold,6A,R,2147.0685985
102381,Cold,6A,R,8137.5775718
100096,Cold,6A,R,6216.8030668
100406,Cold,6A,R,1765.1539086
106009,Cold,6A,R,923.61599017
108733,Cold,6A,R,855.08854045
113229,Cold,6A,R,3613.3297088
101225,Cold,6A,R,5964.595911
109955,Cold,6A,R,3402.4328865
105488,Cold,6A,R,11936.80836
102280,Cold,6A,R,7902.0367142
109675,Cold,6A,R,6675.5786484
113519,Cold,6A,R,6069.4436201
113638,Cold,6A,R,5707.4945758
117137,Cold,6A,R,6958.4897438
104948,Cold,6A,R,1084.7944307
103002,Cold,6A,R,6084.8433506
100972,Cold,6A,R,6131.589661
105155,Cold,6A,R,11936.80836
111383,Cold,6A,R,7647.0577403
108978,Cold,6A,R,2559.0487017
104338,Cold,6A,R,3522.4093412
111496,Cold,6A,R,6619.3983329
117391,Cold,6A,R,3751.8159831
103647,Cold,6A,R,5714.2231989
109098,Cold,6A,R,18609.429835
102850,Cold,6A,R,6651.7156044
109417,Cold,6A,R,13500.344614
114588,Cold,6A,R,3188.8464045
111720,Cold,6A,R,2279.7851469
108232,Cold,6A,R,4708.3229154
107312,Cold,6A,R,4442.316358
112030,Cold,6A,R,4566.6981633
112670,Cold,6A,R,2098.4750326
103686,Cold,6A,R,6773.1206138
113627,Cold,6A,R,2246.0335613
107036,Cold,6A,R,1473.765334
117800,Cold,6A,R,11503.256729
115038,Cold,6A,R,1002.7444181
111963,Cold,6A,R,6705.9940013
111526,Cold,6A,R,819.61672813
113518,Cold,6A,R,2833.2810377
101598,Cold,6A,R,6435.5277333
100272,Cold,6A,R,3711.2266834
107061,Cold,6A,R,800.0057962
111656,Cold,6A,R,1316.9723716
107151,Cold,6A,R,5737.213817
104617,Cold,6A,R,5690.3778142
101336,Cold,6A,R,2497.7866733
109805,Cold,6A,R,6412.7494278
104586,Cold,6A,R,2984.8451345
114921,Cold,6A,R,6875.2867282
107291,Cold,6A,R,3522.4093412
108661,Cold,6A,R,859.41347373
