NHSLDMEM,DRYRUSE,ELWATER,CDD30YR_PUB,WASHLOAD,KWH,DRYRFUEL_Electricity,DRYRFUEL_NA,DRYRFUEL_Natural_Gas,DRYRFUEL_Propane,FUELHEAT_Electricity,FUELHEAT_Natural_Gas,FUELHEAT_Propane,FUELHEAT_Wood,OUTGRILLFUEL_Natural_Gas,OUTGRILLFUEL_Propane
2,4,1,1334,4,13920.84,1,0,0,0,1,0,0,0,0,1
5,5,0,2074,5,3448.77,1,0,0,0,1,0,0,0,0,0
6,4,0,1778,4,13933.59,0,0,1,0,0,1,0,0,0,1
4,3,0,1245,3,17802.09,1,0,0,0,0,1,0,0,0,1
3,4,1,1615,4,8400.62,1,0,0,0,0,1,0,0,0,1
3,1,0,1042,1,2741.76,1,0,0,0,1,0,0,0,0,0
1,2,1,824,2,3609.09,1,0,0,0,1,0,0,0,0,0
3,1,0,1507,1,8727.69,1,0,0,0,0,1,0,0,0,0
3,4,0,2008,4,7368.07,0,0,1,0,0,1,0,0,0,1
2,2,0,283,2,6086.8,1,0,0,0,1,0,0,0,0,0
2,5,0,1596,5,11167.66,0,0,1,0,0,0,0,0,1,0
3,4,0,1620,4,15367.06,1,0,0,0,0,1,0,0,0,1
2,-2,1,511,-2,4272.87,0,1,0,0,0,0,0,0,0,0
2,4,1,2086,4,12321.3,1,0,0,0,0,1,0,0,0,0
2,3,0,554,3,2631.4,0,0,1,0,1,0,0,0,0,0
1,-2,0,1082,-2,1860.82,0,1,0,0,1,0,0,0,0,1
4,12,0,1409,12,10366.22,0,0,1,0,0,1,0,0,0,1
2,7,0,723,7,12562.37,0,0,1,0,1,0,0,0,0,0
1,1,0,1707,1,6915.78,0,0,1,0,0,1,0,0,0,1
1,-2,0,726,-2,1492.4,0,1,0,0,1,0,0,0,0,0
2,4,0,171,3,5586.44,1,0,0,0,0,1,0,0,0,0
4,5,1,1247,5,9978.5,1,0,0,0,1,0,0,0,0,0
4,5,0,456,5,5424.07,0,0,1,0,0,1,0,0,0,1
1,-2,0,576,-2,2110.47,0,1,0,0,0,0,0,0,0,0
4,-2,0,1511,-2,4587.87,0,1,0,0,0,1,0,0,0,0
1,3,1,1089,3,11203.24,0,0,1,0,0,1,0,0,0,0
1,0,0,1763,0,2256.01,0,0,1,0,0,1,0,0,0,0
1,10,0,1962,10,3891.65,0,0,1,0,1,0,0,0,0,0
1,2,0,1367,2,2803.97,0,0,1,0,0,1,0,0,0,0
2,-2,0,1209,-2,3092.31,0,1,0,0,0,1,0,0,0,0
1,-2,0,1118,2,960.92,0,1,0,0,0,1,0,0,0,0
1,-2,0,733,-2,3030.01,0,1,0,0,0,0,0,0,0,0
2,4,0,488,4,14980.02,1,0,0,0,0,1,0,0,1,0
3,2,0,1783,2,3898.42,0,0,1,0,0,1,0,0,0,0
3,5,0,1161,5,6748.92,0,0,1,0,0,1,0,0,0,0
3,-2,0,1431,-2,3138.97,0,1,0,0,1,0,0,0,0,0
1,-2,0,1180,-2,3521.85,0,1,0,0,0,1,0,0,0,0
6,3,0,1732,3,15600.6,0,0,1,0,0,1,0,0,0,1
3,1,0,1226,1,7449.19,0,0,1,0,0,1,0,0,0,0
2,1,0,174,1,6838.22,1,0,0,0,0,1,0,0,0,1
3,3,0,1566,3,500.04,0,0,1,0,0,1,0,0,0,0
2,-2,1,1373,-2,5475.87,0,1,0,0,0,1,0,0,0,0
6,1,0,1259,1,10118.83,1,0,0,0,0,1,0,0,0,0
1,2,1,954,2,3992.91,1,0,0,0,1,0,0,0,0,0
3,-2,0,1519,-2,4070.0,0,1,0,0,0,0,0,0,0,0
1,-2,0,1251,-2,1792.29,0,1,0,0,0,1,0,0,0,0
3,-2,0,1256,-2,2400.97,0,1,0,0,1,0,0,0,0,0
3,1,0,1761,1,4467.6,1,0,0,0,1,0,0,0,0,0
2,6,1,1205,6,9658.27,1,0,0,0,0,1,0,0,0,1
2,1,1,867,1,4283.26,1,0,0,0,1,0,0,0,0,0
2,1,0,1221,1,3302.06,0,0,1,0,0,0,0,0,0,0
1,1,0,1224,1,2244.45,0,0,1,0,0,0,0,0,0,0
4,2,0,1785,2,8865.15,1,0,0,0,0,1,0,0,0,1
2,7,0,1196,7,7018.24,0,0,1,0,0,1,0,0,0,0
2,4,0,1686,4,8934.51,0,0,1,0,0,1,0,0,0,1
2,2,0,1258,2,6305.67,1,0,0,0,0,1,0,0,0,0
2,1,0,506,1,3195.26,0,0,1,0,0,0,0,0,0,0
1,-2,1,1037,-2,5458.54,0,1,0,0,1,0,0,0,0,0
1,-2,0,2002,-2,2998.6,0,1,0,0,0,1,0,0,0,0
4,5,0,1476,4,4175.25,1,0,0,0,1,0,0,0,0,0
3,-2,0,817,-2,4785.47,0,1,0,0,0,1,0,0,0,0
5,5,0,637,5,7885.56,0,0,1,0,0,1,0,0,0,0
4,5,0,498,5,3301.4,0,0,1,0,0,0,0,0,0,0
2,2,1,1135,2,2691.11,1,0,0,0,1,0,0,0,0,0
1,-2,0,1513,-2,5060.57,0,1,0,0,0,1,0,0,0,0
1,1,0,1704,1,4060.81,1,0,0,0,1,0,0,0,0,0
6,-2,1,1308,-2,5257.89,0,1,0,0,1,0,0,0,0,0
5,7,0,1547,7,14862.48,1,0,0,0,0,1,0,0,0,0
2,-2,1,1606,-2,3919.22,0,1,0,0,1,0,0,0,0,0
5,12,0,1131,12,9982.09,0,0,1,0,0,1,0,0,0,1
2,5,0,1642,5,8506.7,0,0,1,0,0,1,0,0,0,1
1,4,0,1787,4,3460.72,0,0,1,0,1,0,0,0,0,0
6,6,0,1247,6,11347.53,0,0,1,0,0,1,0,0,0,1
2,3,0,1512,3,8604.77,1,0,0,0,0,0,0,0,0,0
7,2,0,1202,2,6424.35,1,0,0,0,0,1,0,0,0,1
2,2,0,1652,2,7601.14,0,0,1,0,0,1,0,0,0,1
1,1,0,1208,1,1584.17,0,0,1,0,0,1,0,0,0,0
5,1,0,1743,1,3677.11,1,0,0,0,0,1,0,0,0,1
2,2,0,1273,2,6290.54,1,0,0,0,0,1,0,0,0,0
2,2,0,1238,2,4584.94,0,0,1,0,0,1,0,0,0,0
1,3,0,1232,2,8372.42,1,0,0,0,0,1,0,0,1,0
5,10,0,1371,10,6871.78,0,0,1,0,0,1,0,0,0,1
2,4,1,2198,4,14673.48,1,0,0,0,1,0,0,0,0,0
1,4,0,1466,4,7816.83,0,0,1,0,0,1,0,0,0,0
2,3,0,788,3,4386.19,0,0,1,0,0,0,0,0,0,0
6,7,0,1232,14,10682.13,0,0,1,0,0,1,0,0,0,0
4,5,0,1787,5,10271.66,1,0,0,0,0,1,0,0,0,0
2,2,0,989,2,9747.5,1,0,0,0,0,1,0,0,0,0
6,3,0,1412,3,7060.72,0,0,1,0,1,0,0,0,0,0
1,1,0,833,1,1031.76,1,0,0,0,0,0,0,0,0,0
1,-2,1,679,-2,1604.71,0,1,0,0,0,1,0,0,0,0
5,-2,0,1598,-2,5431.0,0,1,0,0,0,1,0,0,0,0
5,2,0,1309,2,6329.81,1,0,0,0,0,1,0,0,0,1
1,3,0,1458,3,4100.26,1,0,0,0,0,1,0,0,0,0
4,2,0,1415,2,3588.31,0,0,1,0,1,0,0,0,0,0
1,3,0,497,3,2237.52,1,0,0,0,0,0,0,0,0,0
2,-2,0,1130,-2,5275.53,0,1,0,0,0,1,0,0,0,0
2,-2,0,1223,-2,2439.34,0,1,0,0,0,0,0,0,0,0
1,-2,1,1398,-2,2053.82,0,1,0,0,1,0,0,0,0,0
5,15,0,1400,15,7265.56,0,0,1,0,0,1,0,0,1,0
1,-2,0,1183,-2,1796.87,0,1,0,0,0,1,0,0,0,0
1,2,0,1359,2,1623.89,0,0,1,0,0,1,0,0,0,0
4,3,0,1985,3,7732.09,1,0,0,0,0,1,0,0,0,1
2,-2,0,1460,-2,1487.04,0,1,0,0,0,1,0,0,0,0
4,-2,0,1228,-2,4342.48,0,1,0,0,1,0,0,0,0,0
2,7,0,2134,7,15473.51,1,0,0,0,0,1,0,0,1,0
3,2,0,1309,2,2715.96,1,0,0,0,0,0,0,0,0,0
4,2,0,1817,2,6623.05,1,0,0,0,0,1,0,0,0,0
2,-2,0,761,-2,1210.69,0,1,0,0,1,0,0,0,0,0
3,1,0,1341,1,6455.48,1,0,0,0,0,1,0,0,0,0
2,0,0,1013,0,6155.71,1,0,0,0,0,1,0,0,0,0
4,7,0,1876,7,12697.59,0,0,1,0,0,1,0,0,0,1
2,3,0,1479,3,8032.62,1,0,0,0,0,1,0,0,0,1
2,-2,1,744,-2,5963.32,0,1,0,0,1,0,0,0,0,0
3,2,0,1313,2,4735.42,1,0,0,0,0,1,0,0,0,1
2,1,0,725,1,8475.31,1,0,0,0,0,1,0,0,0,0
1,-2,0,1937,-2,7135.47,0,1,0,0,0,0,0,0,0,0
2,3,0,1107,3,8045.52,0,0,1,0,0,1,0,0,0,0
2,8,0,1707,7,15199.1,0,0,1,0,0,1,0,0,0,0
2,1,0,600,1,3258.66,1,0,0,0,0,1,0,0,0,1
2,1,0,360,1,9805.74,0,0,1,0,0,1,0,0,1,0
2,5,0,4386,5,8632.21,1,0,0,0,0,1,0,0,0,1
1,1,0,851,1,5347.07,1,0,0,0,1,0,0,0,0,0
2,2,0,1767,2,7920.74,0,0,1,0,0,1,0,0,0,1
1,3,1,724,3,4502.8,1,0,0,0,0,1,0,0,0,1
3,5,0,1201,5,4580.19,0,0,1,0,0,1,0,0,0,1
2,4,0,1802,4,12026.13,0,0,1,0,0,0,0,0,0,1
2,-2,0,1384,-2,3451.33,0,1,0,0,0,0,0,0,0,0
4,1,0,1104,-2,1949.23,0,0,1,0,0,0,0,0,0,0
2,4,0,850,5,6244.95,0,0,1,0,0,1,0,0,0,1
2,-2,0,689,-2,1809.36,0,1,0,0,1,0,0,0,0,1
4,3,1,1741,3,13384.12,0,0,1,0,0,1,0,0,1,0
4,1,0,1242,1,5877.49,0,0,1,0,0,1,0,0,0,1
6,6,0,1538,6,17681.43,0,0,1,0,0,1,0,0,1,0
3,3,0,1112,3,6213.9,1,0,0,0,0,1,0,0,0,0
3,4,0,1462,4,5043.43,0,0,1,0,0,1,0,0,0,1
3,7,0,1070,7,5702.39,1,0,0,0,0,1,0,0,0,1
1,12,0,1193,10,7246.15,1,0,0,0,0,1,0,0,0,1
5,6,0,179,6,8877.09,1,0,0,0,0,1,0,0,0,1
4,4,0,4527,4,11159.91,0,0,1,0,0,1,0,0,0,1
3,5,0,1474,5,9937.95,1,0,0,0,0,1,0,0,0,0
3,2,0,1905,2,10270.81,1,0,0,0,0,1,0,0,0,1
2,3,0,1177,2,11619.11,1,0,0,0,0,1,0,0,0,1
2,2,0,940,2,6880.82,0,0,1,0,0,1,0,0,0,1
5,5,1,1780,5,11154.64,0,0,1,0,1,0,0,0,0,1
5,-2,0,1140,-2,3639.94,0,1,0,0,0,1,0,0,0,0
2,3,0,1552,3,8258.67,0,0,1,0,0,1,0,0,0,1
3,10,0,608,10,5680.25,0,0,1,0,0,1,0,0,0,1
1,-2,1,770,-2,3021.21,0,1,0,0,0,0,0,0,0,0
1,1,0,2015,1,10108.68,1,0,0,0,0,1,0,0,0,0
2,2,0,1968,2,3828.91,0,0,1,0,0,1,0,0,0,0
2,-2,0,1277,-2,7619.33,0,1,0,0,1,0,0,0,0,0
2,5,0,890,3,3806.46,0,0,1,0,0,1,0,0,0,1
3,3,0,1091,3,2815.04,0,0,1,0,1,0,0,0,0,0
3,3,0,1529,3,18638.45,0,0,1,0,0,1,0,0,1,0
2,2,0,1422,2,3708.91,0,0,1,0,0,1,0,0,0,1
2,1,0,1193,1,4094.18,1,0,0,0,1,0,0,0,0,0
2,8,0,1421,8,5505.57,1,0,0,0,0,1,0,0,0,0
4,1,0,1239,1,11123.41,1,0,0,0,0,0,0,0,0,0
3,7,0,1358,7,9215.01,0,0,1,0,0,1,0,0,1,0
3,5,0,1654,5,16008.87,1,0,0,0,0,1,0,0,0,1
2,1,1,1225,1,3415.67,0,0,1,0,1,0,0,0,0,0
2,5,0,1215,5,7344.24,0,0,1,0,0,1,0,0,0,1
3,-2,1,1728,1,11215.32,0,1,0,0,0,0,1,0,0,0
1,-2,0,509,-2,2369.46,0,1,0,0,0,1,0,0,0,1
2,1,0,1715,1,5869.11,0,0,1,0,0,1,0,0,0,1
2,4,0,1876,4,5297.49,1,0,0,0,0,1,0,0,0,1
1,-2,0,1392,-2,2556.7,0,1,0,0,0,0,0,0,0,0
3,10,0,999,10,8277.51,1,0,0,0,0,1,0,0,0,0
2,3,0,1744,3,16207.98,0,0,1,0,0,1,0,0,1,0
2,2,0,1564,4,11138.43,0,0,1,0,0,1,0,0,0,0
3,2,0,1325,2,12996.31,0,0,1,0,0,1,0,0,0,0
2,5,0,302,5,4675.53,0,0,1,0,0,1,0,0,0,0
3,5,0,548,5,10036.37,1,0,0,0,0,1,0,0,1,0
5,6,0,1264,4,6752.17,0,0,1,0,0,0,0,0,0,0
4,5,0,1388,5,4283.54,0,0,1,0,0,1,0,0,0,0
3,4,0,1245,3,8063.37,0,0,1,0,0,1,0,0,0,0
3,2,0,1704,2,8356.83,0,0,1,0,0,1,0,0,0,0
2,3,0,802,3,2964.01,1,0,0,0,0,0,0,0,0,0
2,-2,0,196,-2,4793.52,0,1,0,0,0,1,0,0,0,0
2,3,0,1721,3,6355.9,0,0,1,0,0,1,0,0,0,1
3,-2,0,2042,-2,6154.92,0,1,0,0,0,1,0,0,0,1
2,2,0,1292,2,2700.83,1,0,0,0,0,0,0,0,0,0
2,2,0,1404,2,3371.06,1,0,0,0,0,1,0,0,0,0
1,1,0,1266,1,2312.43,1,0,0,0,0,1,0,0,0,1
2,-2,0,1646,-2,3785.64,0,1,0,0,0,1,0,0,0,1
6,-2,0,1695,-2,3233.56,0,1,0,0,0,1,0,0,0,0
4,1,0,1759,1,6150.85,0,0,1,0,0,1,0,0,0,0
1,1,0,1433,1,2028.61,1,0,0,0,0,1,0,0,0,0
2,-2,0,1248,-2,1020.19,0,1,0,0,0,1,0,0,0,0
2,-2,1,622,-2,15237.1,0,1,0,0,1,0,0,0,0,0
5,5,0,1263,6,6631.68,1,0,0,0,0,1,0,0,0,0
2,2,1,1225,2,3544.53,0,0,1,0,0,1,0,0,0,1
1,-2,0,1765,-2,1003.65,0,1,0,0,0,1,0,0,0,0
2,-2,0,384,-2,1875.29,0,1,0,0,0,1,0,0,0,1
2,5,0,781,4,7504.05,0,0,1,0,0,1,0,0,0,1
2,2,0,1338,2,3494.68,1,0,0,0,0,1,0,0,0,0
4,4,0,814,4,6179.05,0,0,1,0,0,1,0,0,0,0
4,5,0,1237,5,10206.76,1,0,0,0,0,1,0,0,0,1
3,-2,1,633,-2,3158.16,0,1,0,0,1,0,0,0,0,0
2,-2,1,1863,-2,8706.69,0,1,0,0,1,0,0,0,0,0
3,7,1,1968,5,17465.15,1,0,0,0,1,0,0,0,0,1
4,4,0,824,4,4067.45,0,0,1,0,0,1,0,0,0,1
2,2,0,1389,2,3203.99,0,0,1,0,0,1,0,0,0,0
5,2,0,1790,2,10793.13,1,0,0,0,0,1,0,0,0,0
2,3,0,4650,3,31612.64,0,0,1,0,0,1,0,0,0,0
3,3,0,1236,3,5675.67,0,0,1,0,0,1,0,0,0,1
4,7,1,873,7,13233.43,0,0,1,0,1,0,0,0,0,1
3,10,0,1147,10,8101.72,1,0,0,0,0,1,0,0,0,1
1,1,0,544,1,2941.41,0,0,1,0,0,1,0,0,0,0
1,0,0,1491,1,3437.8,0,0,1,0,0,1,0,0,0,0
5,6,1,1390,6,17459.78,0,0,1,0,0,1,0,0,0,1
3,4,1,1744,4,10541.5,1,0,0,0,0,1,0,0,0,0
5,4,0,1964,5,11218.51,1,0,0,0,1,0,0,0,0,0
3,10,0,1304,10,4600.73,0,0,1,0,0,1,0,0,0,0
1,1,0,1820,1,4133.34,0,0,1,0,0,1,0,0,0,0
4,-2,1,1624,-2,1609.95,0,1,0,0,0,1,0,0,0,0
4,1,0,951,1,5867.27,0,0,1,0,0,1,0,0,0,1
1,1,0,1286,1,2758.8,1,0,0,0,1,0,0,0,0,1
3,10,0,1818,10,10285.76,1,0,0,0,0,1,0,0,0,0
3,3,0,1680,3,6598.45,0,0,1,0,0,1,0,0,0,1
1,4,0,1758,4,3776.6,0,0,1,0,0,1,0,0,1,0
2,6,1,700,6,6455.38,1,0,0,0,0,1,0,0,0,1
3,2,0,1361,2,4794.51,1,0,0,0,0,1,0,0,0,0
3,4,0,458,5,5702.46,1,0,0,0,0,1,0,0,1,0
2,3,0,1734,3,8156.95,1,0,0,0,0,1,0,0,0,1
3,4,0,516,4,5741.03,0,0,1,0,0,1,0,0,0,1
4,15,0,878,15,13745.58,0,0,1,0,0,1,0,0,1,0
1,-2,1,1274,-2,1422.54,0,1,0,0,1,0,0,0,0,0
3,1,0,1746,1,5055.42,1,0,0,0,0,1,0,0,0,1
3,3,0,1657,3,15709.46,0,0,1,0,0,0,0,0,0,0
1,5,0,1205,5,3398.55,0,0,1,0,0,1,0,0,0,0
4,5,0,712,6,9067.66,0,0,1,0,0,1,0,0,1,0
3,5,0,1978,5,4512.73,0,0,1,0,0,1,0,0,0,0
4,8,0,1456,10,8570.1,1,0,0,0,0,1,0,0,0,1
2,30,0,1474,30,10659.3,0,0,1,0,0,1,0,0,0,1
2,-2,0,594,-2,4642.24,0,1,0,0,1,0,0,0,0,0
1,3,0,947,3,5053.05,1,0,0,0,0,1,0,0,0,1
7,4,0,428,4,7524.64,0,0,1,0,0,1,0,0,0,1
3,-2,1,1750,1,8908.82,0,1,0,0,1,0,0,0,0,0
4,-2,0,766,-2,1637.55,0,1,0,0,1,0,0,0,0,0
2,-2,0,761,-2,2826.42,0,1,0,0,0,1,0,0,0,0
2,2,0,1547,3,2642.44,0,0,1,0,0,1,0,0,0,1
4,10,1,197,10,10941.5,1,0,0,0,1,0,0,0,0,0
5,7,0,167,7,8633.11,0,0,1,0,0,1,0,0,1,0
6,2,0,1242,2,5794.56,0,0,1,0,1,0,0,0,0,0
2,2,0,1445,2,5634.03,1,0,0,0,0,1,0,0,1,0
3,3,0,606,3,4333.61,0,0,1,0,0,1,0,0,0,0
3,2,1,855,2,3237.03,1,0,0,0,1,0,0,0,0,1
1,1,1,482,1,2019.47,0,0,1,0,0,0,0,0,0,0
5,10,0,1676,10,8444.04,1,0,0,0,0,1,0,0,1,0
4,7,0,1137,7,6429.81,0,0,1,0,0,1,0,0,0,1
1,-2,1,1433,-2,3793.89,0,1,0,0,1,0,0,0,0,0
1,6,0,1204,6,12031.47,0,0,1,0,1,0,0,0,0,0
5,8,0,1316,8,11640.28,1,0,0,0,0,1,0,0,0,1
2,-2,1,1283,-2,3465.48,0,1,0,0,1,0,0,0,0,0
2,6,0,1623,6,8056.4,0,0,1,0,0,1,0,0,0,1
7,5,0,2016,5,8318.37,1,0,0,0,0,1,0,0,0,1
3,6,0,548,6,11517.02,0,0,1,0,0,1,0,0,0,1
2,2,0,1443,2,22418.51,1,0,0,0,0,1,0,0,0,1
4,1,0,1344,1,6845.9,0,0,1,0,0,1,0,0,0,1
2,-2,1,1765,-2,4563.84,0,1,0,0,1,0,0,0,0,0
6,3,0,1490,3,5689.5,1,0,0,0,0,1,0,0,0,1
2,2,0,1877,2,12734.39,0,0,1,0,0,1,0,0,0,1
3,-2,1,1465,-2,5339.83,0,1,0,0,0,0,0,0,0,0
1,2,1,1716,2,6760.87,1,0,0,0,1,0,0,0,0,0
5,2,0,1104,2,7535.98,0,0,1,0,1,0,0,0,0,0
3,5,1,1250,5,13322.49,1,0,0,0,0,1,0,0,0,1
4,5,0,1772,5,9459.99,1,0,0,0,0,1,0,0,0,1
2,5,1,1756,5,15133.75,0,0,1,0,0,1,0,0,1,0
1,-2,0,898,-2,1500.24,0,1,0,0,0,0,0,0,0,0
3,5,1,760,5,4603.0,1,0,0,0,1,0,0,0,0,0
1,-2,1,1247,-2,4384.11,0,1,0,0,1,0,0,0,0,0
3,4,0,1218,-2,13216.68,0,0,1,0,0,1,0,0,0,0
2,3,0,1548,3,10960.52,0,0,1,0,0,1,0,0,1,0
1,2,0,608,1,12487.23,1,0,0,0,1,0,0,0,0,0
5,3,0,1373,3,4867.14,1,0,0,0,0,1,0,0,0,0
1,4,1,849,4,7731.45,1,0,0,0,1,0,0,0,0,0
1,6,0,2174,6,13088.79,0,0,1,0,0,1,0,0,0,1
2,2,0,1155,2,7155.05,0,0,1,0,0,1,0,0,0,0
2,5,0,859,5,6543.44,0,0,1,0,0,1,0,0,0,1
3,4,0,1253,3,4975.83,1,0,0,0,0,1,0,0,0,1
1,-2,0,1512,-2,2786.77,0,1,0,0,0,0,0,0,0,0
2,1,0,551,1,5257.68,1,0,0,0,0,1,0,0,0,0
4,7,0,1790,7,10342.62,0,0,1,0,0,1,0,0,0,0
4,4,0,1161,4,14021.69,0,0,1,0,0,1,0,0,0,1
1,-2,0,1172,-2,7324.72,0,1,0,0,0,0,0,0,0,0
2,7,0,842,7,7665.08,0,0,1,0,0,1,0,0,0,0
2,1,0,1055,1,2638.38,1,0,0,0,0,1,0,0,0,0
4,4,0,1817,4,15358.63,0,0,1,0,0,0,0,0,0,1
2,5,0,442,5,4620.3,1,0,0,0,0,1,0,0,0,1
5,6,0,1861,6,8533.51,0,0,1,0,1,0,0,0,0,1
5,6,0,1790,6,9365.6,0,0,1,0,0,1,0,0,0,0
3,1,0,1783,1,15985.2,0,0,1,0,0,1,0,0,0,0
5,4,0,1326,4,11446.99,0,0,1,0,0,1,0,0,0,1
5,3,0,1740,4,5546.93,0,0,1,0,0,1,0,0,0,0
3,1,0,517,1,8639.34,0,0,1,0,0,1,0,0,0,0
3,6,0,1425,6,9232.02,0,0,1,0,0,1,0,0,0,1
2,3,0,1685,3,9976.25,0,0,1,0,0,1,0,0,0,1
1,2,0,1461,2,2851.33,1,0,0,0,0,1,0,0,0,0
1,2,0,4302,2,8670.58,0,0,1,0,0,1,0,0,0,0
2,2,1,1207,2,6227.34,1,0,0,0,1,0,0,0,0,0
6,9,0,1411,9,6692.01,0,0,1,0,0,1,0,0,0,0
5,6,0,819,7,5943.76,0,0,1,0,0,1,0,0,0,1
7,3,0,1701,4,11767.58,1,0,0,0,0,1,0,0,0,0
2,5,0,1188,5,6933.1,0,0,1,0,1,0,0,0,0,0
2,6,0,1109,6,4363.95,0,0,1,0,0,1,0,0,0,1
3,-2,1,1234,-2,6435.83,0,1,0,0,0,0,0,0,0,0
2,4,0,296,4,4145.77,1,0,0,0,0,1,0,0,0,1
2,2,0,1527,2,12056.25,0,0,1,0,0,1,0,0,0,1
1,-2,1,1487,-2,3971.07,0,1,0,0,1,0,0,0,0,0
5,6,0,1615,6,17710.28,0,0,1,0,0,1,0,0,0,1
4,-2,0,540,-2,2179.75,0,1,0,0,0,0,0,0,0,0
2,4,0,937,4,3878.85,1,0,0,0,0,0,0,0,0,1
5,3,0,872,3,4165.69,0,0,1,0,1,0,0,0,0,0
2,3,0,1685,3,18026.65,0,0,1,0,0,1,0,0,0,1
4,8,1,1559,5,9828.16,1,0,0,0,1,0,0,0,0,1
2,3,1,1456,3,11086.73,1,0,0,0,0,1,0,0,0,1
2,-2,0,829,-2,3931.86,0,1,0,0,1,0,0,0,0,0
2,1,0,474,1,4562.06,1,0,0,0,1,0,0,0,0,0
1,1,0,1747,1,7634.39,1,0,0,0,0,1,0,0,0,1
2,4,0,872,4,5139.11,0,0,1,0,0,1,0,0,0,1
3,4,0,1736,4,7442.72,1,0,0,0,0,1,0,0,0,0
2,1,0,864,1,7898.57,1,0,0,0,0,1,0,0,0,1
1,3,1,746,3,4664.97,1,0,0,0,1,0,0,0,0,0
2,1,0,938,1,11171.08,0,0,1,0,0,1,0,0,0,0
3,18,0,1531,18,14791.31,1,0,0,0,1,0,0,0,0,1
2,-2,1,1275,-2,1229.44,0,1,0,0,0,0,0,0,0,0
1,-2,0,1789,-2,2232.31,0,1,0,0,0,1,0,0,0,0
4,2,0,4401,5,11933.26,0,0,1,0,0,1,0,0,1,0
3,3,0,1762,3,9047.89,0,0,1,0,0,1,0,0,0,1
3,10,0,628,10,8813.44,1,0,0,0,1,0,0,0,0,0
1,3,0,681,3,3722.07,0,0,1,0,0,0,0,0,1,0
2,2,0,1548,2,4354.87,0,0,1,0,0,1,0,0,0,0
2,3,0,881,3,3895.71,0,0,1,0,0,0,0,0,0,0
4,15,0,864,15,9658.17,0,0,1,0,0,1,0,0,0,0
5,0,0,1718,0,8204.93,1,0,0,0,0,1,0,0,0,0
6,14,0,949,14,20614.28,1,0,0,0,0,1,0,0,1,0
1,1,1,1348,1,3199.96,0,0,1,0,0,1,0,0,0,0
6,10,0,1724,10,12243.52,0,0,1,0,0,1,0,0,0,0
1,-2,0,1410,-2,2249.38,0,1,0,0,0,1,0,0,0,0
1,-2,1,603,-2,3451.49,0,1,0,0,0,0,0,0,0,0
4,5,0,866,5,5785.53,1,0,0,0,0,1,0,0,1,0
1,-2,1,1229,-2,2542.66,0,1,0,0,0,0,0,0,0,0
5,5,0,1440,5,7613.47,0,0,1,0,0,1,0,0,0,1
1,-2,0,1833,-2,2578.29,0,1,0,0,0,1,0,0,0,0
2,-2,1,1506,-2,2281.52,0,1,0,0,1,0,0,0,0,0
3,-2,0,1080,-2,8667.07,0,1,0,0,0,1,0,0,0,0
4,3,0,1309,3,10785.98,1,0,0,0,0,1,0,0,0,0
2,3,0,860,3,5920.37,1,0,0,0,0,1,0,0,0,1
2,2,0,626,2,8449.84,1,0,0,0,0,1,0,0,1,0
7,-2,0,1294,8,12471.12,0,1,0,0,0,0,0,0,0,1
3,1,0,803,2,11369.49,0,0,1,0,0,0,0,0,0,0
3,1,0,1260,1,15354.79,1,0,0,0,0,1,0,0,0,1
3,3,0,1321,2,3690.44,1,0,0,0,0,0,0,0,0,0
2,3,0,1151,3,5181.79,1,0,0,0,0,1,0,0,0,0
1,1,0,1869,-2,2708.07,1,0,0,0,0,0,0,0,0,1
1,2,0,1253,2,3322.02,1,0,0,0,0,1,0,0,0,0
2,3,1,854,3,6051.02,1,0,0,0,1,0,0,0,1,0
3,-2,0,1278,-2,3083.69,0,1,0,0,0,0,0,0,0,0
2,3,0,1970,3,19186.25,1,0,0,0,0,1,0,0,0,1
4,3,0,1255,3,9897.58,0,0,0,1,0,0,0,0,0,0
1,4,0,981,4,3742.4,1,0,0,0,0,1,0,0,0,0
4,1,0,764,1,2772.02,1,0,0,0,0,0,0,0,0,0
1,-2,0,1241,-2,1731.03,0,1,0,0,0,0,0,0,0,0
1,0,0,500,0,1797.9,1,0,0,0,0,1,0,0,0,0
1,1,0,231,1,1687.8,1,0,0,0,0,1,0,0,0,0
2,1,0,1752,1,2473.86,1,0,0,0,0,1,0,0,1,0
2,2,0,1283,2,1845.3,0,0,1,0,0,1,0,0,0,0
4,5,0,783,5,6638.06,0,0,1,0,0,1,0,0,1,0
4,-2,1,1720,-2,2184.86,0,1,0,0,0,0,0,0,0,0
2,2,0,1786,2,7686.83,0,0,1,0,0,1,0,0,0,0
1,-2,1,1494,-2,3779.77,0,1,0,0,0,0,0,0,0,0
1,1,0,788,1,1679.7,0,0,1,0,0,1,0,0,0,0
2,3,0,1250,3,7878.84,0,0,1,0,0,1,0,0,0,0
2,2,0,1758,2,4663.61,1,0,0,0,0,1,0,0,0,0
1,5,0,1823,5,9291.27,1,0,0,0,0,1,0,0,0,0
5,4,0,1401,4,12869.15,0,0,1,0,0,1,0,0,0,0
6,3,0,1321,3,13251.05,1,0,0,0,0,1,0,0,0,1
3,-2,1,1255,-2,5259.95,0,1,0,0,1,0,0,0,0,0
4,3,0,1485,3,6701.33,0,0,1,0,1,0,0,0,0,0
2,0,0,1327,1,3973.29,0,0,1,0,0,1,0,0,0,1
