NHSLDMEM,DRYRUSE,ELWATER,CDD30YR_PUB,WASHLOAD,KWH,DRYRFUEL_Electricity,DRYRFUEL_NA,DRYRFUEL_Natural_Gas,DRYRFUEL_Propane,FUELHEAT_Electricity,FUELHEAT_Natural_Gas,FUELHEAT_Propane,FUELHEAT_Wood,OUTGRILLFUEL_Natural_Gas,OUTGRILLFUEL_Propane
4,4,0,192,4,6976.07,1,0,0,0,0,1,0,0,0,0
3,14,0,1743,14,19956.68,1,0,0,0,1,0,0,0,0,1
4,-2,1,1024,-2,4306.52,0,1,0,0,1,0,0,0,0,0
6,2,0,4538,2,12851.9,1,0,0,0,0,0,0,0,0,1
2,2,0,1451,2,4206.74,0,0,1,0,0,1,0,0,0,1
3,4,0,773,4,4040.75,0,0,1,0,0,1,0,0,0,1
1,-2,0,860,-2,1823.75,0,1,0,0,0,0,0,0,0,0
4,2,0,1482,2,10139.94,1,0,0,0,0,1,0,0,0,0
2,3,0,1892,3,15998.16,0,0,1,0,0,1,0,0,0,1
1,-2,0,1332,-2,1691.31,0,1,0,0,0,0,0,0,0,0
3,6,1,1199,6,4332.34,0,0,1,0,0,1,0,0,0,0
3,2,0,432,2,3334.72,0,0,1,0,0,1,0,0,0,1
5,2,0,1666,2,10088.63,1,0,0,0,1,0,0,0,0,0
1,-2,0,439,-2,3989.34,0,1,0,0,1,0,0,0,0,0
2,2,0,1278,2,5125.69,0,0,1,0,1,0,0,0,0,1
3,-2,0,1289,-2,3266.38,0,1,0,0,1,0,0,0,0,0
4,-2,1,1199,-2,3276.38,0,1,0,0,0,0,0,0,0,0
4,-2,1,1258,-2,2259.87,0,1,0,0,0,0,0,0,0,0
2,-2,0,1373,-2,3651.03,0,1,0,0,0,1,0,0,0,0
5,10,1,871,10,5477.6,1,0,0,0,1,0,0,0,0,1
2,3,0,1185,3,7044.69,0,0,1,0,0,1,0,0,0,1
2,5,0,1502,5,11535.12,1,0,0,0,0,1,0,0,0,0
1,-2,0,1773,-2,2058.69,0,1,0,0,0,0,0,0,0,0
2,10,1,931,10,13619.3,1,0,0,0,1,0,0,0,0,1
5,-2,0,1407,-2,4830.15,0,1,0,0,1,0,0,0,0,0
2,4,1,400,4,2746.88,1,0,0,0,0,1,0,0,0,0
2,0,0,1560,0,5559.38,0,0,1,0,0,1,0,0,0,1
2,5,0,944,5,6483.38,0,0,1,0,0,1,0,0,0,1
4,10,0,1804,10,15507.53,0,0,1,0,0,1,0,0,0,1
1,1,0,1414,1,5217.82,0,0,1,0,1,0,0,0,0,0
4,3,0,1216,3,11850.88,0,0,1,0,0,1,0,0,0,1
2,2,0,811,2,5487.1,0,0,1,0,0,1,0,0,1,0
3,7,0,619,7,3191.07,1,0,0,0,0,1,0,0,0,0
4,2,0,1158,2,14185.91,1,0,0,0,0,1,0,0,0,1
5,1,0,1629,2,5960.49,0,0,1,0,0,1,0,0,0,0
2,1,0,878,1,5490.62,0,0,1,0,0,1,0,0,0,0
3,2,1,1119,2,8436.52,1,0,0,0,0,1,0,0,0,1
4,21,0,897,7,7352.95,0,0,1,0,0,1,0,0,0,1
2,2,0,1399,2,7384.25,1,0,0,0,0,1,0,0,0,1
5,5,0,828,5,9741.85,0,0,1,0,0,1,0,0,1,0
3,6,0,1759,6,4331.09,0,0,1,0,0,1,0,0,0,0
1,4,0,4623,4,13168.59,1,0,0,0,1,0,0,0,1,0
5,5,0,1720,3,17934.81,0,0,1,0,0,1,0,0,0,0
2,-2,0,1410,-2,6232.64,0,1,0,0,0,1,0,0,0,1
2,4,1,1756,4,11064.9,1,0,0,0,1,0,0,0,0,1
2,4,0,4172,4,11586.32,0,0,1,0,0,1,0,0,1,0
2,2,0,1168,2,5764.46,0,0,1,0,0,1,0,0,0,1
1,2,0,1260,2,1450.29,1,0,0,0,0,1,0,0,0,0
5,3,0,827,3,5555.52,0,0,1,0,0,1,0,0,0,1
2,1,0,835,1,3485.92,1,0,0,0,0,1,0,0,0,1
3,2,0,1097,2,5278.88,0,0,0,1,0,1,0,0,0,0
3,3,0,1162,3,8267.71,1,0,0,0,0,1,0,0,0,1
2,4,0,1111,4,11218.32,0,0,1,0,0,1,0,0,0,1
1,1,0,698,1,4780.69,1,0,0,0,0,1,0,0,0,0
2,-2,0,1799,-2,5816.43,0,1,0,0,0,1,0,0,0,0
4,4,0,1927,3,16936.85,0,0,1,0,0,1,0,0,0,0
4,2,0,1761,2,10623.32,0,0,1,0,0,1,0,0,0,1
2,-2,0,1207,-2,3055.82,0,1,0,0,0,1,0,0,0,0
3,-2,0,494,-2,2354.02,0,1,0,0,0,0,0,0,0,0
5,-2,0,1153,-2,7349.89,0,1,0,0,0,1,0,0,0,0
1,7,0,785,7,3993.54,0,0,1,0,0,1,0,0,0,1
4,-2,0,1535,-2,3112.46,0,1,0,0,0,1,0,0,0,0
4,8,0,1749,8,5539.07,0,0,1,0,0,1,0,0,0,0
1,1,0,1687,1,5720.23,0,0,1,0,0,1,0,0,0,1
3,6,0,168,6,6291.77,0,0,1,0,0,1,0,0,1,0
1,0,0,1701,0,3159.05,1,0,0,0,0,1,0,0,0,0
2,-2,1,490,-2,4821.18,0,1,0,0,0,0,0,0,0,1
4,-2,0,832,-2,3412.96,0,1,0,0,0,1,0,0,0,0
1,1,0,1271,1,5868.11,1,0,0,0,0,0,1,0,0,1
2,3,0,1722,3,8305.87,0,0,1,0,0,1,0,0,0,1
2,3,0,1180,3,6512.89,1,0,0,0,0,1,0,0,0,1
3,5,1,1747,5,17253.02,1,0,0,0,1,0,0,0,1,0
2,3,0,2052,3,9074.55,0,0,1,0,0,1,0,0,0,1
2,7,0,1544,7,9543.73,0,0,1,0,0,1,0,0,1,0
4,2,0,1308,2,5714.41,0,0,1,0,0,1,0,0,0,1
2,-2,1,1253,-2,6718.89,0,1,0,0,1,0,0,0,0,1
1,2,0,1552,2,7371.68,0,0,1,0,0,1,0,0,0,1
1,1,0,1126,1,3608.46,0,0,1,0,0,1,0,0,0,1
1,-2,1,1093,-2,3777.6,0,1,0,0,1,0,0,0,0,0
1,-2,0,1369,-2,3242.48,0,1,0,0,0,1,0,0,0,0
6,-2,1,508,-2,8726.73,0,1,0,0,1,0,0,0,0,0
7,3,0,1174,3,13780.57,1,0,0,0,1,0,0,0,0,1
3,4,0,1382,4,9245.92,0,0,1,0,0,1,0,0,0,0
2,6,0,1813,6,6776.83,1,0,0,0,0,1,0,0,0,1
4,3,0,1453,3,14237.86,0,0,1,0,0,1,0,0,1,0
5,4,0,1546,4,5901.07,1,0,0,0,0,1,0,0,0,0
1,-2,0,1274,-2,4297.23,0,1,0,0,0,1,0,0,0,0
1,3,0,724,3,5158.77,1,0,0,0,0,1,0,0,0,0
2,3,0,1420,2,3382.88,0,0,1,0,0,1,0,0,0,0
3,-2,1,680,-2,4604.95,0,1,0,0,1,0,0,0,0,0
4,3,0,888,3,9387.52,0,0,1,0,0,1,0,0,0,1
4,-2,0,802,-2,6101.79,0,1,0,0,0,1,0,0,0,0
2,1,0,1223,1,5255.88,1,0,0,0,0,1,0,0,1,0
1,-2,1,661,-2,3155.12,0,1,0,0,1,0,0,0,0,0
1,-2,0,2057,-2,1859.73,0,1,0,0,0,1,0,0,0,0
2,1,0,2067,1,5266.32,0,0,1,0,0,1,0,0,0,0
1,-2,0,736,-2,2657.21,0,1,0,0,0,0,0,0,0,0
2,1,0,1193,1,14298.55,1,0,0,0,1,0,0,0,0,1
2,7,0,887,3,5999.68,1,0,0,0,0,1,0,0,0,0
1,7,1,1092,7,4989.41,1,0,0,0,1,0,0,0,0,1
1,-2,0,829,-2,2279.41,0,1,0,0,0,1,0,0,0,0
2,10,0,698,10,17359.88,0,0,1,0,0,1,0,0,0,0
1,3,0,1651,3,8839.28,1,0,0,0,0,1,0,0,0,0
2,4,0,1374,4,6035.69,0,0,1,0,0,1,0,0,0,0
5,2,0,1459,2,8439.97,0,0,1,0,1,0,0,0,0,0
5,5,0,1747,5,9076.05,1,0,0,0,0,0,0,0,0,1
3,5,0,1584,5,9725.35,0,0,1,0,0,1,0,0,0,0
5,2,0,1247,2,12091.99,1,0,0,0,0,1,0,0,0,0
2,3,0,1436,3,3879.76,1,0,0,0,1,0,0,0,0,0
2,1,1,1178,1,4686.67,1,0,0,0,1,0,0,0,0,0
2,3,0,1177,3,8945.3,1,0,0,0,0,1,0,0,0,1
4,5,0,1752,4,5180.03,0,0,1,0,0,1,0,0,0,1
3,10,0,1206,10,9058.14,0,0,1,0,0,1,0,0,0,1
2,5,0,802,5,3707.17,0,0,1,0,0,1,0,0,0,1
4,3,0,1872,3,12442.1,1,0,0,0,0,1,0,0,0,0
4,2,0,1259,2,7768.79,1,0,0,0,0,1,0,0,0,1
1,3,0,1290,3,5618.77,0,0,1,0,0,1,0,0,0,0
2,1,1,637,1,3380.05,1,0,0,0,1,0,0,0,0,0
2,5,0,1171,5,6433.24,0,0,1,0,0,1,0,0,0,0
3,0,0,1226,0,5819.23,0,0,1,0,0,1,0,0,0,0
3,2,0,669,2,8715.41,0,0,1,0,0,1,0,0,0,1
1,-2,1,1682,-2,3454.68,0,1,0,0,1,0,0,0,0,0
3,1,0,1231,1,15464.24,0,0,1,0,0,1,0,0,1,0
3,2,0,2034,2,4328.71,0,0,1,0,0,1,0,0,0,0
2,1,0,1760,2,4503.94,0,0,1,0,0,1,0,0,0,0
4,4,0,1255,4,3566.07,1,0,0,0,0,1,0,0,0,0
5,5,0,4204,5,10173.27,1,0,0,0,0,1,0,0,0,1
1,1,1,1755,1,3685.34,1,0,0,0,1,0,0,0,0,0
1,1,0,633,2,1132.19,0,0,1,0,0,1,0,0,0,0
1,3,0,1741,3,3642.08,1,0,0,0,0,1,0,0,0,0
2,1,0,787,1,2622.36,1,0,0,0,0,0,0,0,0,0
3,-2,0,1649,-2,2102.66,0,1,0,0,0,0,0,0,0,0
6,5,0,1922,5,6054.48,0,0,1,0,0,1,0,0,0,0
3,2,0,562,2,3897.25,0,0,1,0,0,0,0,0,0,0
2,1,0,881,1,5151.47,1,0,0,0,0,1,0,0,0,0
2,2,0,1990,5,9835.21,0,0,1,0,0,1,0,0,0,1
1,2,0,1897,2,4877.64,0,0,1,0,0,1,0,0,0,0
1,3,1,1148,3,2727.37,0,0,0,1,0,0,1,0,0,0
4,3,0,4677,3,14873.97,0,0,1,0,0,1,0,0,0,1
2,3,0,1749,3,7727.6,0,0,1,0,0,1,0,0,0,1
1,-2,1,1244,-2,2324.83,0,1,0,0,1,0,0,0,0,0
2,2,0,1696,2,2379.63,0,0,1,0,0,1,0,0,0,0
2,2,0,1481,2,5289.24,1,0,0,0,0,1,0,0,0,0
2,5,1,2006,4,6388.18,1,0,0,0,0,1,0,0,0,0
5,4,0,791,4,10702.1,1,0,0,0,1,0,0,0,0,0
2,-2,1,1546,-2,5777.08,0,1,0,0,0,0,1,0,1,0
1,-2,1,1458,-2,2578.46,0,1,0,0,0,1,0,0,0,0
5,-2,1,865,-2,3513.3,0,1,0,0,0,0,0,0,0,0
2,8,0,888,8,8946.23,0,0,1,0,0,1,0,0,0,1
4,-2,0,1791,-2,5527.25,0,1,0,0,1,0,0,0,0,0
4,10,0,1810,10,17725.83,1,0,0,0,0,1,0,0,0,1
5,3,0,1687,3,6083.78,0,0,1,0,0,0,0,0,0,0
7,2,0,1256,2,4684.37,1,0,0,0,0,0,0,0,0,1
1,0,0,1432,0,6017.48,1,0,0,0,0,1,0,0,0,0
2,-2,1,1105,-2,4511.58,0,1,0,0,1,0,0,0,0,0
1,-2,1,741,-2,1811.16,0,1,0,0,0,1,0,0,0,0
6,2,0,1776,2,11908.86,0,0,1,0,0,1,0,0,0,1
4,7,0,229,7,6243.26,0,0,1,0,0,1,0,0,0,0
3,1,0,570,3,16975.87,1,0,0,0,0,1,0,0,0,1
2,4,0,93,4,6934.95,1,0,0,0,0,1,0,0,0,0
2,6,1,473,6,7261.55,1,0,0,0,1,0,0,0,0,1
3,1,0,606,1,10025.25,1,0,0,0,0,1,0,0,0,1
1,-2,0,191,-2,676.32,0,1,0,0,0,1,0,0,0,0
3,4,1,204,6,5103.42,1,0,0,0,0,1,0,0,0,1
2,1,0,228,1,4710.57,1,0,0,0,0,1,0,0,0,0
4,6,0,479,6,3023.74,0,0,1,0,0,1,0,0,0,0
3,3,0,258,3,6450.09,0,0,1,0,1,0,0,0,0,1
1,-2,1,167,-2,3556.91,0,1,0,0,0,0,0,0,0,0
2,4,1,659,4,7605.02,1,0,0,0,1,0,0,0,0,0
1,2,0,163,2,3868.8,1,0,0,0,0,1,0,0,0,0
2,5,0,93,4,6509.6,0,0,1,0,0,1,0,0,0,0
3,-2,1,75,-2,5409.4,0,1,0,0,0,1,0,0,0,0
1,2,1,210,2,1782.57,1,0,0,0,1,0,0,0,0,0
1,-2,1,558,-2,818.17,0,1,0,0,0,1,0,0,0,0
4,-2,1,398,-2,7097.76,0,1,0,0,1,0,0,0,0,0
1,-2,0,472,-2,1669.82,0,1,0,0,1,0,0,0,0,0
4,3,0,209,5,2639.1,1,0,0,0,0,1,0,0,0,1
5,2,0,870,2,8851.33,1,0,0,0,0,1,0,0,0,0
4,3,1,514,3,8662.35,1,0,0,0,1,0,0,0,0,0
2,5,0,416,5,7053.22,1,0,0,0,0,1,0,0,1,0
1,1,0,285,1,3304.24,0,0,1,0,0,1,0,0,0,1
4,4,0,479,4,9118.41,1,0,0,0,0,1,0,0,0,0
4,10,0,792,10,6923.88,1,0,0,0,0,1,0,0,0,1
4,9,1,463,9,11219.91,1,0,0,0,1,0,0,0,0,0
4,5,0,489,5,14461.38,0,0,1,0,0,1,0,0,0,1
1,1,0,383,1,3884.79,1,0,0,0,0,0,0,0,0,0
1,2,0,494,2,3343.71,0,0,1,0,0,1,0,0,0,0
4,5,0,787,5,8198.22,0,0,1,0,0,1,0,0,0,1
2,10,0,433,10,12787.29,0,0,1,0,0,1,0,0,0,0
1,1,0,335,1,2501.24,1,0,0,0,0,1,0,0,0,1
2,3,0,585,3,3836.35,1,0,0,0,1,0,0,0,0,1
4,1,0,654,3,7849.79,1,0,0,0,0,1,0,0,0,1
2,0,0,59,1,2883.37,0,0,1,0,0,1,0,0,0,1
3,1,0,331,1,2602.09,1,0,0,0,0,1,0,0,0,0
4,-2,1,97,-2,5892.59,0,1,0,0,0,1,0,0,0,0
1,10,1,604,6,3937.28,1,0,0,0,0,1,0,0,0,0
2,-2,0,184,-2,2968.42,0,1,0,0,0,1,0,0,0,0
2,5,0,350,5,5789.73,1,0,0,0,0,1,0,0,0,0
4,3,0,560,3,6457.42,1,0,0,0,0,1,0,0,0,0
2,2,1,254,2,4508.44,0,0,1,0,1,0,0,0,0,1
2,5,0,639,5,5183.87,0,0,1,0,0,1,0,0,0,1
2,-2,0,0,-2,1806.54,0,1,0,0,0,1,0,0,0,0
4,1,0,134,1,8881.64,0,0,1,0,0,1,0,0,0,1
2,2,0,147,2,6286.49,0,0,1,0,0,1,0,0,0,0
2,1,0,166,1,2405.79,0,0,1,0,0,1,0,0,0,0
1,2,0,44,2,3679.5,1,0,0,0,1,0,0,0,0,0
1,0,0,451,1,2045.07,1,0,0,0,1,0,0,0,0,0
1,1,0,626,-2,1443.31,0,0,1,0,0,0,0,0,0,0
5,1,0,158,1,3006.68,1,0,0,0,1,0,0,0,0,0
7,-2,0,128,-2,2436.83,0,1,0,0,0,1,0,0,0,0
1,1,0,553,1,6232.67,1,0,0,0,0,1,0,0,0,0
2,3,0,209,3,4338.96,0,0,1,0,0,1,0,0,0,1
4,3,0,674,3,6666.37,1,0,0,0,0,1,0,0,0,0
3,2,0,188,2,3461.07,0,0,1,0,0,1,0,0,0,0
2,1,1,648,1,2075.76,1,0,0,0,0,0,0,0,0,0
2,5,0,739,5,8214.52,1,0,0,0,0,1,0,0,0,0
2,2,0,953,2,7664.56,0,0,1,0,0,1,0,0,1,0
4,1,0,377,1,5293.99,0,0,1,0,0,1,0,0,0,0
1,3,0,661,2,1878.9,1,0,0,0,0,0,0,0,0,0
3,1,0,580,1,3984.21,1,0,0,0,0,1,0,0,0,0
2,2,0,481,2,2644.61,0,0,1,0,0,1,0,0,0,1
1,1,0,33,1,1853.67,0,0,1,0,0,1,0,0,0,0
2,5,0,281,5,4120.19,0,0,1,0,0,1,0,0,0,0
1,1,1,786,1,4431.03,1,0,0,0,1,0,0,0,0,0
1,4,0,618,4,5814.89,1,0,0,0,1,0,0,0,0,0
2,2,0,651,2,5160.42,1,0,0,0,0,1,0,0,0,0
5,3,0,370,3,7391.62,1,0,0,0,0,1,0,0,0,1
2,1,1,314,1,1988.18,1,0,0,0,0,1,0,0,0,0
3,-2,0,686,-2,2351.21,0,1,0,0,0,1,0,0,0,1
2,7,0,480,7,8151.45,1,0,0,0,0,1,0,0,0,0
2,3,0,148,3,3583.76,1,0,0,0,0,1,0,0,0,0
2,1,0,184,1,2800.49,0,0,1,0,0,1,0,0,0,0
3,1,0,646,1,5659.18,1,0,0,0,0,1,0,0,0,1
4,1,0,494,1,8701.72,1,0,0,0,0,1,0,0,0,1
5,1,0,560,1,13073.65,1,0,0,0,0,1,0,0,0,1
2,1,1,298,1,4482.0,1,0,0,0,0,1,0,0,0,0
2,7,0,886,7,5211.02,0,0,1,0,0,1,0,0,0,0
6,-2,0,216,-2,2743.22,0,1,0,0,0,1,0,0,0,0
1,1,0,207,1,1476.18,1,0,0,0,0,1,0,0,0,0
4,-2,1,75,-2,9797.37,0,1,0,0,1,0,0,0,0,0
4,1,0,114,1,4567.65,1,0,0,0,0,1,0,0,0,0
1,1,0,427,1,3569.16,1,0,0,0,0,1,0,0,0,0
2,4,0,343,4,5241.41,1,0,0,0,0,1,0,0,1,0
3,3,0,842,3,8219.89,0,0,1,0,0,1,0,0,0,1
1,3,1,505,3,10252.47,0,0,1,0,0,1,0,0,0,1
2,3,0,338,3,5557.9,1,0,0,0,0,1,0,0,0,0
2,6,0,384,6,8906.95,0,0,1,0,0,1,0,0,0,0
2,3,0,339,3,3951.25,0,0,1,0,0,1,0,0,0,1
2,1,0,278,1,2231.98,0,0,1,0,0,1,0,0,0,0
2,2,0,1741,2,7439.81,1,0,0,0,0,1,0,0,0,0
2,2,0,779,2,2390.99,0,0,1,0,0,1,0,0,0,0
3,1,0,606,1,4097.95,1,0,0,0,0,1,0,0,0,0
5,8,0,300,5,5954.46,1,0,0,0,0,1,0,0,0,0
1,1,0,945,1,8090.46,0,0,1,0,0,1,0,0,0,1
2,1,0,548,1,5074.11,0,0,1,0,0,1,0,0,0,0
4,2,0,420,9,10538.65,0,0,1,0,0,1,0,0,0,1
4,2,0,494,2,6453.61,0,0,1,0,0,1,0,0,0,1
3,5,0,375,5,13101.65,1,0,0,0,0,1,0,0,0,1
3,-2,0,454,-2,5812.39,0,1,0,0,0,1,0,0,0,1
1,1,0,621,1,3881.86,1,0,0,0,0,1,0,0,0,0
3,-2,0,91,-2,1358.52,0,1,0,0,0,1,0,0,0,0
1,0,0,520,2,3151.49,1,0,0,0,0,1,0,0,0,1
2,2,1,81,2,5455.23,1,0,0,0,0,0,0,0,0,1
4,-2,0,473,-2,2549.08,0,1,0,0,1,0,0,0,0,0
5,5,0,168,5,5733.31,0,0,1,0,0,1,0,0,0,1
1,-2,0,128,-2,1517.07,0,1,0,0,0,1,0,0,0,0
3,4,0,638,4,5709.9,1,0,0,0,0,0,0,0,0,1
2,3,0,961,3,6259.4,1,0,0,0,0,1,0,0,0,1
3,4,0,234,4,5650.52,0,0,1,0,0,1,0,0,0,1
4,5,1,196,5,4465.16,1,0,0,0,1,0,0,0,0,1
2,1,0,355,3,3749.15,0,0,1,0,0,0,0,0,0,0
1,-2,1,125,-2,1738.66,0,1,0,0,0,0,0,0,1,0
2,4,0,860,4,7459.28,0,0,1,0,0,1,0,0,0,1
5,10,0,91,8,5634.98,0,0,1,0,0,1,0,0,0,1
4,1,1,393,2,5447.18,1,0,0,0,0,1,0,0,0,0
2,2,0,58,2,2715.71,0,0,1,0,0,1,0,0,0,1
1,-2,1,907,-2,3440.64,0,1,0,0,1,0,0,0,0,0
4,4,0,43,4,11701.16,0,0,1,0,0,0,0,0,0,0
2,1,1,83,1,11126.95,0,0,1,0,1,0,0,0,0,0
1,-2,1,258,-2,1930.85,0,1,0,0,1,0,0,0,0,0
3,3,0,150,3,3615.49,0,0,1,0,0,1,0,0,0,0
2,1,0,270,1,3034.94,1,0,0,0,0,0,0,0,0,0
2,2,0,132,2,3951.51,1,0,0,0,0,1,0,0,0,0
1,-2,0,97,5,3416.05,0,1,0,0,0,1,0,0,0,0
1,3,0,46,3,2044.82,1,0,0,0,1,0,0,0,0,0
2,10,1,140,8,4340.49,0,0,1,0,1,0,0,0,0,0
1,3,0,105,3,2523.64,0,0,1,0,0,1,0,0,0,0
3,8,0,753,8,7924.69,0,0,1,0,0,1,0,0,0,1
2,2,0,313,2,6551.97,1,0,0,0,0,1,0,0,0,1
4,5,0,1741,5,8405.18,1,0,0,0,0,1,0,0,0,1
3,4,0,286,4,4924.73,0,0,1,0,0,1,0,0,0,0
3,5,0,213,5,3579.07,1,0,0,0,0,1,0,0,0,1
3,3,0,84,3,7813.53,0,0,1,0,0,1,0,0,0,0
4,5,0,478,5,6820.16,1,0,0,0,0,1,0,0,0,0
2,10,0,433,6,8736.3,0,0,1,0,0,1,0,0,0,0
1,2,1,345,2,6109.16,1,0,0,0,0,1,0,0,0,0
4,3,1,211,3,3368.26,1,0,0,0,0,1,0,0,1,0
2,-2,0,273,-2,4834.51,0,1,0,0,1,0,0,0,0,0
2,2,1,120,2,10440.44,1,0,0,0,1,0,0,0,0,0
2,1,0,236,1,5410.07,1,0,0,0,0,1,0,0,0,0
2,4,0,385,4,4750.06,0,0,1,0,0,1,0,0,0,1
3,7,0,491,7,4810.25,1,0,0,0,0,1,0,0,0,0
7,3,0,323,3,6890.62,1,0,0,0,0,1,0,0,0,1
3,4,0,405,4,8133.93,1,0,0,0,0,1,0,0,0,0
3,4,0,114,4,4813.11,1,0,0,0,0,1,0,0,0,0
2,3,0,575,3,17455.17,1,0,0,0,0,1,0,0,0,1
4,3,0,535,3,4166.56,1,0,0,0,0,1,0,0,0,0
1,2,0,130,2,1193.64,0,0,1,0,0,1,0,0,0,0
2,1,0,438,2,3814.03,1,0,0,0,0,1,0,0,0,1
4,3,0,185,3,3649.38,1,0,0,0,0,1,0,0,0,0
4,4,0,627,3,5633.27,1,0,0,0,0,1,0,0,0,0
2,2,0,177,2,7721.24,1,0,0,0,0,1,0,0,0,1
1,-2,0,33,-2,2401.14,0,1,0,0,0,1,0,0,0,0
1,-2,1,249,-2,3283.42,0,1,0,0,1,0,0,0,0,0
3,4,0,343,5,11696.34,0,0,1,0,0,1,0,0,1,0
3,4,0,832,4,8192.0,1,0,0,0,0,1,0,0,0,1
2,1,0,130,1,762.88,1,0,0,0,0,0,0,0,0,0
1,2,1,106,2,5089.09,1,0,0,0,1,0,0,0,0,0
6,10,0,819,10,6473.11,0,0,1,0,0,0,0,0,0,0
3,7,0,149,7,3928.79,1,0,0,0,0,1,0,0,0,0
2,3,0,836,3,10056.98,0,0,1,0,0,1,0,0,0,1
6,5,0,156,5,10525.13,0,0,1,0,0,1,0,0,0,1
7,-2,0,724,-2,3412.04,0,1,0,0,0,0,0,0,0,0
2,3,0,401,3,3786.95,1,0,0,0,0,1,0,0,0,0
2,-2,0,35,-2,2265.22,0,1,0,0,0,1,0,0,0,1
2,1,0,141,1,3095.62,1,0,0,0,0,0,0,0,0,0
1,2,0,269,2,2908.19,0,0,1,0,0,1,0,0,0,0
2,4,0,1,4,4038.0,1,0,0,0,0,1,0,0,0,0
1,2,0,495,2,7253.16,1,0,0,0,0,1,0,0,0,0
3,4,0,426,3,7711.03,1,0,0,0,0,1,0,0,0,1
4,2,0,649,2,19186.64,1,0,0,0,0,1,0,0,1,0
2,4,0,328,4,4040.53,1,0,0,0,1,0,0,0,1,0
2,2,0,414,2,5870.71,1,0,0,0,0,1,0,0,0,0
3,3,1,570,3,11062.8,1,0,0,0,1,0,0,0,0,0
2,1,0,196,3,3472.13,0,0,1,0,0,1,0,0,0,0
2,5,1,504,5,7412.58,1,0,0,0,0,1,0,0,0,0
2,0,0,358,1,3155.04,0,0,1,0,0,1,0,0,0,0
4,7,0,496,7,4877.67,0,0,1,0,0,1,0,0,0,1
2,-2,1,381,-2,4284.97,0,1,0,0,1,0,0,0,0,0
1,2,1,16,2,6063.8,1,0,0,0,1,0,0,0,0,1
2,4,1,862,4,12620.26,1,0,0,0,1,0,0,0,0,1
1,-2,0,0,-2,970.75,0,1,0,0,0,0,0,0,0,0
4,1,0,648,1,3252.07,1,0,0,0,0,1,0,0,0,0
1,4,0,168,4,2054.68,1,0,0,0,0,1,0,0,0,1
2,3,0,551,3,15774.26,0,0,1,0,0,1,0,0,1,0
2,-2,0,402,-2,2988.37,0,1,0,0,0,1,0,0,0,0
1,-2,0,26,-2,1184.06,0,1,0,0,1,0,0,0,0,0
2,3,0,590,3,4763.28,0,0,1,0,0,1,0,0,0,0
3,-2,1,501,1,6241.6,0,1,0,0,0,0,0,0,0,0
1,3,0,317,-2,1717.03,1,0,0,0,0,1,0,0,0,0
3,2,0,203,2,6824.79,0,0,1,0,0,1,0,0,0,1
2,3,0,201,3,9302.26,0,0,1,0,0,1,0,0,0,1
2,1,1,645,1,6502.76,1,0,0,0,1,0,0,0,0,0
2,3,0,141,3,3085.18,1,0,0,0,0,1,0,0,0,0
1,2,0,347,2,5135.28,1,0,0,0,0,1,0,0,0,0
1,2,0,462,2,1669.73,0,0,1,0,0,1,0,0,0,0
4,2,0,903,5,5361.26,0,0,1,0,0,1,0,0,0,1
1,2,0,523,2,2583.22,0,0,1,0,0,1,0,0,0,1
3,3,0,0,3,4817.98,0,0,1,0,0,1,0,0,0,0
3,6,1,784,6,9691.12,0,0,1,0,0,1,0,0,0,0
3,3,0,725,3,5941.21,1,0,0,0,0,1,0,0,0,0
3,3,0,769,3,5685.09,0,0,1,0,0,1,0,0,0,0
2,3,0,358,3,5756.89,1,0,0,0,0,1,0,0,0,1
3,1,0,149,1,3161.05,0,0,1,0,0,1,0,0,0,0
3,2,0,467,2,4280.28,1,0,0,0,0,1,0,0,0,0
2,1,1,369,1,7368.13,1,0,0,0,0,1,0,0,0,0
4,7,1,454,7,9580.4,0,0,1,0,0,1,0,0,0,1
3,5,0,355,5,6805.91,0,0,1,0,0,1,0,0,1,0
1,-2,0,94,-2,3941.64,0,1,0,0,1,0,0,0,0,0
3,1,0,466,1,7485.98,0,0,1,0,0,1,0,0,0,1
2,1,1,383,1,9040.89,1,0,0,0,0,1,0,0,0,1
5,-2,1,371,-2,6836.54,0,1,0,0,1,0,0,0,0,0
2,2,0,157,2,5073.17,1,0,0,0,0,1,0,0,0,0
2,3,0,66,3,6136.54,0,0,1,0,0,1,0,0,0,1
2,5,1,742,5,3798.06,1,0,0,0,1,0,0,0,0,0
3,1,0,610,1,4309.4,1,0,0,0,0,1,0,0,0,0
3,5,1,572,5,11105.25,1,0,0,0,1,0,0,0,0,1
1,2,0,464,3,2570.96,1,0,0,0,0,1,0,0,0,0
6,5,0,77,5,2149.57,0,0,1,0,0,1,0,0,0,0
1,-2,0,194,-2,2944.34,0,1,0,0,1,0,0,0,0,0
1,2,1,481,2,3884.37,1,0,0,0,1,0,0,0,0,0
2,2,0,883,2,21598.32,1,0,0,0,0,1,0,0,1,0
2,4,0,334,4,7381.86,0,0,1,0,0,1,0,0,0,1
4,5,0,289,5,10622.98,1,0,0,0,0,1,0,0,0,1
2,3,0,856,7,14301.41,0,0,1,0,0,1,0,0,1,0
1,6,0,365,6,5172.14,1,0,0,0,1,0,0,0,0,0
2,5,0,924,4,5725.06,1,0,0,0,0,1,0,0,0,1
